model,seed,AUROC,HALL_AUPR
llava_1_5_7b,42,0.8952421476851444,0.6634315927674551
llava_1_5_7b,43,0.8970640021128621,0.6815427839895173
llava_1_5_7b,44,0.8975971085091607,0.6822039104359295
