model,scope,signal,layer,real_mean,hall_mean,hall_minus_real,real_median,hall_median,real_count,hall_count
llava_1_5_7b,test,kP,1,0.6138691306114197,0.7154620289802551,0.10159289836883545,0.6299792528152466,0.7582101821899414,1228,333
llava_1_5_7b,test,kP,2,0.5189829468727112,0.6055193543434143,0.08653640747070312,0.5108393430709839,0.6172173023223877,1228,333
llava_1_5_7b,test,kP,3,0.6713176965713501,0.7912989854812622,0.11998128890991211,0.6598666906356812,0.8133688569068909,1228,333
llava_1_5_7b,test,kP,4,0.8677787780761719,0.8843737244606018,0.01659494638442993,0.8850566744804382,0.9106261134147644,1228,333
llava_1_5_7b,test,kP,5,0.7964082956314087,0.8408378958702087,0.04442960023880005,0.8239024877548218,0.8484549522399902,1228,333
llava_1_5_7b,test,kP,6,0.7890368103981018,0.8586544990539551,0.06961768865585327,0.7933727502822876,0.8681226968765259,1228,333
llava_1_5_7b,test,kP,7,0.6708317399024963,0.722833514213562,0.052001774311065674,0.6805997490882874,0.73689204454422,1228,333
llava_1_5_7b,test,kP,8,0.8399010896682739,0.8943006992340088,0.05439960956573486,0.8576897382736206,0.9000104665756226,1228,333
llava_1_5_7b,test,kP,9,0.7166699171066284,0.7555822730064392,0.03891235589981079,0.711686909198761,0.7433992624282837,1228,333
llava_1_5_7b,test,kP,10,0.6883081793785095,0.7649824619293213,0.07667428255081177,0.6893417239189148,0.7764312624931335,1228,333
llava_1_5_7b,test,kP,11,0.6237305998802185,0.6737039685249329,0.049973368644714355,0.6053525805473328,0.661863386631012,1228,333
llava_1_5_7b,test,kP,12,0.6421211361885071,0.6911745667457581,0.04905343055725098,0.6274381875991821,0.6895076036453247,1228,333
llava_1_5_7b,test,kP,13,0.7108984589576721,0.7997411489486694,0.08884268999099731,0.7200301885604858,0.8127023577690125,1228,333
llava_1_5_7b,test,kP,14,0.6550548672676086,0.725593090057373,0.0705382227897644,0.6507567167282104,0.7310805916786194,1228,333
llava_1_5_7b,test,kP,15,0.648860514163971,0.7204917669296265,0.07163125276565552,0.6249596476554871,0.7143515944480896,1228,333
llava_1_5_7b,test,kP,16,0.6497387290000916,0.6881390810012817,0.038400352001190186,0.6519795656204224,0.6797701716423035,1228,333
llava_1_5_7b,test,kP,17,0.6164790391921997,0.6433765292167664,0.02689749002456665,0.6138445138931274,0.6401240229606628,1228,333
llava_1_5_7b,test,kP,18,0.8108773231506348,0.8963077068328857,0.08543038368225098,0.8368250131607056,0.9041271209716797,1228,333
llava_1_5_7b,test,kP,19,0.7948421835899353,0.881226658821106,0.08638447523117065,0.8223239183425903,0.8904276490211487,1228,333
llava_1_5_7b,test,kP,20,0.7203330397605896,0.8585755228996277,0.13824248313903809,0.7531946897506714,0.8822353482246399,1228,333
llava_1_5_7b,test,kP,21,0.6760406494140625,0.7272158265113831,0.05117517709732056,0.6851334571838379,0.7293127179145813,1228,333
llava_1_5_7b,test,kP,22,0.8255829811096191,0.8976395726203918,0.0720565915107727,0.8621936440467834,0.9035969376564026,1228,333
llava_1_5_7b,test,kP,23,0.7961605787277222,0.8842579126358032,0.08809733390808105,0.81349778175354,0.897794783115387,1228,333
