model,scope,signal,layer,paired_images,hall_minus_real,ci95_low,ci95_high
qwen3_vl_8b,all,kP,8,1731,0.06784074753522873,0.06349043007940054,0.07215974368155002
qwen3_vl_8b,all,kP,9,1731,0.06737656146287918,0.06316024344414473,0.07153161522001028
qwen3_vl_8b,all,kP,10,1731,0.05864197760820389,0.054042440466582777,0.06306538730859756
qwen3_vl_8b,all,kP,11,1731,0.05961195379495621,0.05541187031194568,0.0638791935518384
qwen3_vl_8b,all,kP,12,1731,0.06578809022903442,0.06169679369777441,0.06996421981602907
qwen3_vl_8b,all,kP,13,1731,0.032143138349056244,0.02956434260122478,0.0347512012347579
qwen3_vl_8b,all,kP,14,1731,0.06066850200295448,0.0570195977576077,0.0643002176657319
qwen3_vl_8b,all,kP,15,1731,0.0626753717660904,0.05850911708548665,0.06686222106218338
qwen3_vl_8b,all,kP,16,1731,0.07995568960905075,0.07569214217364788,0.08443516697734593
qwen3_vl_8b,all,kP,17,1731,0.05689501762390137,0.05305240852758288,0.060930006392300125
qwen3_vl_8b,all,kP,18,1731,0.04902608320116997,0.04600238697603345,0.05216119140386581
qwen3_vl_8b,all,kP,19,1731,0.08517815172672272,0.08101035878062249,0.08961986098438501
qwen3_vl_8b,all,kP,20,1731,0.03800426796078682,0.03551205731928349,0.04048213828355074
qwen3_vl_8b,all,kP,21,1731,0.06701919436454773,0.06401048339903355,0.07031646724790334
qwen3_vl_8b,all,kP,22,1731,0.07563542574644089,0.07200147937983274,0.07950387876480818
qwen3_vl_8b,all,kP,23,1731,0.06278634816408157,0.05915766330435872,0.06643792763352394
