model,left,right,metric,difference,ci95_low,ci95_high,valid_replicates
qwen3_vl_8b,prompt_within_source_kappa,position,AUROC,0.21655537190082652,0.18573934069981976,0.24897003472467152,2000
qwen3_vl_8b,prompt_within_source_kappa,position,HALL_AUPR,0.353623839643736,0.29119081363171595,0.41651753357950166,2000
qwen3_vl_8b,generation_within_source_kappa,position,AUROC,0.1799696969696971,0.14376700686364918,0.21676581514941926,2000
qwen3_vl_8b,generation_within_source_kappa,position,HALL_AUPR,0.30801151363595647,0.2476425788814929,0.3607707967509725,2000
qwen3_vl_8b,b1_residual_visual_generation_balance,position,AUROC,0.18747382920110178,0.15571731684846116,0.2230299819843413,2000
qwen3_vl_8b,b1_residual_visual_generation_balance,position,HALL_AUPR,0.3544265824738758,0.3001370686774458,0.40696637142028114,2000
qwen3_vl_8b,b1_delta_residual_generation_cos,position,AUROC,0.1873272727272728,0.15184311205286943,0.22559350990449156,2000
qwen3_vl_8b,b1_delta_residual_generation_cos,position,HALL_AUPR,0.3242588377524639,0.26270953108423845,0.38025201265929814,2000
qwen3_vl_8b,visual_context_relative_change,position,AUROC,0.1773052341597796,0.14308906105261496,0.21292255922094072,2000
qwen3_vl_8b,visual_context_relative_change,position,HALL_AUPR,0.28419753302516226,0.22455518035203656,0.3455769302307834,2000
qwen3_vl_8b,generation_kappa_plus_position,generation_within_source_kappa,AUROC,0.0007085399449033858,-0.005665790407888993,0.007047205709273982,2000
qwen3_vl_8b,generation_kappa_plus_position,generation_within_source_kappa,HALL_AUPR,-0.002652097150361521,-0.022633321362964955,0.01658136395685966,2000
qwen3_vl_8b,generation_kappa_plus_position,position,AUROC,0.1806782369146005,0.1471016526179834,0.21624753803194907,2000
qwen3_vl_8b,generation_kappa_plus_position,position,HALL_AUPR,0.30535941648559495,0.24292110095892888,0.3577766895379598,2000
qwen3_vl_8b,five_concat,prompt_within_source_kappa,AUROC,0.03201597796143263,0.015700620827588017,0.04833386490193925,2000
qwen3_vl_8b,five_concat,prompt_within_source_kappa,HALL_AUPR,0.09132188722074308,0.037660449628674035,0.1430408428276993,2000
qwen3_vl_8b,five_concat,generation_within_source_kappa,AUROC,0.06860165289256204,0.048102352964864474,0.0903070474508916,2000
qwen3_vl_8b,five_concat,generation_within_source_kappa,HALL_AUPR,0.13693421322852262,0.08455505497163625,0.19258593282091113,2000
qwen3_vl_8b,five_concat,b1_residual_visual_generation_balance,AUROC,0.06109752066115737,0.04074310788003105,0.08048215965059037,2000
qwen3_vl_8b,five_concat,b1_residual_visual_generation_balance,HALL_AUPR,0.09051914439060327,0.03573167124148958,0.14571776619013788,2000
qwen3_vl_8b,five_concat,b1_delta_residual_generation_cos,AUROC,0.06124407713498636,0.04080998546568879,0.08153400168443042,2000
qwen3_vl_8b,five_concat,b1_delta_residual_generation_cos,HALL_AUPR,0.1206868891120152,0.06787789633472974,0.17629018430497545,2000
qwen3_vl_8b,five_concat,visual_context_relative_change,AUROC,0.07126611570247954,0.05480026914395493,0.08989064044694114,2000
qwen3_vl_8b,five_concat,visual_context_relative_change,HALL_AUPR,0.16074819383931682,0.10952622820750359,0.21183196063224866,2000
qwen3_vl_8b,five_concat,position,AUROC,0.24857134986225915,0.21635670224804024,0.28283061082723515,2000
qwen3_vl_8b,five_concat,position,HALL_AUPR,0.4449457268644791,0.3858748314317573,0.499649410021137,2000
