signal,label,layer,mean,median,q25,q75
I,1,8,6.4362345,6.488251,4.313460350036621,8.288965225219727
I,1,9,3.6877208,3.3179135,2.317291259765625,4.945600986480713
I,1,10,11.0661335,11.251074,8.286267280578613,13.586838722229004
I,1,11,6.7787504,6.776482,4.80019474029541,8.712743759155273
I,1,12,10.729174,10.774417,8.094082832336426,13.263518333435059
I,1,13,15.509358,15.325891,12.184247970581055,18.780439376831055
I,1,14,7.0648236,6.9271774,4.925064563751221,9.151963233947754
I,1,15,11.494918,11.854896,9.151511192321777,14.206866264343262
I,1,16,26.033297,27.130909,21.209163665771484,31.703166961669922
I,1,17,18.17691,18.706816,14.867359161376953,22.092065811157227
I,1,18,14.131847,15.012844,10.806209564208984,17.831953048706055
I,1,19,23.75631,25.279938,17.347509384155273,30.104278564453125
I,1,20,33.869442,35.39489,25.95629119873047,42.56560516357422
I,1,21,26.311096,26.893166,19.021793365478516,33.34166717529297
I,1,22,20.697338,20.908567,12.853897094726562,27.546695709228516
I,1,23,11.097716,10.675192,7.09811544418335,14.594931602478027
I,1,24,8.622637,7.384071,4.655555725097656,11.352832794189453
I,1,25,27.723421,27.904755,17.027008056640625,37.365474700927734
I,1,26,24.17149,24.563454,14.423322677612305,33.37342834472656
I,1,27,16.30529,14.910556,8.986851692199707,22.69988441467285
I,1,28,8.754257,7.866486,4.911239147186279,11.894837379455566
I,1,29,29.430683,27.70337,16.60110092163086,40.28177261352539
I,1,30,46.756775,45.440277,31.043201446533203,61.185604095458984
I,1,31,35.593197,33.729443,22.566715240478516,46.686431884765625
I,1,32,28.081017,26.128761,18.17323875427246,35.866058349609375
S,0,1,0.4677938,0.38829663,0.28799009323120117,0.5842830091714859
S,0,2,0.23623632,0.22503683,0.17909866198897362,0.2781301438808441
S,0,3,0.11174527,0.09383435,0.0674403216689825,0.1342429630458355
S,0,4,0.25969282,0.21934709,0.15879128500819206,0.31253933906555176
S,0,5,0.8275755,0.6666622,0.45245808362960815,1.0080530643463135
S,0,6,1.8554286,1.4499764,0.9325632899999619,2.2947405576705933
S,0,7,1.5255681,1.181982,0.7917978763580322,1.8379503786563873
S,0,8,3.6438155,3.3492718,2.122196316719055,4.793653964996338
S,0,9,1.684702,1.4873044,1.1342090964317322,1.9897906482219696
S,0,10,5.3497787,5.060215,3.352713406085968,7.071284770965576
S,0,11,2.988785,2.7621305,1.7491785287857056,3.9581515789031982
S,0,12,4.753372,4.581414,2.939611554145813,6.33208692073822
S,0,13,7.793093,7.708503,4.928701400756836,10.292514562606812
S,0,14,2.8535073,2.6125507,1.6627413630485535,3.7812596559524536
S,0,15,4.8266873,4.7825437,3.062693953514099,6.398822665214539
S,0,16,11.175368,11.253908,7.338234305381775,14.649258613586426
S,0,17,7.7820826,7.7373543,4.987379312515259,10.318906307220459
S,0,18,4.7659354,4.435587,2.5433003902435303,6.87777042388916
S,0,19,8.42385,8.141842,5.062862038612366,11.449344635009766
S,0,20,12.841778,12.986168,8.626091003417969,17.05905055999756
S,0,21,7.7657533,7.5104265,4.73151969909668,10.316274642944336
S,0,22,5.5871534,5.023754,2.9990909099578857,7.739651441574097
S,0,23,2.5159266,2.1074684,1.1549660861492157,3.4806689023971558
S,0,24,2.2952788,1.897819,1.0329055488109589,3.2077617049217224
S,0,25,6.832461,6.2398267,2.971432685852051,10.077683687210083
S,0,26,4.7611156,4.2476587,1.8206335008144379,7.194240212440491
S,0,27,4.0642815,3.016039,1.3398565649986267,5.487392902374268
S,0,28,1.7909583,1.5257713,0.8265143483877182,2.568079173564911
S,0,29,5.890758,5.009721,2.6176206469535828,8.339366436004639
S,0,30,10.374339,9.296097,5.154820919036865,14.358555316925049
S,0,31,7.3011374,6.3506756,3.6720277667045593,9.973193645477295
S,0,32,10.227221,9.169657,6.09848690032959,13.140105724334717
S,1,1,0.68761694,0.6415669,0.3828621208667755,0.9761469960212708
S,1,2,0.30400234,0.27772307,0.21933317184448242,0.36188840866088867
S,1,3,0.16031343,0.13025407,0.09121832251548767,0.18522122502326965
S,1,4,0.38841066,0.33169246,0.22792671620845795,0.4985560476779938
S,1,5,1.286902,1.0852575,0.6548261642456055,1.7818677425384521
S,1,6,3.2812376,2.63666,1.5071556568145752,4.952693939208984
S,1,7,2.5820653,2.1721635,1.247377634048462,3.551509380340576
S,1,8,5.1456614,5.144478,3.4126224517822266,6.632143020629883
S,1,9,2.6215625,2.3325527,1.5989855527877808,3.531855583190918
S,1,10,7.189803,7.2806215,5.372225284576416,8.909395217895508
S,1,11,4.1897855,4.1143494,2.853806972503662,5.4654645919799805
S,1,12,6.6590858,6.654933,5.000765800476074,8.306976318359375
S,1,13,9.866415,9.770719,7.591082572937012,11.99952507019043
S,1,14,4.0016475,3.9044166,2.7417678833007812,5.19126033782959
S,1,15,6.1927857,6.2669196,4.794817924499512,7.725293159484863
S,1,16,13.529509,13.86245,10.985111236572266,16.534961700439453
S,1,17,9.666257,9.949132,7.83580207824707,11.791681289672852
S,1,18,6.4469824,6.7330794,4.801034927368164,8.143024444580078
S,1,19,11.3685255,11.851697,8.25583553314209,14.327089309692383
S,1,20,16.384403,16.826202,12.376953125,20.628864288330078
S,1,21,9.921656,9.9750595,7.146623134613037,12.569687843322754
S,1,22,7.3314147,7.1955,4.5064544677734375,9.769525527954102
S,1,23,3.156042,2.9633188,1.9917922019958496,4.102726936340332
S,1,24,2.5293798,2.1359463,1.3175041675567627,3.362135171890259
S,1,25,8.812214,8.469983,5.119869232177734,11.937240600585938
S,1,26,6.674023,6.5745,3.7431845664978027,9.351644515991211
S,1,27,4.3499804,4.012902,2.3431200981140137,5.947674751281738
S,1,28,2.2120585,1.9443765,1.1928744316101074,2.9866323471069336
S,1,29,7.9395914,7.2457542,4.172999382019043,10.933443069458008
S,1,30,13.293459,12.747588,8.013768196105957,17.811187744140625
S,1,31,9.482057,8.764877,5.747442245483398,12.382024765014648
S,1,32,14.01463,12.953827,9.476980209350586,17.3443603515625
S_C,0,1,0.14284939,0.118369445,0.08541627787053585,0.17167985439300537
S_C,0,2,0.13125744,0.1251171,0.1002545915544033,0.15460510551929474
S_C,0,3,0.05530051,0.04625026,0.03332602605223656,0.06649674847722054
S_C,0,4,0.13290116,0.11154169,0.08037113212049007,0.15955783426761627
S_C,0,5,0.42755413,0.34275448,0.23310169577598572,0.5199466794729233
S_C,0,6,1.0181141,0.7859713,0.49851470440626144,1.2465441823005676
S_C,0,7,0.824297,0.6383258,0.42783989012241364,0.9796959608793259
S_C,0,8,2.0469818,1.8634322,1.1733113825321198,2.679452419281006
S_C,0,9,0.91637003,0.8037686,0.6166995018720627,1.0829533338546753
S_C,0,10,3.017883,2.8132687,1.8431164622306824,3.9837753772735596
S_C,0,11,1.6253898,1.4801629,0.9422723650932312,2.145540416240692
S_C,0,12,2.5968006,2.476606,1.5845284163951874,3.461334705352783
S_C,0,13,4.4249935,4.3166246,2.7235161662101746,5.854847431182861
S_C,0,14,1.5482785,1.4140124,0.9004203081130981,2.0518239736557007
S_C,0,15,2.6737707,2.6261861,1.6841434836387634,3.5555993914604187
S_C,0,16,6.3614793,6.355099,4.121970057487488,8.405843257904053
S_C,0,17,4.3392105,4.3033133,2.7667529582977295,5.741121888160706
S_C,0,18,2.6068108,2.4388196,1.4040631651878357,3.758807122707367
S_C,0,19,4.7167263,4.540326,2.8332513570785522,6.432326912879944
S_C,0,20,7.4255676,7.47537,4.864968538284302,9.872642993927002
S_C,0,21,4.374923,4.241219,2.6840776205062866,5.819384336471558
S_C,0,22,3.1880703,2.8587484,1.697113037109375,4.385762095451355
S_C,0,23,1.4137796,1.1839502,0.6411129534244537,1.9632992148399353
S_C,0,24,1.2803229,1.0482199,0.567094087600708,1.7959591150283813
S_C,0,25,3.8464015,3.5345664,1.6553910374641418,5.635607004165649
S_C,0,26,2.6523733,2.3580923,1.0130509734153748,4.019195079803467
S_C,0,27,2.262746,1.6889195,0.7521925121545792,3.054627776145935
S_C,0,28,1.0171127,0.86503494,0.47417084127664566,1.443838894367218
S_C,0,29,3.3876994,2.9050245,1.502163589000702,4.824844598770142
S_C,0,30,5.8335147,5.1384945,2.8868951201438904,8.088306903839111
S_C,0,31,4.044462,3.540162,2.072134017944336,5.5184948444366455
S_C,0,32,5.9877653,5.4001207,3.6092693209648132,7.6818907260894775
S_C,1,1,0.19695191,0.18313454,0.11382754147052765,0.24664601683616638
S_C,1,2,0.16517203,0.15363091,0.12102838605642319,0.19684553146362305
S_C,1,3,0.079669654,0.064541966,0.0450645349919796,0.09216959774494171
S_C,1,4,0.19939952,0.16970564,0.11579616367816925,0.2560359239578247
S_C,1,5,0.6662513,0.5559502,0.33790165185928345,0.9159682989120483
S_C,1,6,1.8424478,1.4344095,0.8088385462760925,2.750136375427246
S_C,1,7,1.4102545,1.162955,0.6743267774581909,1.9270235300064087
S_C,1,8,2.924646,2.9006286,1.8968600034713745,3.790682315826416
S_C,1,9,1.4357594,1.2672564,0.8689588308334351,1.9414668083190918
S_C,1,10,4.087277,4.0874767,2.966262102127075,5.107554912567139
S_C,1,11,2.2897246,2.2397916,1.5392134189605713,2.98930025100708
S_C,1,12,3.642608,3.6183105,2.696877956390381,4.567171573638916
S_C,1,13,5.6002555,5.50304,4.221818923950195,6.851900100708008
S_C,1,14,2.1676035,2.1086853,1.472594976425171,2.820068836212158
S_C,1,15,3.4416685,3.480904,2.621837615966797,4.3221635818481445
S_C,1,16,7.7057915,7.894932,6.1812920570373535,9.439642906188965
S_C,1,17,5.4143667,5.569981,4.368056774139404,6.613597869873047
S_C,1,18,3.495027,3.650238,2.6174678802490234,4.394230842590332
S_C,1,19,6.370316,6.6041746,4.584816932678223,8.064783096313477
S_C,1,20,9.551007,9.741159,7.083451271057129,12.07176399230957
S_C,1,21,5.6179,5.616413,4.0266265869140625,7.117122173309326
S_C,1,22,4.221577,4.136177,2.5776190757751465,5.644997596740723
S_C,1,23,1.7914065,1.6840453,1.1288089752197266,2.3351986408233643
S_C,1,24,1.429776,1.2110116,0.7487502098083496,1.892017126083374
S_C,1,25,5.059358,4.859703,2.9373440742492676,6.825712203979492
S_C,1,26,3.7580667,3.7104511,2.1282505989074707,5.238963603973389
S_C,1,27,2.4438343,2.24574,1.3168327808380127,3.338094472885132
S_C,1,28,1.256564,1.110363,0.6976929903030396,1.6896576881408691
S_C,1,29,4.5606074,4.184026,2.4567434787750244,6.2537150382995605
S_C,1,30,7.5025864,7.118217,4.540154457092285,9.966894149780273
S_C,1,31,5.2606397,4.856491,3.25050687789917,6.8135986328125
S_C,1,32,8.344002,7.766513,5.651214122772217,10.39400863647461
N_C,0,1,0.08402512,0.06891271,0.0502282939851284,0.09813187830150127
N_C,0,2,0.069977485,0.06608001,0.051771005615592,0.08280429430305958
N_C,0,3,0.029339794,0.023004407,0.015590607654303312,0.03430195152759552
N_C,0,4,0.072540134,0.057377808,0.03918583132326603,0.08753806911408901
N_C,0,5,0.23617265,0.18026361,0.11931916885077953,0.28615206480026245
N_C,0,6,0.63190275,0.46927348,0.28345365822315216,0.7685341536998749
N_C,0,7,0.44634402,0.33966693,0.22596624866127968,0.5248769968748093
N_C,0,8,1.1134671,0.98782027,0.6162047684192657,1.4789441525936127
N_C,0,9,0.45805645,0.40297866,0.303883858025074,0.5406605303287506
N_C,0,10,1.5513277,1.4038422,0.8696919977664948,2.0445510149002075
N_C,0,11,0.73119193,0.66144663,0.41153207421302795,0.9774583131074905
N_C,0,12,1.2335333,1.1903131,0.7378649264574051,1.6558314561843872
N_C,0,13,2.1251936,2.063925,1.1727735698223114,2.8610624074935913
N_C,0,14,0.63936156,0.5585787,0.3191027492284775,0.8725194483995438
N_C,0,15,1.2958093,1.2669501,0.778625413775444,1.7273983359336853
N_C,0,16,3.2767982,3.3272724,2.129755735397339,4.3321568965911865
N_C,0,17,2.3168423,2.2594264,1.4416487216949463,3.0718318819999695
N_C,0,18,1.3561441,1.1934686,0.6090260893106461,1.9929657578468323
N_C,0,19,2.4317365,2.3296475,1.4405444860458374,3.3125208616256714
N_C,0,20,4.418744,4.3214264,2.837796926498413,5.7585859298706055
N_C,0,21,2.0472445,1.9544859,1.2467893958091736,2.6671924591064453
N_C,0,22,1.4408514,1.3039134,0.7688241004943848,1.9393722414970398
N_C,0,23,0.6867399,0.54897535,0.29596924781799316,0.9545490145683289
N_C,0,24,0.60695726,0.4770288,0.25338268280029297,0.8176890313625336
N_C,0,25,1.9911886,1.7210449,0.7985005974769592,2.807224988937378
N_C,0,26,1.2720369,1.0512135,0.4199112206697464,1.900699406862259
N_C,0,27,1.2668264,0.7353481,0.30789951235055923,1.4626751840114594
N_C,0,28,0.5173163,0.41546488,0.22570527717471123,0.7310368120670319
N_C,0,29,1.6031201,1.3327265,0.6655689030885696,2.2872682213783264
N_C,0,30,3.1945121,2.6564038,1.4299172163009644,4.373481392860413
N_C,0,31,1.9285312,1.7093289,0.9892586767673492,2.6471285223960876
N_C,0,32,4.043038,3.7341423,2.5506492853164673,5.151936769485474
N_C,1,1,0.11203845,0.10316335,0.06684698909521103,0.1360977739095688
N_C,1,2,0.08788244,0.080878764,0.06275930255651474,0.10442113131284714
N_C,1,3,0.045779105,0.03332972,0.02227608487010002,0.04981805384159088
N_C,1,4,0.11422265,0.0911454,0.05847688764333725,0.14674945175647736
N_C,1,5,0.38733694,0.30840218,0.18035590648651123,0.5156946182250977
N_C,1,6,1.1775597,0.8680007,0.4713985025882721,1.7356064319610596
N_C,1,7,0.7748799,0.6300784,0.3677254617214203,1.0503883361816406
N_C,1,8,1.6122448,1.5586743,0.9926016926765442,2.083700656890869
N_C,1,9,0.7331574,0.6318932,0.4339512288570404,0.9801297783851624
N_C,1,10,2.0780041,2.015538,1.441333532333374,2.6125903129577637
N_C,1,11,0.98857015,0.94894826,0.673516035079956,1.2454935312271118
N_C,1,12,1.6694282,1.6375403,1.2276670932769775,2.0797646045684814
N_C,1,13,2.611737,2.5348814,1.9017733335494995,3.2260987758636475
N_C,1,14,0.8839686,0.8517022,0.5618476867675781,1.1369013786315918
N_C,1,15,1.566024,1.5803864,1.1650488376617432,1.959214448928833
N_C,1,16,3.8105311,3.8565693,3.030308723449707,4.688040256500244
N_C,1,17,2.9549067,3.0372474,2.297701120376587,3.628007411956787
N_C,1,18,1.7160413,1.6966573,1.2064921855926514,2.2089595794677734
N_C,1,19,3.3163707,3.2858853,2.312145948410034,4.258744239807129
N_C,1,20,5.6979756,5.6387873,3.971182346343994,7.25942325592041
N_C,1,21,2.5549192,2.473689,1.7563782930374146,3.2351267337799072
N_C,1,22,2.008738,1.9003979,1.1589303016662598,2.691262722015381
N_C,1,23,0.8801488,0.8058453,0.5104586482048035,1.152539610862732
N_C,1,24,0.6784218,0.54150385,0.3310560882091522,0.8728906512260437
N_C,1,25,2.6871502,2.3376493,1.397199273109436,3.5142078399658203
N_C,1,26,1.815906,1.7014123,0.9287276268005371,2.5069093704223633
N_C,1,27,1.213379,1.0780319,0.5819955468177795,1.6482532024383545
N_C,1,28,0.66155905,0.53785014,0.32679498195648193,0.8624577522277832
N_C,1,29,2.1930683,1.9610782,1.0737018585205078,3.0417275428771973
N_C,1,30,4.2105484,3.7128925,2.2726595401763916,5.5837531089782715
N_C,1,31,2.528328,2.2948282,1.561898946762085,3.233163833618164
N_C,1,32,5.7816153,5.4240184,3.8924448490142822,7.2680559158325195
kappa_C,0,1,0.58273494,0.5806849,0.5387127846479416,0.623124286532402
kappa_C,0,2,0.53059494,0.53001094,0.48831722140312195,0.5723442286252975
kappa_C,0,3,0.5048643,0.49495435,0.45717956125736237,0.5384049713611603
kappa_C,0,4,0.5206536,0.51285255,0.4739040806889534,0.5598491132259369
kappa_C,0,5,0.5350593,0.5303799,0.49560219049453735,0.5694941431283951
kappa_C,0,6,0.5960801,0.584689,0.5437130331993103,0.6392673850059509
kappa_C,0,7,0.5361211,0.5366461,0.4993707090616226,0.571933388710022
kappa_C,0,8,0.5382286,0.5339949,0.4976946786046028,0.5709996670484543
kappa_C,0,9,0.49703246,0.49810112,0.4621995836496353,0.5322924256324768
kappa_C,0,10,0.50143224,0.500085,0.44479426741600037,0.5526129454374313
kappa_C,0,11,0.44644678,0.43702608,0.3929641842842102,0.4925483837723732
kappa_C,0,12,0.47056377,0.46633723,0.42598745971918106,0.5102543234825134
kappa_C,0,13,0.4704862,0.46299928,0.4149317815899849,0.5154118090867996
kappa_C,0,14,0.39498505,0.3801583,0.335754431784153,0.43833107501268387
kappa_C,0,15,0.47565454,0.46854204,0.42117661237716675,0.5265398770570755
kappa_C,0,16,0.5179748,0.50995743,0.46560589224100113,0.5618460923433304
kappa_C,0,17,0.5286803,0.5239186,0.4793689548969269,0.5722471177577972
kappa_C,0,18,0.49120516,0.48318213,0.4222342520952225,0.5513154715299606
kappa_C,0,19,0.5161387,0.5085164,0.46251747012138367,0.5646868348121643
kappa_C,0,20,0.59646744,0.58749527,0.5390225946903229,0.6463926285505295
kappa_C,0,21,0.4725984,0.46431115,0.42408376187086105,0.5150968730449677
kappa_C,0,22,0.45838183,0.4413587,0.3882947117090225,0.5052707344293594
kappa_C,0,23,0.48158595,0.47173202,0.42071932554244995,0.5264915078878403
kappa_C,0,24,0.469112,0.4570489,0.40856798738241196,0.5160991549491882
kappa_C,0,25,0.50385004,0.48743632,0.40741491317749023,0.5807401090860367
kappa_C,0,26,0.45808816,0.4424759,0.3821968212723732,0.5175164937973022
kappa_C,0,27,0.47431085,0.43515158,0.3694325089454651,0.5286983102560043
kappa_C,0,28,0.4998065,0.49056205,0.439990371465683,0.5498479008674622
kappa_C,0,29,0.46573004,0.45397592,0.40085557103157043,0.5186773389577866
kappa_C,0,30,0.52826357,0.51449233,0.4535013884305954,0.5958147495985031
kappa_C,0,31,0.48593724,0.48165148,0.43545522540807724,0.52850142121315
kappa_C,0,32,0.68843055,0.69229615,0.6401152610778809,0.7392159402370453
kappa_C,1,1,0.5724803,0.5690965,0.5334353446960449,0.6079902052879333
kappa_C,1,2,0.5297151,0.52478844,0.48711755871772766,0.569192111492157
kappa_C,1,3,0.5322251,0.5179737,0.48318156599998474,0.561817467212677
kappa_C,1,4,0.5460824,0.53745997,0.4938496947288513,0.590742826461792
kappa_C,1,5,0.56036824,0.55297,0.5188383460044861,0.5943591594696045
kappa_C,1,6,0.6113508,0.6018441,0.558305025100708,0.6535998582839966
kappa_C,1,7,0.54627055,0.54771274,0.5136186480522156,0.5787372589111328
kappa_C,1,8,0.54331917,0.54127234,0.5066540837287903,0.578375518321991
kappa_C,1,9,0.50665987,0.5085277,0.47577789425849915,0.5381511449813843
kappa_C,1,10,0.50263953,0.50641954,0.4568096697330475,0.5489305853843689
kappa_C,1,11,0.43446487,0.42253524,0.3810330629348755,0.4802747666835785
kappa_C,1,12,0.4591511,0.45345148,0.4182528853416443,0.4935499131679535
kappa_C,1,13,0.4620253,0.4593433,0.4174371063709259,0.5040295720100403
kappa_C,1,14,0.40124434,0.3908259,0.3489942252635956,0.4438357651233673
kappa_C,1,15,0.45422044,0.4426292,0.40417516231536865,0.49307239055633545
kappa_C,1,16,0.49462056,0.4891177,0.45048987865448,0.5319544076919556
kappa_C,1,17,0.54339457,0.54403025,0.5028235912322998,0.5838677287101746
kappa_C,1,18,0.48221156,0.47532073,0.4257705807685852,0.5306720733642578
kappa_C,1,19,0.5172293,0.5141315,0.4664658308029175,0.5637062191963196
kappa_C,1,20,0.5899604,0.5878714,0.5339740514755249,0.641208827495575
kappa_C,1,21,0.4542479,0.44630843,0.41027867794036865,0.49090972542762756
kappa_C,1,22,0.470955,0.46019524,0.39854907989501953,0.530383825302124
kappa_C,1,23,0.48528463,0.47607073,0.4267157316207886,0.5343776941299438
kappa_C,1,24,0.4627583,0.45111904,0.404326856136322,0.5055404901504517
kappa_C,1,25,0.5140607,0.49891502,0.41695043444633484,0.5947498679161072
kappa_C,1,26,0.46871793,0.4584567,0.39916789531707764,0.5271978378295898
kappa_C,1,27,0.4775703,0.46197706,0.4054516851902008,0.5317700505256653
kappa_C,1,28,0.50833774,0.4930156,0.44296956062316895,0.5545732378959656
kappa_C,1,29,0.47118706,0.46170354,0.4037233293056488,0.529205858707428
kappa_C,1,30,0.5431519,0.5314054,0.4641045928001404,0.6103748679161072
kappa_C,1,31,0.48380068,0.47762683,0.43621453642845154,0.5233931541442871
kappa_C,1,32,0.6979787,0.70443016,0.6536428332328796,0.7487542033195496
visual_fraction,0,1,0.04505166,0.03872308,0.02835076069459319,0.055397179909050465
