model,scope,metric,layer,n_mixed_images,n_valid,mean_hall_minus_real,median_hall_minus_real,fraction_hall_gt_real
internvl_2_5_8b,all,cos_mean,1,161,161,0.013157301628829535,0.0017734417621492748,0.515527950310559
internvl_2_5_8b,all,cos_mean,2,161,161,0.000409510530308316,-0.0003999221714063028,0.484472049689441
internvl_2_5_8b,all,cos_mean,3,161,161,0.003839443134040423,0.0021355848098210117,0.5031055900621118
internvl_2_5_8b,all,cos_mean,4,161,161,0.0028143586702099365,-0.00047859453115961514,0.4906832298136646
internvl_2_5_8b,all,cos_mean,5,161,161,0.0016233305758752228,0.000710831256583333,0.5031055900621118
internvl_2_5_8b,all,cos_mean,6,161,161,-0.013031174632783854,-0.011883361396030523,0.35403726708074534
internvl_2_5_8b,all,cos_mean,7,161,161,0.018608996084231666,0.013591731491032988,0.6894409937888198
internvl_2_5_8b,all,cos_mean,8,161,161,0.0034646500755281407,-0.004097958725954698,0.4782608695652174
internvl_2_5_8b,all,cos_mean,9,161,161,0.017182495040785478,0.013086510080029257,0.6521739130434783
internvl_2_5_8b,all,cos_mean,10,161,161,-0.00027317059797025436,-0.003225924192520324,0.4720496894409938
internvl_2_5_8b,all,cos_mean,11,161,161,0.010375825900841155,0.009713161445688456,0.5527950310559007
internvl_2_5_8b,all,cos_mean,12,161,161,0.008270535539546564,0.007760359643725678,0.5714285714285714
internvl_2_5_8b,all,cos_mean,13,161,161,0.013838495822470098,0.009597008149285102,0.5900621118012422
internvl_2_5_8b,all,cos_mean,14,161,161,0.0033139013520270713,0.005470370233524591,0.5590062111801242
internvl_2_5_8b,all,cos_mean,15,161,161,0.009262612281579354,0.007650865742471091,0.6459627329192547
internvl_2_5_8b,all,cos_mean,16,161,161,-0.006484671187999247,-0.009861769984127022,0.36645962732919257
internvl_2_5_8b,all,cos_mean,17,161,161,0.003193491322795187,0.0038156667817474954,0.5341614906832298
internvl_2_5_8b,all,cos_mean,18,161,161,-0.009869015971383226,-0.008716245605455697,0.36024844720496896
internvl_2_5_8b,all,cos_mean,19,161,161,-0.0026692728077794083,-0.003231488210379524,0.42857142857142855
internvl_2_5_8b,all,cos_mean,20,161,161,-0.0033216614808489935,-0.003226538126455125,0.4472049689440994
internvl_2_5_8b,all,cos_mean,21,161,161,0.010107021820603867,0.008097023324808106,0.6459627329192547
internvl_2_5_8b,all,cos_mean,22,161,161,0.005099769595227186,0.004203856103231374,0.5590062111801242
internvl_2_5_8b,all,cos_mean,23,161,161,0.009565967243769648,0.009166528014475261,0.6645962732919255
internvl_2_5_8b,all,cos_mean,24,161,161,0.009452076066549108,0.009410270002263132,0.6894409937888198
internvl_2_5_8b,all,cos_mean,25,161,161,0.002755686054681087,0.0020834386946262384,0.6024844720496895
internvl_2_5_8b,all,cos_mean,26,161,161,0.0005966859261342495,0.0009092828953498611,0.5341614906832298
internvl_2_5_8b,all,cos_mean,27,161,161,-0.005396434005439283,-0.0054750085456021225,0.36024844720496896
internvl_2_5_8b,all,cos_mean,28,161,161,0.000856552012530947,0.0013166593383466818,0.5403726708074534
internvl_2_5_8b,all,cos_mean,29,161,161,-0.006270019314757504,-0.005707931444090281,0.38509316770186336
internvl_2_5_8b,all,cos_mean,30,161,161,-0.0030246934072722083,-0.0004330230014488734,0.4906832298136646
internvl_2_5_8b,all,cos_mean,31,161,161,-0.014192580948085858,-0.01236552558050974,0.40372670807453415
internvl_2_5_8b,all,cos_mean,32,161,161,-0.009164230990465375,-0.009486999034550081,0.40993788819875776
internvl_2_5_8b,all,parallel_gain_mean,1,161,161,0.05026625796858578,0.03873688837681111,0.5838509316770186
internvl_2_5_8b,all,parallel_gain_mean,2,161,161,-0.001719364089636939,0.0009399701144577055,0.5093167701863354
internvl_2_5_8b,all,parallel_gain_mean,3,161,161,0.001380274145426191,-0.0018086251838989875,0.4782608695652174
internvl_2_5_8b,all,parallel_gain_mean,4,161,161,0.0028153598898125625,0.003447796305861839,0.5590062111801242
internvl_2_5_8b,all,parallel_gain_mean,5,161,161,0.003923535535817152,0.002292820598444101,0.5341614906832298
internvl_2_5_8b,all,parallel_gain_mean,6,161,161,-0.014115668492474347,-0.014326218987512351,0.36024844720496896
internvl_2_5_8b,all,parallel_gain_mean,7,161,161,0.014453738475663589,0.013586280726433864,0.6335403726708074
internvl_2_5_8b,all,parallel_gain_mean,8,161,161,0.0018040124733556036,-0.0027686931295146655,0.4782608695652174
internvl_2_5_8b,all,parallel_gain_mean,9,161,161,0.017688972572673146,0.018673304540445745,0.6708074534161491
internvl_2_5_8b,all,parallel_gain_mean,10,161,161,0.0024930644094946627,0.0029141042777507398,0.5403726708074534
internvl_2_5_8b,all,parallel_gain_mean,11,161,161,0.01133980850280318,0.011858739483348979,0.6273291925465838
internvl_2_5_8b,all,parallel_gain_mean,12,161,161,0.008411945055411854,0.006307938744225805,0.639751552795031
internvl_2_5_8b,all,parallel_gain_mean,13,161,161,0.010897028947726664,0.006609233949479293,0.6024844720496895
internvl_2_5_8b,all,parallel_gain_mean,14,161,161,0.0026734639413578272,0.002552211426747275,0.5590062111801242
internvl_2_5_8b,all,parallel_gain_mean,15,161,161,0.005866044309701588,0.005107274913019322,0.6149068322981367
internvl_2_5_8b,all,parallel_gain_mean,16,161,161,-0.0063203910604782525,-0.008103483688591318,0.38509316770186336
internvl_2_5_8b,all,parallel_gain_mean,17,161,161,-0.000262078930427344,0.0008164039625632447,0.5341614906832298
internvl_2_5_8b,all,parallel_gain_mean,18,161,161,-0.006112514655892226,-0.005919051735569558,0.37267080745341613
internvl_2_5_8b,all,parallel_gain_mean,19,161,161,-0.0031321215923294523,-0.0038234236239370473,0.422360248447205
internvl_2_5_8b,all,parallel_gain_mean,20,161,161,-0.005148962920239899,-0.005274380758282779,0.33540372670807456
internvl_2_5_8b,all,parallel_gain_mean,21,161,161,0.0011238407463582728,0.00018833513260398116,0.5031055900621118
internvl_2_5_8b,all,parallel_gain_mean,22,161,161,-0.0006299416637615901,-0.0014115929589829657,0.38509316770186336
internvl_2_5_8b,all,parallel_gain_mean,23,161,161,0.0004519774714640715,0.0003248347988205544,0.5403726708074534
internvl_2_5_8b,all,parallel_gain_mean,24,161,161,0.0016413976268570376,0.0013667395070001628,0.5900621118012422
internvl_2_5_8b,all,parallel_gain_mean,25,161,161,0.00030267799879710584,0.0002853592414569176,0.5279503105590062
internvl_2_5_8b,all,parallel_gain_mean,26,161,161,-0.0005482376675292268,-0.0006237933103943136,0.422360248447205
internvl_2_5_8b,all,parallel_gain_mean,27,161,161,-0.001772121444006797,-0.0014631612284082265,0.34782608695652173
internvl_2_5_8b,all,parallel_gain_mean,28,161,161,-9.622221509075973e-05,0.0003753250697949677,0.5527950310559007
internvl_2_5_8b,all,parallel_gain_mean,29,161,161,-0.0019237278471405984,-0.0015366434826355252,0.37267080745341613
internvl_2_5_8b,all,parallel_gain_mean,30,161,161,-0.0007698554990484288,-0.0001158262073891591,0.484472049689441
internvl_2_5_8b,all,parallel_gain_mean,31,161,161,-0.0054756187214597875,-0.005276219271916599,0.37267080745341613
internvl_2_5_8b,all,parallel_gain_mean,32,161,161,-0.0041317817916952755,-0.004505963002400758,0.40993788819875776
internvl_2_5_8b,all,parallel_gain_median,1,161,161,0.05223554216232785,0.028974450663231177,0.5527950310559007
internvl_2_5_8b,all,parallel_gain_median,2,161,161,-0.0024637069363927675,0.000872032748687801,0.5031055900621118
