model,image_id,response_index,label,category,layer,target_token_id,competitor_token_id,prefix_excludes_target,prediction_position,clean_target_logit,clean_margin,gradient_clean_target_logit_abs_error,gradient_clean_margin_abs_error,a_logit_total,a_margin_total,a_margin_positive_mass,a_margin_negative_mass,a_margin_positive_minus_negative,a_margin_positive_fraction,a_margin_max_positive,a_margin_minimum,a_margin_positive_support_nonzero,a_margin_cancellation_ratio,logit_additivity_relative_error,margin_additivity_relative_error,visual_token_count
internvl_2_5_8b,96539,86,HALL,remote,24,8833,10664,True,369,35.75,0.75,0.0,0.0,-0.05670291557908058,-0.04306253790855408,0.0046998318284749985,0.047762371599674225,-0.04306253790855408,0.125,0.002565796719864011,-0.022894464433193207,True,0.8208297491073608,6.569839428038904e-08,0.0,256
internvl_2_5_8b,96539,86,HALL,remote,32,8833,10664,True,369,35.75,0.75,0.0,0.0,0.07512903213500977,0.037441957741975784,0.05034097284078598,0.012899020686745644,0.037441954016685486,0.875,0.00967349112033844,-0.00219355383887887,True,0.5920614004135132,0.0,9.949508239515126e-08,256
internvl_2_5_8b,56433,6,REAL,person,8,1832,50401,True,289,40.5,2.0,0.0,0.0,-0.16637492179870605,-0.07354892045259476,0.007980316877365112,0.08152924478054047,-0.07354892790317535,0.40625,0.0011142720468342304,-0.017494309693574905,True,0.8216878771781921,8.956373420687669e-08,1.0130101202321384e-07,256
internvl_2_5_8b,56433,6,REAL,person,16,1832,50401,True,289,40.5,2.0,0.0,0.0,0.09321802854537964,0.04255721718072891,0.08323091268539429,0.040673695504665375,0.04255721718072891,0.671875,0.008153747767210007,-0.02426180988550186,True,0.3434675633907318,3.996321140675718e-07,5.252165351521398e-07,256
internvl_2_5_8b,56433,6,REAL,person,24,1832,50401,True,289,40.5,2.0,0.0,0.0,-0.014814985916018486,-0.0061517441645264626,0.001714383135549724,0.007866127416491508,-0.0061517441645264626,0.328125,0.0009489818476140499,-0.0018885335884988308,True,0.6421102285385132,1.2572711227676336e-07,7.569580873223458e-08,256
internvl_2_5_8b,56433,6,REAL,person,32,1832,50401,True,289,40.5,2.0,0.0,0.0,0.04001372307538986,-0.10087335109710693,0.0023742259945720434,0.10324758291244507,-0.10087335854768753,0.09765625,0.0009107812074944377,-0.012514370493590832,True,0.9550428986549377,9.310031146014808e-08,0.0,256
internvl_2_5_8b,56433,213,HALL,car,8,1952,579,True,496,35.25,1.5,0.0,0.0,-0.04501521587371826,0.007093486376106739,0.01731353998184204,0.010220053605735302,0.007093486376106739,0.484375,0.0011916776420548558,-0.0010566541459411383,True,0.25763022899627686,0.0,1.312926656282798e-07,256
internvl_2_5_8b,56433,213,HALL,car,16,1952,579,True,496,35.25,1.5,0.0,0.0,0.03264062851667404,0.014337936416268349,0.04185612127184868,0.02751818671822548,0.0143379345536232,0.46484375,0.006287582218647003,-0.003818015567958355,True,0.20667502284049988,0.0,2.598204673631699e-07,256
internvl_2_5_8b,56433,213,HALL,car,24,1952,579,True,496,35.25,1.5,0.0,0.0,-1.4005927368998528e-05,0.007786467205733061,0.01374148391187191,0.005955017637461424,0.007786466274410486,0.7734375,0.001988097559660673,-0.0014632331440225244,True,0.395322322845459,1.66234458447434e-05,1.1960786139297852e-07,256
internvl_2_5_8b,56433,213,HALL,car,32,1952,579,True,496,35.25,1.5,0.0,0.0,-0.0033009927719831467,0.0019875969737768173,0.04627171903848648,0.044284120202064514,0.0019875988364219666,0.875,0.003471813630312681,-0.01515931822359562,True,0.021948857232928276,1.6928073591770953e-06,9.371350984110904e-07,256
internvl_2_5_8b,394478,8,REAL,cat,8,8383,1466,True,291,33.5,1.0,0.0,0.0,-0.053083907812833786,-0.0020398125052452087,0.02791646495461464,0.029956277459859848,-0.0020398125052452087,0.41015625,0.0020571795757859945,-0.0024654571898281574,True,0.03524651378393173,7.017738568038112e-08,4.5657284886146954e-07,256
internvl_2_5_8b,394478,8,REAL,cat,16,8383,1466,True,291,33.5,1.0,0.0,0.0,0.12584657967090607,0.10452748090028763,0.1503417044878006,0.04581421613693237,0.10452748835086823,0.5859375,0.02363762818276882,-0.0046503907069563866,True,0.5328795313835144,0.0,7.127868428824513e-08,256
internvl_2_5_8b,394478,8,REAL,cat,24,8383,1466,True,291,33.5,1.0,0.0,0.0,0.004712442867457867,0.001475297613069415,0.0066963378340005875,0.005221040453761816,0.0014752973802387714,0.25390625,0.0012350513134151697,-0.0002035210927715525,True,0.12379381060600281,2.9644587584698456e-07,3.156387720082421e-07,256
internvl_2_5_8b,394478,8,REAL,cat,32,8383,1466,True,291,33.5,1.0,0.0,0.0,-0.07250726222991943,-0.11852927505970001,0.14950691163539886,0.2680361866950989,-0.11852927505970001,0.66015625,0.040217075496912,-0.0702495127916336,True,0.28387317061424255,6.165383865663898e-07,6.2858575233804e-08,256
internvl_2_5_8b,394478,224,HALL,bird,8,12108,12576,True,507,35.5,-0.25,0.0,0.0,0.002482742303982377,-0.015027577988803387,0.013806331902742386,0.028833910822868347,-0.015027578920125961,0.4140625,0.0033882143907248974,-0.006915386766195297,True,0.3524271547794342,9.377963294809888e-08,0.0,256
internvl_2_5_8b,394478,224,HALL,bird,16,12108,12576,True,507,35.5,-0.25,0.0,0.0,-0.06601003557443619,0.04896374046802521,0.05734676867723465,0.008383030071854591,0.04896374046802521,0.75390625,0.013481158763170242,-0.0020544712897390127,True,0.7449245452880859,0.0,7.608263530300974e-08,256
internvl_2_5_8b,394478,224,HALL,bird,24,12108,12576,True,507,35.5,-0.25,0.0,0.0,0.0013715294189751148,-0.0026516448706388474,0.001344080432318151,0.003995724953711033,-0.00265164440497756,0.453125,0.0004063815576955676,-0.0015748214209452271,True,0.4965808093547821,1.6975982930489408e-07,8.780610727399107e-08,256
internvl_2_5_8b,394478,224,HALL,bird,32,12108,12576,True,507,35.5,-0.25,0.0,0.0,-0.7543930411338806,-0.919815182685852,0.009845036081969738,0.9296603202819824,-0.9198153018951416,0.3671875,0.0019550626166164875,-0.9116733074188232,True,0.9790420532226562,0.0,0.0,256
internvl_2_5_8b,273086,26,REAL,dining table,8,2115,5702,True,309,37.75,4.25,0.0,0.0,-0.0014538690447807312,0.016841886565089226,0.07513613998889923,0.058294255286455154,0.016841884702444077,0.6484375,0.01963340863585472,-0.009313132613897324,True,0.12622226774692535,3.843478225462604e-06,1.105959768210596e-07,256
internvl_2_5_8b,273086,26,REAL,dining table,16,2115,5702,True,309,37.75,4.25,0.0,0.0,0.04851751774549484,-0.07596588134765625,0.09258344769477844,0.1685493290424347,-0.07596588134765625,0.37890625,0.06628083437681198,-0.02380608581006527,True,0.2909090220928192,1.3820846334056114e-06,0.0,256
internvl_2_5_8b,273086,26,REAL,dining table,24,2115,5702,True,309,37.75,4.25,0.0,0.0,-0.004890093579888344,0.0010142936371266842,0.011935055255889893,0.010920761153101921,0.0010142941027879715,0.5859375,0.005778653081506491,-0.0015929467044770718,True,0.044377923011779785,1.904508337702282e-07,2.065941544060479e-06,256
internvl_2_5_8b,273086,26,REAL,dining table,32,2115,5702,True,309,37.75,4.25,0.0,0.0,0.08171797543764114,-0.005421559326350689,0.035099755972623825,0.04052131623029709,-0.0054215602576732635,0.86328125,0.0016038386384025216,-0.018182355910539627,True,0.07169376313686371,9.117432853145147e-08,1.2024677289446117e-06,256
internvl_2_5_8b,273086,87,HALL,tie,8,18277,15605,True,370,36.0,1.25,0.0,0.0,0.0030450918711721897,0.03402277082204819,0.036410290747880936,0.0023875203914940357,0.03402277082204819,0.703125,0.004457281902432442,-0.00031640136148780584,True,0.876924991607666,2.2938293398055976e-07,0.0,256
internvl_2_5_8b,273086,87,HALL,tie,16,18277,15605,True,370,36.0,1.25,0.0,0.0,-0.05060289800167084,-0.0662538930773735,0.05718741565942764,0.12344130873680115,-0.0662538930773735,0.6328125,0.013043614104390144,-0.04074811935424805,True,0.36679595708847046,1.472362640697611e-07,1.1245499820233817e-07,256
internvl_2_5_8b,273086,87,HALL,tie,24,18277,15605,True,370,36.0,1.25,0.0,0.0,-0.027925558388233185,-0.01881062425673008,0.005048059392720461,0.023858683183789253,-0.01881062425673008,0.62890625,0.0018070940859615803,-0.021292347460985184,True,0.6507349014282227,0.0,9.902092301672383e-08,256
internvl_2_5_8b,273086,87,HALL,tie,32,18277,15605,True,370,36.0,1.25,0.0,0.0,0.08576615154743195,-0.01773393712937832,0.04497484117746353,0.062708780169487,-0.017733938992023468,0.4453125,0.004599462728947401,-0.03234781324863434,True,0.16468556225299835,8.687086960890156e-08,1.0503281799856268e-07,256
internvl_2_5_8b,314112,33,REAL,cake,8,19303,607,True,316,44.5,8.5,0.0,0.0,-0.003637272398918867,-0.04625629633665085,0.08030329644680023,0.12655958533287048,-0.04625628888607025,0.4453125,0.00733649916946888,-0.0063668289221823215,True,0.22360850870609283,1.1522250815687585e-06,3.221435065370315e-07,256
internvl_2_5_8b,314112,33,REAL,cake,16,19303,607,True,316,44.5,8.5,0.0,0.0,-0.03202215954661369,-0.11537017673254013,0.017707446590065956,0.13307762145996094,-0.11537017673254013,0.37890625,0.0037576162721961737,-0.05528947710990906,True,0.7651299834251404,1.1633474628069962e-07,6.457978685148191e-08,256
internvl_2_5_8b,314112,33,REAL,cake,24,19303,607,True,316,44.5,8.5,0.0,0.0,-0.00033148552756756544,-0.002946937456727028,0.003211844014003873,0.006158781237900257,-0.0029469372238963842,0.48046875,0.001016974332742393,-0.0008064538124017417,True,0.3144867420196533,1.404769136570394e-06,1.5801529684722482e-07,256
internvl_2_5_8b,314112,33,REAL,cake,32,19303,607,True,316,44.5,8.5,0.0,0.0,0.028430279344320297,0.006845112890005112,0.10033242404460907,0.09348732233047485,0.006845101714134216,0.91015625,0.005427361931651831,-0.031974032521247864,True,0.03531690314412117,5.241302574177098e-07,1.6326814602507511e-06,256
internvl_2_5_8b,314112,65,HALL,bird,8,12108,26957,True,348,32.75,-0.25,0.0,0.0,-0.07193222641944885,-0.019700653851032257,0.023514270782470703,0.04321492463350296,-0.019700653851032257,0.34765625,0.002166938269510865,-0.0022302577272057533,True,0.295232892036438,2.0715560822281986e-07,9.454738858494238e-08,256
internvl_2_5_8b,314112,65,HALL,bird,16,12108,26957,True,348,32.75,-0.25,0.0,0.0,-0.08357543498277664,0.002307366579771042,0.08956754952669144,0.0872601866722107,0.0023073628544807434,0.68359375,0.024114739149808884,-0.04376690834760666,True,0.013048669323325157,8.914796723047402e-08,1.6145229437825037e-06,256
internvl_2_5_8b,314112,65,HALL,bird,24,12108,26957,True,348,32.75,-0.25,0.0,0.0,-0.008633571676909924,-0.023193590342998505,0.0071325888857245445,0.030326180160045624,-0.023193590342998505,0.07421875,0.00438111973926425,-0.0028846869245171547,True,0.6191765069961548,5.393613946580444e-07,8.030860954022501e-08,256
internvl_2_5_8b,314112,65,HALL,bird,32,12108,26957,True,348,32.75,-0.25,0.0,0.0,0.02587154135107994,-0.0008752541616559029,0.013276292942464352,0.01415154617279768,-0.0008752532303333282,0.4140625,0.0026228642091155052,-0.004032975994050503,True,0.03191116079688072,2.879837097680138e-07,2.128123696820694e-06,256
internvl_2_5_8b,484500,13,REAL,laptop,8,6521,1847,True,296,40.0,2.0,0.0,0.0,-0.027449065819382668,-0.04204373434185982,0.008286816999316216,0.050330549478530884,-0.04204373061656952,0.328125,0.0015609224792569876,-0.004149056505411863,True,0.7172572612762451,2.0357474284082855e-07,0.0,256
internvl_2_5_8b,484500,13,REAL,laptop,16,6521,1847,True,296,40.0,2.0,0.0,0.0,0.13073685765266418,-0.04846971482038498,0.05582340434193611,0.10429312288761139,-0.04846971854567528,0.44140625,0.0072100963443517685,-0.010106751695275307,True,0.3027152717113495,0.0,7.68581074339636e-08,256
internvl_2_5_8b,484500,13,REAL,laptop,24,6521,1847,True,296,40.0,2.0,0.0,0.0,0.010936501435935497,-0.0010901548666879535,0.006782805547118187,0.007872959598898888,-0.0010901540517807007,0.359375,0.0011651890818029642,-0.0018360055983066559,True,0.07438402622938156,8.5157275009351e-08,1.0678786566131748e-07,256
internvl_2_5_8b,484500,13,REAL,laptop,32,6521,1847,True,296,40.0,2.0,0.0,0.0,-0.6616807579994202,-0.9621309041976929,0.04839180409908295,1.010522723197937,-0.9621309041976929,0.4765625,0.01047469861805439,-0.16616950929164886,True,0.9086011648178101,9.008066115256952e-08,1.2390133008466364e-07,256
internvl_2_5_8b,484500,35,HALL,dining table,8,18153,1570,True,318,34.5,0.5,0.0,0.0,-0.043749649077653885,-0.016618574038147926,0.022925153374671936,0.03954372555017471,-0.016618572175502777,0.58203125,0.0013495513703674078,-0.006755786016583443,True,0.26602962613105774,8.51501695819934e-08,1.1208211248003863e-07,256
internvl_2_5_8b,484500,35,HALL,dining table,16,18153,1570,True,318,34.5,0.5,0.0,0.0,0.020802730694413185,0.031721074134111404,0.14665192365646362,0.11493086069822311,0.03172106295824051,0.58984375,0.01191379502415657,-0.008961537852883339,True,0.12126590311527252,1.790770198795144e-07,2.3487800149268878e-07,256
internvl_2_5_8b,484500,35,HALL,dining table,24,18153,1570,True,318,34.5,0.5,0.0,0.0,-0.01250534225255251,-0.019358225166797638,0.005288778804242611,0.024647004902362823,-0.019358225166797638,0.3671875,0.0014274789718911052,-0.002710537752136588,True,0.6466583609580994,2.2342187833146454e-07,0.0,256
internvl_2_5_8b,484500,35,HALL,dining table,32,18153,1570,True,318,34.5,0.5,0.0,0.0,0.07098561525344849,-0.2219214290380478,0.06574023514986038,0.28766167163848877,-0.22192144393920898,0.5625,0.003228927031159401,-0.0777735561132431,True,0.6279576420783997,1.0495900681917192e-07,6.714611799907289e-08,256
internvl_2_5_8b,529649,8,REAL,person,8,1847,8383,True,291,37.5,0.5,0.0,0.0,0.008754096925258636,0.028482288122177124,0.04271996021270752,0.014237673953175545,0.028482286259531975,0.57421875,0.0034400951117277145,-0.00393768772482872,True,0.5000609159469604,8.510971269970469e-07,1.3079323935016873e-07,256
internvl_2_5_8b,529649,8,REAL,person,16,1847,8383,True,291,37.5,0.5,0.0,0.0,0.2091689109802246,0.040750011801719666,0.1055118665099144,0.06476185470819473,0.040750011801719666,0.40625,0.023201141506433487,-0.006627355702221394,True,0.23932062089443207,0.0,9.141815127122754e-08,256
internvl_2_5_8b,529649,8,REAL,person,24,1847,8383,True,291,37.5,0.5,0.0,0.0,-0.013598427176475525,-0.0008484639110974967,0.0028482358902692795,0.003696699859574437,-0.0008484639693051577,0.625,0.00036680768243968487,-0.0003408104821573943,True,0.1296367049217224,0.0,6.8603583258664e-08,256
internvl_2_5_8b,529649,8,REAL,person,32,1847,8383,True,291,37.5,0.5,0.0,0.0,0.15871432423591614,0.39001837372779846,0.4264666438102722,0.03644826263189316,0.39001837372779846,0.234375,0.11665734648704529,-0.004137055948376656,True,0.8425271511077881,0.0,7.641260424406937e-08,256
internvl_2_5_8b,529649,27,HALL,couch,8,26583,5004,True,310,34.25,0.25,0.0,0.0,0.010650942102074623,0.01372208259999752,0.016155174002051353,0.0024330909363925457,0.01372208259999752,0.48828125,0.0012445991160348058,-0.0002547074400354177,True,0.7382121682167053,1.7488082448835485e-07,6.787035999877844e-08,256
internvl_2_5_8b,529649,27,HALL,couch,16,26583,5004,True,310,34.25,0.25,0.0,0.0,-0.055739015340805054,-0.010373599827289581,0.02648610807955265,0.03685970604419708,-0.010373597964644432,0.5390625,0.004377617966383696,-0.008770938962697983,True,0.1637614369392395,6.683451658773265e-08,1.7955632358734874e-07,256
internvl_2_5_8b,529649,27,HALL,couch,24,26583,5004,True,310,34.25,0.25,0.0,0.0,-0.0015943276230245829,-0.006381652317941189,0.0035578389652073383,0.009939491748809814,-0.006381652783602476,0.4453125,0.0004128725850023329,-0.0023796302266418934,True,0.47280848026275635,1.4603686793179804e-07,7.296875992324203e-08,256
internvl_2_5_8b,529649,27,HALL,couch,32,26583,5004,True,310,34.25,0.25,0.0,0.0,0.08154815435409546,-0.0008594216778874397,0.014212504029273987,0.015071926638484001,-0.0008594226092100143,0.65625,0.0020145652815699577,-0.0020924475975334644,True,0.029347389936447144,0.0,2.1673286028089933e-06,256
internvl_2_5_8b,128506,5,REAL,teddy bear,8,40936,757,True,288,35.25,0.25,0.0,0.0,0.0667681023478508,0.05964937061071396,0.06364397704601288,0.003994598984718323,0.059649378061294556,0.77734375,0.01647605374455452,-0.000807939562946558,True,0.8818839192390442,1.1158891055629283e-07,6.245313244335193e-08,256
internvl_2_5_8b,128506,5,REAL,teddy bear,16,40936,757,True,288,35.25,0.25,0.0,0.0,0.04990650713443756,0.30133089423179626,0.35196423530578613,0.05063334107398987,0.30133089423179626,0.625,0.03307326138019562,-0.013084586709737778,True,0.7484666705131531,7.4645384984251e-08,9.890230501241604e-08,256
internvl_2_5_8b,128506,5,REAL,teddy bear,24,40936,757,True,288,35.25,0.25,0.0,0.0,-0.024463078007102013,-0.01824256218969822,0.0031420080922544003,0.021384570747613907,-0.01824256218969822,0.46875,0.0005688464734703302,-0.0066674863919615746,True,0.7437875270843506,2.2842318969651387e-07,3.0631298386651906e-07,256
internvl_2_5_8b,128506,5,REAL,teddy bear,32,40936,757,True,288,35.25,0.25,0.0,0.0,0.011332891881465912,0.0726647675037384,0.11793847382068634,0.04527370631694794,0.0726647675037384,0.328125,0.043401122093200684,-0.005504448898136616,True,0.445216566324234,3.2871500366127293e-07,2.0506725206814735e-07,256
internvl_2_5_8b,128506,158,HALL,tie,8,18277,2316,True,441,39.25,1.5,0.0,0.0,-0.1179787814617157,0.0004532730672508478,0.03606013208627701,0.035606857389211655,0.0004532746970653534,0.4765625,0.010388398543000221,-0.0019223284907639027,True,0.006324712187051773,6.315187306427106e-08,1.2841796888096724e-05,256
internvl_2_5_8b,128506,158,HALL,tie,16,18277,2316,True,441,39.25,1.5,0.0,0.0,-0.28739216923713684,0.0986897349357605,0.1021813228726387,0.003491585608571768,0.0986897349357605,0.796875,0.049262505024671555,-0.0008669444359838963,True,0.9339170455932617,1.0369913638896833e-07,1.509899618667987e-07,256
internvl_2_5_8b,128506,158,HALL,tie,24,18277,2316,True,441,39.25,1.5,0.0,0.0,-0.015844374895095825,-0.005869155749678612,0.001783175626769662,0.00765233114361763,-0.005869155749678612,0.296875,0.0002065092558041215,-0.0019395945128053427,True,0.6220287084579468,1.1755877693531147e-07,1.5868081959524716e-07,256
internvl_2_5_8b,128506,158,HALL,tie,32,18277,2316,True,441,39.25,1.5,0.0,0.0,0.060158319771289825,0.02074117213487625,0.026322266086935997,0.005581093952059746,0.02074117213487625,0.89453125,0.003956622444093227,-0.0008818517671898007,True,0.6501249074935913,1.2384953151922673e-07,0.0,256
internvl_2_5_8b,157102,6,REAL,person,8,1832,50401,True,289,45.0,3.5,0.0,0.0,0.03609708696603775,0.02773098647594452,0.04482750594615936,0.017096521332859993,0.02773098461329937,0.67578125,0.009109439328312874,-0.0033272181171923876,True,0.4478226900100708,4.1280767959506193e-07,4.0301006265508477e-07,256
internvl_2_5_8b,157102,6,REAL,person,16,1832,50401,True,289,45.0,3.5,0.0,0.0,0.3059176802635193,0.1518145054578781,0.1568187028169632,0.0050041936337947845,0.1518145054578781,0.71875,0.012796306982636452,-0.000945508771110326,True,0.9381522536277771,1.9483880464576941e-07,9.81537269240107e-08,256
internvl_2_5_8b,157102,6,REAL,person,24,1832,50401,True,289,45.0,3.5,0.0,0.0,-0.03408011794090271,-0.009883957915008068,0.001325413235463202,0.01120937243103981,-0.009883958846330643,0.234375,0.0007784127374179661,-0.001877281814813614,True,0.7885223627090454,0.0,9.422566193961757e-08,256
internvl_2_5_8b,157102,6,REAL,person,32,1832,50401,True,289,45.0,3.5,0.0,0.0,0.05783098191022873,-0.08689063787460327,0.0028519637417048216,0.08974260091781616,-0.08689063787460327,0.15625,0.0010367888025939465,-0.01166858896613121,True,0.9383988976478577,6.441686650759948e-08,0.0,256
internvl_2_5_8b,157102,137,HALL,chair,8,10633,4316,True,420,39.25,0.5,0.0,0.0,0.013620564714074135,-0.017453530803322792,0.02028815820813179,0.03774169087409973,-0.01745353266596794,0.33203125,0.004644458182156086,-0.005945595446974039,True,0.3007681667804718,2.735047530677548e-07,0.0,256
internvl_2_5_8b,157102,137,HALL,chair,16,10633,4316,True,420,39.25,0.5,0.0,0.0,-0.13049492239952087,-0.07752193510532379,0.09622542560100555,0.17374736070632935,-0.07752193510532379,0.59375,0.006898324005305767,-0.02296372875571251,True,0.28714719414711,0.0,9.610933204839966e-08,256
internvl_2_5_8b,157102,137,HALL,chair,24,10633,4316,True,420,39.25,0.5,0.0,0.0,-0.00012228195555508137,0.0019361530430614948,0.005851506255567074,0.003915353678166866,0.0019361525774002075,0.578125,0.00105061917565763,-0.0014439852675423026,True,0.19823700189590454,9.520146704744548e-06,4.810172526958922e-07,256
internvl_2_5_8b,157102,137,HALL,chair,32,10633,4316,True,420,39.25,0.5,0.0,0.0,0.015371263958513737,0.15796329081058502,0.17377205193042755,0.015808766707777977,0.15796329081058502,0.65234375,0.03486272692680359,-0.0019598621875047684,True,0.8332239985466003,1.8176561411564762e-07,0.0,256
internvl_2_5_8b,156889,10,REAL,boat,8,15452,50699,True,293,35.75,3.5,0.0,0.0,-0.05360715463757515,0.07881032675504684,0.08440403640270233,0.005593713838607073,0.07881031930446625,0.640625,0.010955854319036007,-0.0008343803929165006,True,0.8756921291351318,6.949241537768103e-08,9.453813731852279e-08,256
internvl_2_5_8b,156889,10,REAL,boat,16,15452,50699,True,293,35.75,3.5,0.0,0.0,0.06443610042333603,0.14317083358764648,0.15418313443660736,0.011012298054993153,0.14317083358764648,0.68359375,0.014731649309396744,-0.00442104134708643,True,0.8666754961013794,1.1562741519810515e-07,1.04079575180549e-07,256
internvl_2_5_8b,156889,10,REAL,boat,24,15452,50699,True,293,35.75,3.5,0.0,0.0,-0.003484537824988365,-0.019940629601478577,0.001015104935504496,0.020955735817551613,-0.019940631464123726,0.2265625,0.00035777519224211574,-0.003978804685175419,True,0.907595157623291,2.0045465021212294e-07,0.0,256
internvl_2_5_8b,156889,10,REAL,boat,32,15452,50699,True,293,35.75,3.5,0.0,0.0,-0.40609505772590637,-0.38248926401138306,0.007568344008177519,0.39005759358406067,-0.38248926401138306,0.2890625,0.0016698009567335248,-0.09880857914686203,True,0.9619322419166565,1.4677507920168864e-07,0.0,256
internvl_2_5_8b,156889,92,HALL,chair,8,10870,10633,True,375,36.0,1.0,0.0,0.0,-0.05414709448814392,-0.018437016755342484,0.02245749719440937,0.040894515812397,-0.018437018617987633,0.58203125,0.003879108000546694,-0.008520388975739479,True,0.29102492332458496,6.879944436377627e-08,0.0,256
internvl_2_5_8b,156889,92,HALL,chair,16,10870,10633,True,375,36.0,1.0,0.0,0.0,-0.12690068781375885,-0.0515875518321991,0.009559880010783672,0.06114743649959564,-0.051587555557489395,0.30859375,0.0012157030869275331,-0.007408466190099716,True,0.7295928001403809,0.0,2.1663886684564204e-07,256
internvl_2_5_8b,156889,92,HALL,chair,24,10870,10633,True,375,36.0,1.0,0.0,0.0,0.0009607052197679877,-0.01396264135837555,0.0015225858660414815,0.015485226176679134,-0.013962640427052975,0.30078125,0.00017423660028725863,-0.001522025209851563,True,0.8209545612335205,5.452959612739505e-07,0.0,256
internvl_2_5_8b,156889,92,HALL,chair,32,10870,10633,True,375,36.0,1.0,0.0,0.0,-0.030437298119068146,-0.015809517353773117,0.02193295583128929,0.03774246945977211,-0.01580951362848282,0.61328125,0.00285547599196434,-0.006891720928251743,True,0.264925092458725,2.4478461568833154e-07,0.0,256
internvl_2_5_8b,34471,78,REAL,tv,8,12575,6037,True,361,40.5,2.0,0.0,0.0,-0.05438527464866638,0.05470214784145355,0.06229378283023834,0.007591636385768652,0.05470214784145355,0.6015625,0.021545855328440666,-0.0018614237196743488,True,0.7827405333518982,6.84981387166772e-08,1.362027290952028e-07,256
internvl_2_5_8b,34471,78,REAL,tv,16,12575,6037,True,361,40.5,2.0,0.0,0.0,0.10231996327638626,0.04766949638724327,0.059709422290325165,0.012039924040436745,0.04766950011253357,0.4140625,0.013118403032422066,-0.0013302378356456757,True,0.6643893122673035,7.2816497720396e-08,7.814829672270207e-08,256
internvl_2_5_8b,34471,78,REAL,tv,24,12575,6037,True,361,40.5,2.0,0.0,0.0,-0.0001474246964789927,-0.00041934382170438766,0.0023860428482294083,0.002805386669933796,-0.00041934382170438766,0.73046875,0.00013711134670302272,-0.000461201329017058,True,0.0807761698961258,4.3431086851342116e-06,1.388065129503957e-07,256
internvl_2_5_8b,34471,78,REAL,tv,32,12575,6037,True,361,40.5,2.0,0.0,0.0,-0.07706469297409058,0.045950472354888916,0.04989209771156311,0.003941622097045183,0.045950476080179214,0.828125,0.005644670687615871,-0.000783017894718796,True,0.8535630106925964,9.667957101555658e-08,0.0,256
internvl_2_5_8b,34471,222,HALL,dining table,8,2115,607,True,505,53.75,11.0,0.0,0.0,0.072294682264328,0.06445518136024475,0.18629926443099976,0.12184406816959381,0.06445519626140594,0.51171875,0.037371378391981125,-0.015612397342920303,True,0.20917274057865143,0.0,2.3118644776332076e-07,256
internvl_2_5_8b,34471,222,HALL,dining table,16,2115,607,True,505,53.75,11.0,0.0,0.0,-0.15108320116996765,0.07910215109586716,0.13290558755397797,0.05380344018340111,0.07910214364528656,0.57421875,0.02922188863158226,-0.009814813733100891,True,0.4236653745174408,1.9725764843769866e-07,2.825681519880163e-07,256
internvl_2_5_8b,34471,222,HALL,dining table,24,2115,607,True,505,53.75,11.0,0.0,0.0,-0.0006038821302354336,0.0002576615661382675,0.004252697341144085,0.003995035775005817,0.0002576615661382675,0.265625,0.0014507826417684555,-0.0003346444573253393,True,0.03124028816819191,3.8555629089387367e-07,0.0,256
internvl_2_5_8b,34471,222,HALL,dining table,32,2115,607,True,505,53.75,11.0,0.0,0.0,0.15039093792438507,0.10996537655591965,0.13446582853794098,0.02450045384466648,0.10996537655591965,0.9609375,0.009752619080245495,-0.014785874634981155,True,0.6917528510093689,9.908284681614532e-08,6.775387362267793e-08,256
internvl_2_5_8b,44068,5,REAL,teddy bear,8,40936,757,True,288,35.25,0.25,0.0,0.0,-0.01971133053302765,-0.11743529886007309,0.001689176307991147,0.11912447214126587,-0.11743529886007309,0.10546875,0.0002242122864117846,-0.012512091547250748,True,0.9720366597175598,1.889923595399523e-07,0.0,256
internvl_2_5_8b,44068,5,REAL,teddy bear,16,40936,757,True,288,35.25,0.25,0.0,0.0,0.015312740579247475,-0.06873457133769989,0.03568381816148758,0.10441839694976807,-0.06873457878828049,0.57421875,0.004496768116950989,-0.007845630869269371,True,0.4906030595302582,6.082007075747242e-07,0.0,256
internvl_2_5_8b,44068,5,REAL,teddy bear,24,40936,757,True,288,35.25,0.25,0.0,0.0,-0.00032299396116286516,0.0013907856773585081,0.007992642000317574,0.006601856555789709,0.0013907854445278645,0.40625,0.0015457357512786984,-0.00099277775734663,True,0.09529519826173782,7.568996807094663e-06,1.1718674386429484e-06,256
internvl_2_5_8b,44068,5,REAL,teddy bear,32,40936,757,True,288,35.25,0.25,0.0,0.0,-0.008448895066976547,0.02084830403327942,0.07502292841672897,0.05417462810873985,0.02084830030798912,0.578125,0.007919090799987316,-0.018679261207580566,True,0.16136762499809265,1.3227629551693099e-06,4.467140399810887e-07,256
internvl_2_5_8b,44068,138,HALL,person,8,1832,13972,True,421,37.25,1.0,0.0,0.0,0.01835358329117298,0.007192589808255434,0.01375918835401535,0.006566599011421204,0.007192589342594147,0.45703125,0.006815323140472174,-0.0005054176435805857,True,0.35386523604393005,1.014867194726321e-07,3.237089458707487e-07,256
internvl_2_5_8b,44068,138,HALL,person,16,1832,13972,True,421,37.25,1.0,0.0,0.0,0.022960983216762543,0.025890691205859184,0.055612098425626755,0.02972140721976757,0.025890691205859184,0.61328125,0.009148698300123215,-0.006110748276114464,True,0.30340591073036194,3.24488837577519e-07,1.4388533031706174e-07,256
