model,split,metric,source,label,layer,n,mean,median,q25,q75
llava_1_5_7b,test,per_token,visual,0,1,709,0.0006025980486198996,0.0005340672408541044,0.0004601826270421346,0.0006750276726153162
llava_1_5_7b,test,per_token,visual,0,2,709,0.0007768996202782007,0.0007709453089369668,0.0007239886973467139,0.0008188874667717351
llava_1_5_7b,test,per_token,visual,0,3,709,0.00046949924293527813,0.00046381654424799816,0.0004077561768806643,0.0005233893688354227
llava_1_5_7b,test,per_token,visual,0,4,709,0.00038105924279907604,0.00035093101258907054,0.00030271025995413464,0.0004203073266479704
llava_1_5_7b,test,per_token,visual,0,5,709,0.00045565108412445,0.0004093058200346099,0.0003377041882938809,0.0005137515254318714
llava_1_5_7b,test,per_token,visual,0,6,709,0.0005797792424644437,0.0004785750061273575,0.00039651645864877436,0.0005986257973644468
llava_1_5_7b,test,per_token,visual,0,7,709,0.000813369987952986,0.0005812725673119227,0.0004510630646513568,0.0008218414667579862
llava_1_5_7b,test,per_token,visual,0,8,709,0.0008726882865213713,0.0006716108570496241,0.0005179338364137544,0.0009720081256495581
llava_1_5_7b,test,per_token,visual,0,9,709,0.0010292195141088647,0.0008046130856706037,0.0006147802083028688,0.0010925324426756965
llava_1_5_7b,test,per_token,visual,0,10,709,0.001313065112904275,0.0010832419825924768,0.0008043953631487158,0.0015776875532335704
llava_1_5_7b,test,per_token,visual,0,11,709,0.001990422945807644,0.0016888860199186537,0.0011928617540333006,0.0024761493421263164
llava_1_5_7b,test,per_token,visual,0,12,709,0.004616843905500436,0.004394655426343282,0.0034911433855692544,0.005322564393281937
llava_1_5_7b,test,per_token,visual,0,13,709,0.002476525750535758,0.002279365642203225,0.0016846914465228717,0.0030037183314561844
llava_1_5_7b,test,per_token,visual,0,14,709,0.0033889924718031707,0.003408148263891538,0.0026149445523818335,0.00422005769279268
llava_1_5_7b,test,per_token,visual,0,15,709,0.004970172078213977,0.004764445126056671,0.003351159186826812,0.006451098041401969
llava_1_5_7b,test,per_token,visual,0,16,709,0.0034435214452904397,0.0034990174074967704,0.0025630448427465227,0.004212670856051975
llava_1_5_7b,test,per_token,visual,0,17,709,0.003164476230393183,0.0029631267405218547,0.002379367541935709,0.0036631586651007333
llava_1_5_7b,test,per_token,visual,0,18,709,0.005110692833514514,0.005042465196715461,0.003995598604281743,0.006259143766429689
llava_1_5_7b,test,per_token,visual,0,19,709,0.004144001860507831,0.004121010502179463,0.0033623745871914756,0.004969249169031779
llava_1_5_7b,test,per_token,visual,0,20,709,0.005814072068293474,0.006130647328164842,0.004821360111236572,0.007108256220817566
llava_1_5_7b,test,per_token,visual,0,21,709,0.008416724214679143,0.009022795491748385,0.00748217437002394,0.01025656196806166
llava_1_5_7b,test,per_token,visual,0,22,709,0.0063364068497570114,0.006822287622425292,0.005007425116168128,0.008113978637589348
llava_1_5_7b,test,per_token,visual,0,23,709,0.006408355441373534,0.006760081897179286,0.005575394050942527,0.007754785319169362
llava_1_5_7b,test,per_token,visual,0,24,709,0.003151084435643951,0.0032518617808818817,0.0026127667062812382,0.0038728399409188163
llava_1_5_7b,test,per_token,visual,0,25,709,0.006793922591003448,0.007107356356249915,0.0056186943418449825,0.008364698953098722
llava_1_5_7b,test,per_token,visual,0,26,709,0.0038026716002441015,0.003868377457062403,0.0029257680806848737,0.004669726308849122
llava_1_5_7b,test,per_token,visual,0,27,709,0.005254124370566324,0.005659960210323334,0.004341827912463082,0.006358439723650615
llava_1_5_7b,test,per_token,visual,0,28,709,0.0005231871627007873,0.0004482164254619016,0.0003674235712322924,0.0005624655427204238
llava_1_5_7b,test,per_token,visual,0,29,709,0.002507756163539532,0.0024716676109366948,0.00191592528588242,0.0030703964746660655
llava_1_5_7b,test,per_token,visual,0,30,709,0.0035089662925717855,0.0034917170802752175,0.0028164597849051156,0.004286034239663018
llava_1_5_7b,test,per_token,visual,0,31,709,0.0014698075825607423,0.0014216771556271447,0.0011671108918057547,0.0016881822504931027
llava_1_5_7b,test,per_token,visual,0,32,709,0.015221124414230215,0.01455440123875936,0.013109796577029757,0.016231162680519953
llava_1_5_7b,test,per_token,visual,1,1,2437,0.0009323563463675098,0.000940449328886138,0.0006317562009725305,0.0011757551175024775
llava_1_5_7b,test,per_token,visual,1,2,2437,0.000834416730860766,0.0008328899016810788,0.0007651561560730139,0.0009004972461197111
llava_1_5_7b,test,per_token,visual,1,3,2437,0.0004954441359221366,0.0004818552277154393,0.0004103480734758907,0.0005653183907270432
llava_1_5_7b,test,per_token,visual,1,4,2437,0.0005519356560510237,0.0004868534290128284,0.0003687294407023324,0.000681624696072605
llava_1_5_7b,test,per_token,visual,1,5,2437,0.0006885831704420464,0.0006031430740323332,0.0004337312291479773,0.0008367185687853231
llava_1_5_7b,test,per_token,visual,1,6,2437,0.0009885143130010175,0.000825720839202404,0.0005077109154727724,0.0012611003799570932
llava_1_5_7b,test,per_token,visual,1,7,2437,0.0019233640545199696,0.0015520441035429637,0.0006595286023285654,0.0028730659849113887
llava_1_5_7b,test,per_token,visual,1,8,2437,0.001843380537070265,0.0015749846481614644,0.0007571975390116373,0.002726650693350368
llava_1_5_7b,test,per_token,visual,1,9,2437,0.002143746183722136,0.0018080721298853557,0.0009362763828701443,0.002841433510184288
llava_1_5_7b,test,per_token,visual,1,10,2437,0.002521566328357698,0.0024479575869109896,0.0013076773741179043,0.003540612757205963
llava_1_5_7b,test,per_token,visual,1,11,2437,0.003638244861149121,0.003731563687324524,0.0021520302527480656,0.0049521952039665645
llava_1_5_7b,test,per_token,visual,1,12,2437,0.0057891814559125855,0.005436172915829552,0.004124592575762007,0.007075055605835385
llava_1_5_7b,test,per_token,visual,1,13,2437,0.0037320002820896985,0.0035099035335911643,0.002475644358330303,0.004972802268134223
llava_1_5_7b,test,per_token,visual,1,14,2437,0.003693639166158557,0.0036681691805521646,0.002566960329810778,0.004730340507295396
llava_1_5_7b,test,per_token,visual,1,15,2437,0.006666650054300345,0.006692069272200267,0.004503441353638967,0.008824933734205034
llava_1_5_7b,test,per_token,visual,1,16,2437,0.0045525352193511014,0.00467030910982026,0.003326523635122511,0.005832095940907796
llava_1_5_7b,test,per_token,visual,1,17,2437,0.0051692753191132845,0.00513814389705658,0.0028592232200834486,0.007353802522023519
llava_1_5_7b,test,per_token,visual,1,18,2437,0.005981291991668759,0.00602457258436415,0.004442748924096425,0.0076328300767474705
llava_1_5_7b,test,per_token,visual,1,19,2437,0.00538648674256377,0.005331046051449246,0.0036150593724515703,0.007149641712506612
llava_1_5_7b,test,per_token,visual,1,20,2437,0.006118350258189271,0.006546870701842838,0.0045739395750893485,0.007841049797005124
llava_1_5_7b,test,per_token,visual,1,21,2437,0.008342471052752175,0.00881017247835795,0.006325198958317439,0.010613088806470236
llava_1_5_7b,test,per_token,visual,1,22,2437,0.005408867016044519,0.005498934123251174,0.0034860289759106105,0.007222308052910699
llava_1_5_7b,test,per_token,visual,1,23,2437,0.00557312388118079,0.005784578207466338,0.003803186532523897,0.007232813371552361
llava_1_5_7b,test,per_token,visual,1,24,2437,0.0026995311281481373,0.0027231892777813804,0.0017983830637402004,0.0035449589292208352
llava_1_5_7b,test,per_token,visual,1,25,2437,0.006004159812851717,0.005956669648488362,0.004062935296032164,0.007786444491810269
llava_1_5_7b,test,per_token,visual,1,26,2437,0.003491369395579699,0.0033828990740908515,0.002286487569411596,0.0043683453566498226
llava_1_5_7b,test,per_token,visual,1,27,2437,0.004862425733970906,0.005010656598541472,0.0031961815224753488,0.006330879612101449
llava_1_5_7b,test,per_token,visual,1,28,2437,0.0006763378848869363,0.0005513544504841169,0.0004067747439775202,0.0007674189077483283
llava_1_5_7b,test,per_token,visual,1,29,2437,0.00262797222889833,0.0023723232249418893,0.00159500353038311,0.0032207200096713174
llava_1_5_7b,test,per_token,visual,1,30,2437,0.003644987621748821,0.0035482077962822383,0.0025881479183832803,0.004589333302444882
llava_1_5_7b,test,per_token,visual,1,31,2437,0.001793046534581685,0.0016590851462549632,0.0012415914485851924,0.002188681521349483
llava_1_5_7b,test,per_token,visual,1,32,2437,0.019658862994154456,0.01837888525591956,0.016100611951616075,0.021144565608766343
qwen3_vl_8b,test,per_token,prompt,0,1,516,0.006392756921373614,0.0034167760157807997,0.002117216948785686,0.0066403094824636355
qwen3_vl_8b,test,per_token,prompt,0,2,516,0.18707529362523156,0.15794445464520582,0.11832089051936887,0.21912975376471877
qwen3_vl_8b,test,per_token,prompt,0,3,516,0.17250752675014144,0.1423253101030631,0.1136410546688629,0.1972435491957835
qwen3_vl_8b,test,per_token,prompt,0,4,516,0.18224793628337047,0.16716233037212597,0.13776706569478847,0.2079295702278614
qwen3_vl_8b,test,per_token,prompt,0,5,516,0.11207261198336828,0.10083684626650731,0.08616734659465562,0.1294678331427609
qwen3_vl_8b,test,per_token,prompt,0,6,516,0.09818864244211206,0.08671684706392366,0.07539222195399427,0.10819391108712548
qwen3_vl_8b,test,per_token,prompt,0,7,516,0.055902657093089454,0.04675780029668074,0.03763997206988279,0.06257054731083501
qwen3_vl_8b,test,per_token,prompt,0,8,516,0.09669776799152312,0.0925009065800363,0.08481464307000611,0.10417679655906145
qwen3_vl_8b,test,per_token,prompt,0,9,516,0.17234773520830637,0.1685477807934928,0.15206958172659923,0.18749497393894543
qwen3_vl_8b,test,per_token,prompt,0,10,516,0.19029063098098634,0.1852397767194946,0.16534328067661722,0.21010657240133565
qwen3_vl_8b,test,per_token,prompt,0,11,516,0.27715148020502745,0.2728397429434283,0.25075718907048994,0.3022036892445093
qwen3_vl_8b,test,per_token,prompt,0,12,516,0.191324050679829,0.18523869640609647,0.16158515734891157,0.21336440146842506
qwen3_vl_8b,test,per_token,prompt,0,13,516,0.22121849387075293,0.21782267296969493,0.19890477726273406,0.23936889691062138
qwen3_vl_8b,test,per_token,prompt,0,14,516,0.13787091815918398,0.13215448843194672,0.12016372559004854,0.15157905654814385
qwen3_vl_8b,test,per_token,prompt,0,15,516,0.169436172401272,0.16391146838889525,0.1444616849715073,0.18581214384799488
qwen3_vl_8b,test,per_token,prompt,0,16,516,0.15354885729214582,0.14997351290574962,0.13475322592629319,0.1657765965056959
qwen3_vl_8b,test,per_token,prompt,0,17,516,0.20166308992811166,0.1993570360396656,0.17623012279260103,0.2217235931727503
qwen3_vl_8b,test,per_token,prompt,0,18,516,0.23397053290996017,0.23088638287819258,0.20550563287438958,0.25779335477480864
qwen3_vl_8b,test,per_token,prompt,0,19,516,0.12289284949767647,0.11939777176303323,0.10218254735082155,0.14010776603156824
qwen3_vl_8b,test,per_token,prompt,0,20,516,0.222515662095703,0.2180474532734869,0.19591538696632987,0.24318751678219996
qwen3_vl_8b,test,per_token,prompt,0,21,516,0.16848061372949416,0.166569930292878,0.1414976904114675,0.19240214725193383
qwen3_vl_8b,test,per_token,prompt,0,22,516,0.15006627016796242,0.14598067534097936,0.12971263158604934,0.16591033807032676
qwen3_vl_8b,test,per_token,prompt,0,23,516,0.26117926934577623,0.2510784422172167,0.22798591353265302,0.28720588978779105
qwen3_vl_8b,test,per_token,prompt,0,24,516,0.18091937575391895,0.17180616357446915,0.14810660340013523,0.19872027668939804
qwen3_vl_8b,test,per_token,prompt,0,25,516,0.2856094497010468,0.2760238231276162,0.2420970170351211,0.32263890697088626
qwen3_vl_8b,test,per_token,prompt,0,26,516,0.17631100473071964,0.17355437454118927,0.15583259188679222,0.19466052151048124
qwen3_vl_8b,test,per_token,prompt,0,27,516,0.2924063351441599,0.2910281716800195,0.275844691425196,0.30709111673890477
qwen3_vl_8b,test,per_token,prompt,0,28,516,0.3600610285575667,0.35696195353271576,0.3398225529859441,0.37631961753192755
qwen3_vl_8b,test,per_token,prompt,0,29,516,0.24077219205902411,0.2354005514633692,0.2196271085964067,0.2571276163819545
qwen3_vl_8b,test,per_token,prompt,0,30,516,0.6422380616371045,0.6367349338459982,0.6016834983747685,0.6786044314805102
qwen3_vl_8b,test,per_token,prompt,0,31,516,0.5120349962394813,0.5077536067942025,0.467131969874442,0.5511607703228947
qwen3_vl_8b,test,per_token,prompt,0,32,516,0.6064854020250391,0.6129424076810079,0.5800742577141915,0.6401192648367474
qwen3_vl_8b,test,per_token,prompt,0,33,516,0.3494844780405579,0.3405399178321074,0.3134519931253245,0.3766800063354562
qwen3_vl_8b,test,per_token,prompt,0,34,516,1.51588484155307,1.5103355206790314,1.4238590743833421,1.6078892731560959
qwen3_vl_8b,test,per_token,prompt,0,35,516,6.027733863661345,6.068237951890167,5.737151924104962,6.382602107311998
qwen3_vl_8b,test,per_token,prompt,0,36,516,11.885146887037953,11.85649164040972,9.947003967095434,13.758082706148603
qwen3_vl_8b,test,per_token,prompt,1,1,2511,0.012889670019072295,0.00668829061656392,0.002786451336890293,0.01734867730660231
qwen3_vl_8b,test,per_token,prompt,1,2,2511,0.2641942689801971,0.2221664917389197,0.14568882724935456,0.3780900408912982
qwen3_vl_8b,test,per_token,prompt,1,3,2511,0.2465565573863502,0.19294559383498772,0.13115786308688776,0.33727722242474556
qwen3_vl_8b,test,per_token,prompt,1,4,2511,0.21896849042471284,0.18827491459835852,0.14579901258860317,0.28902027296966737
qwen3_vl_8b,test,per_token,prompt,1,5,2511,0.14737255315951264,0.1376686919414039,0.09980607352918014,0.18906097500751326
qwen3_vl_8b,test,per_token,prompt,1,6,2511,0.120405640149113,0.10075094627765273,0.08072167467824848,0.1616185736243746
qwen3_vl_8b,test,per_token,prompt,1,7,2511,0.0811076169010325,0.0643676731935037,0.045047320610527616,0.1064236947401826
qwen3_vl_8b,test,per_token,prompt,1,8,2511,0.11236602403056262,0.10528623171350253,0.09071577201081839,0.13079135569777073
qwen3_vl_8b,test,per_token,prompt,1,9,2511,0.20148635286811892,0.1921268072411684,0.1695032063913199,0.22509717080642336
qwen3_vl_8b,test,per_token,prompt,1,10,2511,0.21667187305075847,0.204110640259127,0.17878329345174798,0.24502605022696244
qwen3_vl_8b,test,per_token,prompt,1,11,2511,0.3092030802768578,0.3039306041984154,0.27400004515324583,0.3403849541708561
qwen3_vl_8b,test,per_token,prompt,1,12,2511,0.21113613255771688,0.20254943717113097,0.1740501724603486,0.2452604070255932
qwen3_vl_8b,test,per_token,prompt,1,13,2511,0.2304336818079226,0.22914962939518904,0.20550508437112772,0.2530040478117631
qwen3_vl_8b,test,per_token,prompt,1,14,2511,0.1476790657938507,0.13870280692104384,0.1200597937339418,0.17097025513482678
qwen3_vl_8b,test,per_token,prompt,1,15,2511,0.19137188782128614,0.18415668549381994,0.1600917057476181,0.2176526982828883
qwen3_vl_8b,test,per_token,prompt,1,16,2511,0.1780230747411169,0.16434137389712436,0.14264960653339845,0.20607109207568491
qwen3_vl_8b,test,per_token,prompt,1,17,2511,0.2296442233591934,0.22201830097141542,0.19420741620914278,0.2624602233658412
qwen3_vl_8b,test,per_token,prompt,1,18,2511,0.2563022462498287,0.24238592293945008,0.2114755031340922,0.2904743158058929
qwen3_vl_8b,test,per_token,prompt,1,19,2511,0.14069581636149928,0.13266465146028036,0.10941932038050645,0.1637236634186203
qwen3_vl_8b,test,per_token,prompt,1,20,2511,0.2399970789828369,0.22603382886986115,0.19620252255949058,0.27686477713619495
qwen3_vl_8b,test,per_token,prompt,1,21,2511,0.1920923705646841,0.18077308080059343,0.15465041329974027,0.22122101431679247
qwen3_vl_8b,test,per_token,prompt,1,22,2511,0.16932744870151495,0.161710854035586,0.13940967452176015,0.19072603372790453
qwen3_vl_8b,test,per_token,prompt,1,23,2511,0.29839208401212425,0.2774508263516639,0.23712413496936538,0.3519991300916965
qwen3_vl_8b,test,per_token,prompt,1,24,2511,0.21349583135631078,0.19928398663510702,0.16525023828580743,0.250939859779984
qwen3_vl_8b,test,per_token,prompt,1,25,2511,0.33967532652010357,0.33167446757267627,0.27373385031907155,0.39788209942967767
qwen3_vl_8b,test,per_token,prompt,1,26,2511,0.1850138475708563,0.18095355614371197,0.15847957005878144,0.20765178465184622
qwen3_vl_8b,test,per_token,prompt,1,27,2511,0.2947901141244918,0.2915420634006815,0.27408448462457663,0.3121056746292327
qwen3_vl_8b,test,per_token,prompt,1,28,2511,0.37603608500768787,0.3718580314806396,0.3498376082113412,0.39748771489498075
qwen3_vl_8b,test,per_token,prompt,1,29,2511,0.2588220928329542,0.24750259265835797,0.2243827380755517,0.28354910345348927
qwen3_vl_8b,test,per_token,prompt,1,30,2511,0.6603781589602491,0.654126714540845,0.6180443202444752,0.6978021438699216
qwen3_vl_8b,test,per_token,prompt,1,31,2511,0.5503925714639087,0.5380918132806463,0.48626992419927517,0.6000863262369032
qwen3_vl_8b,test,per_token,prompt,1,32,2511,0.6489093369025049,0.6479354305608597,0.6090602838916571,0.6909042786532414
qwen3_vl_8b,test,per_token,prompt,1,33,2511,0.38574325972442886,0.3759982778158571,0.33795611823110705,0.4251346914513436
qwen3_vl_8b,test,per_token,prompt,1,34,2511,1.5939444270584757,1.6023718652681314,1.5158180118388764,1.6770877208161568
qwen3_vl_8b,test,per_token,prompt,1,35,2511,6.1194345684784315,6.147118764264243,5.784425534441002,6.479848507126527
qwen3_vl_8b,test,per_token,prompt,1,36,2511,12.793535131601917,12.617801773228816,10.43404667744679,15.070724479987152
qwen3_vl_8b,test,per_token,generation,0,1,516,0.09936615772422763,0.04688568382811885,0.02891358664124327,0.08935773308956425
qwen3_vl_8b,test,per_token,generation,0,2,516,0.20714304431913327,0.12212658103435392,0.08810250722327066,0.21677355876233945
qwen3_vl_8b,test,per_token,generation,0,3,516,0.1959145102779084,0.12594106902910213,0.08990945782532689,0.19600524575950118
qwen3_vl_8b,test,per_token,generation,0,4,516,0.1303108582678997,0.08355444422574004,0.06007883026878797,0.1428994782230196
qwen3_vl_8b,test,per_token,generation,0,5,516,0.09797765720637003,0.06114096535007377,0.04212886062126714,0.10701549345935517
qwen3_vl_8b,test,per_token,generation,0,6,516,0.0996202481072483,0.05986352101421133,0.04440202207662872,0.10299397249994065
qwen3_vl_8b,test,per_token,generation,0,7,516,0.11921642283965452,0.06772167905971097,0.04732666524702149,0.12112197332507076
qwen3_vl_8b,test,per_token,generation,0,8,516,0.11786829421139688,0.06450094588487235,0.045067971370665975,0.11089309027556737
qwen3_vl_8b,test,per_token,generation,0,9,516,0.12171483871231441,0.07868493063646528,0.05553752456229653,0.1272240065998386
qwen3_vl_8b,test,per_token,generation,0,10,516,0.15671940636665557,0.09255416083256174,0.06461611730687314,0.16159761013870705
qwen3_vl_8b,test,per_token,generation,0,11,516,0.17912652045617425,0.10226082649657701,0.07340882520224846,0.18480104334367287
qwen3_vl_8b,test,per_token,generation,0,12,516,0.15161704291324613,0.08782875642314036,0.060075220239151,0.16465052773285752
qwen3_vl_8b,test,per_token,generation,0,13,516,0.13077847268608794,0.07738167443717237,0.05431064778910793,0.13868709673707968
qwen3_vl_8b,test,per_token,generation,0,14,516,0.10276621164959909,0.062192678926470846,0.042991849770776684,0.10872582934491681
qwen3_vl_8b,test,per_token,generation,0,15,516,0.14566759097027968,0.0901890511714187,0.06398144247982934,0.16586895298594795
qwen3_vl_8b,test,per_token,generation,0,16,516,0.1357242852940483,0.08095494148885501,0.05664852867807294,0.14538347173973742
qwen3_vl_8b,test,per_token,generation,0,17,516,0.12343324524956474,0.08123859076496964,0.05938214133622952,0.14541104819826206
qwen3_vl_8b,test,per_token,generation,0,18,516,0.12634232435428558,0.07997933570601078,0.05624108614884851,0.145185741415197
qwen3_vl_8b,test,per_token,generation,0,19,516,0.12516519115542055,0.07556405013572921,0.055541679288000585,0.14169744311205934
qwen3_vl_8b,test,per_token,generation,0,20,516,0.14754510126738524,0.08552488584632092,0.06204930628670419,0.15958998755246845
qwen3_vl_8b,test,per_token,generation,0,21,516,0.15243347971000978,0.09043172953638799,0.06157791756502228,0.1596574399585745
qwen3_vl_8b,test,per_token,generation,0,22,516,0.19346991920899345,0.1155528606603329,0.08017398246097669,0.20792089640769532
qwen3_vl_8b,test,per_token,generation,0,23,516,0.2519067465305637,0.14180247725861903,0.09809679326376344,0.2563507448036741
qwen3_vl_8b,test,per_token,generation,0,24,516,0.26655060139303566,0.14533432271249735,0.09713069780325759,0.26620644812491906
qwen3_vl_8b,test,per_token,generation,0,25,516,0.2260251136348656,0.13452053939782682,0.0939150946750307,0.25053479987730304
qwen3_vl_8b,test,per_token,generation,0,26,516,0.24273228158543708,0.11936342097418462,0.08263896236264556,0.2376568337270679
qwen3_vl_8b,test,per_token,generation,0,27,516,0.19486798528825042,0.11137696407615799,0.07644882975992937,0.20250198324187302
qwen3_vl_8b,test,per_token,generation,0,28,516,0.18377069566771187,0.10096326752272439,0.07013106296817667,0.18593178534983193
qwen3_vl_8b,test,per_token,generation,0,29,516,0.30920743718415866,0.16099976010782224,0.11135199881639375,0.2963220433602417
qwen3_vl_8b,test,per_token,generation,0,30,516,0.21886924780341846,0.13598497780585805,0.08478725457304578,0.24756957991411732
qwen3_vl_8b,test,per_token,generation,0,31,516,0.2952124685280319,0.15109975574930073,0.10722550373664758,0.30414144576453184
qwen3_vl_8b,test,per_token,generation,0,32,516,0.2397892779346041,0.13655372138564542,0.0896984753296734,0.24999745847178226
qwen3_vl_8b,test,per_token,generation,0,33,516,0.3665686938552434,0.191805611888694,0.12520745762362595,0.3572195007524512
qwen3_vl_8b,test,per_token,generation,0,34,516,0.26920661235715965,0.1586887985362158,0.10305262028060405,0.2962154419339075
qwen3_vl_8b,test,per_token,generation,0,35,516,0.5780120239902325,0.32857346495170126,0.22611854920778068,0.5930725495113736
qwen3_vl_8b,test,per_token,generation,0,36,516,1.3245587930821696,0.7985868019402215,0.5556366727468699,1.4121326191737744
qwen3_vl_8b,test,per_token,generation,1,1,2511,0.2188451397430495,0.08773473504839874,0.04053126164799933,0.26117609148758775
qwen3_vl_8b,test,per_token,generation,1,2,2511,0.4198797454371213,0.20496682631359858,0.10727150278335737,0.5167735763489285
qwen3_vl_8b,test,per_token,generation,1,3,2511,0.3632754696835252,0.20702456153929233,0.1072255670531386,0.5154625609339702
qwen3_vl_8b,test,per_token,generation,1,4,2511,0.23078594626645127,0.1362312153067397,0.07119209471514762,0.3111544309804837
qwen3_vl_8b,test,per_token,generation,1,5,2511,0.17267928655232195,0.09902135668034177,0.04986442303116351,0.23807231794480332
qwen3_vl_8b,test,per_token,generation,1,6,2511,0.18559716412492666,0.1039066426351722,0.05271818436407266,0.2597563472775908
qwen3_vl_8b,test,per_token,generation,1,7,2511,0.22932293567528184,0.11287616836019762,0.05568684311643199,0.30546923782417756
qwen3_vl_8b,test,per_token,generation,1,8,2511,0.21660949357937304,0.10264152588684168,0.050751590970548224,0.2989647468677171
qwen3_vl_8b,test,per_token,generation,1,9,2511,0.21984798359699967,0.12739457866815285,0.06402507888552472,0.30968781671009393
qwen3_vl_8b,test,per_token,generation,1,10,2511,0.27568865579183527,0.1561060004793789,0.07776462268608017,0.3835111107997098
qwen3_vl_8b,test,per_token,generation,1,11,2511,0.3343641992791592,0.1775573028748234,0.08568870605860422,0.451410348758462
qwen3_vl_8b,test,per_token,generation,1,12,2511,0.25904193368859313,0.1465824358165264,0.07388173741813936,0.361815016234438
qwen3_vl_8b,test,per_token,generation,1,13,2511,0.24460577079145926,0.12929781093198348,0.06426760905992261,0.3227129771746996
qwen3_vl_8b,test,per_token,generation,1,14,2511,0.17095993076337665,0.10311403987602658,0.05177610085693586,0.24598504992945258
qwen3_vl_8b,test,per_token,generation,1,15,2511,0.2539228862341221,0.15223890107015997,0.0740630605127283,0.3618358341692429
qwen3_vl_8b,test,per_token,generation,1,16,2511,0.2293251958956832,0.13821476304982244,0.06662535559741603,0.3166978320041888
qwen3_vl_8b,test,per_token,generation,1,17,2511,0.2059921886196839,0.1358277158365703,0.06996224105029686,0.292438326170668
qwen3_vl_8b,test,per_token,generation,1,18,2511,0.22274400973415426,0.14080753435286444,0.0712388459324893,0.31440249548752014
qwen3_vl_8b,test,per_token,generation,1,19,2511,0.21788314996099303,0.13000076679666314,0.06728097483687644,0.30387456938866286
qwen3_vl_8b,test,per_token,generation,1,20,2511,0.28871441884668075,0.15777049898758702,0.07771409065864845,0.38677530459107523
qwen3_vl_8b,test,per_token,generation,1,21,2511,0.26467550925363786,0.155814198546865,0.07729766498536514,0.37443669487331666
qwen3_vl_8b,test,per_token,generation,1,22,2511,0.3576751042481347,0.20175134538615283,0.09956446882761341,0.504020761747737
qwen3_vl_8b,test,per_token,generation,1,23,2511,0.5336918998042417,0.26230664690466304,0.1270326803134333,0.6876572294266927
qwen3_vl_8b,test,per_token,generation,1,24,2511,0.4773862258342208,0.251687683641564,0.11855857411308944,0.659384451758039
qwen3_vl_8b,test,per_token,generation,1,25,2511,0.36920935140882505,0.21650532357053248,0.10971170366037969,0.49756736057595563
qwen3_vl_8b,test,per_token,generation,1,26,2511,0.5189386428819103,0.24519919845209057,0.11316012723862623,0.7010431491653435
qwen3_vl_8b,test,per_token,generation,1,27,2511,0.3410826157573083,0.18216235080996113,0.09248395963396142,0.4300963310127951
qwen3_vl_8b,test,per_token,generation,1,28,2511,0.3355570211679321,0.1767966320056101,0.09153094352845914,0.4524684518955404
qwen3_vl_8b,test,per_token,generation,1,29,2511,0.5934193578679098,0.3082828311735521,0.14131964696884397,0.8041438718576468
qwen3_vl_8b,test,per_token,generation,1,30,2511,0.29755142714828425,0.21030248420882142,0.10713515518744342,0.39956438055561555
qwen3_vl_8b,test,per_token,generation,1,31,2511,0.5888183642725454,0.2879224800815185,0.14247169127562653,0.7727380991564132
qwen3_vl_8b,test,per_token,generation,1,32,2511,0.4830426275564123,0.23875116200757807,0.12145954885547024,0.627182685462863
qwen3_vl_8b,test,per_token,generation,1,33,2511,0.7335398938973644,0.3477128336355271,0.16221147684442966,0.9504344211179105
qwen3_vl_8b,test,per_token,generation,1,34,2511,0.43179024711081193,0.23503133798613376,0.11506723056106795,0.5743965590958828
qwen3_vl_8b,test,per_token,generation,1,35,2511,1.1495615206819327,0.6031758394656759,0.2859222505483173,1.5730492228075215
qwen3_vl_8b,test,per_token,generation,1,36,2511,2.665835353176854,1.4350031968501826,0.7160416466072144,3.5160752400425412
qwen3_vl_8b,test,per_token,visual,0,1,516,0.0008398376813793037,0.0006231955888991555,0.00040851392051471133,0.0010034808845346102
qwen3_vl_8b,test,per_token,visual,0,2,516,0.0014103122243184823,0.001049657880495756,0.0007905148714780808,0.001655365733409321
qwen3_vl_8b,test,per_token,visual,0,3,516,0.005634379191651567,0.004320430171986421,0.0030084831081330777,0.00679215045160884
qwen3_vl_8b,test,per_token,visual,0,4,516,0.002689638133586423,0.001942621579482442,0.0012635607085950047,0.003209680777329665
qwen3_vl_8b,test,per_token,visual,0,5,516,0.0017219218507970755,0.0012352091522538212,0.0006648240610957146,0.0021503693896990556
qwen3_vl_8b,test,per_token,visual,0,6,516,0.001977661634678026,0.001484382881058587,0.0009568526859705646,0.0023448909281273567
qwen3_vl_8b,test,per_token,visual,0,7,516,0.0022084942660014805,0.0013851045072078706,0.0007137910118608764,0.0029685179048623794
qwen3_vl_8b,test,per_token,visual,0,8,516,0.001791448635158742,0.001441087680749404,0.0009324996431286518,0.0022404039063705847
qwen3_vl_8b,test,per_token,visual,0,9,516,0.010006630903397483,0.008823410180898814,0.005692475817651831,0.012580742835998537
qwen3_vl_8b,test,per_token,visual,0,10,516,0.016467099608089057,0.014964406245794051,0.00977963557610145,0.021531675656636558
qwen3_vl_8b,test,per_token,visual,0,11,516,0.012542512705937729,0.011445346887295062,0.007426044607863706,0.016244585514068603
qwen3_vl_8b,test,per_token,visual,0,12,516,0.012799645799258803,0.011729963681636712,0.00852321296930313,0.0158663272857666
qwen3_vl_8b,test,per_token,visual,0,13,516,0.009574046244014034,0.008692129055658977,0.0065133048937870905,0.011440721459877796
