model,model_label,rank,feature_set,threshold_mode,threshold_mean,threshold_std,num_seeds,seeds,headline_positive_class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,accuracy_mean,accuracy_std,auc_mean,auc_std,aupr_mean,aupr_std,real_positive_precision_mean,real_positive_precision_std,real_positive_recall_mean,real_positive_recall_std,real_positive_f1_mean,real_positive_f1_std,real_positive_auc_mean,real_positive_auc_std,real_positive_aupr_mean,real_positive_aupr_std,hallucination_positive_precision_mean,hallucination_positive_precision_std,hallucination_positive_recall_mean,hallucination_positive_recall_std,hallucination_positive_f1_mean,hallucination_positive_f1_std,hallucination_positive_auc_mean,hallucination_positive_auc_std,hallucination_positive_aupr_mean,hallucination_positive_aupr_std
llava_1_5_7b,llava_1_5_7b,1,hpre_raw_logit_gauss_source_hpre_cos_risk_sqrt_matched_state+hpre_raw_logit_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.9075840452674502,0.016675191588509795,0.873341540144987,0.03066012796365814,0.8895043109941794,0.008387903357927672,0.8322737868192412,0.008640340342392515,0.8890308457665372,0.0017176633156615385,0.9655354834836561,0.0005619742488041013,0.9075840452674502,0.016675191588509795,0.873341540144987,0.03066012796365814,0.8895043109941794,0.008387903357927672,0.8890308457665372,0.0017176633156615385,0.9655354834836561,0.0005619742488041013,0.6188081661531556,0.03402959246539779,0.6911142454160789,0.07238717867619941,0.6488217241625868,0.017295274042019814,0.8890308457665371,0.00171766331566144,0.656180606420215,0.006147528300007141
llava_1_5_7b,llava_1_5_7b,2,hpre_raw_logit_gauss_source_hpre_cos_risk_cosine_matched_state+hpre_raw_logit_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.8988059195130834,0.020806397469601837,0.8825058131582546,0.03665964383354849,0.8896521486658892,0.009330566029962536,0.8308963763509217,0.009124412011702035,0.8872652430337115,0.001188643830890829,0.9650371146056046,0.00032711580761509476,0.8988059195130834,0.020806397469601837,0.8825058131582546,0.03665964383354849,0.8896521486658892,0.009330566029962536,0.8872652430337115,0.001188643830890829,0.9650371146056046,0.00032711580761509476,0.6260141368585931,0.039268830990324854,0.6535025858015985,0.09113311721761362,0.6330235665598415,0.024476354118744298,0.8872652430337112,0.0011886438308908352,0.6574651241816006,0.005394205624627516
llava_1_5_7b,llava_1_5_7b,3,hpre_raw_logit_gauss_risk_cosine_matched_state+hpre_raw_logit_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.8950729778306292,0.016538756922293882,0.8864724387908631,0.026219732188796002,0.8902456121082505,0.0061900921954365,0.8308963763509217,0.0063625746115712695,0.88589203933482,0.00253744320473912,0.9642602254196789,0.0009764620038118928,0.8950729778306292,0.016538756922293882,0.8864724387908631,0.026219732188796002,0.8902456121082505,0.0061900921954365,0.88589203933482,0.00253744320473912,0.9642602254196789,0.0009764620038118928,0.6252196743273813,0.027283069456952247,0.6398683591913493,0.07260061170361903,0.6287388111565192,0.024041665900624353,0.88589203933482,0.002537443204739087,0.6483694766402993,0.004245554603546393
llava_1_5_7b,llava_1_5_7b,4,hpre_softmax_prob_gauss_source_hpre_cos_risk_sqrt_matched_state+hpre_softmax_prob_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.9085404582817609,0.006766782962402655,0.8659554096566818,0.0050293465492683015,0.886698293878462,0.0007397154732279428,0.8285653740199194,0.0020816786082208426,0.8857995342528281,0.0019874251208104594,0.9644079265900384,0.0003406485849464596,0.9085404582817609,0.006766782962402655,0.8659554096566818,0.0050293465492683015,0.886698293878462,0.0007397154732279428,0.8857995342528281,0.0019874251208104594,0.9644079265900384,0.0003406485849464596,0.6030813553614934,0.0014315371442776635,0.7000470145745181,0.02591351909641874,0.6477377597380682,0.010996203573984419,0.8857995342528282,0.001987425120810379,0.6642040126294838,0.004378477264680143
llava_1_5_7b,llava_1_5_7b,5,hpre_raw_logit_gauss_risk_sqrt_matched_state+hpre_raw_logit_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.8875316164793682,0.009703780861772662,0.9043906442347148,0.013720355763069765,0.8957305471325121,0.0019606254986852096,0.836935791481246,0.0016207945052742355,0.8847179289510811,0.0020875829533633108,0.9637512084864707,0.00039145006489521204,0.8875316164793682,0.009703780861772662,0.9043906442347148,0.013720355763069765,0.8957305471325121,0.0019606254986852096,0.8847179289510811,0.0020875829533633108,0.9637512084864707,0.00039145006489521204,0.6497162648069136,0.017399001674457275,0.6050775740479549,0.044913070036927086,0.6250024785067709,0.017577066871501675,0.8847179289510811,0.0020875829533633108,0.6465915168439769,0.007385441932027218
llava_1_5_7b,llava_1_5_7b,6,hpre_softmax_prob_gauss_risk_sqrt_matched_state+hpre_softmax_prob_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.8982788647758512,0.008069428203840942,0.8836000547120776,0.013306400226524734,0.8907557018047606,0.003445625057171132,0.8321678321678322,0.0038930224774049076,0.8839292724856319,0.0010418327588042784,0.9631419019208923,0.0005147572460182474,0.8982788647758512,0.008069428203840942,0.8836000547120776,0.013306400226524734,0.8907557018047606,0.003445625057171132,0.8839292724856319,0.0010418327588042784,0.9631419019208923,0.0005147572460182474,0.6220672495469557,0.0165277529438393,0.6553831687823225,0.03516363319476286,0.6373532045731665,0.010816341248430644,0.8839292724856319,0.0010418327588042784,0.6634982782649024,0.007166228779846737
llava_1_5_7b,llava_1_5_7b,7,hpre_softmax_prob_gauss_source_hpre_cos_risk_cosine_matched_state+hpre_softmax_prob_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.9052481514688825,0.001605686705975382,0.868964573929695,0.008719670332654502,0.8867115419150968,0.004526410169012955,0.8280356007628734,0.006047774186408282,0.8837488923987445,0.0023360503055665886,0.9634609442548382,0.0004028885440042355,0.9052481514688825,0.001605686705975382,0.868964573929695,0.008719670332654502,0.8867115419150968,0.004526410169012955,0.8837488923987445,0.0023360503055665886,0.9634609442548382,0.0004028885440042355,0.6045561825866462,0.014688799506086635,0.6873530794546309,0.006941618740119172,0.6431554045301077,0.00751256094320483,0.8837488923987445,0.00233605030556657,0.6689951817332114,0.0036540319001906484
llava_1_5_7b,llava_1_5_7b,8,hpre_softmax_prob_gauss_risk_cosine_matched_state+hpre_softmax_prob_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.8890733019503777,0.006075083871761102,0.890986185200383,0.016719665407726216,0.8898826440907749,0.005424961074277756,0.8293070565797839,0.006179981594158797,0.8813968132336863,0.00042677555379875935,0.9625519192490682,0.00013639047735389633,0.8890733019503777,0.006075083871761102,0.890986185200383,0.016719665407726216,0.8898826440907749,0.005424961074277756,0.8813968132336863,0.00042677555379875935,0.9625519192490682,0.00013639047735389633,0.6243354319603235,0.023409021342728674,0.6173013634226611,0.030257814592767447,0.6196476092530712,0.003393434270254521,0.8813968132336863,0.000426775553798807,0.6570580350802705,0.0030472061707441708
llava_1_5_7b,llava_1_5_7b,9,hpre_raw_logit_gauss_source_hpre_cos_risk_sqrt_matched_state,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.8866922471975561,0.003239759384111148,0.8859253180139516,0.00766213299092378,0.8862754760009236,0.0022638935622812705,0.8239033693579149,0.0024758045021292118,0.8683846567733494,0.0010771808206401611,0.9581748783715831,0.00032374324484910164,0.8866922471975561,0.003239759384111148,0.8859253180139516,0.00766213299092378,0.8862754760009236,0.0022638935622812705,0.8683846567733494,0.0010771808206401611,0.9581748783715831,0.00032374324484910164,0.6094241330093836,0.01018582124754225,0.610719322990127,0.015957275739047646,0.6097947640632144,0.003516536941473563,0.8683846567733494,0.0010771808206401314,0.626699463776443,0.004700161669926641
llava_1_5_7b,llava_1_5_7b,10,ads+cgc,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.8765609226389044,0.00894022704801648,0.9012446997674738,0.015719609244763944,0.8885626265213404,0.0030487548805433703,0.8249629158720068,0.0024938763076795606,0.8655015656412782,0.0010460518698152995,0.9551487236895394,0.0003696835597747911,0.8765609226389044,0.00894022704801648,0.9012446997674738,0.015719609244763944,0.8885626265213404,0.0030487548805433703,0.8655015656412782,0.0010460518698152995,0.9551487236895394,0.0003696835597747911,0.6259788592316217,0.02046169571027418,0.5627644569816642,0.044258672442923565,0.5908423449924821,0.016794861862420934,0.8655015656412782,0.0010460518698153021,0.63049552556053,0.001784690333387809
