model,method,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
minigpt4_7b,visual,0.9053111250785668,0.001793782803766789,0.6483222200265085,0.015368357805696672,0.9077224158619508,0.6551468199820363
minigpt4_7b,svar_native,0.9141906176789898,0.0015673963977136016,0.7067164395750266,0.00438920575056311,0.9155676818467515,0.7125836030462527
minigpt4_7b,metatoken_lr,0.8968344666019084,0.0,0.6421931027004535,0.0,0.8968344666019084,0.6421931027004535
minigpt4_7b,metatoken_gb,0.8956383444755538,0.00037790927985789115,0.6117864875437126,0.0006825904707162811,0.8957545283126679,0.6117350608161513
shikra_7b,visual,0.8624537475448933,0.0018137408018422802,0.6080860961131668,0.0029699572784977384,0.8644068725448933,0.6125422001958707
shikra_7b,svar_native,0.8802693456556302,0.001373137430930054,0.6544686292543226,0.004217586414321106,0.8807114109848484,0.6556421426183108
shikra_7b,metatoken_lr,0.8725470854377105,1.1102230246251565e-16,0.6413862483128261,0.0,0.8725470854377104,0.6413862483128261
shikra_7b,metatoken_gb,0.871044063318369,2.7398307816699868e-05,0.6306544167918,9.018487410744414e-05,0.8710411405723906,0.6306548162841872
