model,group,seed,threshold_rule,threshold,AUROC,HALL_AUPR,HALL_precision,HALL_recall,HALL_F1
minigpt4_7b,attention_raw_prompt,43,fixed_0.5,0.5,0.8944714739621054,0.6248012221640962,0.6474576271186441,0.5190217391304348,0.5761689291101055
minigpt4_7b,attention_raw_prompt,43,train_f1,0.4416012465953827,0.8944714739621054,0.6248012221640962,0.7281553398058253,0.4076086956521739,0.5226480836236934
minigpt4_7b,attention_raw_prompt,44,fixed_0.5,0.5,0.8896725988832558,0.6101496436826199,0.6875,0.4782608695652174,0.5641025641025641
minigpt4_7b,attention_raw_prompt,44,train_f1,0.47679656744003296,0.8896725988832558,0.6101496436826199,0.7162790697674418,0.41847826086956524,0.5283018867924528
minigpt4_7b,attention_raw_prompt,45,fixed_0.5,0.5,0.8921227776090461,0.6092890619295566,0.6942148760330579,0.45652173913043476,0.5508196721311476
minigpt4_7b,attention_raw_prompt,45,train_f1,0.48079249262809753,0.8921227776090461,0.6092890619295566,0.7149321266968326,0.42934782608695654,0.5365025466893039
minigpt4_7b,attention_raw_generation,43,fixed_0.5,0.5,0.8774436079246781,0.5534176705539319,0.6164383561643836,0.36684782608695654,0.4599659284497445
minigpt4_7b,attention_raw_generation,43,train_f1,0.4948940873146057,0.8774436079246781,0.5534176705539319,0.6214953271028038,0.36141304347826086,0.4570446735395189
minigpt4_7b,attention_raw_generation,44,fixed_0.5,0.5,0.8763747576104479,0.5524904183658038,0.6390243902439025,0.35597826086956524,0.4572425828970332
minigpt4_7b,attention_raw_generation,44,train_f1,0.5019211173057556,0.8763747576104479,0.5524904183658038,0.6376811594202898,0.358695652173913,0.4591304347826087
minigpt4_7b,attention_raw_generation,45,fixed_0.5,0.5,0.8837851610868397,0.574199944818199,0.6435643564356436,0.3532608695652174,0.45614035087719296
minigpt4_7b,attention_raw_generation,45,train_f1,0.5520032048225403,0.8837851610868397,0.574199944818199,0.6231884057971014,0.4673913043478261,0.5341614906832298
minigpt4_7b,attention_raw_visual,43,fixed_0.5,0.5,0.8784569714739621,0.5719320874417009,0.6171171171171171,0.37228260869565216,0.46440677966101696
minigpt4_7b,attention_raw_visual,43,train_f1,0.4538900852203369,0.8784569714739621,0.5719320874417009,0.6369426751592356,0.2717391304347826,0.38095238095238093
minigpt4_7b,attention_raw_visual,44,fixed_0.5,0.5,0.8854658259935051,0.5623803934400081,0.6405529953917051,0.37771739130434784,0.4752136752136752
minigpt4_7b,attention_raw_visual,44,train_f1,0.539455771446228,0.8854658259935051,0.5623803934400081,0.6268115942028986,0.4701086956521739,0.5372670807453416
minigpt4_7b,attention_raw_visual,45,fixed_0.5,0.5,0.8890768462490947,0.5857461297328381,0.6556016597510373,0.42934782608695654,0.5188834154351396
minigpt4_7b,attention_raw_visual,45,train_f1,0.4910460114479065,0.8890768462490947,0.5857461297328381,0.6491228070175439,0.40217391304347827,0.4966442953020134
minigpt4_7b,attention_raw_concat,43,fixed_0.5,0.5,0.9045868572296334,0.6546915698912693,0.6556291390728477,0.5380434782608695,0.591044776119403
minigpt4_7b,attention_raw_concat,43,train_f1,0.5095794200897217,0.9045868572296334,0.6546915698912693,0.6496815286624203,0.5543478260869565,0.5982404692082112
minigpt4_7b,attention_raw_concat,44,fixed_0.5,0.5,0.9079014613461673,0.6659361530528582,0.6893939393939394,0.4945652173913043,0.5759493670886076
minigpt4_7b,attention_raw_concat,44,train_f1,0.5150143504142761,0.9079014613461673,0.6659361530528582,0.6866197183098591,0.529891304347826,0.598159509202454
minigpt4_7b,attention_raw_concat,45,fixed_0.5,0.5,0.9056586278999136,0.6602042862698481,0.6722408026755853,0.5461956521739131,0.6026986506746627
minigpt4_7b,attention_raw_concat,45,train_f1,0.5420058369636536,0.9056586278999136,0.6602042862698481,0.6338797814207651,0.6304347826086957,0.6321525885558583
minigpt4_7b,attention_raw_visual_prompt_sum,43,fixed_0.5,0.5,0.8779751127257436,0.556923603018982,0.6150442477876106,0.37771739130434784,0.468013468013468
minigpt4_7b,attention_raw_visual_prompt_sum,43,train_f1,0.48613154888153076,0.8779751127257436,0.556923603018982,0.6532663316582915,0.3532608695652174,0.4585537918871252
minigpt4_7b,attention_raw_visual_prompt_sum,44,fixed_0.5,0.5,0.8770449793238793,0.561881946522838,0.627906976744186,0.36684782608695654,0.4631217838765009
minigpt4_7b,attention_raw_visual_prompt_sum,44,train_f1,0.4985774755477905,0.8770449793238793,0.561881946522838,0.6338028169014085,0.36684782608695654,0.46471600688468157
minigpt4_7b,attention_raw_visual_prompt_sum,45,fixed_0.5,0.5,0.874049424105787,0.5429402929940743,0.6190476190476191,0.3179347826086957,0.42010771992818674
minigpt4_7b,attention_raw_visual_prompt_sum,45,train_f1,0.5011762976646423,0.874049424105787,0.5429402929940743,0.6210526315789474,0.32065217391304346,0.4229390681003584
minigpt4_7b,attention_log1p_prompt,43,fixed_0.5,0.5,0.8935391502932036,0.6197675948520284,0.6474576271186441,0.5190217391304348,0.5761689291101055
minigpt4_7b,attention_log1p_prompt,43,train_f1,0.43088239431381226,0.8935391502932036,0.6197675948520284,0.7197802197802198,0.35597826086956524,0.4763636363636364
minigpt4_7b,attention_log1p_prompt,44,fixed_0.5,0.5,0.8843166658879051,0.6169707092603017,0.5852417302798982,0.625,0.6044678055190539
minigpt4_7b,attention_log1p_prompt,44,train_f1,0.3542011082172394,0.8843166658879051,0.6169707092603017,0.702247191011236,0.33967391304347827,0.45787545787545786
minigpt4_7b,attention_log1p_prompt,45,fixed_0.5,0.5,0.8904808074200405,0.6044399741619508,0.6923076923076923,0.4891304347826087,0.5732484076433121
minigpt4_7b,attention_log1p_prompt,45,train_f1,0.4824691414833069,0.8904808074200405,0.6044399741619508,0.6978723404255319,0.44565217391304346,0.5439469320066335
minigpt4_7b,attention_log1p_generation,43,fixed_0.5,0.5,0.878519759129033,0.5547270992667401,0.5951417004048583,0.39945652173913043,0.47804878048780486
minigpt4_7b,attention_log1p_generation,43,train_f1,0.49617862701416016,0.878519759129033,0.5547270992667401,0.5941422594142259,0.3858695652173913,0.46787479406919275
minigpt4_7b,attention_log1p_generation,44,fixed_0.5,0.5,0.8802938754292924,0.5662583040799837,0.6167400881057269,0.3804347826086957,0.47058823529411764
minigpt4_7b,attention_log1p_generation,44,train_f1,0.4790551960468292,0.8802938754292924,0.5662583040799837,0.6302083333333334,0.328804347826087,0.43214285714285716
minigpt4_7b,attention_log1p_generation,45,fixed_0.5,0.5,0.8774275459664043,0.5522824231673612,0.6470588235294118,0.29891304347826086,0.40892193308550184
minigpt4_7b,attention_log1p_generation,45,train_f1,0.5344400405883789,0.8774275459664043,0.5522824231673612,0.6175115207373272,0.3641304347826087,0.4581196581196581
minigpt4_7b,attention_log1p_visual,43,fixed_0.5,0.5,0.8826600939186505,0.5714618968807423,0.6291079812206573,0.3641304347826087,0.4612736660929432
minigpt4_7b,attention_log1p_visual,43,train_f1,0.47731831669807434,0.8826600939186505,0.5714618968807423,0.654054054054054,0.328804347826087,0.4376130198915009
minigpt4_7b,attention_log1p_visual,44,fixed_0.5,0.5,0.8883671997289909,0.5696063805855052,0.6367521367521367,0.4048913043478261,0.4950166112956811
