model,family,scale,group,label,layer,n,mean,median,q25,q75
llava_1_5_7b,attention,raw,prompt,0,7,3487,0.7805628946458572,0.7800146341323853,0.7600792348384857,0.8009408712387085
llava_1_5_7b,attention,raw,prompt,0,8,3487,0.7715810069150353,0.7734425067901611,0.749939352273941,0.7939563691616058
llava_1_5_7b,attention,raw,prompt,0,9,3487,0.7206119880110137,0.7236724495887756,0.6999647617340088,0.7471840977668762
llava_1_5_7b,attention,raw,prompt,0,10,3487,0.7081838672708775,0.7079920768737793,0.685614824295044,0.7314732372760773
llava_1_5_7b,attention,raw,prompt,0,11,3487,0.5852270278046594,0.5827475786209106,0.5618075728416443,0.6040018796920776
llava_1_5_7b,attention,raw,prompt,0,12,3487,0.5840063970103317,0.5743147134780884,0.5458102226257324,0.6119231581687927
llava_1_5_7b,attention,raw,prompt,0,13,3487,0.6132488688750496,0.6082291603088379,0.5835486948490143,0.6373999416828156
llava_1_5_7b,attention,raw,prompt,0,14,3487,0.6069620042432506,0.601047694683075,0.57329460978508,0.6338684856891632
llava_1_5_7b,attention,raw,prompt,0,15,3487,0.5294110520131478,0.5256257057189941,0.4916701167821884,0.5604606568813324
llava_1_5_7b,attention,raw,prompt,0,16,3487,0.5328654645335069,0.526801586151123,0.4983990043401718,0.5575409233570099
llava_1_5_7b,attention,raw,prompt,0,17,3487,0.5550860515682138,0.5514481663703918,0.5261954665184021,0.5791348516941071
llava_1_5_7b,attention,raw,prompt,0,18,3487,0.650620249970991,0.6489531993865967,0.6200434863567352,0.6795613765716553
llava_1_5_7b,attention,raw,prompt,0,19,3487,0.6882020365484198,0.6883666515350342,0.6684803664684296,0.7093689739704132
llava_1_5_7b,attention,raw,prompt,0,20,3487,0.5818065521981677,0.569649875164032,0.5328133702278137,0.6151041686534882
llava_1_5_7b,attention,raw,prompt,0,21,3487,0.6058305727997926,0.5894625186920166,0.5571374297142029,0.6364071369171143
llava_1_5_7b,attention,raw,prompt,0,22,3487,0.6831960037440394,0.6647311449050903,0.625791996717453,0.7260749638080597
llava_1_5_7b,attention,raw,prompt,0,23,3487,0.612847422464618,0.582353949546814,0.5556908547878265,0.6412034630775452
llava_1_5_7b,attention,raw,prompt,0,24,3487,0.7646925319461587,0.7566697001457214,0.7319344580173492,0.7890059053897858
llava_1_5_7b,attention,raw,prompt,0,25,3487,0.6879060960684323,0.6772144436836243,0.6490759551525116,0.7160496413707733
llava_1_5_7b,attention,raw,prompt,0,26,3487,0.8480875697045672,0.8440858125686646,0.8233863115310669,0.8690045177936554
llava_1_5_7b,attention,raw,prompt,0,27,3487,0.6672935897619566,0.6510838866233826,0.6223831176757812,0.6960942149162292
llava_1_5_7b,attention,raw,prompt,0,28,3487,0.8883264452466864,0.8906962871551514,0.8719217479228973,0.9069448411464691
llava_1_5_7b,attention,raw,prompt,0,29,3487,0.8334425056018288,0.8340024948120117,0.8166897594928741,0.8498503863811493
llava_1_5_7b,attention,raw,prompt,0,30,3487,0.7504433632443961,0.7439447045326233,0.7200758159160614,0.7729513645172119
llava_1_5_7b,attention,raw,prompt,0,31,3487,0.7854357313419229,0.7757499814033508,0.7453091740608215,0.8204988241195679
llava_1_5_7b,attention,raw,prompt,0,32,3487,0.4977100880398325,0.48565542697906494,0.4336358308792114,0.5562849342823029
llava_1_5_7b,attention,raw,prompt,1,1,11976,0.08272685652736228,0.0819435641169548,0.053913211449980736,0.10727395303547382
llava_1_5_7b,attention,raw,prompt,1,2,11976,0.24630977890940112,0.24812258780002594,0.16836433857679367,0.32546211779117584
llava_1_5_7b,attention,raw,prompt,1,3,11976,0.7037008515967874,0.7048946022987366,0.6738843321800232,0.7346538454294205
llava_1_5_7b,attention,raw,prompt,1,4,11976,0.8274101634710808,0.828871876001358,0.8081119805574417,0.8487474918365479
llava_1_5_7b,attention,raw,prompt,1,5,11976,0.825807646683398,0.8294870257377625,0.8018696159124374,0.8517036437988281
llava_1_5_7b,attention,raw,prompt,1,6,11976,0.7957052308456374,0.7936990261077881,0.7736388742923737,0.8164380788803101
llava_1_5_7b,attention,raw,prompt,1,7,11976,0.8012567322076601,0.8003864288330078,0.7779871225357056,0.8259534388780594
llava_1_5_7b,attention,raw,prompt,1,8,11976,0.7876823297841754,0.7924413681030273,0.7654005736112595,0.8119214028120041
llava_1_5_7b,attention,raw,prompt,1,9,11976,0.7525680030564825,0.7526928782463074,0.7208172976970673,0.7848861366510391
llava_1_5_7b,attention,raw,prompt,1,10,11976,0.7298850606313211,0.7304792702198029,0.7023067325353622,0.761272057890892
llava_1_5_7b,attention,raw,prompt,1,11,11976,0.6151693431397995,0.6099383234977722,0.5739705264568329,0.6580069959163666
llava_1_5_7b,attention,raw,prompt,1,12,11976,0.6452522272407093,0.6365356743335724,0.5910334438085556,0.6997148543596268
llava_1_5_7b,attention,raw,prompt,1,13,11976,0.6588093921636731,0.6545461416244507,0.6149454265832901,0.7039519101381302
llava_1_5_7b,attention,raw,prompt,1,14,11976,0.6553472444270759,0.65389683842659,0.6075480878353119,0.7047120928764343
llava_1_5_7b,attention,raw,prompt,1,15,11976,0.543274769961396,0.5361891686916351,0.49567799270153046,0.5786173790693283
llava_1_5_7b,attention,raw,prompt,1,16,11976,0.5791174207397836,0.575004369020462,0.5265475660562515,0.6335034668445587
llava_1_5_7b,attention,raw,prompt,1,17,11976,0.5863392426842001,0.5856630504131317,0.5496954768896103,0.6253567785024643
llava_1_5_7b,attention,raw,prompt,1,18,11976,0.6684715900702045,0.6684940755367279,0.6323830038309097,0.7069538980722427
llava_1_5_7b,attention,raw,prompt,1,19,11976,0.6926396328037631,0.6926929652690887,0.6666359156370163,0.7194724529981613
llava_1_5_7b,attention,raw,prompt,1,20,11976,0.617796607397661,0.6207057237625122,0.5730873942375183,0.6569859087467194
llava_1_5_7b,attention,raw,prompt,1,21,11976,0.6326908342784138,0.6273107826709747,0.5842765122652054,0.6733794659376144
llava_1_5_7b,attention,raw,prompt,1,22,11976,0.740310864566602,0.7443349063396454,0.685792475938797,0.7990450412034988
llava_1_5_7b,attention,raw,prompt,1,23,11976,0.6905268348514556,0.6988646388053894,0.6353772431612015,0.7414404451847076
llava_1_5_7b,attention,raw,prompt,1,24,11976,0.8059561367761954,0.8111830055713654,0.7737779915332794,0.8396279513835907
llava_1_5_7b,attention,raw,prompt,1,25,11976,0.7241335601639811,0.7242423295974731,0.6794271767139435,0.7692599445581436
llava_1_5_7b,attention,raw,prompt,1,26,11976,0.8604648508126527,0.8604077398777008,0.8365953117609024,0.8828267753124237
llava_1_5_7b,attention,raw,prompt,1,27,11976,0.7172813016819253,0.7186870276927948,0.6746427416801453,0.760575607419014
llava_1_5_7b,attention,raw,prompt,1,28,11976,0.905548429824586,0.908846527338028,0.8880102783441544,0.9258875101804733
llava_1_5_7b,attention,raw,prompt,1,29,11976,0.8490547477631626,0.84958416223526,0.8312980979681015,0.8681525588035583
llava_1_5_7b,attention,raw,prompt,1,30,11976,0.7856367097977168,0.7886223495006561,0.7556157559156418,0.8181562721729279
llava_1_5_7b,attention,raw,prompt,1,31,11976,0.8379654796842583,0.8462655246257782,0.8100969940423965,0.8719226717948914
llava_1_5_7b,attention,raw,prompt,1,32,11976,0.602951663402553,0.62550488114357,0.5539642572402954,0.6656305342912674
llava_1_5_7b,attention,raw,generation,0,1,3487,0.37477946804170287,0.3952479958534241,0.33494527637958527,0.44113484025001526
llava_1_5_7b,attention,raw,generation,0,2,3487,0.589748710607573,0.6163712739944458,0.5664759278297424,0.6411941647529602
llava_1_5_7b,attention,raw,generation,0,3,3487,0.13974389508644353,0.14027629792690277,0.12455441057682037,0.15522263944149017
llava_1_5_7b,attention,raw,generation,0,4,3487,0.11307502200157689,0.10817215591669083,0.09246612340211868,0.13084271550178528
llava_1_5_7b,attention,raw,generation,0,5,3487,0.12639091361943308,0.12409698963165283,0.10643333941698074,0.14266908913850784
llava_1_5_7b,attention,raw,generation,0,6,3487,0.17616459461485107,0.17607446014881134,0.1629588007926941,0.19140952080488205
llava_1_5_7b,attention,raw,generation,0,7,3487,0.17057409565569953,0.17471671104431152,0.1495031788945198,0.1944698989391327
llava_1_5_7b,attention,raw,generation,0,8,3487,0.17653207786665423,0.17654159665107727,0.15704549849033356,0.19960792362689972
llava_1_5_7b,attention,raw,generation,0,9,3487,0.22590529040497834,0.2270321547985077,0.2011667937040329,0.2527756839990616
llava_1_5_7b,attention,raw,generation,0,10,3487,0.2341301368289326,0.23586143553256989,0.20851002633571625,0.26202018558979034
llava_1_5_7b,attention,raw,generation,0,11,3487,0.33897773275573306,0.3475755453109741,0.3200088441371918,0.3683740794658661
llava_1_5_7b,attention,raw,generation,0,12,3487,0.28235885261173127,0.29576370120048523,0.25882014632225037,0.3217104524374008
llava_1_5_7b,attention,raw,generation,0,13,3487,0.3108215878079537,0.3207058608531952,0.2856622785329819,0.34789319336414337
llava_1_5_7b,attention,raw,generation,0,14,3487,0.2761709070415937,0.28242775797843933,0.2566976547241211,0.3044510781764984
llava_1_5_7b,attention,raw,generation,0,15,3487,0.3118459722857814,0.3165109157562256,0.28353792428970337,0.3467109799385071
llava_1_5_7b,attention,raw,generation,0,16,3487,0.34239832656727776,0.35205066204071045,0.31759607791900635,0.3789608031511307
llava_1_5_7b,attention,raw,generation,0,17,3487,0.330444324202889,0.3358957767486572,0.30752116441726685,0.36402077972888947
llava_1_5_7b,attention,raw,generation,0,18,3487,0.19550189649157926,0.19721557199954987,0.1700172945857048,0.21912766993045807
llava_1_5_7b,attention,raw,generation,0,19,3487,0.19322106393242688,0.1923106610774994,0.1758134737610817,0.2095828279852867
llava_1_5_7b,attention,raw,generation,0,20,3487,0.21854204144344858,0.22479529678821564,0.19977757334709167,0.2432129979133606
llava_1_5_7b,attention,raw,generation,0,21,3487,0.1567285127674983,0.15562477707862854,0.1343548521399498,0.17752813547849655
llava_1_5_7b,attention,raw,generation,0,22,3487,0.08675178376450848,0.08576370775699615,0.07019751891493797,0.10116314888000488
llava_1_5_7b,attention,raw,generation,0,23,3487,0.16053850372015557,0.16860392689704895,0.1443963721394539,0.18496039509773254
llava_1_5_7b,attention,raw,generation,0,24,3487,0.11807538657324991,0.12013242393732071,0.09667466580867767,0.1403513252735138
llava_1_5_7b,attention,raw,generation,0,25,3487,0.09069515676094753,0.08615247905254364,0.06902758777141571,0.10477196052670479
llava_1_5_7b,attention,raw,generation,0,26,3487,0.050873858428976584,0.05117974430322647,0.037549879401922226,0.06368142738938332
llava_1_5_7b,attention,raw,generation,0,27,3487,0.1578499044104449,0.16268612444400787,0.13378804177045822,0.18469657003879547
llava_1_5_7b,attention,raw,generation,0,28,3487,0.0792191540531265,0.07811346650123596,0.06220448203384876,0.09523022919893265
llava_1_5_7b,attention,raw,generation,0,29,3487,0.097607887023913,0.09716104716062546,0.08039281517267227,0.1141536682844162
llava_1_5_7b,attention,raw,generation,0,30,3487,0.14209723809334962,0.148172065615654,0.11680562049150467,0.17080074548721313
llava_1_5_7b,attention,raw,generation,0,31,3487,0.1701225625067428,0.17698678374290466,0.1354569047689438,0.2095983847975731
llava_1_5_7b,attention,raw,generation,0,32,3487,0.36034454264500987,0.3751189708709717,0.2928062975406647,0.4311828166246414
llava_1_5_7b,attention,raw,generation,1,1,11976,0.2126860944140496,0.17719202488660812,0.09287698194384575,0.3265223652124405
llava_1_5_7b,attention,raw,generation,1,2,11976,0.4429016386991791,0.43752074241638184,0.32143231481313705,0.5752862691879272
llava_1_5_7b,attention,raw,generation,1,3,11976,0.1354563162558194,0.13128767907619476,0.11678936332464218,0.14900095760822296
llava_1_5_7b,attention,raw,generation,1,4,11976,0.08832485184248265,0.08711802586913109,0.07261237315833569,0.10428208485245705
llava_1_5_7b,attention,raw,generation,1,5,11976,0.11037486071531016,0.10885902494192123,0.0814498495310545,0.13318058848381042
llava_1_5_7b,attention,raw,generation,1,6,11976,0.1421050094155148,0.14648070186376572,0.11047710478305817,0.17086782306432724
llava_1_5_7b,attention,raw,generation,1,7,11976,0.1194446204258496,0.12435789406299591,0.06525074690580368,0.16054242104291916
llava_1_5_7b,attention,raw,generation,1,8,11976,0.1322394867792213,0.1329411268234253,0.08631575852632523,0.16653522849082947
llava_1_5_7b,attention,raw,generation,1,9,11976,0.15834151877061717,0.15904421359300613,0.09781440533697605,0.20824236795306206
llava_1_5_7b,attention,raw,generation,1,10,11976,0.17406152820951226,0.1726001277565956,0.11769983358681202,0.22326061502099037
llava_1_5_7b,attention,raw,generation,1,11,11976,0.25912233710515453,0.26064085960388184,0.18494417890906334,0.3295760229229927
llava_1_5_7b,attention,raw,generation,1,12,11976,0.18539896404243753,0.17245790362358093,0.10732747055590153,0.2637256160378456
llava_1_5_7b,attention,raw,generation,1,13,11976,0.21866854028894492,0.21404550969600677,0.13907048106193542,0.29839444905519485
llava_1_5_7b,attention,raw,generation,1,14,11976,0.2055074524883437,0.20461542159318924,0.14075129479169846,0.26833734661340714
llava_1_5_7b,attention,raw,generation,1,15,11976,0.23917252685795068,0.22250539809465408,0.14821285754442215,0.31567271798849106
llava_1_5_7b,attention,raw,generation,1,16,11976,0.25523176069919495,0.24443687498569489,0.16628894209861755,0.3401520699262619
llava_1_5_7b,attention,raw,generation,1,17,11976,0.25005477387209235,0.2418498918414116,0.17481427639722824,0.32256215065717697
llava_1_5_7b,attention,raw,generation,1,18,11976,0.15179109175825764,0.14586135745048523,0.1025821790099144,0.19150488078594208
llava_1_5_7b,attention,raw,generation,1,19,11976,0.1637513060334251,0.16078467667102814,0.13272280991077423,0.1918145939707756
llava_1_5_7b,attention,raw,generation,1,20,11976,0.16854806537643502,0.1569976955652237,0.11272168159484863,0.21769418939948082
llava_1_5_7b,attention,raw,generation,1,21,11976,0.12389261294800213,0.11798356473445892,0.08359652757644653,0.155709657818079
llava_1_5_7b,attention,raw,generation,1,22,11976,0.06719260965116228,0.061874307692050934,0.034186357632279396,0.09107034653425217
llava_1_5_7b,attention,raw,generation,1,23,11976,0.11571461112787804,0.10367166996002197,0.077520702034235,0.15210505202412605
llava_1_5_7b,attention,raw,generation,1,24,11976,0.0862031829851053,0.07898510992527008,0.05393347516655922,0.11352374590933323
llava_1_5_7b,attention,raw,generation,1,25,11976,0.07571325703298844,0.06337150931358337,0.04509869311004877,0.09424651227891445
llava_1_5_7b,attention,raw,generation,1,26,11976,0.04137249727675576,0.03645601496100426,0.02129405876621604,0.05622819997370243
llava_1_5_7b,attention,raw,generation,1,27,11976,0.11603875855639025,0.10617851838469505,0.07478847727179527,0.15191097930073738
llava_1_5_7b,attention,raw,generation,1,28,11976,0.05777788340999342,0.05480562523007393,0.03478899132460356,0.07725056633353233
llava_1_5_7b,attention,raw,generation,1,29,11976,0.08219407616542751,0.08069415390491486,0.061687057837843895,0.10181080363690853
llava_1_5_7b,attention,raw,generation,1,30,11976,0.09829729366297886,0.08572410047054291,0.06065783090889454,0.13151518255472183
llava_1_5_7b,attention,raw,generation,1,31,11976,0.11129372306298725,0.09985747188329697,0.074414087459445,0.13950812071561813
llava_1_5_7b,attention,raw,generation,1,32,11976,0.23344231813613503,0.20448188483715057,0.15851682052016258,0.29549743235111237
llava_1_5_7b,attention,raw,visual,0,1,3487,0.5748795073576632,0.5590465068817139,0.5181297659873962,0.6117563545703888
llava_1_5_7b,attention,raw,visual,0,2,3487,0.25591613568530097,0.24681290984153748,0.22847452759742737,0.27070601284503937
llava_1_5_7b,attention,raw,visual,0,3,3487,0.15883170321887155,0.15717001259326935,0.13263434916734695,0.18322839587926865
llava_1_5_7b,attention,raw,visual,0,4,3487,0.07247687060709648,0.07135878503322601,0.056888917461037636,0.08650561049580574
llava_1_5_7b,attention,raw,visual,0,5,3487,0.054359712899436335,0.05309737101197243,0.04307222552597523,0.06391709670424461
llava_1_5_7b,attention,raw,visual,0,6,3487,0.048160145601408855,0.045738860964775085,0.03817031532526016,0.05507224425673485
llava_1_5_7b,attention,raw,visual,0,7,3487,0.048863213905139986,0.04460614547133446,0.03670407459139824,0.05459470488131046
llava_1_5_7b,attention,raw,visual,0,8,3487,0.05188677023539647,0.04777143895626068,0.039530860260128975,0.05890185385942459
llava_1_5_7b,attention,raw,visual,0,9,3487,0.05348284816695791,0.048091232776641846,0.03906098194420338,0.060203030705451965
llava_1_5_7b,attention,raw,visual,0,10,3487,0.05768594264787557,0.05268237739801407,0.04260864481329918,0.065485630184412
llava_1_5_7b,attention,raw,visual,0,11,3487,0.07579549181921147,0.0692010149359703,0.054814115166664124,0.08864547312259674
llava_1_5_7b,attention,raw,visual,0,12,3487,0.13363534848413805,0.13170288503170013,0.11247169598937035,0.15104475617408752
llava_1_5_7b,attention,raw,visual,0,13,3487,0.0759291075819589,0.071689173579216,0.05930604040622711,0.08517404273152351
llava_1_5_7b,attention,raw,visual,0,14,3487,0.11686680937874426,0.11778975278139114,0.09631995856761932,0.13640616089105606
llava_1_5_7b,attention,raw,visual,0,15,3487,0.15874348224119603,0.15444010496139526,0.12082910910248756,0.19228976219892502
llava_1_5_7b,attention,raw,visual,0,16,3487,0.12473628123950267,0.12302884459495544,0.09916207939386368,0.14770152419805527
llava_1_5_7b,attention,raw,visual,0,17,3487,0.11446952070439395,0.11060646921396255,0.09147069603204727,0.13280312716960907
llava_1_5_7b,attention,raw,visual,0,18,3487,0.15387856983159037,0.15521609783172607,0.1287401244044304,0.18287057429552078
llava_1_5_7b,attention,raw,visual,0,19,3487,0.11857666776859815,0.11780394613742828,0.09991560876369476,0.13804270327091217
llava_1_5_7b,attention,raw,visual,0,20,3487,0.19965095112299489,0.21130311489105225,0.16780608147382736,0.24392146617174149
llava_1_5_7b,attention,raw,visual,0,21,3487,0.23744071397266947,0.25200241804122925,0.20293235033750534,0.2896651476621628
llava_1_5_7b,attention,raw,visual,0,22,3487,0.23005217424713253,0.250597208738327,0.19316889345645905,0.28911691904067993
llava_1_5_7b,attention,raw,visual,0,23,3487,0.22661465095157932,0.25071150064468384,0.21254340559244156,0.2702493965625763
llava_1_5_7b,attention,raw,visual,0,24,3487,0.11723206793087616,0.1256367266178131,0.10731834173202515,0.13935735821723938
llava_1_5_7b,attention,raw,visual,0,25,3487,0.22139807557086225,0.2383730113506317,0.197211854159832,0.26833848655223846
llava_1_5_7b,attention,raw,visual,0,26,3487,0.10103859964054124,0.10560384392738342,0.08618822693824768,0.12115516886115074
llava_1_5_7b,attention,raw,visual,0,27,3487,0.17485668053484626,0.1861814260482788,0.15127450972795486,0.21205994486808777
llava_1_5_7b,attention,raw,visual,0,28,3487,0.03245430655033892,0.03157802298665047,0.026751930825412273,0.03709294646978378
llava_1_5_7b,attention,raw,visual,0,29,3487,0.06894950047861823,0.06994173675775528,0.05750969424843788,0.08150417357683182
llava_1_5_7b,attention,raw,visual,0,30,3487,0.10745965113533767,0.1082940548658371,0.09172100201249123,0.12506529688835144
llava_1_5_7b,attention,raw,visual,0,31,3487,0.044441457491678944,0.0443018339574337,0.03740917332470417,0.05072852596640587
llava_1_5_7b,attention,raw,visual,0,32,3487,0.1419447530814184,0.13997355103492737,0.1262522116303444,0.15534716099500656
llava_1_5_7b,attention,raw,visual,1,1,11976,0.7045870111781156,0.7362022697925568,0.6193166822195053,0.7930508852005005
llava_1_5_7b,attention,raw,visual,1,2,11976,0.3107884949659238,0.30636900663375854,0.2533078193664551,0.36144764721393585
llava_1_5_7b,attention,raw,visual,1,3,11976,0.16084277768990768,0.15923628211021423,0.13407695665955544,0.18638630956411362
llava_1_5_7b,attention,raw,visual,1,4,11976,0.08426497981192403,0.08317048102617264,0.06698551028966904,0.09978390112519264
llava_1_5_7b,attention,raw,visual,1,5,11976,0.06381717106854977,0.06190988048911095,0.05006399005651474,0.07556386291980743
llava_1_5_7b,attention,raw,visual,1,6,11976,0.06218979804438794,0.05818803235888481,0.046887123957276344,0.07323958724737167
llava_1_5_7b,attention,raw,visual,1,7,11976,0.07929844647128341,0.07395332306623459,0.04913402162492275,0.10349117964506149
llava_1_5_7b,attention,raw,visual,1,8,11976,0.0800781329345946,0.07631681859493256,0.050221522338688374,0.10646186769008636
llava_1_5_7b,attention,raw,visual,1,9,11976,0.08909060457521029,0.08356236666440964,0.052130237221717834,0.11787842400372028
llava_1_5_7b,attention,raw,visual,1,10,11976,0.09605347070890885,0.09560031816363335,0.06126885209232569,0.12859530746936798
llava_1_5_7b,attention,raw,visual,1,11,11976,0.12570826960111667,0.13022144883871078,0.08228871040046215,0.16617388650774956
llava_1_5_7b,attention,raw,visual,1,12,11976,0.1693487170245063,0.16443856805562973,0.13215770572423935,0.2026447430253029
llava_1_5_7b,attention,raw,visual,1,13,11976,0.12252245829879252,0.11729414016008377,0.07808758690953255,0.1660437397658825
llava_1_5_7b,attention,raw,visual,1,14,11976,0.139145390360455,0.13863062113523483,0.10592688620090485,0.17261731252074242
llava_1_5_7b,attention,raw,visual,1,15,11976,0.21755269215938075,0.21877696365118027,0.1591801531612873,0.2797791585326195
llava_1_5_7b,attention,raw,visual,1,16,11976,0.16565050416639723,0.16751869767904282,0.1233421340584755,0.21182167530059814
llava_1_5_7b,attention,raw,visual,1,17,11976,0.16360589095084002,0.16203973442316055,0.1096593551337719,0.2194112278521061
llava_1_5_7b,attention,raw,visual,1,18,11976,0.17973730266427046,0.1853656992316246,0.14405539259314537,0.2210797443985939
llava_1_5_7b,attention,raw,visual,1,19,11976,0.14360926428896237,0.1462119147181511,0.10911782830953598,0.18240926042199135
llava_1_5_7b,attention,raw,visual,1,20,11976,0.21365530779239963,0.22818107157945633,0.16710223257541656,0.26783327758312225
llava_1_5_7b,attention,raw,visual,1,21,11976,0.24341677185866556,0.25923237204551697,0.19377541542053223,0.30610448867082596
llava_1_5_7b,attention,raw,visual,1,22,11976,0.19249598861114559,0.19863975048065186,0.13306766375899315,0.25170130282640457
llava_1_5_7b,attention,raw,visual,1,23,11976,0.1937583744909761,0.20505884289741516,0.1515626534819603,0.24717764556407928
llava_1_5_7b,attention,raw,visual,1,24,11976,0.10784029531380959,0.11328551918268204,0.08391314186155796,0.13514269888401031
llava_1_5_7b,attention,raw,visual,1,25,11976,0.20015317404520763,0.20771589875221252,0.1543896496295929,0.25225360691547394
llava_1_5_7b,attention,raw,visual,1,26,11976,0.09816253093399764,0.10154682770371437,0.07653403654694557,0.12010989896953106
llava_1_5_7b,attention,raw,visual,1,27,11976,0.1666803245353976,0.17459797859191895,0.12744690850377083,0.20980075746774673
llava_1_5_7b,attention,raw,visual,1,28,11976,0.03667354526193582,0.03453298658132553,0.02786661172285676,0.04323406703770161
llava_1_5_7b,attention,raw,visual,1,29,11976,0.06875105212136491,0.06785136833786964,0.05320329125970602,0.0826281737536192
llava_1_5_7b,attention,raw,visual,1,30,11976,0.11606620205986222,0.11634651944041252,0.09339440986514091,0.13984467089176178
llava_1_5_7b,attention,raw,visual,1,31,11976,0.050740971538389405,0.049382247030735016,0.03921850584447384,0.06069966126233339
llava_1_5_7b,attention,raw,visual,1,32,11976,0.1636060603117258,0.1645088866353035,0.14166530221700668,0.1851208619773388
llava_1_5_7b,attention,raw,visual_prompt_sum,0,1,3487,0.6252205255365249,0.6047490239143372,0.5588621497154236,0.6650558412075043
llava_1_5_7b,attention,raw,visual_prompt_sum,0,2,3487,0.41025159442394005,0.3836308419704437,0.35881568491458893,0.43352726101875305
llava_1_5_7b,attention,raw,visual_prompt_sum,0,3,3487,0.8602556859588841,0.8597307205200195,0.844777375459671,0.8754312992095947
llava_1_5_7b,attention,raw,visual_prompt_sum,0,4,3487,0.886924643279968,0.8918456435203552,0.8691393733024597,0.9075341522693634
llava_1_5_7b,attention,raw,visual_prompt_sum,0,5,3487,0.8736097360874336,0.8759256601333618,0.8573244214057922,0.8935886919498444
llava_1_5_7b,attention,raw,visual_prompt_sum,0,6,3487,0.8238357738844125,0.8239319324493408,0.8085693120956421,0.8370341062545776
llava_1_5_7b,attention,raw,visual_prompt_sum,0,7,3487,0.829426109038693,0.8252820372581482,0.8055508136749268,0.8504831790924072
llava_1_5_7b,attention,raw,visual_prompt_sum,0,8,3487,0.8234677771493635,0.8234694600105286,0.8004104793071747,0.8429888188838959
llava_1_5_7b,attention,raw,visual_prompt_sum,0,9,3487,0.7740948364322358,0.772980272769928,0.7472005188465118,0.7988283336162567
llava_1_5_7b,attention,raw,visual_prompt_sum,0,10,3487,0.7658698093012544,0.7641587853431702,0.7380081713199615,0.7915023863315582
llava_1_5_7b,attention,raw,visual_prompt_sum,0,11,3487,0.6610225196174608,0.6524150371551514,0.6316222250461578,0.680010974407196
llava_1_5_7b,attention,raw,visual_prompt_sum,0,12,3487,0.7176417464987063,0.7042704820632935,0.678316593170166,0.7411858141422272
llava_1_5_7b,attention,raw,visual_prompt_sum,0,13,3487,0.6891779759944187,0.6793040037155151,0.6521288454532623,0.7143212854862213
llava_1_5_7b,attention,raw,visual_prompt_sum,0,14,3487,0.7238288137165427,0.717563807964325,0.6955395340919495,0.743307501077652
llava_1_5_7b,attention,raw,visual_prompt_sum,0,15,3487,0.6881545347318904,0.683491051197052,0.6532996594905853,0.7164581418037415
llava_1_5_7b,attention,raw,visual_prompt_sum,0,16,3487,0.6576017457398912,0.6479474306106567,0.621028333902359,0.682399332523346
llava_1_5_7b,attention,raw,visual_prompt_sum,0,17,3487,0.6695555722453651,0.6641038656234741,0.635971873998642,0.6924940049648285
llava_1_5_7b,attention,raw,visual_prompt_sum,0,18,3487,0.8044988195397705,0.8027781248092651,0.7808692753314972,0.8299991488456726
llava_1_5_7b,attention,raw,visual_prompt_sum,0,19,3487,0.8067787045867729,0.8076798915863037,0.7904401123523712,0.8241873383522034
llava_1_5_7b,attention,raw,visual_prompt_sum,0,20,3487,0.7814575025711902,0.7751877903938293,0.7567991018295288,0.8002308905124664
llava_1_5_7b,attention,raw,visual_prompt_sum,0,21,3487,0.8432712868595315,0.8443595170974731,0.8224677741527557,0.8656370341777802
llava_1_5_7b,attention,raw,visual_prompt_sum,0,22,3487,0.9132481780098679,0.9142402410507202,0.8988235294818878,0.9298131167888641
llava_1_5_7b,attention,raw,visual_prompt_sum,0,23,3487,0.8394620740758952,0.831386148929596,0.8150249719619751,0.8556142449378967
llava_1_5_7b,attention,raw,visual_prompt_sum,0,24,3487,0.8819246004090666,0.8798542022705078,0.8596333265304565,0.9033365845680237
llava_1_5_7b,attention,raw,visual_prompt_sum,0,25,3487,0.9093041720826543,0.9138666987419128,0.8952248394489288,0.930978536605835
llava_1_5_7b,attention,raw,visual_prompt_sum,0,26,3487,0.9491261694914706,0.9488133788108826,0.9363336563110352,0.9624588787555695
llava_1_5_7b,attention,raw,visual_prompt_sum,0,27,3487,0.8421502704773518,0.8373335003852844,0.8153001070022583,0.8661938011646271
llava_1_5_7b,attention,raw,visual_prompt_sum,0,28,3487,0.9207807521714773,0.9219141006469727,0.9047543704509735,0.9377876222133636
llava_1_5_7b,attention,raw,visual_prompt_sum,0,29,3487,0.9023920062417659,0.9028315544128418,0.8858603239059448,0.9196000695228577
llava_1_5_7b,attention,raw,visual_prompt_sum,0,30,3487,0.8579030137264458,0.8518545627593994,0.829221785068512,0.8831985890865326
llava_1_5_7b,attention,raw,visual_prompt_sum,0,31,3487,0.8298771890761143,0.8230277299880981,0.7904177606105804,0.8645412921905518
llava_1_5_7b,attention,raw,visual_prompt_sum,0,32,3487,0.6396548413755151,0.6248711347579956,0.5687994360923767,0.7071855366230011
llava_1_5_7b,attention,raw,visual_prompt_sum,1,1,11976,0.7873138677610025,0.822807252407074,0.6734765768051147,0.9071222692728043
llava_1_5_7b,attention,raw,visual_prompt_sum,1,2,11976,0.5570982738050247,0.5624774098396301,0.42471231520175934,0.6785732954740524
llava_1_5_7b,attention,raw,visual_prompt_sum,1,3,11976,0.8645436290499761,0.8687101602554321,0.8509899526834488,0.8832083642482758
