model,group,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,HALL_F1_mean,HALL_F1_std
minigpt4_7b,attention_raw_prompt,0.8920889501514692,0.0019592785625097606,0.6147466425920909,0.007118336791496821,0.52915083903515,0.00568782774246176
minigpt4_7b,attention_raw_generation,0.8792011755406554,0.0032706067596373635,0.5600360112459782,0.010022564869127708,0.4834455330017858,0.03587170540180018
minigpt4_7b,attention_raw_visual,0.8843332145721873,0.004408895669261491,0.573352870204849,0.009591780365554754,0.4716212523332453,0.06622278486242966
minigpt4_7b,attention_raw_concat,0.9060489821585714,0.001381046088483941,0.6602773364046586,0.004590872456016703,0.6095175223221745,0.016005442953009735
minigpt4_7b,attention_raw_visual_prompt_sum,0.8763565053851367,0.0016749636928323718,0.5539152808452982,0.008020143860989022,0.44873628895738843,0.018414046746597443
minigpt4_7b,attention_log1p_prompt,0.8894455412003831,0.0038355692111833348,0.6137260927580936,0.0066648151356970145,0.4927286754152426,0.036994914444635534
minigpt4_7b,attention_log1p_generation,0.8787470601749098,0.0011811605794154777,0.5577559421713616,0.006094354153728869,0.45271243644390263,0.015080260029035213
minigpt4_7b,attention_log1p_visual,0.8867052737736452,0.0028754928325707605,0.576110163224785,0.00792198975743224,0.4532408389121567,0.031687217108572564
minigpt4_7b,attention_log1p_concat,0.9039253965843516,0.002440343538436192,0.65634783265905,0.011571897029065553,0.6098321541819672,0.012113818578645822
minigpt4_7b,attention_log1p_visual_prompt_sum,0.8782296704280852,0.0008679128621291298,0.5593434035202448,0.010399051243082873,0.44050292208150205,0.007053092677105165
minigpt4_7b,gated_raw_prompt,0.8740555081808908,0.0011820122823038306,0.5889362120527784,0.006622243624413329,0.41085833314133313,0.006100457181773883
minigpt4_7b,gated_raw_generation,0.8837272406918518,0.0010967152634499084,0.5930550523456096,0.008003954381727208,0.43716835826210826,0.04172046462578031
minigpt4_7b,gated_raw_visual,0.8877103629807879,0.002512511595454774,0.6186754778730851,0.00315255839663794,0.4837334038316423,0.04406039053840116
minigpt4_7b,gated_raw_concat,0.9087921699413593,0.0005853268302293733,0.6716092713970578,0.0011062294058551464,0.5995552336229731,0.01565275328570263
minigpt4_7b,gated_raw_visual_prompt_sum,0.8783348032458784,0.0038861429223668955,0.5763121345027664,0.006557404384930132,0.448837113727847,0.0056595411350063365
minigpt4_7b,gated_log1p_prompt,0.8709998423007734,0.0007364635775125994,0.5742136817482683,0.001777757715120866,0.38945074720936795,0.026012211720174656
minigpt4_7b,gated_log1p_generation,0.8853210250060354,0.00103735249703266,0.5961668280829102,0.007484557989400803,0.4836701107269094,0.04542557719841911
minigpt4_7b,gated_log1p_visual,0.887512022132405,0.00224407410655232,0.6177365118445933,0.0020054045042531307,0.40032332672519594,0.043901961874768254
minigpt4_7b,gated_log1p_concat,0.9087824354211932,0.0006273582943338453,0.6730339862208893,0.002173137285338765,0.6196366183594106,0.013938165548521996
minigpt4_7b,gated_log1p_visual_prompt_sum,0.8789110868397075,0.0031925331357011383,0.5818218979225896,0.006793668361279349,0.44069461754689554,0.02635541265569227
minigpt4_7b,F_E_reference,0.9090652232320166,0.0014804165006792897,0.6548550849861258,0.01035065036045328,0.5935384528836282,0.017686764729702032
shikra_7b,attention_raw_prompt,0.844371342325459,0.0013816073456214245,0.5861007021341076,0.005912565095197481,0.5416296136291668,0.002120719964703133
shikra_7b,attention_raw_generation,0.8509093499476693,0.0002981167096753649,0.5906998730270824,0.004120740791880826,0.5258404468822664,0.009702586764317138
shikra_7b,attention_raw_visual,0.8342213810940692,0.004856138522219883,0.5522745135522936,0.0013283770369009633,0.4644889924596644,0.02137619104907263
shikra_7b,attention_raw_concat,0.850387840218529,0.0032080306470184798,0.586372545518505,0.006779569145363132,0.5458624183537664,0.015201907406168223
shikra_7b,attention_raw_visual_prompt_sum,0.8525919487322801,0.0011785116853890631,0.5849863823540341,0.003050937650054053,0.5217158898539157,0.03962204785147529
shikra_7b,attention_log1p_prompt,0.8438313387362802,0.0012463070483956806,0.5863291689675414,0.008964334978236663,0.5108836966519966,0.013270664496457679
shikra_7b,attention_log1p_generation,0.8489620149813965,0.00046629881153466334,0.5863270820900106,0.000757079909690853,0.5466646036497557,0.01579201467121409
shikra_7b,attention_log1p_visual,0.8367732769202106,0.0007147899233812958,0.552259257579916,0.0044457316467061865,0.4798988754945021,0.01663807338992973
shikra_7b,attention_log1p_concat,0.8494122034817774,0.0031318875508704893,0.5866592153979485,0.002973848080921367,0.530837246997738,0.00634256057081351
shikra_7b,attention_log1p_visual_prompt_sum,0.8509834110075456,0.0011011366657400462,0.5812878492820387,0.00331463626877447,0.5157317461261777,0.009833791118752466
shikra_7b,gated_raw_prompt,0.8375934282410832,0.0013235823921186561,0.5517198825440334,0.0049765366527015666,0.40340662647959374,0.029693889808457247
shikra_7b,gated_raw_generation,0.8498606795877102,0.0025957501013258314,0.588387333426363,0.00987784421446285,0.5368453106843258,0.019475869965162793
shikra_7b,gated_raw_visual,0.8267839382880439,0.002768174760439272,0.5398569200690219,0.0018572460409354832,0.40430419310311067,0.010403558040858447
shikra_7b,gated_raw_concat,0.8608106715052085,0.0016210097522317626,0.6091784748973942,0.00046080432874724095,0.5303487570297999,0.01562082742590904
shikra_7b,gated_raw_visual_prompt_sum,0.8348426377998059,0.0007671268352381439,0.5606802267410383,0.0008392854680144503,0.4251309100569129,0.03094797908483747
shikra_7b,gated_log1p_prompt,0.8378178375334944,0.001734634077793471,0.5543507238422203,0.005422287570224817,0.381420128059913,0.03248900435539054
shikra_7b,gated_log1p_generation,0.8486993336730725,0.002176330696949532,0.5844382872649233,0.009098401063587953,0.5234885215632216,0.014513088846979735
shikra_7b,gated_log1p_visual,0.8268669037990498,0.002717063951971337,0.5408694106390589,0.00642483069224716,0.4303344363495265,0.022700432080673277
shikra_7b,gated_log1p_concat,0.8600107264388223,0.00226231363083347,0.6110004239657543,0.0051286654357104115,0.5205649925699435,0.03861995747630035
shikra_7b,gated_log1p_visual_prompt_sum,0.8372257771530963,0.0013127856686283577,0.5634908857275679,0.0009484440352876013,0.4363983776963647,0.015713178454738373
shikra_7b,F_E_reference,0.8626470433112502,0.0030761177066625394,0.6048066929815558,0.007944529982881206,0.5599159206883082,0.010561584122309257
qwen2_5_vl_7b,attention_raw_prompt,0.8343746068031436,0.003907120461523757,0.3849101739605713,0.017535688618427036,0.3304754085813204,0.019368046481181074
qwen2_5_vl_7b,attention_raw_generation,0.8129711747751944,0.0013043040341529782,0.3281658536938567,0.012517731648157419,0.15694029416444563,0.026402762100344
qwen2_5_vl_7b,attention_raw_visual,0.8178653364706768,0.0066302532711876045,0.33479413297112304,0.01388243292378364,0.14006599905352657,0.04804681883165664
qwen2_5_vl_7b,attention_raw_concat,0.8453312025738446,0.0034603160133434047,0.40933462737185494,0.01320909208221898,0.3919522591645353,0.002528086480414212
qwen2_5_vl_7b,attention_raw_visual_prompt_sum,0.809111231054526,0.006508324352381155,0.3241992229148569,0.026125103883595246,0.20512692999905277,0.028316721426768776
qwen2_5_vl_7b,attention_log1p_prompt,0.8338724907426026,0.0033232421679605223,0.38610129000236126,0.013062780486579325,0.33466729963291986,0.01864380715930885
qwen2_5_vl_7b,attention_log1p_generation,0.8081493319034196,0.002722860978366422,0.319743812043497,0.01589004242281503,0.09498644986449865,0.09044530209322858
qwen2_5_vl_7b,attention_log1p_visual,0.8231281477796945,0.0025607354018611704,0.3433714469779443,0.008495066714851136,0.20191955325187536,0.05453932820675498
qwen2_5_vl_7b,attention_log1p_concat,0.845669278375731,0.002504302094997588,0.40948232735316376,0.01372928915077854,0.37574269220798895,0.0008295668403147717
qwen2_5_vl_7b,attention_log1p_visual_prompt_sum,0.8097509292674867,0.002155359094188966,0.32978219935148473,0.01641402891261366,0.22303685715827534,0.06695352093115761
qwen2_5_vl_7b,gated_raw_prompt,0.8437819334643303,0.004247361432463345,0.4183611070511984,0.0022396141486528565,0.3221579504686043,0.024008442451817213
qwen2_5_vl_7b,gated_raw_generation,0.8178870909135808,0.0008658590157401484,0.3588986857775003,0.003265311620316763,0.2625063697128811,0.02719444597774481
