image_id,layer,primary_chunk_size,comparison_chunk_size,primary_seconds,comparison_seconds,primary_increment_mib,comparison_increment_mib,max_abs_delta,relative_l2_delta
408805,1,all576,64,0.11289227986708283,0.015977553091943264,326.19775390625,119.9853515625,1.9073486328125e-06,0.0024591446854174137
408805,16,all576,64,0.007577858865261078,0.015555988997220993,326.19775390625,119.8544921875,1.52587890625e-05,0.0008516652742400765
408805,32,all576,64,0.007562384009361267,0.01562725193798542,326.19775390625,119.8544921875,0.00048828125,0.000566133123356849
