model,scope,metric,layer,n_mixed_images,n_valid,mean_hall_minus_real,median_hall_minus_real,fraction_hall_gt_real
qwen3_vl_8b,all,span_c,1,237,237,-0.01352225332243853,-0.022023719161663055,0.39662447257383965
qwen3_vl_8b,all,span_c,2,237,237,0.0006933294577857892,0.0008549884729868798,0.5738396624472574
qwen3_vl_8b,all,span_c,3,237,237,-0.0008648657526186031,-0.0010532132788452844,0.45569620253164556
qwen3_vl_8b,all,span_c,4,237,237,-0.0016821455612729386,-0.002606741216759245,0.42616033755274263
qwen3_vl_8b,all,span_c,5,237,237,-0.0011149384230656355,-0.00043595726262714296,0.4810126582278481
qwen3_vl_8b,all,span_c,6,237,237,-0.0020980115839227985,-0.0035705262923150516,0.4345991561181435
qwen3_vl_8b,all,span_c,7,237,237,0.0005927356281832639,0.0008692665723562532,0.5063291139240507
qwen3_vl_8b,all,span_c,8,237,237,0.002246222361594042,0.003953980748474278,0.5654008438818565
qwen3_vl_8b,all,span_c,9,237,237,-0.0026905079657463253,0.0004078327240942814,0.5063291139240507
qwen3_vl_8b,all,span_c,10,237,237,0.004329253030884455,0.0021484560053776636,0.5021097046413502
qwen3_vl_8b,all,span_c,11,237,237,-0.005693642326388602,-0.006324797675842264,0.45147679324894513
qwen3_vl_8b,all,span_c,12,237,237,-0.0030627314366060503,-0.0020614355457456157,0.48523206751054854
qwen3_vl_8b,all,span_c,13,237,237,0.004608726172276358,0.005300027604326907,0.5569620253164557
qwen3_vl_8b,all,span_c,14,237,237,-0.0018717729892470017,-0.001755127011469071,0.45569620253164556
qwen3_vl_8b,all,span_c,15,237,237,-0.0009314767780001789,-0.000165520284523879,0.4978902953586498
qwen3_vl_8b,all,span_c,16,237,237,0.0009960585030539238,-0.00014803092802889717,0.4978902953586498
qwen3_vl_8b,all,span_c,17,237,237,-0.0037498316456862683,-0.001582791614916701,0.48523206751054854
qwen3_vl_8b,all,span_c,18,237,237,0.0001957479164525368,0.0006441887577360306,0.5147679324894515
qwen3_vl_8b,all,span_c,19,237,237,0.0015583437619419434,0.001347335289211271,0.5274261603375527
qwen3_vl_8b,all,span_c,20,237,237,-0.0007396136067023337,-0.0011557140036079494,0.48523206751054854
qwen3_vl_8b,all,span_c,21,237,237,-0.0038848627378090567,-0.0035528120082069237,0.4050632911392405
qwen3_vl_8b,all,span_c,22,237,237,-0.0007138749375159235,-0.0008972695245340612,0.46835443037974683
qwen3_vl_8b,all,span_c,23,237,237,-0.002291015692697589,-0.002432903770966721,0.4472573839662447
