model,scope,metric,label,layer,n_total,n_valid,n_undefined,mean,q25,median,q75
qwen3_vl_8b,all,span_c,REAL,1,1560,1560,0,-0.026721203376871117,-0.11919861528879008,-0.05877774158119593,0.023934721029518657
qwen3_vl_8b,all,span_c,REAL,2,1560,1560,0,-0.02550911241453697,-0.027768663630607548,-0.02541284062833459,-0.022867199877868498
qwen3_vl_8b,all,span_c,REAL,3,1560,1560,0,-0.04654416184597982,-0.05393446929031175,-0.04515498492316554,-0.03882418670528391
qwen3_vl_8b,all,span_c,REAL,4,1560,1560,0,-0.050087032342717136,-0.05730036658891599,-0.04978189784577958,-0.042398776908816285
qwen3_vl_8b,all,span_c,REAL,5,1560,1560,0,-0.0997321416422391,-0.10632235467809026,-0.09957700337417288,-0.09299921695736027
qwen3_vl_8b,all,span_c,REAL,6,1560,1560,0,-0.1548792945687761,-0.16823529234126178,-0.15666243957594347,-0.14475457157683197
qwen3_vl_8b,all,span_c,REAL,7,1560,1560,0,-0.17135945087011867,-0.1965557223992621,-0.1702542975932611,-0.1503823259325791
qwen3_vl_8b,all,span_c,REAL,8,1560,1560,0,-0.21404837039942215,-0.23429628674113503,-0.2156505270661851,-0.1962272351738701
qwen3_vl_8b,all,span_c,REAL,9,1560,1560,0,-0.2933434807372388,-0.31690397458493064,-0.29571366720136383,-0.27397850378257843
qwen3_vl_8b,all,span_c,REAL,10,1560,1560,0,-0.42268080063384533,-0.46511573854083,-0.41514674703346505,-0.3792012199927939
qwen3_vl_8b,all,span_c,REAL,11,1560,1560,0,-0.4658471917035381,-0.5017258981627634,-0.464499315596262,-0.439610883125735
qwen3_vl_8b,all,span_c,REAL,12,1560,1560,0,-0.3954161738945363,-0.4189336925929077,-0.3988508622830229,-0.37651932687395095
qwen3_vl_8b,all,span_c,REAL,13,1560,1560,0,-0.3249791358366647,-0.353978907382412,-0.330191904018215,-0.30138228214215035
qwen3_vl_8b,all,span_c,REAL,14,1560,1560,0,-0.2772817752832293,-0.29707500994692093,-0.2786993744836218,-0.2598843321175498
qwen3_vl_8b,all,span_c,REAL,15,1560,1560,0,-0.30205692795874733,-0.3204325179297467,-0.30403887417284414,-0.28799248012232426
qwen3_vl_8b,all,span_c,REAL,16,1560,1560,0,-0.26417262570934447,-0.2857112892929412,-0.264057823410401,-0.24555717474906932
qwen3_vl_8b,all,span_c,REAL,17,1560,1560,0,-0.3193442776371949,-0.33783289120666077,-0.3220217430353892,-0.3033490206939678
qwen3_vl_8b,all,span_c,REAL,18,1560,1560,0,-0.2395208126559769,-0.25422435812374156,-0.24099673305680264,-0.2266856697140301
qwen3_vl_8b,all,span_c,REAL,19,1560,1560,0,-0.22566429585523254,-0.23933788157024777,-0.226565196896846,-0.2137864439582255
qwen3_vl_8b,all,span_c,REAL,20,1560,1560,0,-0.20240513016045442,-0.216185974749887,-0.20297918336926252,-0.18999626042133633
qwen3_vl_8b,all,span_c,REAL,21,1560,1560,0,-0.18170149565571064,-0.19260059140612593,-0.18329904945570613,-0.1717608623110757
qwen3_vl_8b,all,span_c,REAL,22,1560,1560,0,-0.16102904756566247,-0.17017502225621872,-0.16245627329351212,-0.15285801711184874
qwen3_vl_8b,all,span_c,REAL,23,1560,1560,0,-0.1519065725724503,-0.16395335021308488,-0.15286278645680257,-0.14190987160123567
qwen3_vl_8b,all,span_c,REAL,24,1560,1560,0,-0.11496929137245582,-0.12413991665351523,-0.11633229818628218,-0.10666097552823947
qwen3_vl_8b,all,span_c,REAL,25,1560,1560,0,-0.07182864396279544,-0.07645901241555611,-0.07217400668917894,-0.06750225912227194
qwen3_vl_8b,all,span_c,REAL,26,1560,1560,0,-0.03806447411297607,-0.04285504781547786,-0.03819548127461711,-0.03378218448425994
qwen3_vl_8b,all,span_c,REAL,27,1560,1560,0,-0.04207417634592097,-0.045169887928983896,-0.04188796054251509,-0.039108525779669015
qwen3_vl_8b,all,span_c,REAL,28,1560,1560,0,-0.011455192242472895,-0.014530074161811441,-0.01179842786843515,-0.008939779844569899
qwen3_vl_8b,all,span_c,REAL,29,1560,1560,0,-0.012664590108650384,-0.015528199589567426,-0.012798376968763965,-0.010119223490951127
qwen3_vl_8b,all,span_c,REAL,30,1560,1560,0,-0.011329587075640295,-0.014177054818502056,-0.01116635373544498,-0.008602310249879558
qwen3_vl_8b,all,span_c,REAL,31,1560,1560,0,-0.0030203011873487034,-0.005267088156782843,-0.003205545335632628,-0.0010416120660141951
qwen3_vl_8b,all,span_c,REAL,32,1560,1560,0,-0.004740661110473952,-0.006447103805536141,-0.004664058583297389,-0.002901482354090539
qwen3_vl_8b,all,span_c,REAL,33,1560,1560,0,-0.0095842389399693,-0.013738025765624901,-0.009800425313578364,-0.005540092994704008
qwen3_vl_8b,all,span_c,REAL,34,1560,1560,0,-0.012852057831515,-0.018871531881764346,-0.012923765946269448,-0.006703309555830629
qwen3_vl_8b,all,span_c,REAL,35,1560,1560,0,0.006494955627057258,-0.00039719126743733375,0.005314482723651667,0.013348019661952032
qwen3_vl_8b,all,span_c,REAL,36,1560,1560,0,0.010179053020966262,0.0029161543346043024,0.009033835629355148,0.016373443464120833
qwen3_vl_8b,all,span_c,HALL,1,357,357,0,-0.033889630161629075,-0.10749510630985495,-0.07843341508947091,0.006575523188551165
qwen3_vl_8b,all,span_c,HALL,2,357,357,0,-0.024791735259807393,-0.026829345869748434,-0.024730714042384715,-0.022560722183420513
qwen3_vl_8b,all,span_c,HALL,3,357,357,0,-0.04679460278592172,-0.0552555660868691,-0.0471314395935306,-0.0390240088640813
qwen3_vl_8b,all,span_c,HALL,4,357,357,0,-0.05059021630481688,-0.05760365776013724,-0.05174889972925772,-0.04250551401021158
qwen3_vl_8b,all,span_c,HALL,5,357,357,0,-0.10012028092092176,-0.10557009860745122,-0.10028322435136162,-0.09382228363202949
qwen3_vl_8b,all,span_c,HALL,6,357,357,0,-0.15533793219566033,-0.16793276876058796,-0.15972336939248358,-0.14471955181750049
qwen3_vl_8b,all,span_c,HALL,7,357,357,0,-0.16858669172790725,-0.18817300534308837,-0.16728716095382024,-0.1529199346767554
qwen3_vl_8b,all,span_c,HALL,8,357,357,0,-0.20925863768524933,-0.226956750506346,-0.2115955309229437,-0.19238049914090213
