model,group,classifier,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
qwen2_5_vl_7b,visual,three_hidden,0.8649962737388533,0.005995151960403766,0.3799168858071047,0.011856562746903334,0.8701873409914425,0.39263178271236504
qwen2_5_vl_7b,visual,one_hidden,0.835823503713412,0.012418552340206359,0.33735660178817994,0.026663656288267574,0.8378074165445993,0.33721190318104344
qwen2_5_vl_7b,visual,xgb,0.8589931385398195,0.0,0.44485353646249076,5.551115123125783e-17,0.8589931385398195,0.4448535364624907
qwen2_5_vl_7b,visual_prompt_sum,three_hidden,0.8488474288798088,0.0025087384262651754,0.3793484626205723,0.004813274430575873,0.8551229666178397,0.3868891297532803
qwen2_5_vl_7b,visual_prompt_sum,one_hidden,0.8123300696425358,0.0018367545936168724,0.3354782586153216,0.008820713996473823,0.8137075013491635,0.34175691309090944
qwen2_5_vl_7b,visual_prompt_sum,xgb,0.8504664251021509,0.0,0.41826234056316053,5.551115123125783e-17,0.8504664251021509,0.4182623405631606
qwen2_5_vl_7b,generation,three_hidden,0.8315061804538328,0.004799984525181129,0.3651630394929888,0.014698688318474186,0.8389946804409838,0.378478144869049
qwen2_5_vl_7b,generation,one_hidden,0.8130804615424152,0.002309674389454419,0.30045922953549686,0.005472661410956061,0.8133682830930536,0.30126693381619135
qwen2_5_vl_7b,generation,xgb,0.833975792151723,0.0,0.34629804286663407,0.0,0.833975792151723,0.34629804286663407
qwen2_5_vl_7b,vp_generation,three_hidden,0.8678847685863337,0.002220206801256992,0.45607529253585327,0.006600362756125673,0.8718680132603499,0.47074173244387274
qwen2_5_vl_7b,vp_generation,one_hidden,0.8366432811656773,0.002954789847745668,0.3656400847182069,0.008523876735586062,0.8376223884049032,0.37905289070462256
qwen2_5_vl_7b,vp_generation,xgb,0.8583378305450621,1.1102230246251565e-16,0.4641811796833118,0.0,0.858337830545062,0.4641811796833118
llava_1_5_7b,visual,three_hidden,0.9028075306576935,0.002578402568004824,0.6994084599080789,0.0032760465870369676,0.9049652258121315,0.7029286663229564
llava_1_5_7b,visual,one_hidden,0.8920728546135712,0.005189844057901648,0.6698902330965408,0.007931103574934139,0.8948264225137189,0.676094119779125
llava_1_5_7b,visual,xgb,0.900084123211159,0.0,0.6853454745627777,0.0,0.900084123211159,0.6853454745627777
llava_1_5_7b,visual_prompt_sum,three_hidden,0.892331256337771,0.0018474624715533415,0.6806618288393276,0.002883517467352934,0.8944620516281754,0.6854800411926459
llava_1_5_7b,visual_prompt_sum,one_hidden,0.8836809121825407,0.005322226622522838,0.6717695334550088,0.00756222809384853,0.885714704932946,0.6780418693211141
llava_1_5_7b,visual_prompt_sum,xgb,0.8938311275444827,1.1102230246251565e-16,0.662331333795435,0.0,0.8938311275444828,0.662331333795435
llava_1_5_7b,generation,three_hidden,0.8737679047125302,0.00203018771465625,0.6377919007190394,0.004902898376562745,0.8765394058553667,0.6466375461977699
llava_1_5_7b,generation,one_hidden,0.8664666294959454,0.0033134721902882153,0.6415269345485443,0.005175592906169191,0.8668261094971192,0.6444757844838954
llava_1_5_7b,generation,xgb,0.8795497451849242,0.0,0.6496486189584562,0.0,0.8795497451849242,0.6496486189584562
llava_1_5_7b,vp_generation,three_hidden,0.9003245916926699,0.0010867128561064775,0.71792074941148,0.0033821592346616972,0.9026493920630727,0.7237170714516762
llava_1_5_7b,vp_generation,one_hidden,0.8971006837456349,0.0033780140796032263,0.7134665726397643,0.002313468025129941,0.8997906701489764,0.7191420797707705
llava_1_5_7b,vp_generation,xgb,0.9077554753450517,1.1102230246251565e-16,0.7016482969946517,0.0,0.9077554753450519,0.7016482969946517
qwen3_vl_8b,visual,three_hidden,0.8994898071625345,0.002817574184053738,0.6644548670552989,0.014218400090766173,0.9028033057851239,0.6741763095783507
qwen3_vl_8b,visual,one_hidden,0.8900143250688707,0.0022021629854964576,0.643977923377248,0.006618643075116454,0.8948595041322314,0.6570977387647136
qwen3_vl_8b,visual,xgb,0.899705785123967,1.1102230246251565e-16,0.650439458511609,0.0,0.8997057851239669,0.650439458511609
qwen3_vl_8b,visual_prompt_sum,three_hidden,0.8967944903581268,0.004875119180985898,0.6598940444644291,0.006295818491668922,0.9013652892561985,0.6668847118404863
qwen3_vl_8b,visual_prompt_sum,one_hidden,0.8699966942148761,0.008112098979496727,0.6160380802549733,0.013480517334744646,0.8731140495867769,0.6220814421145346
qwen3_vl_8b,visual_prompt_sum,xgb,0.9222347107438017,0.0,0.7114257010740636,1.1102230246251565e-16,0.9222347107438017,0.7114257010740637
qwen3_vl_8b,generation,three_hidden,0.8902743801652893,0.005245249438146316,0.6286289512950091,0.010081229769515197,0.8946479338842975,0.6398290924628608
