model,scope,label,layer,n_mentions,mean,median,q25,q75,source
qwen2_5_vl_7b,test,HALL,21,85,0.8490903447656071,0.8914328813552856,0.7893383502960205,0.9192044734954834,e_m
qwen2_5_vl_7b,test,HALL,22,85,0.8711152146844303,0.9052950739860535,0.8298975825309753,0.9407666325569153,e_m
qwen2_5_vl_7b,test,HALL,23,85,0.8369337811189539,0.8588411211967468,0.780684769153595,0.9078123569488525,e_m
qwen2_5_vl_7b,test,HALL,24,85,0.9683726745493272,0.9800101518630981,0.9628486633300781,0.9860220551490784,e_m
qwen2_5_vl_7b,test,HALL,25,85,0.9044475870973924,0.9171440005302429,0.8895677328109741,0.9375900626182556,e_m
qwen2_5_vl_7b,test,HALL,26,85,0.9764848169158487,0.9841501116752625,0.9717128276824951,0.9903489947319031,e_m
qwen2_5_vl_7b,test,HALL,27,85,0.7987458733951345,0.8007330894470215,0.764431893825531,0.8253312706947327,e_m
qwen2_5_vl_7b,test,HALL,28,85,0.8327221190228181,0.8512012362480164,0.7554717659950256,0.9192004799842834,e_m
llava_1_5_7b,all,REAL,1,11976,0.5692502398220555,0.5647841989994049,0.5118642449378967,0.6222954988479614,a_m
llava_1_5_7b,all,REAL,2,11976,0.5710315068508078,0.5617080628871918,0.525945171713829,0.6070136427879333,a_m
llava_1_5_7b,all,REAL,3,11976,0.5674574761890975,0.5328625440597534,0.48692063987255096,0.6329119354486465,a_m
llava_1_5_7b,all,REAL,4,11976,0.766397656632728,0.7811270356178284,0.6991039663553238,0.8397615104913712,a_m
llava_1_5_7b,all,REAL,5,11976,0.6418211021863108,0.6511245667934418,0.5621526390314102,0.7169913649559021,a_m
llava_1_5_7b,all,REAL,6,11976,0.6348823372451321,0.6167459487915039,0.5599534958600998,0.7011881619691849,a_m
llava_1_5_7b,all,REAL,7,11976,0.549235216787977,0.5375323593616486,0.5096455812454224,0.5779606848955154,a_m
llava_1_5_7b,all,REAL,8,11976,0.6776660717227456,0.6831091046333313,0.5856618732213974,0.7684702277183533,a_m
llava_1_5_7b,all,REAL,9,11976,0.5795149232074868,0.5731282532215118,0.5342788696289062,0.6094243973493576,a_m
llava_1_5_7b,all,REAL,10,11976,0.5807298004164366,0.5709711611270905,0.5157733112573624,0.6437168121337891,a_m
llava_1_5_7b,all,REAL,11,11976,0.5415584836889284,0.5247102379798889,0.48669710010290146,0.5759153217077255,a_m
llava_1_5_7b,all,REAL,12,11976,0.5306728902927978,0.5138104557991028,0.4766373559832573,0.5728677064180374,a_m
llava_1_5_7b,all,REAL,13,11976,0.6286420944727256,0.6178436279296875,0.5513242334127426,0.6962389498949051,a_m
llava_1_5_7b,all,REAL,14,11976,0.5793520277446919,0.5748947858810425,0.5201481282711029,0.639174297451973,a_m
llava_1_5_7b,all,REAL,15,11976,0.6173421597642029,0.6108601689338684,0.5687763541936874,0.6489398777484894,a_m
llava_1_5_7b,all,REAL,16,11976,0.5564728521368029,0.5584084987640381,0.504935085773468,0.5994013249874115,a_m
llava_1_5_7b,all,REAL,17,11976,0.5572189099827884,0.5528330504894257,0.5232647657394409,0.5841554701328278,a_m
llava_1_5_7b,all,REAL,18,11976,0.7388005949452311,0.7594251334667206,0.6598391383886337,0.8254022896289825,a_m
llava_1_5_7b,all,REAL,19,11976,0.734607119568603,0.744209498167038,0.6471359133720398,0.8182536214590073,a_m
llava_1_5_7b,all,REAL,20,11976,0.7071756624486658,0.7138921618461609,0.6106426119804382,0.8041854053735733,a_m
llava_1_5_7b,all,REAL,21,11976,0.6251329933115858,0.6234791874885559,0.5678645074367523,0.6719734966754913,a_m
llava_1_5_7b,all,REAL,22,11976,0.7944419901910111,0.813510000705719,0.7319385707378387,0.8630685359239578,a_m
llava_1_5_7b,all,REAL,23,11976,0.844241216002342,0.8568831086158752,0.7946197390556335,0.9070283025503159,a_m
llava_1_5_7b,all,REAL,24,11976,0.8341276967772342,0.8640455603599548,0.7877931594848633,0.9016322046518326,a_m
llava_1_5_7b,all,REAL,25,11976,0.6873731988674414,0.6920017898082733,0.6542290598154068,0.7174456715583801,a_m
llava_1_5_7b,all,REAL,26,11976,0.8000448534020043,0.8161536157131195,0.7555741369724274,0.8523344099521637,a_m
llava_1_5_7b,all,REAL,27,11976,0.7226748932887095,0.7234314978122711,0.6550119817256927,0.785196989774704,a_m
llava_1_5_7b,all,REAL,28,11976,0.85778252797857,0.8790300190448761,0.816229373216629,0.9119405597448349,a_m
llava_1_5_7b,all,REAL,29,11976,0.7173252608291133,0.7150605320930481,0.6452592760324478,0.7842988520860672,a_m
llava_1_5_7b,all,REAL,30,11976,0.6427248272778555,0.6362699866294861,0.5877455025911331,0.6944145113229752,a_m
llava_1_5_7b,all,REAL,31,11976,0.7470902931455301,0.7608676254749298,0.6865426748991013,0.8129034638404846,a_m
llava_1_5_7b,all,REAL,32,11976,0.6333230247791999,0.6328610777854919,0.5908245593309402,0.6759918183088303,a_m
llava_1_5_7b,all,HALL,1,3487,0.635262416971082,0.660703718662262,0.5942719578742981,0.6867910921573639,a_m
llava_1_5_7b,all,HALL,2,3487,0.624589659583442,0.6263606548309326,0.594293087720871,0.658908873796463,a_m
llava_1_5_7b,all,HALL,3,3487,0.6875964159486216,0.7062584757804871,0.6201907694339752,0.7591743171215057,a_m
llava_1_5_7b,all,HALL,4,3487,0.8201707334206649,0.846372663974762,0.7875648736953735,0.881268709897995,a_m
llava_1_5_7b,all,HALL,5,3487,0.7205660735207026,0.7229520678520203,0.6596018373966217,0.789404571056366,a_m
llava_1_5_7b,all,HALL,6,3487,0.7324595080428455,0.7376664876937866,0.6788198947906494,0.7958475649356842,a_m
llava_1_5_7b,all,HALL,7,3487,0.5824488607901094,0.5721782445907593,0.528960794210434,0.6290146708488464,a_m
llava_1_5_7b,all,HALL,8,3487,0.7781567242448433,0.7855096459388733,0.740821897983551,0.8243361413478851,a_m
llava_1_5_7b,all,HALL,9,3487,0.6328198599685458,0.6191375255584717,0.598857969045639,0.6596583127975464,a_m
llava_1_5_7b,all,HALL,10,3487,0.6614480697479637,0.6629845499992371,0.6100646257400513,0.7154439985752106,a_m
llava_1_5_7b,all,HALL,11,3487,0.5985282966271491,0.5862966775894165,0.5490633547306061,0.6355373561382294,a_m
llava_1_5_7b,all,HALL,12,3487,0.5920258503709579,0.5876990556716919,0.5517989993095398,0.6283732354640961,a_m
llava_1_5_7b,all,HALL,13,3487,0.7243692971400624,0.7295399308204651,0.6805033683776855,0.7742518484592438,a_m
llava_1_5_7b,all,HALL,14,3487,0.6578133902014379,0.655252993106842,0.615145355463028,0.7008702456951141,a_m
llava_1_5_7b,all,HALL,15,3487,0.6805707246432647,0.6686397194862366,0.6336376965045929,0.7194426357746124,a_m
llava_1_5_7b,all,HALL,16,3487,0.6118248210088004,0.6088135838508606,0.5900641977787018,0.6305565536022186,a_m
llava_1_5_7b,all,HALL,17,3487,0.5727006820371577,0.5681741237640381,0.5450219511985779,0.5950367450714111,a_m
llava_1_5_7b,all,HALL,18,3487,0.8370484181724922,0.8468619585037231,0.8183943927288055,0.8684850931167603,a_m
llava_1_5_7b,all,HALL,19,3487,0.8285021045538221,0.8378559350967407,0.7992694675922394,0.869117796421051,a_m
llava_1_5_7b,all,HALL,20,3487,0.8368293920423433,0.8529724478721619,0.8051751554012299,0.8858898878097534,a_m
llava_1_5_7b,all,HALL,21,3487,0.6831407011290282,0.6830823421478271,0.6537342965602875,0.7122197449207306,a_m
llava_1_5_7b,all,HALL,22,3487,0.8538596202077994,0.8614177107810974,0.8350521326065063,0.882480800151825,a_m
llava_1_5_7b,all,HALL,23,3487,0.9095973333828354,0.9239108562469482,0.8941074907779694,0.9428345561027527,a_m
llava_1_5_7b,all,HALL,24,3487,0.9011273128377151,0.908368706703186,0.8900153934955597,0.9233632683753967,a_m
llava_1_5_7b,all,HALL,25,3487,0.7402184555514822,0.7416275143623352,0.7149973511695862,0.7656596899032593,a_m
llava_1_5_7b,all,HALL,26,3487,0.849688256696264,0.8544757962226868,0.8341100513935089,0.8720498979091644,a_m
llava_1_5_7b,all,HALL,27,3487,0.8038595405628662,0.814049482345581,0.782334953546524,0.8361856937408447,a_m
llava_1_5_7b,all,HALL,28,3487,0.9064703249028805,0.9129952788352966,0.8945143520832062,0.9273194670677185,a_m
llava_1_5_7b,all,HALL,29,3487,0.7909893110450031,0.7945371270179749,0.7602888345718384,0.8275415003299713,a_m
llava_1_5_7b,all,HALL,30,3487,0.7191752229032251,0.7260581851005554,0.6950490176677704,0.750330924987793,a_m
llava_1_5_7b,all,HALL,31,3487,0.8211696672001985,0.8276964426040649,0.8030130863189697,0.8475849628448486,a_m
llava_1_5_7b,all,HALL,32,3487,0.6912344064331684,0.6951871514320374,0.6669262051582336,0.7225708961486816,a_m
llava_1_5_7b,all,REAL,1,11976,0.6096226647645534,0.6269024610519409,0.4993758201599121,0.6909280568361282,e_m
llava_1_5_7b,all,REAL,2,11976,0.5160439163272231,0.5060780942440033,0.4427228420972824,0.5821838825941086,e_m
llava_1_5_7b,all,REAL,3,11976,0.6640414623549842,0.6513366997241974,0.5761714577674866,0.746368408203125,e_m
llava_1_5_7b,all,REAL,4,11976,0.8643407701385881,0.8823232054710388,0.8320214599370956,0.913205474615097,e_m
llava_1_5_7b,all,REAL,5,11976,0.7905871733654796,0.8195549249649048,0.7311004400253296,0.8711053431034088,e_m
llava_1_5_7b,all,REAL,6,11976,0.7829341639079647,0.784544974565506,0.7221858203411102,0.8431591838598251,e_m
llava_1_5_7b,all,REAL,7,11976,0.665332145513637,0.6732345521450043,0.5876004546880722,0.7415487170219421,e_m
llava_1_5_7b,all,REAL,8,11976,0.8357830769970326,0.8495694100856781,0.7883352488279343,0.892751932144165,e_m
llava_1_5_7b,all,REAL,9,11976,0.7131779599255454,0.7083520293235779,0.6713161021471024,0.7481369376182556,e_m
llava_1_5_7b,all,REAL,10,11976,0.6834306992470979,0.6850082576274872,0.6253489404916763,0.7502247095108032,e_m
llava_1_5_7b,all,REAL,11,11976,0.6199553839130727,0.6009323000907898,0.5576779693365097,0.6631610542535782,e_m
llava_1_5_7b,all,REAL,12,11976,0.6381073215318148,0.6249080002307892,0.5956202745437622,0.675738051533699,e_m
llava_1_5_7b,all,REAL,13,11976,0.7047813317714211,0.7127629518508911,0.6274899989366531,0.7833615243434906,e_m
llava_1_5_7b,all,REAL,14,11976,0.6483828526714402,0.6406185328960419,0.5885799080133438,0.7065434008836746,e_m
llava_1_5_7b,all,REAL,15,11976,0.6447012077098738,0.6207845509052277,0.5904818922281265,0.6792810410261154,e_m
llava_1_5_7b,all,REAL,16,11976,0.6473378025159569,0.6488601565361023,0.5940905064344406,0.6905868202447891,e_m
llava_1_5_7b,all,REAL,17,11976,0.6121793512675511,0.6096345484256744,0.5569025278091431,0.6590467989444733,e_m
llava_1_5_7b,all,REAL,18,11976,0.8061516513486823,0.8310272991657257,0.7360889762639999,0.8851382583379745,e_m
llava_1_5_7b,all,REAL,19,11976,0.7886519937308812,0.8207958042621613,0.7076324671506882,0.8812027722597122,e_m
llava_1_5_7b,all,REAL,20,11976,0.7146479563517577,0.7412769496440887,0.6016468107700348,0.8340223431587219,e_m
llava_1_5_7b,all,REAL,21,11976,0.6721304524453505,0.6798445582389832,0.6049834191799164,0.7313384264707565,e_m
llava_1_5_7b,all,REAL,22,11976,0.8207787857051881,0.8536712527275085,0.7555869519710541,0.9006241708993912,e_m
llava_1_5_7b,all,REAL,23,11976,0.7919700730494961,0.8087875843048096,0.72069151699543,0.8731237649917603,e_m
llava_1_5_7b,all,REAL,24,11976,0.8220085967045947,0.855052649974823,0.770747572183609,0.8950530886650085,e_m
llava_1_5_7b,all,REAL,25,11976,0.6464190707506541,0.6489614546298981,0.6078964173793793,0.6859594136476517,e_m
llava_1_5_7b,all,REAL,26,11976,0.8516104126183606,0.8696261346340179,0.8157321810722351,0.8969142436981201,e_m
llava_1_5_7b,all,REAL,27,11976,0.7004088186444285,0.7128844261169434,0.621443048119545,0.7830821126699448,e_m
llava_1_5_7b,all,REAL,28,11976,0.864195124586483,0.8826280236244202,0.8310058563947678,0.9130233824253082,e_m
llava_1_5_7b,all,REAL,29,11976,0.7455087426524801,0.7546806633472443,0.6694987416267395,0.8214235454797745,e_m
llava_1_5_7b,all,REAL,30,11976,0.6741003525221276,0.6776623129844666,0.6107493788003922,0.736878827214241,e_m
llava_1_5_7b,all,REAL,31,11976,0.7399769210584497,0.7589028775691986,0.6748172044754028,0.8146195858716965,e_m
llava_1_5_7b,all,REAL,32,11976,0.45723708843938016,0.45179517567157745,0.3955136090517044,0.5147629082202911,e_m
llava_1_5_7b,all,HALL,1,3487,0.7116123147037469,0.754740834236145,0.6493324041366577,0.7985416948795319,e_m
llava_1_5_7b,all,HALL,2,3487,0.6010888676042369,0.6100548505783081,0.5466715395450592,0.658130407333374,e_m
llava_1_5_7b,all,HALL,3,3487,0.7837606799664045,0.8046906590461731,0.733098715543747,0.84702929854393,e_m
llava_1_5_7b,all,HALL,4,3487,0.8854986273322777,0.9101216197013855,0.868939071893692,0.9320275187492371,e_m
llava_1_5_7b,all,HALL,5,3487,0.8414916896464526,0.851708173751831,0.7982074916362762,0.8952002227306366,e_m
llava_1_5_7b,all,HALL,6,3487,0.8553027813195977,0.8636220097541809,0.8213425874710083,0.8994461297988892,e_m
llava_1_5_7b,all,HALL,7,3487,0.7193045909643379,0.7293763756752014,0.6489163339138031,0.7985436022281647,e_m
llava_1_5_7b,all,HALL,8,3487,0.893137945054013,0.8984354734420776,0.8735365569591522,0.9188623130321503,e_m
llava_1_5_7b,all,HALL,9,3487,0.7539356915835224,0.7437705993652344,0.7090170681476593,0.7955136001110077,e_m
llava_1_5_7b,all,HALL,10,3487,0.7607141511382843,0.7683930993080139,0.7193896770477295,0.806806206703186,e_m
llava_1_5_7b,all,HALL,11,3487,0.6747596582335321,0.6666127443313599,0.6160409152507782,0.7274799942970276,e_m
llava_1_5_7b,all,HALL,12,3487,0.6919954059149291,0.6915132999420166,0.6532807350158691,0.7277795374393463,e_m
llava_1_5_7b,all,HALL,13,3487,0.7994888198727825,0.8068211078643799,0.7624062299728394,0.8463117182254791,e_m
llava_1_5_7b,all,HALL,14,3487,0.7258336711723004,0.7274506092071533,0.684019148349762,0.769862025976181,e_m
llava_1_5_7b,all,HALL,15,3487,0.7174689167202938,0.711736261844635,0.6544969081878662,0.7731848657131195,e_m
llava_1_5_7b,all,HALL,16,3487,0.6915864259525941,0.6833442449569702,0.6630564033985138,0.7125536203384399,e_m
llava_1_5_7b,all,HALL,17,3487,0.6441772069994618,0.6440618634223938,0.6050871312618256,0.6813209652900696,e_m
llava_1_5_7b,all,HALL,18,3487,0.8946011079085875,0.903695821762085,0.8805332779884338,0.9207953214645386,e_m
llava_1_5_7b,all,HALL,19,3487,0.8829532847094748,0.8926247954368591,0.863274872303009,0.9144148528575897,e_m
llava_1_5_7b,all,HALL,20,3487,0.8573737505397108,0.8759182691574097,0.8326581120491028,0.9040765762329102,e_m
llava_1_5_7b,all,HALL,21,3487,0.729793278739211,0.7305107712745667,0.6995205581188202,0.7615447044372559,e_m
llava_1_5_7b,all,HALL,22,3487,0.8964404132156274,0.9040622711181641,0.8847375512123108,0.9191948473453522,e_m
llava_1_5_7b,all,HALL,23,3487,0.8828012983437284,0.8965978026390076,0.8583350777626038,0.9212519824504852,e_m
llava_1_5_7b,all,HALL,24,3487,0.893881723588129,0.9018241763114929,0.8790538907051086,0.9193241596221924,e_m
llava_1_5_7b,all,HALL,25,3487,0.7030545760780479,0.7063462734222412,0.677369624376297,0.733094722032547,e_m
llava_1_5_7b,all,HALL,26,3487,0.8940721050456085,0.8980913162231445,0.882093995809555,0.9113120138645172,e_m
llava_1_5_7b,all,HALL,27,3487,0.8015665411436356,0.8112676739692688,0.7824862897396088,0.8337699770927429,e_m
llava_1_5_7b,all,HALL,28,3487,0.905801606991929,0.9114289283752441,0.8935509622097015,0.9261034429073334,e_m
llava_1_5_7b,all,HALL,29,3487,0.81940544850682,0.8238576650619507,0.7946346700191498,0.8527613878250122,e_m
llava_1_5_7b,all,HALL,30,3487,0.7588382328619819,0.7673230171203613,0.7371005415916443,0.7903576791286469,e_m
llava_1_5_7b,all,HALL,31,3487,0.8183982165624871,0.8250600695610046,0.800724059343338,0.8464727103710175,e_m
llava_1_5_7b,all,HALL,32,3487,0.5062284357984667,0.5023505091667175,0.44996723532676697,0.5631131231784821,e_m
llava_1_5_7b,test,REAL,1,1228,0.572864588459268,0.5701738893985748,0.5158245265483856,0.6232598721981049,a_m
llava_1_5_7b,test,REAL,2,1228,0.5738615781457106,0.5656625926494598,0.5289017260074615,0.6121995449066162,a_m
llava_1_5_7b,test,REAL,3,1228,0.5744276979410299,0.539573609828949,0.4910779595375061,0.6471270769834518,a_m
llava_1_5_7b,test,REAL,4,1228,0.771898410025171,0.7906176447868347,0.7062729299068451,0.8451835364103317,a_m
llava_1_5_7b,test,REAL,5,1228,0.6494204346636607,0.6596931219100952,0.573843240737915,0.7272939831018448,a_m
llava_1_5_7b,test,REAL,6,1228,0.6418278587417805,0.6236723363399506,0.5645392388105392,0.7094943970441818,a_m
llava_1_5_7b,test,REAL,7,1228,0.5525209743541692,0.5403251051902771,0.5116175562143326,0.583206832408905,a_m
llava_1_5_7b,test,REAL,8,1228,0.6846702951173441,0.6951107382774353,0.5947209298610687,0.7736295461654663,a_m
llava_1_5_7b,test,REAL,9,1228,0.5829443874304768,0.5751092433929443,0.5379374474287033,0.6118398308753967,a_m
llava_1_5_7b,test,REAL,10,1228,0.586190566760321,0.578039675951004,0.5192882716655731,0.652111604809761,a_m
llava_1_5_7b,test,REAL,11,1228,0.5459353564616524,0.5306104421615601,0.489133283495903,0.5785742253065109,a_m
llava_1_5_7b,test,REAL,12,1228,0.5350292483739045,0.5171403586864471,0.4766833260655403,0.5787271410226822,a_m
llava_1_5_7b,test,REAL,13,1228,0.6336647109750427,0.6262426376342773,0.5545686334371567,0.6997083574533463,a_m
llava_1_5_7b,test,REAL,14,1228,0.5862930737896929,0.582451730966568,0.5218912810087204,0.6508929431438446,a_m
llava_1_5_7b,test,REAL,15,1228,0.6212273044724029,0.6139977276325226,0.5727066397666931,0.6515465378761292,a_m
llava_1_5_7b,test,REAL,16,1228,0.559327086524777,0.5619546175003052,0.5096386820077896,0.6005704402923584,a_m
llava_1_5_7b,test,REAL,17,1228,0.5600075718343064,0.5555850267410278,0.5245199203491211,0.5872813165187836,a_m
llava_1_5_7b,test,REAL,18,1228,0.74356529587449,0.7636753618717194,0.6742516309022903,0.826260507106781,a_m
llava_1_5_7b,test,REAL,19,1228,0.7395218903447596,0.7459067106246948,0.656388133764267,0.8244326710700989,a_m
llava_1_5_7b,test,REAL,20,1228,0.7112991579774924,0.7245273888111115,0.6185453236103058,0.8054333180189133,a_m
llava_1_5_7b,test,REAL,21,1228,0.6280668916405218,0.6279075443744659,0.5716577768325806,0.6739560514688492,a_m
llava_1_5_7b,test,REAL,22,1228,0.7985496586522373,0.818913608789444,0.7407591789960861,0.8647017776966095,a_m
llava_1_5_7b,test,REAL,23,1228,0.8480041791056966,0.8631234169006348,0.7994828671216965,0.908488005399704,a_m
llava_1_5_7b,test,REAL,24,1228,0.8383337364620028,0.8680726885795593,0.7985299974679947,0.9033836871385574,a_m
llava_1_5_7b,test,REAL,25,1228,0.6900542114864343,0.6947880685329437,0.6590193510055542,0.7198282778263092,a_m
llava_1_5_7b,test,REAL,26,1228,0.8033375211957999,0.8205989599227905,0.7628902494907379,0.8546202033758163,a_m
llava_1_5_7b,test,REAL,27,1228,0.7286822563370975,0.7332997620105743,0.6622056514024734,0.792153388261795,a_m
llava_1_5_7b,test,REAL,28,1228,0.8626758775124721,0.8843617737293243,0.8234541714191437,0.9123911261558533,a_m
llava_1_5_7b,test,REAL,29,1228,0.7240989168905668,0.7199691534042358,0.6534345746040344,0.7901086956262589,a_m
llava_1_5_7b,test,REAL,30,1228,0.6457225783251784,0.6380268633365631,0.5904611498117447,0.7000207304954529,a_m
llava_1_5_7b,test,REAL,31,1228,0.7528937209506765,0.7653717994689941,0.6959747523069382,0.8186559826135635,a_m
llava_1_5_7b,test,REAL,32,1228,0.634416146950147,0.6341838538646698,0.590812936425209,0.6755129992961884,a_m
llava_1_5_7b,test,HALL,1,333,0.638404508521249,0.6643223762512207,0.5981633067131042,0.6884661912918091,a_m
llava_1_5_7b,test,HALL,2,333,0.6262331291719958,0.6308467984199524,0.596825122833252,0.656819224357605,a_m
llava_1_5_7b,test,HALL,3,333,0.6962968971994188,0.7191519737243652,0.6334155797958374,0.764602780342102,a_m
llava_1_5_7b,test,HALL,4,333,0.8182374453759408,0.8471581935882568,0.7892849445343018,0.8765469789505005,a_m
llava_1_5_7b,test,HALL,5,333,0.7198543821548199,0.7224587798118591,0.6654098033905029,0.7833921909332275,a_m
llava_1_5_7b,test,HALL,6,333,0.7369922086283252,0.7473195791244507,0.6926993727684021,0.7961806058883667,a_m
llava_1_5_7b,test,HALL,7,333,0.5856146907305216,0.5730212330818176,0.532476544380188,0.6304030418395996,a_m
llava_1_5_7b,test,HALL,8,333,0.7799212100269558,0.7888359427452087,0.7421523928642273,0.829630970954895,a_m
llava_1_5_7b,test,HALL,9,333,0.6343700893827386,0.6201172471046448,0.5969807505607605,0.667033851146698,a_m
llava_1_5_7b,test,HALL,10,333,0.6653128921448648,0.6678758263587952,0.6159956455230713,0.7166897654533386,a_m
llava_1_5_7b,test,HALL,11,333,0.5971658163600497,0.5873277187347412,0.549193799495697,0.641692042350769,a_m
llava_1_5_7b,test,HALL,12,333,0.5925276296453791,0.5901786088943481,0.5520707368850708,0.6270112991333008,a_m
llava_1_5_7b,test,HALL,13,333,0.7233668529056572,0.7322901487350464,0.6716631054878235,0.7734342813491821,a_m
llava_1_5_7b,test,HALL,14,333,0.6561407916717701,0.6567651629447937,0.6137698292732239,0.6978294849395752,a_m
llava_1_5_7b,test,HALL,15,333,0.6815853995066863,0.6672500371932983,0.6313918232917786,0.7326704859733582,a_m
llava_1_5_7b,test,HALL,16,333,0.610537634150044,0.6087250709533691,0.5895839929580688,0.6266985535621643,a_m
llava_1_5_7b,test,HALL,17,333,0.5713834171001617,0.5649372935295105,0.541341245174408,0.5927947163581848,a_m
llava_1_5_7b,test,HALL,18,333,0.8386361411025932,0.8470929265022278,0.8192850351333618,0.8699244260787964,a_m
llava_1_5_7b,test,HALL,19,333,0.8264047149065379,0.8347236514091492,0.7985562086105347,0.8702539205551147,a_m
llava_1_5_7b,test,HALL,20,333,0.8373390706451805,0.8570140600204468,0.8018963932991028,0.8887909650802612,a_m
llava_1_5_7b,test,HALL,21,333,0.6813239260120793,0.6818047165870667,0.6529803276062012,0.7097389698028564,a_m
llava_1_5_7b,test,HALL,22,333,0.8552951302614298,0.8629489541053772,0.8349748849868774,0.8821807503700256,a_m
llava_1_5_7b,test,HALL,23,333,0.9108235797545573,0.9252790212631226,0.8961721062660217,0.9418638944625854,a_m
llava_1_5_7b,test,HALL,24,333,0.9016985674878141,0.910071074962616,0.8903342485427856,0.9254102110862732,a_m
llava_1_5_7b,test,HALL,25,333,0.7417860077666091,0.7455424666404724,0.717281699180603,0.7675796747207642,a_m
llava_1_5_7b,test,HALL,26,333,0.8491643248377619,0.8538557887077332,0.831762433052063,0.8729153871536255,a_m
llava_1_5_7b,test,HALL,27,333,0.8061919142534067,0.8145810961723328,0.7862368822097778,0.8358115553855896,a_m
llava_1_5_7b,test,HALL,28,333,0.9075787318003429,0.9149308204650879,0.8966746926307678,0.9286150932312012,a_m
llava_1_5_7b,test,HALL,29,333,0.7931177229494661,0.7955017685890198,0.7624713778495789,0.8326979279518127,a_m
llava_1_5_7b,test,HALL,30,333,0.7159539291092584,0.7219318747520447,0.6919683218002319,0.7484667897224426,a_m
llava_1_5_7b,test,HALL,31,333,0.8216572863919599,0.8294668793678284,0.8020646572113037,0.84697026014328,a_m
llava_1_5_7b,test,HALL,32,333,0.6896160330858316,0.6942766308784485,0.6650840044021606,0.7226649522781372,a_m
llava_1_5_7b,test,REAL,1,1228,0.6138691339120026,0.629979282617569,0.5037769377231598,0.6967827081680298,e_m
llava_1_5_7b,test,REAL,2,1228,0.5189829098139601,0.5108393132686615,0.4460603594779968,0.584709495306015,e_m
llava_1_5_7b,test,REAL,3,1228,0.6713176755301339,0.6598666608333588,0.5859634131193161,0.7557395249605179,e_m
llava_1_5_7b,test,REAL,4,1228,0.8677786921882086,0.8850566744804382,0.8379905223846436,0.9168241620063782,e_m
llava_1_5_7b,test,REAL,5,1228,0.7964083019413467,0.8239025175571442,0.7450425028800964,0.8772803395986557,e_m
llava_1_5_7b,test,REAL,6,1228,0.7890367999624351,0.79337278008461,0.7301833033561707,0.8493718057870865,e_m
llava_1_5_7b,test,REAL,7,1228,0.6708317080373096,0.6805997490882874,0.5941302478313446,0.7488972097635269,e_m
llava_1_5_7b,test,REAL,8,1228,0.8399010717092197,0.857689768075943,0.7954214513301849,0.8946335017681122,e_m
llava_1_5_7b,test,REAL,9,1228,0.7166699114276842,0.711686909198761,0.6756817698478699,0.7511856257915497,e_m
llava_1_5_7b,test,REAL,10,1228,0.6883081542843716,0.6893417239189148,0.629010871052742,0.7590581178665161,e_m
llava_1_5_7b,test,REAL,11,1228,0.6237305565600675,0.6053525805473328,0.5579115152359009,0.6662725806236267,e_m
llava_1_5_7b,test,REAL,12,1228,0.6421211570355714,0.6274381577968597,0.5963592231273651,0.6810592412948608,e_m
llava_1_5_7b,test,REAL,13,1228,0.7108984968172999,0.7200301587581635,0.6323307007551193,0.7873571813106537,e_m
llava_1_5_7b,test,REAL,14,1228,0.6550548612246296,0.6507567167282104,0.5926259905099869,0.7169314324855804,e_m
llava_1_5_7b,test,REAL,15,1228,0.648860523434726,0.6249596476554871,0.5928245037794113,0.6864604204893112,e_m
llava_1_5_7b,test,REAL,16,1228,0.6497387383679225,0.6519795656204224,0.5957993119955063,0.6916161775588989,e_m
llava_1_5_7b,test,REAL,17,1228,0.6164790839442212,0.6138445436954498,0.5602832138538361,0.666518822312355,e_m
llava_1_5_7b,test,REAL,18,1228,0.8108773057740364,0.8368249833583832,0.747313067317009,0.8860732614994049,e_m
llava_1_5_7b,test,REAL,19,1228,0.7948421831045555,0.8223239183425903,0.7264689207077026,0.8865104466676712,e_m
llava_1_5_7b,test,REAL,20,1228,0.7203330274804796,0.7531947195529938,0.6093720942735672,0.8361888229846954,e_m
llava_1_5_7b,test,REAL,21,1228,0.6760406444146501,0.6851334273815155,0.6069678068161011,0.7329085767269135,e_m
llava_1_5_7b,test,REAL,22,1228,0.8255829962777392,0.8621936440467834,0.763607457280159,0.902419701218605,e_m
llava_1_5_7b,test,REAL,23,1228,0.7961605478090261,0.8134977519512177,0.7322423607110977,0.8749517649412155,e_m
llava_1_5_7b,test,REAL,24,1228,0.8270002519317481,0.8604472577571869,0.7863114923238754,0.8976949751377106,e_m
llava_1_5_7b,test,REAL,25,1228,0.6495281414944885,0.6545397937297821,0.6135685294866562,0.6887770742177963,e_m
llava_1_5_7b,test,REAL,26,1228,0.8549010078953609,0.8742137253284454,0.8231101036071777,0.8988384455442429,e_m
llava_1_5_7b,test,REAL,27,1228,0.7076323854612605,0.7210555970668793,0.6305725425481796,0.7874746918678284,e_m
llava_1_5_7b,test,REAL,28,1228,0.8688525215325216,0.8883671164512634,0.8368644565343857,0.9131429195404053,e_m
llava_1_5_7b,test,REAL,29,1228,0.7529850082065461,0.761086106300354,0.680709958076477,0.8261115700006485,e_m
llava_1_5_7b,test,REAL,30,1228,0.6770292887955612,0.6812434494495392,0.6153119206428528,0.739200234413147,e_m
llava_1_5_7b,test,REAL,31,1228,0.7463131505231516,0.7645651698112488,0.6851903051137924,0.8208091557025909,e_m
