model,scope,label,layer,n_mentions,mean,median,q25,q75,source
llava_1_5_7b,test,REAL,32,1228,0.45810952663712856,0.4527595639228821,0.3977941572666168,0.5134466588497162,e_m
llava_1_5_7b,test,HALL,1,333,0.7154620141238421,0.7582101821899414,0.6516722440719604,0.7976074814796448,e_m
llava_1_5_7b,test,HALL,2,333,0.6055193058363311,0.6172173023223877,0.5552123785018921,0.6657374501228333,e_m
llava_1_5_7b,test,HALL,3,333,0.7912990037385408,0.8133688569068909,0.7376188635826111,0.8511620759963989,e_m
llava_1_5_7b,test,HALL,4,333,0.8843738032174898,0.9106261134147644,0.8656854033470154,0.9293595552444458,e_m
llava_1_5_7b,test,HALL,5,333,0.8408379082207207,0.8484549522399902,0.8028721809387207,0.8899827003479004,e_m
llava_1_5_7b,test,HALL,6,333,0.8586545708301189,0.8681226968765259,0.8298835754394531,0.8998585939407349,e_m
llava_1_5_7b,test,HALL,7,333,0.7228334927344108,0.73689204454422,0.6597782969474792,0.8006781339645386,e_m
llava_1_5_7b,test,HALL,8,333,0.8943006654043455,0.9000104665756226,0.8752691149711609,0.9231062531471252,e_m
llava_1_5_7b,test,HALL,9,333,0.7555822679946372,0.7433992624282837,0.7064478993415833,0.8035164475440979,e_m
llava_1_5_7b,test,HALL,10,333,0.7649824492208235,0.7764312624931335,0.7226954698562622,0.8072532415390015,e_m
llava_1_5_7b,test,HALL,11,333,0.6737039228817364,0.661863386631012,0.6121649146080017,0.7356856465339661,e_m
llava_1_5_7b,test,HALL,12,333,0.6911745665667651,0.6895076036453247,0.6514740586280823,0.7295145988464355,e_m
llava_1_5_7b,test,HALL,13,333,0.7997411822413539,0.8127023577690125,0.7593142986297607,0.8491294980049133,e_m
llava_1_5_7b,test,HALL,14,333,0.7255930936372316,0.7310805916786194,0.682915449142456,0.7689588069915771,e_m
llava_1_5_7b,test,HALL,15,333,0.7204917660346618,0.7143515944480896,0.6567001342773438,0.7869399189949036,e_m
llava_1_5_7b,test,HALL,16,333,0.6881390661448687,0.6797701716423035,0.6604884266853333,0.7063815593719482,e_m
llava_1_5_7b,test,HALL,17,333,0.6433765315436744,0.6401240229606628,0.6008598208427429,0.680273175239563,e_m
llava_1_5_7b,test,HALL,18,333,0.8963076488391774,0.9041271209716797,0.8842357993125916,0.9206927418708801,e_m
llava_1_5_7b,test,HALL,19,333,0.8812266690237028,0.8904276490211487,0.8680016994476318,0.9147603511810303,e_m
llava_1_5_7b,test,HALL,20,333,0.8585755610251212,0.8822353482246399,0.8290752172470093,0.9065741896629333,e_m
llava_1_5_7b,test,HALL,21,333,0.7272158140713746,0.7293127179145813,0.6947413086891174,0.7615423202514648,e_m
llava_1_5_7b,test,HALL,22,333,0.8976395389697215,0.9035969376564026,0.8845978379249573,0.9195384383201599,e_m
llava_1_5_7b,test,HALL,23,333,0.884257841575611,0.897794783115387,0.8604912161827087,0.9230826497077942,e_m
llava_1_5_7b,test,HALL,24,333,0.8942651582193805,0.9044057130813599,0.8776587843894958,0.9199394583702087,e_m
llava_1_5_7b,test,HALL,25,333,0.7034216569708632,0.7077950239181519,0.6768049597740173,0.7366877198219299,e_m
llava_1_5_7b,test,HALL,26,333,0.8938217397566672,0.8974584937095642,0.883057177066803,0.9107100367546082,e_m
llava_1_5_7b,test,HALL,27,333,0.8041069978350276,0.8119755983352661,0.786604642868042,0.8360127210617065,e_m
llava_1_5_7b,test,HALL,28,333,0.9074228028277377,0.9129667282104492,0.8947738409042358,0.9287988543510437,e_m
llava_1_5_7b,test,HALL,29,333,0.8209656204905238,0.8233364224433899,0.7978428602218628,0.8558446168899536,e_m
llava_1_5_7b,test,HALL,30,333,0.7554673176627975,0.7625210881233215,0.7324602007865906,0.7867855429649353,e_m
llava_1_5_7b,test,HALL,31,333,0.819834850571893,0.8288694620132446,0.8026560544967651,0.8474321365356445,e_m
llava_1_5_7b,test,HALL,32,333,0.5053869364139912,0.500095784664154,0.45688819885253906,0.5637689232826233,e_m
qwen3_vl_8b,all,REAL,1,12280,0.7923971050385543,0.7993366718292236,0.7591811269521713,0.8331103026866913,a_m
qwen3_vl_8b,all,REAL,2,12280,0.5403494764034446,0.5310962796211243,0.5144102275371552,0.5573153495788574,a_m
qwen3_vl_8b,all,REAL,3,12280,0.44104665147462185,0.43707746267318726,0.42429669201374054,0.4541417956352234,a_m
qwen3_vl_8b,all,REAL,4,12280,0.47257250800534645,0.46947863698005676,0.45203395932912827,0.4872073084115982,a_m
qwen3_vl_8b,all,REAL,5,12280,0.5189552625756505,0.5153684914112091,0.4923800900578499,0.5391154438257217,a_m
qwen3_vl_8b,all,REAL,6,12280,0.6362260059857019,0.6438879072666168,0.5699825584888458,0.7037354856729507,a_m
qwen3_vl_8b,all,REAL,7,12280,0.7670248520151023,0.769171267747879,0.7271246463060379,0.810226634144783,a_m
qwen3_vl_8b,all,REAL,8,12280,0.6773795319496615,0.6879770159721375,0.5571420192718506,0.7744892686605453,a_m
qwen3_vl_8b,all,REAL,9,12280,0.7396881912935052,0.741913765668869,0.646995946764946,0.8349871039390564,a_m
qwen3_vl_8b,all,REAL,10,12280,0.7983645157821792,0.8309512436389923,0.7159193754196167,0.896587461233139,a_m
qwen3_vl_8b,all,REAL,11,12280,0.7161149506168956,0.7321597933769226,0.6314224898815155,0.8085737526416779,a_m
qwen3_vl_8b,all,REAL,12,12280,0.7634183862698583,0.7886266112327576,0.6955889314413071,0.8527483642101288,a_m
qwen3_vl_8b,all,REAL,13,12280,0.7135570349736011,0.7261528968811035,0.6712528616189957,0.7673880904912949,a_m
qwen3_vl_8b,all,REAL,14,12280,0.8209326962961631,0.8507829010486603,0.7534569948911667,0.9086088836193085,a_m
qwen3_vl_8b,all,REAL,15,12280,0.7817436140867903,0.8029103875160217,0.7061960697174072,0.8712592273950577,a_m
qwen3_vl_8b,all,REAL,16,12280,0.7272287203332695,0.7614738941192627,0.613474652171135,0.8378899991512299,a_m
qwen3_vl_8b,all,REAL,17,12280,0.6486999935795119,0.6494162082672119,0.56847183406353,0.7258279025554657,a_m
qwen3_vl_8b,all,REAL,18,12280,0.6674099095214268,0.6663728952407837,0.6072258949279785,0.7236619740724564,a_m
qwen3_vl_8b,all,REAL,19,12280,0.7370289492757585,0.7602274417877197,0.6405175179243088,0.8408534079790115,a_m
qwen3_vl_8b,all,REAL,20,12280,0.6513534775167606,0.6519249379634857,0.5986900925636292,0.6979349553585052,a_m
qwen3_vl_8b,all,REAL,21,12280,0.8290188687001067,0.8571336269378662,0.742475837469101,0.9282436221837997,a_m
qwen3_vl_8b,all,REAL,22,12280,0.8427791086222721,0.8806260824203491,0.7732226401567459,0.9347636699676514,a_m
qwen3_vl_8b,all,REAL,23,12280,0.62798301903986,0.6202402412891388,0.563800722360611,0.6843984425067902,a_m
qwen3_vl_8b,all,REAL,24,12280,0.7743267694227276,0.806232750415802,0.6673001945018768,0.8961881101131439,a_m
qwen3_vl_8b,all,REAL,25,12280,0.5682643658660522,0.5497026443481445,0.5204964280128479,0.6011395454406738,a_m
qwen3_vl_8b,all,REAL,26,12280,0.7972338826580623,0.8172906339168549,0.7174669951200485,0.8930071294307709,a_m
qwen3_vl_8b,all,REAL,27,12280,0.7867192706888002,0.7940172851085663,0.7271489053964615,0.8582811504602432,a_m
qwen3_vl_8b,all,REAL,28,12280,0.8095499264009612,0.826558381319046,0.7497775554656982,0.8821349143981934,a_m
qwen3_vl_8b,all,REAL,29,12280,0.8442893329097705,0.8837347328662872,0.7599120587110519,0.941626563668251,a_m
qwen3_vl_8b,all,REAL,30,12280,0.8338828580896901,0.852400928735733,0.772079735994339,0.9102226942777634,a_m
qwen3_vl_8b,all,REAL,31,12280,0.8028653283218219,0.8191355764865875,0.731074333190918,0.8893839567899704,a_m
qwen3_vl_8b,all,REAL,32,12280,0.8204736035911773,0.8426348567008972,0.7566210627555847,0.9014067053794861,a_m
qwen3_vl_8b,all,REAL,33,12280,0.7272760637565622,0.7222906947135925,0.6721881181001663,0.7789002805948257,a_m
qwen3_vl_8b,all,REAL,34,12280,0.8965749322445851,0.9198247790336609,0.8521659523248672,0.9554862976074219,a_m
qwen3_vl_8b,all,REAL,35,12280,0.7202548071353754,0.7197814881801605,0.668928787112236,0.7703168839216232,a_m
qwen3_vl_8b,all,REAL,36,12280,0.6766996933650893,0.6761178970336914,0.6648869216442108,0.6879513710737228,a_m
qwen3_vl_8b,all,HALL,1,2593,0.7864045703038717,0.7907361388206482,0.7572177648544312,0.8214496374130249,a_m
qwen3_vl_8b,all,HALL,2,2593,0.5518489974348691,0.5433751940727234,0.5220763683319092,0.5742413997650146,a_m
qwen3_vl_8b,all,HALL,3,2593,0.45038271136510066,0.44756221771240234,0.43223458528518677,0.46479228138923645,a_m
qwen3_vl_8b,all,HALL,4,2593,0.4903769606312775,0.4848252534866333,0.47045597434043884,0.5033380389213562,a_m
qwen3_vl_8b,all,HALL,5,2593,0.5382437592439103,0.5319475531578064,0.5113855600357056,0.5574352145195007,a_m
qwen3_vl_8b,all,HALL,6,2593,0.7007932634000561,0.7068539261817932,0.6597199440002441,0.7485030889511108,a_m
qwen3_vl_8b,all,HALL,7,2593,0.794542532352421,0.8018853664398193,0.7639145255088806,0.8342133164405823,a_m
qwen3_vl_8b,all,HALL,8,2593,0.7478272996834241,0.7604619264602661,0.6961154937744141,0.8130577802658081,a_m
qwen3_vl_8b,all,HALL,9,2593,0.8235972054759554,0.8404592871665955,0.7726851105690002,0.8944540619850159,a_m
qwen3_vl_8b,all,HALL,10,2593,0.8693302619585971,0.8922075033187866,0.8311406970024109,0.931136965751648,a_m
qwen3_vl_8b,all,HALL,11,2593,0.7920338428369876,0.8064728379249573,0.7477325201034546,0.8521562814712524,a_m
qwen3_vl_8b,all,HALL,12,2593,0.8395694599756622,0.8548293709754944,0.8094732761383057,0.8882209658622742,a_m
qwen3_vl_8b,all,HALL,13,2593,0.750578042178645,0.7541616559028625,0.7210221290588379,0.7854772210121155,a_m
qwen3_vl_8b,all,HALL,14,2593,0.8970333198713971,0.9155585765838623,0.8723539113998413,0.9441752433776855,a_m
qwen3_vl_8b,all,HALL,15,2593,0.8611975737028126,0.8775779008865356,0.82103031873703,0.9208002686500549,a_m
qwen3_vl_8b,all,HALL,16,2593,0.8221555123837629,0.8425155878067017,0.7904619574546814,0.879234254360199,a_m
qwen3_vl_8b,all,HALL,17,2593,0.7201758216832349,0.7273958921432495,0.6595903635025024,0.7847932577133179,a_m
qwen3_vl_8b,all,HALL,18,2593,0.7325390360206423,0.738822877407074,0.6877631545066833,0.7811703681945801,a_m
qwen3_vl_8b,all,HALL,19,2593,0.8382943326379634,0.8582154512405396,0.7990003228187561,0.9006518721580505,a_m
qwen3_vl_8b,all,HALL,20,2593,0.690860583613933,0.6923630833625793,0.6562062501907349,0.7266965508460999,a_m
qwen3_vl_8b,all,HALL,21,2593,0.9228725299106985,0.9454376697540283,0.9054546356201172,0.9681755304336548,a_m
qwen3_vl_8b,all,HALL,22,2593,0.9310396323781468,0.9501843452453613,0.9195491075515747,0.9698983430862427,a_m
qwen3_vl_8b,all,HALL,23,2593,0.6892693590414465,0.6937307715415955,0.6411004066467285,0.7379756569862366,a_m
qwen3_vl_8b,all,HALL,24,2593,0.8944317232996996,0.9243570566177368,0.8724693059921265,0.9540860056877136,a_m
qwen3_vl_8b,all,HALL,25,2593,0.628829898875145,0.6208014488220215,0.5734483599662781,0.674656331539154,a_m
qwen3_vl_8b,all,HALL,26,2593,0.8924313953172917,0.9159839749336243,0.8661425709724426,0.9460572600364685,a_m
qwen3_vl_8b,all,HALL,27,2593,0.8370168644330054,0.8476659655570984,0.7974685430526733,0.8887661099433899,a_m
qwen3_vl_8b,all,HALL,28,2593,0.8815913807113704,0.8986443877220154,0.8578634858131409,0.9277674555778503,a_m
qwen3_vl_8b,all,HALL,29,2593,0.934412859153251,0.9557207822799683,0.9258256554603577,0.9720073938369751,a_m
qwen3_vl_8b,all,HALL,30,2593,0.9012779798509529,0.9159239530563354,0.879454493522644,0.9415895938873291,a_m
qwen3_vl_8b,all,HALL,31,2593,0.8836341589470881,0.9009059071540833,0.8580538034439087,0.9292767643928528,a_m
qwen3_vl_8b,all,HALL,32,2593,0.8913663524575459,0.908807098865509,0.8597943782806396,0.9391390085220337,a_m
qwen3_vl_8b,all,HALL,33,2593,0.7893737180785603,0.7948340177536011,0.7416538000106812,0.8398211002349854,a_m
qwen3_vl_8b,all,HALL,34,2593,0.9476102390116447,0.961848258972168,0.9379796385765076,0.9747000336647034,a_m
qwen3_vl_8b,all,HALL,35,2593,0.7737792771247838,0.778800904750824,0.7353169322013855,0.8171729445457458,a_m
qwen3_vl_8b,all,HALL,36,2593,0.6850023799268058,0.68369060754776,0.6704042553901672,0.6975799798965454,a_m
qwen3_vl_8b,all,REAL,1,12280,0.8586846170965158,0.874486118555069,0.8176960796117783,0.91107377409935,e_m
qwen3_vl_8b,all,REAL,2,12280,0.7608292851961106,0.7526980936527252,0.6934454888105392,0.8283019065856934,e_m
qwen3_vl_8b,all,REAL,3,12280,0.5110334639901641,0.5139779448509216,0.4782732427120209,0.5451226383447647,e_m
qwen3_vl_8b,all,REAL,4,12280,0.5627006406431672,0.5604862570762634,0.5218523144721985,0.6001827567815781,e_m
qwen3_vl_8b,all,REAL,5,12280,0.6490277914397103,0.6471143364906311,0.6157195717096329,0.6800665557384491,e_m
qwen3_vl_8b,all,REAL,6,12280,0.7676687668462918,0.7769249379634857,0.7097263634204865,0.8295548558235168,e_m
qwen3_vl_8b,all,REAL,7,12280,0.8172697026246145,0.820780873298645,0.7846673876047134,0.8542728871107101,e_m
qwen3_vl_8b,all,REAL,8,12280,0.7734432696349652,0.7985403537750244,0.6765386611223221,0.8585669845342636,e_m
qwen3_vl_8b,all,REAL,9,12280,0.8092489337081435,0.8176620304584503,0.7380263805389404,0.8870740234851837,e_m
qwen3_vl_8b,all,REAL,10,12280,0.8369729288553376,0.8679032623767853,0.7690196931362152,0.9216258972883224,e_m
qwen3_vl_8b,all,REAL,11,12280,0.7881667016917409,0.8081541061401367,0.7248052507638931,0.8648568540811539,e_m
qwen3_vl_8b,all,REAL,12,12280,0.8170957063788894,0.8429111242294312,0.767531231045723,0.8916451632976532,e_m
qwen3_vl_8b,all,REAL,13,12280,0.8351477998281535,0.8478902280330658,0.8084191679954529,0.8777413815259933,e_m
qwen3_vl_8b,all,REAL,14,12280,0.8692535195633138,0.8953911364078522,0.8231787979602814,0.9377814084291458,e_m
qwen3_vl_8b,all,REAL,15,12280,0.8453062234221919,0.8680528700351715,0.7933617234230042,0.9198357909917831,e_m
qwen3_vl_8b,all,REAL,16,12280,0.7977760776877403,0.8267076909542084,0.7239584922790527,0.8832827210426331,e_m
qwen3_vl_8b,all,REAL,17,12280,0.7670478602379852,0.7736916244029999,0.7057986706495285,0.8320328742265701,e_m
qwen3_vl_8b,all,REAL,18,12280,0.7819340748487932,0.7843036651611328,0.7343212962150574,0.829373300075531,e_m
qwen3_vl_8b,all,REAL,19,12280,0.8009273181181,0.8174261450767517,0.7248761504888535,0.8845749497413635,e_m
qwen3_vl_8b,all,REAL,20,12280,0.8027377489966367,0.8085532188415527,0.758267417550087,0.8455455005168915,e_m
qwen3_vl_8b,all,REAL,21,12280,0.8907753972209238,0.913233071565628,0.8357912600040436,0.9576435834169388,e_m
qwen3_vl_8b,all,REAL,22,12280,0.8836343101016473,0.9185610413551331,0.8338161557912827,0.957632914185524,e_m
qwen3_vl_8b,all,REAL,23,12280,0.7140775376257368,0.7154848873615265,0.6429845690727234,0.7787087261676788,e_m
qwen3_vl_8b,all,REAL,24,12280,0.862760876114283,0.8965727388858795,0.7994416207075119,0.9487182348966599,e_m
qwen3_vl_8b,all,REAL,25,12280,0.6295859074626567,0.6142279505729675,0.556848332285881,0.6905204653739929,e_m
qwen3_vl_8b,all,REAL,26,12280,0.868414066173743,0.8976659774780273,0.8181370198726654,0.944606214761734,e_m
qwen3_vl_8b,all,REAL,27,12280,0.8960938781451324,0.9073752760887146,0.8665272891521454,0.9407531023025513,e_m
qwen3_vl_8b,all,REAL,28,12280,0.9172160801310881,0.932615339756012,0.890094518661499,0.9578389227390289,e_m
qwen3_vl_8b,all,REAL,29,12280,0.8936426341048281,0.9283884465694427,0.8408361673355103,0.9650752395391464,e_m
qwen3_vl_8b,all,REAL,30,12280,0.9411268939267152,0.955509752035141,0.9207546710968018,0.9750906825065613,e_m
qwen3_vl_8b,all,REAL,31,12280,0.9036843268655799,0.9229165613651276,0.8698829859495163,0.9557147920131683,e_m
qwen3_vl_8b,all,REAL,32,12280,0.9225249750509324,0.9424603283405304,0.8997723460197449,0.9662564396858215,e_m
qwen3_vl_8b,all,REAL,33,12280,0.7864303518390034,0.7936079800128937,0.7286771535873413,0.8472784012556076,e_m
qwen3_vl_8b,all,REAL,34,12280,0.9609313857768956,0.9721589088439941,0.9460798799991608,0.9848837405443192,e_m
qwen3_vl_8b,all,REAL,35,12280,0.9308991964069174,0.9373145699501038,0.9122471511363983,0.9552718997001648,e_m
qwen3_vl_8b,all,REAL,36,12280,0.9496828361229321,0.9559396505355835,0.9420466125011444,0.9642228782176971,e_m
qwen3_vl_8b,all,HALL,1,2593,0.8586228081860967,0.8769091963768005,0.826197624206543,0.9029863476753235,e_m
qwen3_vl_8b,all,HALL,2,2593,0.7464818010057117,0.7309653759002686,0.6833795309066772,0.8137543201446533,e_m
qwen3_vl_8b,all,HALL,3,2593,0.5239836655491069,0.5223816633224487,0.49100086092948914,0.5567759871482849,e_m
qwen3_vl_8b,all,HALL,4,2593,0.5783205018211781,0.5724778175354004,0.5333148241043091,0.6252812743186951,e_m
qwen3_vl_8b,all,HALL,5,2593,0.6555887831599843,0.6494782567024231,0.6159093379974365,0.6909506320953369,e_m
qwen3_vl_8b,all,HALL,6,2593,0.8183504324298635,0.826280415058136,0.7867053151130676,0.8602486252784729,e_m
qwen3_vl_8b,all,HALL,7,2593,0.8395628564108581,0.8480782508850098,0.8125293254852295,0.8742294907569885,e_m
qwen3_vl_8b,all,HALL,8,2593,0.8338290242398516,0.8495625853538513,0.8039742708206177,0.882892370223999,e_m
qwen3_vl_8b,all,HALL,9,2593,0.8739358495433864,0.8906164765357971,0.8366820812225342,0.9286133646965027,e_m
qwen3_vl_8b,all,HALL,10,2593,0.8965419987155533,0.9166868329048157,0.8668953776359558,0.9478307366371155,e_m
qwen3_vl_8b,all,HALL,11,2593,0.8452893573944512,0.8580038547515869,0.811935305595398,0.8940064311027527,e_m
qwen3_vl_8b,all,HALL,12,2593,0.8790359566720167,0.8929346799850464,0.855984091758728,0.9178407192230225,e_m
qwen3_vl_8b,all,HALL,13,2593,0.8662621865528135,0.869824230670929,0.848575234413147,0.8913618922233582,e_m
qwen3_vl_8b,all,HALL,14,2593,0.9280673873916446,0.9432746767997742,0.9107171297073364,0.964140772819519,e_m
qwen3_vl_8b,all,HALL,15,2593,0.9077167239512801,0.9221146106719971,0.8784006237983704,0.9538835287094116,e_m
qwen3_vl_8b,all,HALL,16,2593,0.8729275652123748,0.889581024646759,0.850042998790741,0.9160497784614563,e_m
qwen3_vl_8b,all,HALL,17,2593,0.8234369752722452,0.8317359685897827,0.7777261137962341,0.8732644319534302,e_m
qwen3_vl_8b,all,HALL,18,2593,0.8316766670253164,0.8378721475601196,0.7974646687507629,0.8699008822441101,e_m
qwen3_vl_8b,all,HALL,19,2593,0.885558847658339,0.9031581878662109,0.8548372387886047,0.9359624981880188,e_m
qwen3_vl_8b,all,HALL,20,2593,0.8363144556574044,0.8418847918510437,0.8096615076065063,0.8688185811042786,e_m
qwen3_vl_8b,all,HALL,21,2593,0.953329263945321,0.9685686826705933,0.9428796172142029,0.9820684790611267,e_m
qwen3_vl_8b,all,HALL,22,2593,0.9532285066263307,0.9683001637458801,0.9471188187599182,0.9808581471443176,e_m
qwen3_vl_8b,all,HALL,23,2593,0.7734230571486432,0.7825443148612976,0.7303332686424255,0.8239824771881104,e_m
qwen3_vl_8b,all,HALL,24,2593,0.9430585499670439,0.9635955691337585,0.9349904656410217,0.9786487221717834,e_m
qwen3_vl_8b,all,HALL,25,2593,0.7088269378818971,0.7100862264633179,0.6445911526679993,0.7703256011009216,e_m
qwen3_vl_8b,all,HALL,26,2593,0.9398461708657493,0.9581407904624939,0.9292214512825012,0.9742950201034546,e_m
qwen3_vl_8b,all,HALL,27,2593,0.9261474573055933,0.9362383484840393,0.9093790054321289,0.9550830721855164,e_m
qwen3_vl_8b,all,HALL,28,2593,0.9536331512502294,0.9646748900413513,0.9464288949966431,0.9756535887718201,e_m
qwen3_vl_8b,all,HALL,29,2593,0.9584943459753911,0.9736214876174927,0.9550980925559998,0.983296811580658,e_m
qwen3_vl_8b,all,HALL,30,2593,0.9692213660126895,0.978204607963562,0.965955376625061,0.985429584980011,e_m
qwen3_vl_8b,all,HALL,31,2593,0.950063867225088,0.9612342715263367,0.9413086771965027,0.973393440246582,e_m
qwen3_vl_8b,all,HALL,32,2593,0.9595496016398296,0.9696077108383179,0.9494807720184326,0.9804537296295166,e_m
qwen3_vl_8b,all,HALL,33,2593,0.8476410327709829,0.8608785271644592,0.8123427033424377,0.8969555497169495,e_m
qwen3_vl_8b,all,HALL,34,2593,0.9806019119484471,0.9871076941490173,0.9784799218177795,0.9915945529937744,e_m
qwen3_vl_8b,all,HALL,35,2593,0.9509659965572511,0.9568026065826416,0.9404677152633667,0.9681335091590881,e_m
qwen3_vl_8b,all,HALL,36,2593,0.9396939729568446,0.9474125504493713,0.9286447763442993,0.9575172066688538,e_m
qwen3_vl_8b,test,REAL,1,1250,0.7913484345436096,0.7984419763088226,0.7568035870790482,0.8322803378105164,a_m
qwen3_vl_8b,test,REAL,2,1250,0.5412559757471085,0.5312805473804474,0.5150740742683411,0.5589186400175095,a_m
qwen3_vl_8b,test,REAL,3,1250,0.44137078206539154,0.43820570409297943,0.42541153728961945,0.4536340832710266,a_m
qwen3_vl_8b,test,REAL,4,1250,0.472578587770462,0.4696550965309143,0.45186028629541397,0.4881156235933304,a_m
qwen3_vl_8b,test,REAL,5,1250,0.5191118472099304,0.5159251987934113,0.49231426417827606,0.5390966385602951,a_m
qwen3_vl_8b,test,REAL,6,1250,0.6359937646150589,0.6444422006607056,0.5684840232133865,0.7052803933620453,a_m
qwen3_vl_8b,test,REAL,7,1250,0.7685468225955964,0.773223489522934,0.7288942635059357,0.8109348267316818,a_m
qwen3_vl_8b,test,REAL,8,1250,0.6827980289697647,0.6984061002731323,0.566511482000351,0.780725821852684,a_m
qwen3_vl_8b,test,REAL,9,1250,0.740083909702301,0.7420915067195892,0.6456845849752426,0.8349272757768631,a_m
qwen3_vl_8b,test,REAL,10,1250,0.801540409898758,0.8378553986549377,0.7185706198215485,0.8971919417381287,a_m
qwen3_vl_8b,test,REAL,11,1250,0.7192669374227524,0.7347932159900665,0.6333919763565063,0.8141014128923416,a_m
qwen3_vl_8b,test,REAL,12,1250,0.7654934471845627,0.7912930250167847,0.7009656429290771,0.8541229963302612,a_m
qwen3_vl_8b,test,REAL,13,1250,0.7142270226478576,0.7270060479640961,0.6700137704610825,0.7665882706642151,a_m
qwen3_vl_8b,test,REAL,14,1250,0.822847871351242,0.8529702126979828,0.7584725767374039,0.9081349670886993,a_m
qwen3_vl_8b,test,REAL,15,1250,0.7833438861131669,0.8017814755439758,0.7092823386192322,0.8691674917936325,a_m
qwen3_vl_8b,test,REAL,16,1250,0.7321478085279465,0.7671856582164764,0.6209397464990616,0.8397968262434006,a_m
qwen3_vl_8b,test,REAL,17,1250,0.6518575915575028,0.6550233364105225,0.5652347058057785,0.7306155413389206,a_m
qwen3_vl_8b,test,REAL,18,1250,0.6678659075736999,0.6648403406143188,0.6090399920940399,0.7237961143255234,a_m
qwen3_vl_8b,test,REAL,19,1250,0.7358203751087189,0.7630587816238403,0.6404225677251816,0.8377595394849777,a_m
qwen3_vl_8b,test,REAL,20,1250,0.6538927967786788,0.6545659303665161,0.6002799570560455,0.7008665055036545,a_m
qwen3_vl_8b,test,REAL,21,1250,0.8306800611495971,0.8584268093109131,0.7428471148014069,0.9288841634988785,a_m
qwen3_vl_8b,test,REAL,22,1250,0.8459364660263061,0.8836385011672974,0.7815188318490982,0.9363320618867874,a_m
qwen3_vl_8b,test,REAL,23,1250,0.6314251545667648,0.62385693192482,0.5656266361474991,0.6894664764404297,a_m
qwen3_vl_8b,test,REAL,24,1250,0.7782695497035981,0.8131339251995087,0.6693500131368637,0.9014273285865784,a_m
qwen3_vl_8b,test,REAL,25,1250,0.5685655637979508,0.5480583906173706,0.5210659503936768,0.6025046855211258,a_m
qwen3_vl_8b,test,REAL,26,1250,0.799370519399643,0.8216474056243896,0.7178728580474854,0.8933905959129333,a_m
qwen3_vl_8b,test,REAL,27,1250,0.786372825717926,0.7919161021709442,0.726456493139267,0.8567381948232651,a_m
qwen3_vl_8b,test,REAL,28,1250,0.8124969633817672,0.8298802673816681,0.7553955763578415,0.8848608136177063,a_m
qwen3_vl_8b,test,REAL,29,1250,0.8475959110736847,0.8879892528057098,0.7663404792547226,0.942798376083374,a_m
qwen3_vl_8b,test,REAL,30,1250,0.8336003503322601,0.8533758521080017,0.7690774500370026,0.9097344130277634,a_m
qwen3_vl_8b,test,REAL,31,1250,0.8056185193538665,0.8254871666431427,0.7308235615491867,0.891614705324173,a_m
qwen3_vl_8b,test,REAL,32,1250,0.822861308145523,0.8469274640083313,0.7628937214612961,0.9033265262842178,a_m
qwen3_vl_8b,test,REAL,33,1250,0.7281955746650696,0.7236328125,0.6752988547086716,0.77945676445961,a_m
qwen3_vl_8b,test,REAL,34,1250,0.8991665797233581,0.9212128221988678,0.8579521775245667,0.9576462954282761,a_m
qwen3_vl_8b,test,REAL,35,1250,0.7227412917137146,0.7219293117523193,0.6696415841579437,0.7718656808137894,a_m
qwen3_vl_8b,test,REAL,36,1250,0.6780679386615753,0.6767597794532776,0.6647742837667465,0.689416915178299,a_m
qwen3_vl_8b,test,HALL,1,242,0.7855425213486695,0.7900769710540771,0.7577330023050308,0.821795865893364,a_m
qwen3_vl_8b,test,HALL,2,242,0.5512370691319143,0.5461122989654541,0.52458555996418,0.5727318227291107,a_m
qwen3_vl_8b,test,HALL,3,242,0.4497676342725754,0.44473375380039215,0.4323674142360687,0.46314144879579544,a_m
qwen3_vl_8b,test,HALL,4,242,0.48779984692896694,0.4828178733587265,0.4719916358590126,0.4997468367218971,a_m
qwen3_vl_8b,test,HALL,5,242,0.5375056280331179,0.5300104022026062,0.5108084678649902,0.5599967539310455,a_m
qwen3_vl_8b,test,HALL,6,242,0.7002265429940105,0.7106548249721527,0.6561661064624786,0.7496804296970367,a_m
qwen3_vl_8b,test,HALL,7,242,0.7937344709211145,0.8001813888549805,0.7627606987953186,0.8324261903762817,a_m
qwen3_vl_8b,test,HALL,8,242,0.7497177383870133,0.7715868949890137,0.6966192126274109,0.8174901455640793,a_m
qwen3_vl_8b,test,HALL,9,242,0.8211932492650245,0.8420155048370361,0.7578380852937698,0.9035962671041489,a_m
qwen3_vl_8b,test,HALL,10,242,0.864443728007561,0.8896220624446869,0.8243280053138733,0.9335305690765381,a_m
qwen3_vl_8b,test,HALL,11,242,0.7918479505402982,0.8033332824707031,0.757152259349823,0.8537394404411316,a_m
qwen3_vl_8b,test,HALL,12,242,0.8384917868562967,0.8510852158069611,0.812824934720993,0.8885036259889603,a_m
qwen3_vl_8b,test,HALL,13,242,0.7484758323874355,0.7550274133682251,0.7206730395555496,0.7805678099393845,a_m
qwen3_vl_8b,test,HALL,14,242,0.8984949413902503,0.916452169418335,0.8713016360998154,0.9452491700649261,a_m
qwen3_vl_8b,test,HALL,15,242,0.8639700272359139,0.882715493440628,0.8164971619844437,0.9276421368122101,a_m
