model,scope,metric,layer,n_mixed_images,n_valid,mean_hall_minus_real,median_hall_minus_real,fraction_hall_gt_real
llava_1_5_7b,all,amp_mean,1,1966,1966,-0.08838846527726762,-0.08427115146806885,0.427263479145473
llava_1_5_7b,all,amp_mean,2,1966,1966,0.049933761127951094,0.03313030036514486,0.5935910478128179
llava_1_5_7b,all,amp_mean,3,1966,1966,0.0031602154758015935,0.007315922534616381,0.5549338758901322
llava_1_5_7b,all,amp_mean,4,1966,1966,-0.01751244151569124,-0.017106311997976853,0.3743641912512716
llava_1_5_7b,all,amp_mean,5,1966,1966,-0.0191762092595516,-0.01906362093141628,0.34333672431332657
llava_1_5_7b,all,amp_mean,6,1966,1966,-0.021153743441369836,-0.01925639040117544,0.3728382502543235
llava_1_5_7b,all,amp_mean,7,1966,1966,-0.03022538365611982,-0.03129170417614502,0.2822990844354018
llava_1_5_7b,all,amp_mean,8,1966,1966,0.010269378064937232,0.008936234532918474,0.5778229908443541
llava_1_5_7b,all,amp_mean,9,1966,1966,0.0052182430727012955,0.0037224544926599545,0.5452695829094608
llava_1_5_7b,all,amp_mean,10,1966,1966,0.0069008515245563996,0.0076210872632191395,0.5839267548321465
llava_1_5_7b,all,amp_mean,11,1966,1966,0.004457269355777426,0.004296998431276289,0.5701932858596134
llava_1_5_7b,all,amp_mean,12,1966,1966,0.008940030720839341,0.009837782819532404,0.6276703967446592
llava_1_5_7b,all,amp_mean,13,1966,1966,0.02206330900376551,0.023551034079011657,0.7177009155645981
llava_1_5_7b,all,amp_mean,14,1966,1966,0.006510108997906934,0.0064727244785193205,0.5742624618514751
llava_1_5_7b,all,amp_mean,15,1966,1966,0.0012949052875217547,0.0007188329891285039,0.5106815869786369
llava_1_5_7b,all,amp_mean,16,1966,1966,0.012317302004280802,0.011916933685383019,0.676500508646999
llava_1_5_7b,all,amp_mean,17,1966,1966,-0.0047607487493711515,-0.006803445593502766,0.39420142421159715
llava_1_5_7b,all,amp_mean,18,1966,1966,-3.852266906339819e-06,-0.0019241936037700247,0.4674465920651068
llava_1_5_7b,all,amp_mean,19,1966,1966,-0.0029957941851025327,-0.004508739089290059,0.4242115971515768
llava_1_5_7b,all,amp_mean,20,1966,1966,-0.002730719342724292,-0.004083875903453216,0.42065106815869785
llava_1_5_7b,all,amp_mean,21,1966,1966,-0.007877767795811669,-0.008570415943976839,0.3631739572736521
llava_1_5_7b,all,amp_mean,22,1966,1966,-0.0013128982457657988,-0.003103052385919347,0.43947100712105797
llava_1_5_7b,all,amp_mean,23,1966,1966,-0.0009268512667158514,-0.0004991094529572249,0.4862665310274669
llava_1_5_7b,all,amp_mean,24,1966,1966,-0.0020886932279647703,-0.0036642670614813327,0.4303153611393693
llava_1_5_7b,all,amp_mean,25,1966,1966,-0.0020550028817124845,-0.0018924070812629395,0.4572736520854527
llava_1_5_7b,all,amp_mean,26,1966,1966,-0.003823981880090772,-0.003815809561843686,0.4155645981688708
llava_1_5_7b,all,amp_mean,27,1966,1966,0.0015616431573068274,0.001030544109354381,0.5264496439471007
llava_1_5_7b,all,amp_mean,28,1966,1966,-0.0008334071600359385,-0.0011112703873527863,0.4684638860630722
llava_1_5_7b,all,amp_mean,29,1966,1966,-0.002331670236361072,-0.0017359996410524908,0.4669379450661241
llava_1_5_7b,all,amp_mean,30,1966,1966,-0.00018255866642387478,0.0003828638963511294,0.517293997965412
llava_1_5_7b,all,amp_mean,31,1966,1966,0.00890768501215564,0.007899958376842292,0.688708036622584
llava_1_5_7b,all,amp_mean,32,1966,1966,-0.03961568104252791,-0.04325637919191583,0.3575788402848423
llava_1_5_7b,all,amp_median,1,1966,1966,-0.07853594677528876,-0.07153740343814019,0.43540183112919634
llava_1_5_7b,all,amp_median,2,1966,1966,0.03646977155801973,0.0259248239713179,0.5722278738555443
llava_1_5_7b,all,amp_median,3,1966,1966,0.002309041297592605,0.006590155425556604,0.5376398779247202
llava_1_5_7b,all,amp_median,4,1966,1966,-0.020470153126292825,-0.01950332610577188,0.36826042726347913
llava_1_5_7b,all,amp_median,5,1966,1966,-0.02107912903453739,-0.020149778401801155,0.32502543234994913
llava_1_5_7b,all,amp_median,6,1966,1966,-0.0198363787496046,-0.0176614722448431,0.3779247202441506
llava_1_5_7b,all,amp_median,7,1966,1966,-0.03125069218940997,-0.03256282101184138,0.2767039674465921
llava_1_5_7b,all,amp_median,8,1966,1966,0.01651593640541183,0.016029012978031387,0.6134282807731435
llava_1_5_7b,all,amp_median,9,1966,1966,0.006163547169113671,0.005545401724333154,0.5584944048830112
llava_1_5_7b,all,amp_median,10,1966,1966,0.007510933458707849,0.007988052812621937,0.5946083418107834
llava_1_5_7b,all,amp_median,11,1966,1966,0.00418439613261626,0.004321585731075883,0.5676500508646999
llava_1_5_7b,all,amp_median,12,1966,1966,0.009185477274790526,0.010021050175424817,0.6276703967446592
llava_1_5_7b,all,amp_median,13,1966,1966,0.025288494592404127,0.026517130916018428,0.7426246185147508
llava_1_5_7b,all,amp_median,14,1966,1966,0.005168510552676191,0.004234440291244729,0.5600203458799593
llava_1_5_7b,all,amp_median,15,1966,1966,0.0020554993838344483,0.0012745111481639315,0.5228891149542217
llava_1_5_7b,all,amp_median,16,1966,1966,0.012874102899199456,0.01197569268691201,0.688708036622584
llava_1_5_7b,all,amp_median,17,1966,1966,-0.004413720261515763,-0.006288679417981252,0.3967446592065107
llava_1_5_7b,all,amp_median,18,1966,1966,0.0016382965637922163,0.00026560659553900856,0.5061037639877924
llava_1_5_7b,all,amp_median,19,1966,1966,-0.0026496949038677443,-0.00413662210283347,0.4237029501525941
llava_1_5_7b,all,amp_median,20,1966,1966,-0.004482133119711167,-0.006037786118085003,0.3886063072227874
llava_1_5_7b,all,amp_median,21,1966,1966,-0.0060873742766324205,-0.007073527385517447,0.38046795523906407
llava_1_5_7b,all,amp_median,22,1966,1966,7.287368753606445e-05,-0.0012187909042842004,0.474059003051882
llava_1_5_7b,all,amp_median,23,1966,1966,-0.001556045012942591,-0.002086449193831108,0.4501525940996948
llava_1_5_7b,all,amp_median,24,1966,1966,-0.004163033005358666,-0.006412997173288568,0.3819938962360122
