label,layer,n,mean,median
0,1,220,0.6442393660545349,0.6568913459777832
0,2,220,0.5994695425033569,0.6207265853881836
0,3,220,0.6450636386871338,0.6592133045196533
0,4,220,0.5941991806030273,0.5973395109176636
0,5,220,0.6228092312812805,0.6332615613937378
0,6,220,0.5265668630599976,0.5350690484046936
0,7,220,0.598717212677002,0.6098415851593018
0,8,220,0.5085000991821289,0.5129112005233765
0,9,220,0.5636230707168579,0.5746656060218811
0,10,220,0.5229777097702026,0.5340673327445984
0,11,220,0.567047119140625,0.5865347981452942
0,12,220,0.5100435018539429,0.5233567953109741
0,13,220,0.4633564352989197,0.47893932461738586
0,14,220,0.5222399830818176,0.5272516012191772
0,15,220,0.46799078583717346,0.48090294003486633
0,16,220,0.48502177000045776,0.4958829879760742
0,17,220,0.5960370898246765,0.649765133857727
0,18,220,0.48564764857292175,0.5118818283081055
0,19,220,0.530093789100647,0.5442920923233032
0,20,220,0.5470556020736694,0.5569692850112915
0,21,220,0.6088297963142395,0.6371721029281616
0,22,220,0.6137596964836121,0.6400998830795288
0,23,220,0.6045525074005127,0.6226072907447815
0,24,220,0.6643378734588623,0.6762259006500244
0,25,220,0.50177401304245,0.5096197128295898
0,26,220,0.5819101333618164,0.6015164256095886
0,27,220,0.5259848237037659,0.5642516016960144
0,28,220,0.6196767687797546,0.6366180181503296
0,29,220,0.6133489608764648,0.6312985420227051
0,30,220,0.5647435784339905,0.591103196144104
0,31,220,0.6639310717582703,0.6757643222808838
0,32,220,0.5976327657699585,0.6048042178153992
1,1,1278,0.6415305137634277,0.6538814306259155
1,2,1278,0.5927430391311646,0.6077489852905273
1,3,1278,0.6328260898590088,0.6520895957946777
1,4,1278,0.5802356004714966,0.5872099995613098
1,5,1278,0.6230647563934326,0.6378893852233887
1,6,1278,0.5079611539840698,0.515191912651062
1,7,1278,0.5973175764083862,0.6160920262336731
1,8,1278,0.4952537715435028,0.5022094249725342
1,9,1278,0.5502632856369019,0.5654808878898621
1,10,1278,0.490318238735199,0.48958438634872437
1,11,1278,0.5462130308151245,0.5666760206222534
1,12,1278,0.48638778924942017,0.49199002981185913
1,13,1278,0.4582892954349518,0.4602909982204437
1,14,1278,0.5326417684555054,0.5493248701095581
1,15,1278,0.4572323262691498,0.4586477279663086
1,16,1278,0.49727314710617065,0.49255597591400146
1,17,1278,0.5604926943778992,0.6034030914306641
1,18,1278,0.4700407087802887,0.47890710830688477
1,19,1278,0.4986761510372162,0.48576661944389343
1,20,1278,0.5060428977012634,0.5014681220054626
1,21,1278,0.6136465072631836,0.6335326433181763
1,22,1278,0.61101895570755,0.6292347311973572
1,23,1278,0.6092151999473572,0.625571608543396
1,24,1278,0.6668676137924194,0.6785943508148193
1,25,1278,0.4988687336444855,0.5075950622558594
1,26,1278,0.5764883160591125,0.5995976328849792
1,27,1278,0.5176169276237488,0.5268763303756714
1,28,1278,0.6136324405670166,0.6350831985473633
1,29,1278,0.6029841899871826,0.6260286569595337
1,30,1278,0.5614524483680725,0.5945756435394287
1,31,1278,0.6588423252105713,0.6747149229049683
1,32,1278,0.6189112067222595,0.6235923767089844
