model,feature_set,dimensions,seed_mean_auroc,seed_std_auroc,ensemble_auroc,seed_mean_hall_aupr,ensemble_hall_aupr,seed_mean_hall_f1
llava_1_5_7b,adj_A_all,31,0.8540120228683435,0.0008151171809402597,0.8575235607638276,0.617335898474649,0.6244012769634445,0.5598432931453236
llava_1_5_7b,adj_A_top32,31,0.8473009438754606,0.0016036990350295358,0.8505505406946826,0.6096968632464627,0.6165126275086508,0.5454539106807365
llava_1_5_7b,adj_E_all,31,0.853618079177212,0.0020332587199786813,0.857365343399797,0.614859250322825,0.6238866804579453,0.5563278275626904
llava_1_5_7b,adj_E_top32,31,0.8510515107436092,0.0015573717484706163,0.8549843423637984,0.6064440029730683,0.6127739363675561,0.5555059851482048
