block,dimensions,hall_auroc,hall_aupr
adj_A_all,31,0.7162274044859422,0.4428366787930602
adj_A_top32,31,0.7145285029664983,0.45023608878157295
adj_E_all,31,0.717177327916169,0.4214736572681648
adj_E_top32,31,0.7030653298383086,0.40011880727353444
