model,seed,bn_was_already_disabled,reused_training,best_epoch,AUROC,HALL_AUPR
internvl_2_5_8b,42,True,True,45,0.8689097744360903,0.537914563258536
internvl_2_5_8b,43,True,True,50,0.86713996529786,0.5422983691560772
internvl_2_5_8b,44,True,True,49,0.8636871023713129,0.5275907078732336
