feature,layer,hall_minus_real,difference_sem,difference_ci95_low,difference_ci95_high,cohens_d_hall_minus_real,hall_positive_raw_auroc,best_orientation_auroc
old_aggregate_s,1,-0.05205836049470314,0.009823578943728697,-0.07131257522441138,-0.032804145764994894,-0.13870156019581797,0.45482032779684173,0.5451796722031583
old_aggregate_s,2,0.013184008302562944,0.003210674842197216,0.0068910856118564005,0.019476930993269487,0.11708178477198179,0.5340595721648416,0.5340595721648416
old_aggregate_s,3,0.0035536875694772707,0.003108029558169669,-0.0025380503645352805,0.009645425503489822,0.028761642851133574,0.5103968871074984,0.5103968871074984
old_aggregate_s,4,-0.011681391039763178,0.003030287865080685,-0.01762075525532132,-0.005742026824205036,-0.10080213641562666,0.46603891126959884,0.5339610887304012
old_aggregate_s,5,-0.0076391105685729155,0.0023870911172783793,-0.012317809158438539,-0.002960411978707292,-0.08286520916044227,0.4759190720027235,0.5240809279972765
old_aggregate_s,6,-0.02153591219644002,0.003950936635921715,-0.029279748002846582,-0.01379207639003346,-0.13040936191995942,0.46700654784509976,0.5329934521549002
old_aggregate_s,7,-0.01897035592173557,0.0024019472871038205,-0.02367817260445906,-0.014262539239012082,-0.2290872995498359,0.43910666685252725,0.5608933331474728
old_aggregate_s,8,0.0065771172498912955,0.0025539138027781336,0.0015714461964461543,0.011582788303336436,0.06966560135066291,0.5191059846082517,0.5191059846082517
old_aggregate_s,9,-0.028474671131698548,0.001929642100483047,-0.03225676964864532,-0.024692572614751777,-0.418214173629276,0.37743838580551126,0.6225616141944887
old_aggregate_s,10,-0.038467262730692786,0.002095868000027775,-0.04257516401074722,-0.03435936145063835,-0.44802020798527326,0.3675739212239054,0.6324260787760946
old_aggregate_s,11,-0.02122216606649885,0.0021715734597843655,-0.025478450047676203,-0.016965882085321494,-0.2475375768630188,0.4231680749571133,0.5768319250428867
old_aggregate_s,12,-0.03600965020261493,0.0018404483442979686,-0.03961692895743895,-0.03240237144779091,-0.4759326313744411,0.3556514475194924,0.6443485524805076
old_aggregate_s,13,-0.053433485464107866,0.002761586667900238,-0.05884619533319233,-0.0480207755950234,-0.4780321264509996,0.3565674624558822,0.6434325375441178
old_aggregate_s,14,-0.01027371031147073,0.0016007452090805415,-0.013411170921268591,-0.007136249701672868,-0.17735295195118936,0.44175214836115745,0.5582478516388425
old_aggregate_s,15,0.008231731177259838,0.0016853734212129332,0.004928399271682489,0.011535063082837187,0.13251646013688526,0.5356631295360886,0.5356631295360886
old_aggregate_s,16,-0.004037284379066586,0.0021576861390021585,-0.008266349211510817,0.00019178045337764522,-0.0504823002624988,0.47092137769371745,0.5290786223062826
old_aggregate_s,17,-0.016339116478811255,0.0016829969711199973,-0.01963779054220645,-0.01304044241541606,-0.27095149746604,0.4097578100820064,0.5902421899179936
old_aggregate_s,18,0.0022613348356467222,0.0016566069563928667,-0.0009856147988832964,0.005508284470176741,0.040624475138559886,0.4978689216086595,0.5021310783913405
old_aggregate_s,19,-0.016628094886259936,0.0018175193396226647,-0.02019043279192036,-0.013065756980599514,-0.2481575586684465,0.4197979355650881,0.580202064434912
old_aggregate_s,20,-0.00838814709705249,0.004157298682654697,-0.016536452515055696,-0.00023984167904928314,-0.062491435560493504,0.4562398378751876,0.5437601621248124
