gate,label,layer,n,mean,std,sem,ci95_low,ci95_high
hpre_raw_logit_gauss,REAL,15,11976,0.06535657938965339,0.04388764455674467,0.00040103878816662896,0.0645705433648468,0.06614261541445998
hpre_raw_logit_gauss,REAL,16,11976,0.072777625981783,0.04288732634115863,0.0003918980286428195,0.07200950584564307,0.07354574611792293
hpre_raw_logit_gauss,REAL,17,11976,0.08339022417543748,0.04628279222926711,0.00042292529243838546,0.08256129060225825,0.08421915774861671
hpre_raw_logit_gauss,REAL,18,11976,0.06137871692198501,0.04201381234037704,0.0003839159872309799,0.06062624158701229,0.06213119225695773
hpre_raw_logit_gauss,REAL,19,11976,0.06804463662699073,0.04328548358615683,0.0003955363305076504,0.06726938541919573,0.06881988783478572
hpre_raw_logit_gauss,REAL,20,11976,0.06048334273093634,0.04050479533305672,0.0003701268135797006,0.05975789417632013,0.06120879128555255
hpre_raw_logit_gauss,REAL,21,11976,0.055597368996707336,0.032428173484072835,0.0002963238407496438,0.055016574268838034,0.05617816372457664
hpre_raw_logit_gauss,REAL,22,11976,0.04921969125505678,0.03196840842310058,0.0002921225757978356,0.04864713100649302,0.04979225150362054
hpre_raw_logit_gauss,REAL,23,11976,0.05700326649197293,0.03610355200426857,0.00032990890467093,0.05635664503881791,0.05764988794512795
hpre_raw_logit_gauss,REAL,24,11976,0.06086995045608749,0.037051598783813984,0.00033857201556316717,0.06020634930558368,0.061533551606591304
hpre_raw_logit_gauss,REAL,25,11976,0.05154671389219969,0.030240886456065777,0.0002763367362252628,0.051005093889198175,0.052088333895201205
hpre_raw_logit_gauss,REAL,26,11976,0.08138192285627746,0.04299850921998471,0.00039291400130299803,0.08061181141372359,0.08215203429883133
hpre_raw_logit_gauss,REAL,27,11976,0.056919247545560096,0.04106730358092871,0.00037526693053832757,0.056183724361704976,0.05765477072941522
hpre_raw_logit_gauss,REAL,28,11976,0.08482473565643633,0.04425413364933413,0.00040438771115059845,0.08403213574258116,0.08561733557029151
hpre_raw_logit_gauss,REAL,29,11976,0.07373102417799882,0.04553507372471233,0.0004160927516177291,0.07291548238482806,0.07454656597116957
hpre_raw_logit_gauss,REAL,30,11976,0.06033441224014144,0.04686603534006498,0.00042825488149980087,0.05949503267240183,0.061173791807881045
hpre_raw_logit_gauss,REAL,31,11976,0.07592218682108791,0.04548490203205237,0.000415634290129813,0.07510754361243348,0.07673683002974234
hpre_raw_logit_gauss,REAL,32,11976,0.12929188358798405,0.04192458305215548,0.0003831006232264005,0.1285410063664603,0.1300427608095078
hpre_raw_logit_gauss,HALL,1,3487,0.06288773349498578,0.03860498658744256,0.0006537586260235989,0.06160636658797952,0.06416910040199203
hpre_raw_logit_gauss,HALL,2,3487,0.05651668287335049,0.034312982471163316,0.0005810754065231662,0.055377775076565085,0.05765559067013589
hpre_raw_logit_gauss,HALL,3,3487,0.08963036388798465,0.07442704042038786,0.0012603894984919615,0.0871600004709404,0.0921007273050289
hpre_raw_logit_gauss,HALL,4,3487,0.10909695121181094,0.06581187480151986,0.0011144954227305427,0.10691254018325907,0.11128136224036281
hpre_raw_logit_gauss,HALL,5,3487,0.12770908736873013,0.057233814028434346,0.0009692297013642911,0.12580939715405612,0.12960877758340414
hpre_raw_logit_gauss,HALL,6,3487,0.13942439993376038,0.054790757042964135,0.0009278575958591985,0.13760579904587636,0.1412430008216444
hpre_raw_logit_gauss,HALL,7,3487,0.14110133056759894,0.05921415108089793,0.0010027658464306735,0.1391359095085948,0.14306675162660307
hpre_raw_logit_gauss,HALL,8,3487,0.150173765984034,0.05911614813908068,0.0010011062093150487,0.14821159781377652,0.1521359341542915
hpre_raw_logit_gauss,HALL,9,3487,0.13614885996683154,0.05524664978636582,0.0009355779408168461,0.13431512720283054,0.13798259273083255
hpre_raw_logit_gauss,HALL,10,3487,0.13960640248875922,0.06299470116030334,0.0010667878146789266,0.1375154983719885,0.14169730660552993
hpre_raw_logit_gauss,HALL,11,3487,0.12692470024031371,0.06509435908995283,0.0011023446068072706,0.12476410481097147,0.12908529566965596
hpre_raw_logit_gauss,HALL,12,3487,0.10555895121999412,0.05685406879561544,0.0009627988813176536,0.10367186541261152,0.10744603702737672
hpre_raw_logit_gauss,HALL,13,3487,0.12114474332696701,0.0608203075259085,0.0010299654059562455,0.11912601113129277,0.12316347552264124
hpre_raw_logit_gauss,HALL,14,3487,0.10439307256840791,0.05351807886955491,0.0009063053455525275,0.10261671409112495,0.10616943104569086
hpre_raw_logit_gauss,HALL,15,3487,0.07911767075079992,0.04873908984426313,0.0008253752488180065,0.07749993526311663,0.08073540623848321
hpre_raw_logit_gauss,HALL,16,3487,0.09236298836294934,0.04916120871104047,0.0008325236478917353,0.09073124201308154,0.09399473471281715
hpre_raw_logit_gauss,HALL,17,3487,0.11126095238017521,0.04947074832696144,0.0008377655664077799,0.10961893187001596,0.11290297289033445
hpre_raw_logit_gauss,HALL,18,3487,0.07310014473554655,0.04351488925913124,0.0007369056883152072,0.07165580958644874,0.07454447988464435
hpre_raw_logit_gauss,HALL,19,3487,0.08897325743920834,0.048868787417774014,0.0008275716207106638,0.08735121706261544,0.09059529781580124
hpre_raw_logit_gauss,HALL,20,3487,0.06750561389738252,0.03851630556462864,0.000652256851544339,0.06622719046835562,0.06878403732640942
hpre_raw_logit_gauss,HALL,21,3487,0.06588911912707142,0.034080760765870986,0.0005771428331329152,0.0647579191741309,0.06702031908001194
hpre_raw_logit_gauss,HALL,22,3487,0.055163156768536246,0.03241337716902235,0.0005489064184702398,0.054087300188334575,0.05623901334873792
hpre_raw_logit_gauss,HALL,23,3487,0.06056232342618305,0.03838705297233508,0.0006500680152146997,0.05928819011636224,0.06183645673600386
hpre_raw_logit_gauss,HALL,24,3487,0.06810315724345822,0.03962773440680032,0.0006710784146896946,0.06678784355066643,0.06941847093625002
hpre_raw_logit_gauss,HALL,25,3487,0.0630976607393263,0.032746998497422665,0.0005545561502936956,0.06201073068475065,0.06418459079390194
hpre_raw_logit_gauss,HALL,26,3487,0.09737318481983959,0.0494137910526636,0.0008368010197862531,0.09573305482105852,0.09901331481862065
hpre_raw_logit_gauss,HALL,27,3487,0.06410857032787387,0.04008743175384201,0.0006788631889521579,0.06277799847752764,0.0654391421782201
hpre_raw_logit_gauss,HALL,28,3487,0.11199482390456754,0.05453782282812086,0.0009235742651450238,0.11018461834488329,0.11380502946425179
hpre_raw_logit_gauss,HALL,29,3487,0.1001375262503458,0.05491988167520637,0.000930044265241126,0.0983146394904732,0.10196041301021841
hpre_raw_logit_gauss,HALL,30,3487,0.07845742968670918,0.04969212804128705,0.0008415145354053261,0.07680806119731474,0.08010679817610362
hpre_raw_logit_gauss,HALL,31,3487,0.09875252567726295,0.05123604620678675,0.0008676601167872473,0.09705191184835994,0.10045313950616595
hpre_raw_logit_gauss,HALL,32,3487,0.1267942307169189,0.037333286881207677,0.0006322229456321656,0.12555507374347985,0.12803338769035794
hpre_softmax_prob_gauss,REAL,1,11976,0.05914357138986456,0.030254932087706434,0.00027646508312446634,0.058601699826940606,0.05968544295278852
hpre_softmax_prob_gauss,REAL,2,11976,0.0453412069129691,0.021678830839166024,0.0001980979416055807,0.04495293494742216,0.045729478878516035
hpre_softmax_prob_gauss,REAL,3,11976,0.03538154743714619,0.03270564165622776,0.0002988593037629743,0.03479578320177076,0.03596731167252162
hpre_softmax_prob_gauss,REAL,4,11976,0.04815755789119187,0.026412385279307546,0.00024135246017380001,0.04768450706925122,0.04863060871313252
hpre_softmax_prob_gauss,REAL,5,11976,0.04569088610621081,0.02525686457318977,0.00023079348330540703,0.04523853087893221,0.04614324133348941
hpre_softmax_prob_gauss,REAL,6,11976,0.04874771276739539,0.025013078226906488,0.00022856579982244844,0.04829972379974339,0.049195701735047385
hpre_softmax_prob_gauss,REAL,7,11976,0.03992439293697334,0.021622242350553544,0.0001975808443877524,0.039537134481973345,0.04031165139197334
hpre_softmax_prob_gauss,REAL,8,11976,0.04199481410584546,0.020542706673509558,0.00018771620744774536,0.04162689033924788,0.042362737872443046
hpre_softmax_prob_gauss,REAL,9,11976,0.0367716958459514,0.018792099722243005,0.00017171942071237425,0.036435125781355146,0.03710826591054765
hpre_softmax_prob_gauss,REAL,10,11976,0.029948153107487874,0.01775939476287074,0.0001622827159262507,0.029630078984272425,0.030266227230703324
hpre_softmax_prob_gauss,REAL,11,11976,0.02828664281648915,0.01655649596618315,0.00015129080509159758,0.02799011283850962,0.028583172794468682
hpre_softmax_prob_gauss,REAL,12,11976,0.029179493542517983,0.014950624957105585,0.00013661659393406542,0.028911725018407216,0.02944726206662875
hpre_softmax_prob_gauss,REAL,13,11976,0.02780449472386194,0.015343017262560203,0.0001402022166361898,0.02752969837925501,0.028079291068468872
hpre_softmax_prob_gauss,REAL,14,11976,0.0383521265876523,0.019416332875444964,0.00017742357070315052,0.038004376389074127,0.03869987678623048
hpre_softmax_prob_gauss,REAL,15,11976,0.028725685683653288,0.016878021082525507,0.00015422885392801566,0.028423397129954377,0.0290279742373522
hpre_softmax_prob_gauss,REAL,16,11976,0.02682411789642104,0.013838208953788959,0.0001264515014481734,0.02657627295358262,0.02707196283925946
hpre_softmax_prob_gauss,REAL,17,11976,0.02977705669753271,0.014835713544050038,0.0001355665504809763,0.029511346258589994,0.030042767136475423
hpre_softmax_prob_gauss,REAL,18,11976,0.034518947123388745,0.021775680308217974,0.0001989829376926447,0.03412894056551116,0.03490895368126633
hpre_softmax_prob_gauss,REAL,19,11976,0.02929629849503439,0.016422833746904123,0.00015006941955166467,0.029002162432713127,0.029590434557355653
hpre_softmax_prob_gauss,REAL,20,11976,0.03799726687288988,0.020632936839116302,0.00018854071732145745,0.03762772706693982,0.03836680667883994
hpre_softmax_prob_gauss,REAL,21,11976,0.03818794370422192,0.019995613820750175,0.0001827169540838159,0.03782981847421764,0.0385460689342262
hpre_softmax_prob_gauss,REAL,22,11976,0.03296290786103755,0.0176865601187809,0.00016161716374869944,0.032646138220090104,0.033279677501985
hpre_softmax_prob_gauss,REAL,23,11976,0.044520591552547846,0.024041803592931708,0.00021969043624073235,0.04408999829751601,0.04495118480757968
hpre_softmax_prob_gauss,REAL,24,11976,0.04129068868857813,0.024181787149155073,0.00022096958522031563,0.04085758830154631,0.04172378907560995
hpre_softmax_prob_gauss,REAL,25,11976,0.04227130276672188,0.023537851959915434,0.00021508540094570462,0.041849735380868294,0.04269287015257546
hpre_softmax_prob_gauss,REAL,26,11976,0.054200165909957625,0.02651833712946646,0.00024232063246969082,0.053725217470317034,0.054675114349598215
hpre_softmax_prob_gauss,REAL,27,11976,0.05006461606699875,0.026050289748340016,0.00023804368490444112,0.049598050444586046,0.05053118168941146
hpre_softmax_prob_gauss,REAL,28,11976,0.06115272673859112,0.021495641963662392,0.00019642398882502998,0.060767735720494064,0.06153771775668818
hpre_softmax_prob_gauss,REAL,29,11976,0.05479620733248902,0.02658006095614335,0.0002428846556452682,0.0543201534074243,0.055272261257553745
hpre_softmax_prob_gauss,REAL,30,11976,0.043812668450088375,0.0192833955987593,0.0001762088095811391,0.04346729918330934,0.04415803771686741
hpre_softmax_prob_gauss,REAL,31,11976,0.0472444080840283,0.016566627662665746,0.0001513833870316969,0.04694769664544617,0.04754111952261043
hpre_softmax_prob_gauss,REAL,32,11976,0.12689037744637702,0.04944822571739791,0.00045185055427285657,0.12600475036000222,0.1277760045327518
hpre_softmax_prob_gauss,HALL,1,3487,0.0592204923613319,0.027287515690263754,0.00046210218788334066,0.058314772073080556,0.06012621264958325
hpre_softmax_prob_gauss,HALL,2,3487,0.0474670534020817,0.02301402317983208,0.0003897324543616425,0.046703177791532886,0.04823092901263052
hpre_softmax_prob_gauss,HALL,3,3487,0.03784158271487673,0.037476463056892416,0.0006346475717794369,0.03659767347418904,0.039085491955564426
hpre_softmax_prob_gauss,HALL,4,3487,0.041969765985535756,0.027369148789088457,0.00046348460884092354,0.04106133615220755,0.042878195818863964
hpre_softmax_prob_gauss,HALL,5,3487,0.04360473337859676,0.025335755070764826,0.00042904997225724745,0.042763795432972554,0.04444567132422096
hpre_softmax_prob_gauss,HALL,6,3487,0.049191522099780664,0.02541441613700483,0.00043038206313804946,0.04834797325603009,0.05003507094353124
hpre_softmax_prob_gauss,HALL,7,3487,0.047928616520715006,0.023925088963613533,0.0004051609564198667,0.047134501046132066,0.048722731995297947
hpre_softmax_prob_gauss,HALL,8,3487,0.045598307711128085,0.020588684875070325,0.00034866040699356465,0.044914933313420696,0.04628168210883547
hpre_softmax_prob_gauss,HALL,9,3487,0.046489172526839546,0.021799162769117413,0.0003691593226725453,0.04576562025440136,0.04721272479927773
hpre_softmax_prob_gauss,HALL,10,3487,0.03750019487502881,0.0180438629908745,0.00030556495727184873,0.03690128755877598,0.03809910219128163
hpre_softmax_prob_gauss,HALL,11,3487,0.03562481476996625,0.01719529765510189,0.0002911948730665506,0.03505407281875581,0.036195556721176685
hpre_softmax_prob_gauss,HALL,12,3487,0.0313722612504541,0.01570999396400057,0.00026604190226774615,0.030850819122009317,0.03189370337889888
hpre_softmax_prob_gauss,HALL,13,3487,0.03365326483476483,0.01702782874701671,0.0002883588600814547,0.03308808146900518,0.03421844820052448
hpre_softmax_prob_gauss,HALL,14,3487,0.03902352889126382,0.019783187047227372,0.0003350196522687101,0.03836689037281715,0.03968016740971049
hpre_softmax_prob_gauss,HALL,15,3487,0.03347155837230502,0.01824770036657825,0.00030901685440877676,0.03286588533766382,0.03407723140694622
hpre_softmax_prob_gauss,HALL,16,3487,0.03157821936537662,0.014926884335365868,0.00025278028194099266,0.031082770012772275,0.032073668717980966
hpre_softmax_prob_gauss,HALL,17,3487,0.03646999503549157,0.013829480389250236,0.00023419622429910245,0.03601097043586533,0.03692901963511781
hpre_softmax_prob_gauss,HALL,18,3487,0.03562030916101964,0.022242981252763482,0.00037667519530250006,0.03488202577822674,0.03635859254381254
hpre_softmax_prob_gauss,HALL,19,3487,0.034156206760748875,0.017834730208166623,0.0003020233847247398,0.03356424092668839,0.03474817259480936
hpre_softmax_prob_gauss,HALL,20,3487,0.036718440321702774,0.017017976585273795,0.00028819201801534436,0.0361535839663927,0.03728329667701285
hpre_softmax_prob_gauss,HALL,21,3487,0.039610795343120064,0.017193747485503313,0.0002911686216198735,0.03904010484474511,0.040181485841495015
hpre_softmax_prob_gauss,HALL,22,3487,0.03645746063257818,0.016610735015305786,0.0002812955594804104,0.03590612133599658,0.037008799929159786
hpre_softmax_prob_gauss,HALL,23,3487,0.04325619669444699,0.022388428854758703,0.0003791382870645823,0.04251308565180041,0.04399930773709357
hpre_softmax_prob_gauss,HALL,24,3487,0.03872934042895173,0.017587080360293675,0.00029782954246258407,0.038145594525725066,0.03931308633217839
hpre_softmax_prob_gauss,HALL,25,3487,0.04509621368123393,0.01980534146447667,0.00033539482767120505,0.04443883981899837,0.0457535875434695
hpre_softmax_prob_gauss,HALL,26,3487,0.05903212519232766,0.0257160140393345,0.0004354894921949678,0.05817856578762552,0.059885684597029795
hpre_softmax_prob_gauss,HALL,27,3487,0.04789869056158313,0.024864808939848302,0.0004210747047414373,0.04707338414028991,0.04872399698287635
hpre_softmax_prob_gauss,HALL,28,3487,0.07687353959709303,0.02087692679760486,0.00035354165835242083,0.07618059794672229,0.07756648124746378
hpre_softmax_prob_gauss,HALL,29,3487,0.06355058532667589,0.023515017747199576,0.0003982165790553679,0.06277008083172736,0.06433108982162442
hpre_softmax_prob_gauss,HALL,30,3487,0.04592160552933466,0.018576331741864446,0.0003145820835505798,0.04530502464557552,0.04653818641309379
hpre_softmax_prob_gauss,HALL,31,3487,0.057330346410676886,0.015559028884453572,0.0002634853744275243,0.056813915076798935,0.057846777744554836
hpre_softmax_prob_gauss,HALL,32,3487,0.11068860558001846,0.034367924016101926,0.0005820058176463334,0.10954787417743164,0.11182933698260528
