model,head,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
internvl_2_5_8b,svar_native,0.869790823211876,0.006071846807447766,0.5373208901074216,0.011426294603283193,0.8720561017929438,0.54348248841329
internvl_2_5_8b,metatoken_lr,0.8337825332562175,1.1102230246251565e-16,0.46957987636182086,0.0,0.8337825332562174,0.46957987636182086
internvl_2_5_8b,metatoken_gb,0.848937728937729,0.00023749934211584624,0.5203163302840315,0.0014367400936722515,0.8489531521110469,0.520500257204924
