feature,layer,hall_minus_real,difference_sem,difference_ci95_low,difference_ci95_high,cohens_d_hall_minus_real,hall_positive_raw_auroc,best_orientation_auroc
old_aggregate_s,1,-0.11662418243258887,0.01109718512671237,-0.1383746652809451,-0.09487369958423263,-0.5248854589052828,0.3524652388078314,0.6475347611921686
old_aggregate_s,2,-0.012014361852246913,0.007249029514674728,-0.02622245970100938,0.002193735996515553,-0.08435263040775637,0.48073637610674647,0.5192636238932535
old_aggregate_s,3,0.004078098370220107,0.0028612512265470476,-0.0015299540338121068,0.00968615077425232,0.06873158128572252,0.5432332585110363,0.5432332585110363
old_aggregate_s,4,-0.0403249568886026,0.0039528896488206285,-0.048072620600291036,-0.03257729317691417,-0.48996274044801746,0.3546514527996009,0.645348547200399
old_aggregate_s,5,-0.04865343128942479,0.003926906394707298,-0.05635016782305109,-0.04095669475579848,-0.5446660601871267,0.3436182815812445,0.6563817184187555
old_aggregate_s,6,-0.06259396606523182,0.005291475468442683,-0.07296525798337948,-0.05222267414708416,-0.5843955028007196,0.33186026936026936,0.6681397306397306
old_aggregate_s,7,-0.06421680976495603,0.0048797668735009615,-0.07378115283701792,-0.05465246669289414,-0.707399182138213,0.29974435715176456,0.7002556428482354
old_aggregate_s,8,-0.004260178630299816,0.004405676317233768,-0.012895304212078,0.004374946951478369,-0.0494286047684867,0.48734723781020073,0.5126527621897993
old_aggregate_s,9,0.002351658083874719,0.0028306812643917297,-0.003196477194333071,0.007899793362082509,0.042346497687433815,0.5165879473749844,0.5165879473749844
old_aggregate_s,10,-0.02722436134211137,0.002996157476767335,-0.033096829996575344,-0.021351892687647395,-0.4337462364680157,0.3708302157376232,0.6291697842623768
old_aggregate_s,11,-0.020619046991622092,0.0030429345797439895,-0.026583198767920313,-0.014654895215323873,-0.32062513687325916,0.41275720164609053,0.5872427983539095
old_aggregate_s,12,-0.03106598707812802,0.00639878499650567,-0.04360760567127914,-0.01852436848497691,-0.27134258501272696,0.3915778151889263,0.6084221848110737
old_aggregate_s,13,-0.016861383546683095,0.004436888319369524,-0.025557684652647364,-0.008165082440718828,-0.18569339692976986,0.4422387454794862,0.5577612545205137
old_aggregate_s,14,-0.001775869643096173,0.00393559396309645,-0.009489633810765216,0.0059378945245728695,-0.023515256766168693,0.5033030926549444,0.5033030926549444
old_aggregate_s,15,-0.02771594885874684,0.005290733173994852,-0.03808578587977675,-0.01734611183771693,-0.3116890710301718,0.3660119715675271,0.6339880284324729
