model,run,group,seed,threshold_rule,threshold,train_images,epochs,config,auc,real_aupr,real_precision,real_recall,real_f1,hallucination_aupr,hallucination_precision,hallucination_recall,hallucination_f1
llava_1_5_7b,previous,fixed_arch4,ensemble,train_f1,0.4997805058956146,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.9007392496844313,0.9689574144496568,0.8924860111910472,0.9162905211325401,0.9042316258351893,0.7093501498229683,0.6832298136645962,0.6205923836389281,0.6504065040650406
llava_1_5_7b,previous,fixed_arch5,43,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64, 32], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8942131560168142,0.9672065177172511,0.8947801068639539,0.8933114485022569,0.8940451745379877,0.6853847022895768,0.635343618513324,0.6389280677009873,0.6371308016877637
llava_1_5_7b,previous,fixed_arch5,43,train_f1,0.5240728855133057,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64, 32], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8942131560168142,0.9672065177172511,0.8987921699291962,0.885514977431268,0.892104175279041,0.6853847022895768,0.625503355704698,0.6572637517630465,0.640990371389271
llava_1_5_7b,previous,fixed_arch5,44,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64, 32], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8961572096377369,0.96669144023208,0.8847800700661737,0.9327041444398851,0.9081102676787854,0.6973096958402754,0.7157712305025996,0.5825105782792666,0.6423017107309487
llava_1_5_7b,previous,fixed_arch5,44,train_f1,0.5083399415016174,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64, 32], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8961572096377369,0.96669144023208,0.8866744822196171,0.9310627821091506,0.9083266613290633,0.6973096958402754,0.7137989778534923,0.5909732016925247,0.6466049382716049
llava_1_5_7b,previous,fixed_arch5,45,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64, 32], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8959575375629475,0.9666725221141833,0.886785009861933,0.9224456298727944,0.9042638777152051,0.6928899785933772,0.690671031096563,0.5952045133991537,0.6393939393939394
llava_1_5_7b,previous,fixed_arch5,45,train_f1,0.5188660621643066,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64, 32], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8959575375629475,0.9666725221141833,0.8920431827269092,0.9154698399671728,0.9036046982584042,0.6928899785933772,0.6806201550387597,0.6191819464033851,0.6484490398818316
llava_1_5_7b,previous,fixed_arch5,ensemble,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64, 32], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.901579608677459,0.9692033782950239,0.8931419457735247,0.9191629052113254,0.9059656218402427,0.7097164829526741,0.6912225705329154,0.6220028208744711,0.6547884187082406
llava_1_5_7b,previous,fixed_arch5,ensemble,train_f1,0.4744924306869507,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64, 32], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.901579608677459,0.9692033782950239,0.8857254290171607,0.9318834632745179,0.9082183563287343,0.7097164829526741,0.7147766323024055,0.5867418899858956,0.6444616576297444
llava_1_5_7b,previous,matched_BN_on,43,fixed_0.5,0.5,2560,,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8936587042844997,0.9662867562216343,0.8986514098896609,0.9023389413212967,0.9004914004914005,0.6965264822192294,0.6595135908440629,0.6502115655853314,0.6548295454545454
llava_1_5_7b,previous,matched_BN_on,43,train_f1,0.503179132938385,2560,,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8936587042844997,0.9662867562216343,0.8997134670487106,0.901928600738613,0.9008196721311476,0.6965264822192294,0.6600284495021337,0.6544428772919605,0.6572237960339944
llava_1_5_7b,previous,matched_BN_on,44,fixed_0.5,0.5,2560,,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8957141691355589,0.9671469985499903,0.8951580632252901,0.9179318834632745,0.9064019448946515,0.6986273676967192,0.6908809891808346,0.6304654442877292,0.6592920353982301
llava_1_5_7b,previous,matched_BN_on,44,train_f1,0.45509234070777893,2560,,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8957141691355589,0.9671469985499903,0.8825816485225505,0.9314731226918342,0.9063685366340587,0.6986273676967192,0.7090592334494773,0.5740479548660085,0.6344505066250974
llava_1_5_7b,previous,matched_BN_on,45,fixed_0.5,0.5,2560,,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8934347243049532,0.9662106765060008,0.8754352030947775,0.9286007386130488,0.9012345679012346,0.6959925668885605,0.6898395721925134,0.5458392101551481,0.6094488188976378
llava_1_5_7b,previous,matched_BN_on,45,train_f1,0.5560235977172852,2560,,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8934347243049532,0.9662106765060008,0.8953488372093024,0.9162905211325401,0.9056986412492395,0.6959925668885605,0.6871165644171779,0.6318758815232722,0.6583394562821455
llava_1_5_7b,previous,matched_BN_on,ensemble,fixed_0.5,0.5,2560,,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8963887134925655,0.9673065306033874,0.8909235668789809,0.9183422240459581,0.9044251363911902,0.703164961989495,0.6861198738170347,0.613540197461213,0.6478034251675354
llava_1_5_7b,previous,matched_BN_on,ensemble,train_f1,0.5257832407951355,2560,,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8963887134925655,0.9673065306033874,0.9002028397565923,0.9105457529749692,0.9053447572419421,0.703164961989495,0.6798825256975036,0.6530324400564175,0.6661870503597123
llava_1_5_7b,previous,matched_scaler_off,43,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8824492876337007,0.9613324670155174,0.85331347728965,0.940500615510874,0.8947882100331837,0.655065061365476,0.6847826086956522,0.44428772919605075,0.5389221556886228
llava_1_5_7b,previous,matched_scaler_off,43,train_f1,0.5680684447288513,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8824492876337007,0.9613324670155174,0.8737334372564303,0.9199835863766926,0.8962622426544073,0.655065061365476,0.6637931034482759,0.5430183356840621,0.5973622963537626
llava_1_5_7b,previous,matched_scaler_off,44,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8850027751524597,0.9622705097255628,0.8709055876685935,0.9273697168649979,0.8982511923688394,0.6647855551408163,0.6787658802177858,0.5275035260930888,0.5936507936507937
llava_1_5_7b,previous,matched_scaler_off,44,train_f1,0.50382000207901,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8850027751524597,0.9622705097255628,0.8717651602935497,0.926138695116947,0.8981297254277756,0.6647855551408163,0.6768402154398564,0.5317348377997179,0.5955766192733017
llava_1_5_7b,previous,matched_scaler_off,45,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.885143413744268,0.961471920286264,0.8664901664145235,0.9400902749281904,0.9017909860263728,0.676408690896335,0.7091633466135459,0.5021156558533145,0.587943848059455
llava_1_5_7b,previous,matched_scaler_off,45,train_f1,0.5131309032440186,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.885143413744268,0.961471920286264,0.8702290076335878,0.9355765285186705,0.9017203875815701,0.676408690896335,0.7015209125475285,0.5204513399153737,0.5975708502024292
llava_1_5_7b,previous,matched_scaler_off,ensemble,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8860445424991883,0.9624290631530199,0.8624338624338624,0.9363972096840377,0.8978949439307495,0.6687743672094246,0.69,0.48660084626234135,0.5707196029776674
llava_1_5_7b,previous,matched_scaler_off,ensemble,train_f1,0.49043360352516174,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8860445424991883,0.9624290631530199,0.8604738623542685,0.9388592531801395,0.8979591836734694,0.6687743672094246,0.6940451745379876,0.4767277856135402,0.5652173913043478
llava_1_5_7b,previous,old_three_hidden_direct_reference,43,fixed_0.5,0.5,3200,,{},0.8964109957385928,0.9668430345149103,0.9112426035502958,0.8846942962659007,0.8977722256922757,0.6995942975840702,0.6397435897435897,0.7038081805359662,0.6702484889187375
llava_1_5_7b,previous,old_three_hidden_direct_reference,43,train_f1,0.5099802017211914,3200,,{},0.8964109957385928,0.9668430345149103,0.9130063965884861,0.8785391875256463,0.8954412379757424,0.6995942975840702,0.630461922596754,0.7122708039492243,0.6688741721854304
llava_1_5_7b,previous,old_three_hidden_direct_reference,44,fixed_0.5,0.5,3200,,{},0.901234378553946,0.9685703807667395,0.9048790487904879,0.9056216659827657,0.9052502050861362,0.7140445535468405,0.6746817538896747,0.6727785613540197,0.673728813559322
llava_1_5_7b,previous,old_three_hidden_direct_reference,44,train_f1,0.4837189316749573,3200,,{},0.901234378553946,0.9685703807667395,0.9006085192697769,0.9109560935576528,0.9057527539779682,0.7140445535468405,0.6813509544787077,0.6544428772919605,0.6676258992805756
llava_1_5_7b,previous,old_three_hidden_direct_reference,45,fixed_0.5,0.5,3200,,{},0.9028091835264171,0.9687558040222938,0.9268077601410935,0.8625359048009849,0.8935175345377259,0.710820944369018,0.6184510250569476,0.765867418899859,0.6843100189035917
llava_1_5_7b,previous,old_three_hidden_direct_reference,45,train_f1,0.39934590458869934,3200,,{},0.9028091835264171,0.9687558040222938,0.9,0.9121871153057037,0.9060525779498675,0.710820944369018,0.6834319526627219,0.6516220028208745,0.6671480144404333
llava_1_5_7b,previous,old_three_hidden_direct_reference,ensemble,fixed_0.5,0.5,3200,,{},0.904959564957956,0.9700327090869221,0.9160337552742616,0.8908494050061551,0.9032660703141252,0.7192761451308152,0.6572164948453608,0.7193229901269393,0.6868686868686869
llava_1_5_7b,previous,old_three_hidden_direct_reference,ensemble,train_f1,0.46643176674842834,3200,,{},0.904959564957956,0.9700327090869221,0.9070723684210527,0.9052113254000821,0.9061408913534607,0.7192761451308152,0.6764705882352942,0.6812411847672779,0.6788475052705552
llava_1_5_7b,previous,tuned_arch2,43,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8935921469262365,0.9664536525307919,0.8969030154849226,0.9031596224866639,0.9000204457166223,0.6990170147387784,0.6589595375722543,0.6431593794076164,0.6509635974304069
llava_1_5_7b,previous,tuned_arch2,43,train_f1,0.5030289888381958,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8935921469262365,0.9664536525307919,0.8978340825500613,0.9015182601559294,0.8996723996723996,0.6990170147387784,0.6566523605150214,0.6473906911142454,0.6519886363636364
llava_1_5_7b,previous,tuned_arch2,44,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8924722470285034,0.9661266000085311,0.875,0.9335248256052524,0.9033154655548938,0.6880550417713528,0.7032967032967034,0.5416078984485191,0.6119521912350597
llava_1_5_7b,previous,tuned_arch2,44,train_f1,0.5206448435783386,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8924722470285034,0.9661266000085311,0.8812767613857532,0.9290110791957324,0.9045145825009988,0.6880550417713528,0.7001733102253033,0.5698166431593794,0.6283048211508554
llava_1_5_7b,previous,tuned_arch2,45,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8938277020985246,0.9667371018195807,0.891426282051282,0.913007796471071,0.9020879789174944,0.6977053738936841,0.6738461538461539,0.6177715091678421,0.6445916114790287
llava_1_5_7b,previous,tuned_arch2,45,train_f1,0.4943530559539795,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8938277020985246,0.9667371018195807,0.8898643256185156,0.9150594993844892,0.9022860610965001,0.6977053738936841,0.6765625,0.610719322990127,0.6419570051890289
llava_1_5_7b,previous,tuned_arch2,ensemble,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8953394222705552,0.9671019247715628,0.8889770023790642,0.9199835863766926,0.9042145593869731,0.7010889181728117,0.6875,0.6050775740479548,0.6436609152288072
llava_1_5_7b,previous,tuned_arch2,ensemble,train_f1,0.5267987847328186,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8953394222705552,0.9671019247715628,0.8958837772397095,0.9109560935576528,0.9033570701932858,0.7010889181728117,0.6751497005988024,0.6361071932299013,0.6550472040668119
llava_1_5_7b,previous,tuned_arch3,43,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8962092980050734,0.9679659283910591,0.8749034749034749,0.9298317603610997,0.9015317286652079,0.6946151110542461,0.6924460431654677,0.5430183356840621,0.6086956521739131
llava_1_5_7b,previous,tuned_arch3,43,train_f1,0.5494789481163025,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8962092980050734,0.9679659283910591,0.8861111111111111,0.9162905211325401,0.9009481541254791,0.6946151110542461,0.6741214057507987,0.5952045133991537,0.6322097378277154
llava_1_5_7b,previous,tuned_arch3,44,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8989097904716485,0.9680306221512723,0.8911049062624651,0.9167008617152236,0.9037216828478964,0.7114873884718954,0.6823161189358372,0.614950634696756,0.6468842729970327
llava_1_5_7b,previous,tuned_arch3,44,train_f1,0.44428372383117676,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8989097904716485,0.9680306221512723,0.8763399693721287,0.9392695937628232,0.9067142008318478,0.7114873884718954,0.7228464419475655,0.5444287729196051,0.6210780370072405
llava_1_5_7b,previous,tuned_arch3,45,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8966167447895717,0.9677436618129398,0.879296875,0.9236766516208453,0.9009405643386031,0.6926621168402358,0.6825938566552902,0.5641748942172073,0.6177606177606177
llava_1_5_7b,previous,tuned_arch3,45,train_f1,0.5167816281318665,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8966167447895717,0.9677436618129398,0.8826309570697125,0.919573245794009,0.9007234726688103,0.6926621168402358,0.6771004942339374,0.5796897038081805,0.6246200607902735
llava_1_5_7b,previous,tuned_arch3,ensemble,fixed_0.5,0.5,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.9015095787613733,0.969348232011376,0.884359074872599,0.9257283545342634,0.9045709703287891,0.7145164905970374,0.6957983193277311,0.5839210155148096,0.6349693251533742
llava_1_5_7b,previous,tuned_arch3,ensemble,train_f1,0.531602680683136,2560,,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.9015095787613733,0.969348232011376,0.8937449879711307,0.9146491588018055,0.9040762522814845,0.7145164905970374,0.6809815950920245,0.6262341325811002,0.6524614254224834
internvl_2_5_8b,refit3200,fixed_arch0,43,fixed_0.5,0.5,3200,146,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8254121583371609,0.9567787258708315,0.8774222622803064,0.9696215139442231,0.9212207239176721,0.4820593349837006,0.6234567901234568,0.2707774798927614,0.3775700934579439
internvl_2_5_8b,refit3200,fixed_arch0,43,train_f1,0.3778608739376068,3200,146,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8254121583371609,0.9567787258708315,0.8614982578397212,0.9850597609561753,0.9191449814126395,0.4820593349837006,0.6470588235294118,0.14745308310991956,0.24017467248908297
internvl_2_5_8b,refit3200,fixed_arch0,44,fixed_0.5,0.5,3200,146,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8259829315445991,0.9571295135399651,0.8775877587758776,0.9711155378486056,0.9219858156028369,0.48147305591765666,0.6352201257861635,0.2707774798927614,0.37969924812030076
internvl_2_5_8b,refit3200,fixed_arch0,44,train_f1,0.383492112159729,3200,146,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8259829315445991,0.9571295135399651,0.8615585546364823,0.9855577689243028,0.9193960511033682,0.48147305591765666,0.6547619047619048,0.14745308310991956,0.24070021881838075
internvl_2_5_8b,refit3200,fixed_arch0,45,fixed_0.5,0.5,3200,146,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8265383506189719,0.9572241357196065,0.878774222622803,0.9711155378486056,0.9226401703335699,0.4831651693135755,0.6419753086419753,0.27882037533512066,0.38878504672897196
internvl_2_5_8b,refit3200,fixed_arch0,45,train_f1,0.45171433687210083,3200,146,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8265383506189719,0.9572241357196065,0.8723309608540926,0.976593625498008,0.9215225563909775,0.4831651693135755,0.6466165413533834,0.23056300268096513,0.33992094861660077
internvl_2_5_8b,refit3200,fixed_arch0,ensemble,fixed_0.5,0.5,3200,146,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8259675774115335,0.9570329126858024,0.8783783783783784,0.9711155378486056,0.9224219489120151,0.48195484706379793,0.639751552795031,0.2761394101876676,0.3857677902621723
internvl_2_5_8b,refit3200,fixed_arch0,ensemble,train_f1,0.4465138614177704,3200,146,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8259675774115335,0.9570329126858024,0.870452528837622,0.9770916334661355,0.9206945096198967,0.48195484706379793,0.6377952755905512,0.21715817694369974,0.324
internvl_2_5_8b,refit3200,fixed_arch1,43,fixed_0.5,0.5,3200,66,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.852584968437243,0.9675240750377567,0.8969267139479905,0.9447211155378487,0.9202037351443124,0.5254511103300947,0.5827067669172933,0.4155495978552279,0.48513302034428796
internvl_2_5_8b,refit3200,fixed_arch1,43,train_f1,0.5690804123878479,3200,66,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.852584968437243,0.9675240750377567,0.9046004842615012,0.9302788844621513,0.9172600049103855,0.5254511103300947,0.5569620253164557,0.4718498659517426,0.5108853410740203
internvl_2_5_8b,refit3200,fixed_arch1,44,fixed_0.5,0.5,3200,66,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8498212244854363,0.9664486615166269,0.8984747378455672,0.9387450199203188,0.9181685338528982,0.5217500159593897,0.5653710247349824,0.4289544235924933,0.4878048780487805
internvl_2_5_8b,refit3200,fixed_arch1,44,train_f1,0.5540553331375122,3200,66,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8498212244854363,0.9664486615166269,0.9071914480077745,0.9297808764940239,0.9183472700442695,0.5217500159593897,0.5634674922600619,0.4879356568364611,0.5229885057471264
internvl_2_5_8b,refit3200,fixed_arch1,45,fixed_0.5,0.5,3200,66,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8525108680559264,0.9671698371410518,0.9013282732447818,0.9462151394422311,0.923226433430515,0.5320900520877534,0.6043956043956044,0.44235924932975873,0.5108359133126935
internvl_2_5_8b,refit3200,fixed_arch1,45,train_f1,0.5844148397445679,3200,66,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8525108680559264,0.9671698371410518,0.9084712755598832,0.9292828685258964,0.9187592319054653,0.5320900520877534,0.5657492354740061,0.4959785522788204,0.5285714285714286
internvl_2_5_8b,refit3200,fixed_arch1,ensemble,fixed_0.5,0.5,3200,66,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8563233660532134,0.9683607526676674,0.89806512505899,0.9477091633466136,0.9222195299248849,0.5379252371716262,0.5992366412213741,0.42091152815013405,0.494488188976378
internvl_2_5_8b,refit3200,fixed_arch1,ensemble,train_f1,0.599956750869751,3200,66,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8563233660532134,0.9683607526676674,0.9088682018618325,0.923804780876494,0.9162756236107681,0.5379252371716262,0.55,0.5013404825737265,0.5245441795231417
internvl_2_5_8b,refit3200,fixed_arch2,43,fixed_0.5,0.5,3200,41,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8524334298195957,0.9670395163008464,0.9050632911392406,0.9257968127490039,0.9153126538650911,0.5178662021611912,0.5443425076452599,0.4772117962466488,0.5085714285714286
internvl_2_5_8b,refit3200,fixed_arch2,43,train_f1,0.47116750478744507,3200,41,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8524334298195957,0.9670395163008464,0.8995192307692308,0.9317729083665338,0.9153620352250489,0.5178662021611912,0.5448504983388704,0.43967828418230565,0.486646884272997
internvl_2_5_8b,refit3200,fixed_arch2,44,fixed_0.5,0.5,3200,41,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8469893882913386,0.9648318724931815,0.8959427207637232,0.9347609561752988,0.9149402875944431,0.4997506995219299,0.541958041958042,0.4155495978552279,0.47040971168437024
internvl_2_5_8b,refit3200,fixed_arch2,44,train_f1,0.4847289025783539,3200,41,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8469893882913386,0.9648318724931815,0.8949619771863118,0.9377490039840638,0.9158560311284046,0.4997506995219299,0.5487364620938628,0.4075067024128686,0.4676923076923077
