model,run,group,seed,threshold_rule,threshold,train_images,epochs,config,auc,real_aupr,real_precision,real_recall,real_f1,hallucination_aupr,hallucination_precision,hallucination_recall,hallucination_f1
llava_1_5_7b,refit3200,matched_BN_on,ensemble,train_f1,0.4962371289730072,3200,49,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.897843715220163,0.9682850188761747,0.8881864875543264,0.9224456298727944,0.9049919484702094,0.7055343111472799,0.6926829268292682,0.6008462623413258,0.6435045317220544
llava_1_5_7b,refit3200,matched_scaler_off,43,fixed_0.5,0.5,3200,120,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8862488446510746,0.9620844044729421,0.8927419354838709,0.908494050061551,0.900549115314216,0.6720375609558304,0.6651651651651652,0.6248236953455572,0.6443636363636364
llava_1_5_7b,refit3200,matched_scaler_off,43,train_f1,0.42849117517471313,3200,120,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8862488446510746,0.9620844044729421,0.8716865155589704,0.9310627821091506,0.9003968253968254,0.6720375609558304,0.6906077348066298,0.5289139633286318,0.5990415335463258
llava_1_5_7b,refit3200,matched_scaler_off,44,fixed_0.5,0.5,3200,120,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8849816504257066,0.9622217942193381,0.8850894632206759,0.9134181370537546,0.8990306946688207,0.6716658407494059,0.6656101426307448,0.5923836389280677,0.6268656716417911
llava_1_5_7b,refit3200,matched_scaler_off,44,train_f1,0.45785167813301086,3200,120,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8849816504257066,0.9622217942193381,0.8732612055641422,0.9273697168649979,0.8995024875621891,0.6716658407494059,0.6827956989247311,0.53737658674189,0.601420678768745
llava_1_5_7b,refit3200,matched_scaler_off,45,fixed_0.5,0.5,3200,120,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8876297651451268,0.9632671647233844,0.8769409937888198,0.9269593762823143,0.9012567324955116,0.6805699285838455,0.6877192982456141,0.5528913963328632,0.6129788897576232
llava_1_5_7b,refit3200,matched_scaler_off,45,train_f1,0.4910661578178406,3200,120,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8876297651451268,0.9632671647233844,0.8737004235656527,0.9310627821091506,0.9014700039729837,0.6805699285838455,0.6939890710382514,0.53737658674189,0.6057233704292527
llava_1_5_7b,refit3200,matched_scaler_off,ensemble,fixed_0.5,0.5,3200,120,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8875064893424307,0.9629233689615048,0.8841897233201581,0.9179318834632745,0.9007449164485605,0.6780530119901971,0.6753246753246753,0.5867418899858956,0.6279245283018868
llava_1_5_7b,refit3200,matched_scaler_off,ensemble,train_f1,0.5107681155204773,3200,120,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0}",0.8875064893424307,0.9629233689615048,0.8872509960159363,0.9138284776364383,0.9003436426116839,0.6780530119901971,0.6698113207547169,0.6008462623413258,0.633457249070632
llava_1_5_7b,refit3200,tuned_arch2,43,fixed_0.5,0.5,3200,54,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8973257253449841,0.9680097381287711,0.8930288461538461,0.9146491588018055,0.9037097101155483,0.7058945506016628,0.68,0.6234132581100141,0.6504782928623988
llava_1_5_7b,refit3200,tuned_arch2,43,train_f1,0.4921945035457611,3200,54,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8973257253449841,0.9680097381287711,0.8913216560509554,0.9187525646286417,0.9048292584360477,0.7058945506016628,0.6876971608832808,0.614950634696756,0.6492926284437825
llava_1_5_7b,refit3200,tuned_arch2,44,fixed_0.5,0.5,3200,54,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8952581065415465,0.9674074514464436,0.8865079365079365,0.9167008617152236,0.9013516239661086,0.6941042001387338,0.6757188498402555,0.5966149506346967,0.6337078651685393
llava_1_5_7b,refit3200,tuned_arch2,44,train_f1,0.5253506302833557,3200,54,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8952581065415465,0.9674074514464436,0.8950992304576751,0.9068526877308166,0.9009376273950265,0.6941042001387338,0.6646971935007385,0.6346967559943583,0.6493506493506493
llava_1_5_7b,refit3200,tuned_arch2,45,fixed_0.5,0.5,3200,54,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8932037992097617,0.9668034215682797,0.8918482647296206,0.9068526877308166,0.8992878942014242,0.685719689076857,0.6601796407185628,0.6220028208744711,0.6405228758169934
llava_1_5_7b,refit3200,tuned_arch2,45,train_f1,0.4656047523021698,3200,54,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8932037992097617,0.9668034215682797,0.8854538248117321,0.9167008617152236,0.9008064516129032,0.685719689076857,0.6741573033707865,0.5923836389280677,0.6306306306306306
llava_1_5_7b,refit3200,tuned_arch2,ensemble,fixed_0.5,0.5,3200,54,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8974362684356648,0.968088821626663,0.8939759036144578,0.9134181370537546,0.9035924497665923,0.7017334639748865,0.6783536585365854,0.6276445698166432,0.652014652014652
llava_1_5_7b,refit3200,tuned_arch2,ensemble,train_f1,0.4813654124736786,3200,54,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8974362684356648,0.968088821626663,0.8891537544696066,0.9183422240459581,0.9035123132821962,0.7017334639748865,0.6836248012718601,0.6064880112834978,0.6427503736920778
llava_1_5_7b,refit3200,tuned_arch3,43,fixed_0.5,0.5,3200,58,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8984554641565476,0.9682734763745827,0.8835750686005488,0.9249076733688962,0.9037690457097033,0.6931808783446469,0.692436974789916,0.5811001410437235,0.6319018404907976
llava_1_5_7b,refit3200,tuned_arch3,43,train_f1,0.5319176316261292,3200,58,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8984554641565476,0.9682734763745827,0.8929430633520449,0.9138284776364383,0.903265057797607,0.6931808783446469,0.6779141104294478,0.6234132581100141,0.6495224099926524
llava_1_5_7b,refit3200,tuned_arch3,44,fixed_0.5,0.5,3200,58,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8993687468638463,0.9685356315426141,0.8904761904761904,0.9208042675420599,0.9053863223724027,0.7069821412342203,0.6916932907348243,0.610719322990127,0.648689138576779
llava_1_5_7b,refit3200,tuned_arch3,44,train_f1,0.46270671486854553,3200,58,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8993687468638463,0.9685356315426141,0.8784359272164151,0.9310627821091506,0.9039840637450199,0.7069821412342203,0.7015985790408525,0.5571227080394923,0.6210691823899371
