model,split,label,layer,n,mean,median,q25,q75
llava_1_5_7b,test,0,11,709,0.20601539313793182,0.20226821303367615,0.17587587237358093,0.2310326248407364
llava_1_5_7b,test,0,12,709,0.174221009016037,0.16484752297401428,0.14696455001831055,0.19018977880477905
llava_1_5_7b,test,0,13,709,0.20542436838150024,0.20153361558914185,0.17703406512737274,0.22788113355636597
llava_1_5_7b,test,0,14,709,0.18539682030677795,0.1766064316034317,0.1585526317358017,0.20071479678153992
llava_1_5_7b,test,0,15,709,0.17182303965091705,0.1668003499507904,0.14635930955410004,0.18983273208141327
llava_1_5_7b,test,0,16,709,0.16819842159748077,0.16168725490570068,0.14357107877731323,0.18573039770126343
llava_1_5_7b,test,0,17,709,0.1939941942691803,0.18773935735225677,0.16894730925559998,0.21280938386917114
llava_1_5_7b,test,0,18,709,0.1909186989068985,0.18835857510566711,0.1654215008020401,0.21346008777618408
llava_1_5_7b,test,0,19,709,0.24527402222156525,0.24113447964191437,0.21448294818401337,0.26946696639060974
llava_1_5_7b,test,0,20,709,0.22860188782215118,0.2244923859834671,0.2019551396369934,0.2522459030151367
llava_1_5_7b,test,0,21,709,0.2309243381023407,0.23091767728328705,0.20817574858665466,0.25400683283805847
llava_1_5_7b,test,0,22,709,0.263802707195282,0.2631285488605499,0.23638038337230682,0.2920905649662018
llava_1_5_7b,test,0,23,709,0.2535715103149414,0.2498883455991745,0.22577844560146332,0.2762244939804077
llava_1_5_7b,test,0,24,709,0.24062588810920715,0.23795749247074127,0.21451407670974731,0.2639886438846588
llava_1_5_7b,test,0,25,709,0.2227771133184433,0.22134929895401,0.19876615703105927,0.24542221426963806
llava_1_5_7b,test,0,26,709,0.2652638852596283,0.26415860652923584,0.2327238768339157,0.29585665464401245
llava_1_5_7b,test,0,27,709,0.22511909902095795,0.2179315686225891,0.19050657749176025,0.25194263458251953
llava_1_5_7b,test,0,28,709,0.3053121864795685,0.30865806341171265,0.28101977705955505,0.3334738314151764
llava_1_5_7b,test,0,29,709,0.20379692316055298,0.20090351998806,0.17889404296875,0.22419676184654236
llava_1_5_7b,test,0,30,709,0.1742529422044754,0.17113006114959717,0.15386351943016052,0.19079214334487915
llava_1_5_7b,test,0,31,709,0.26096078753471375,0.2610827088356018,0.24469655752182007,0.27808666229248047
llava_1_5_7b,test,0,32,709,0.2158457487821579,0.21470437943935394,0.19806601107120514,0.23169581592082977
llava_1_5_7b,test,1,1,2437,0.06652029603719711,0.06567195802927017,0.057328253984451294,0.07468239217996597
llava_1_5_7b,test,1,2,2437,0.12870465219020844,0.12778355181217194,0.11723245680332184,0.13938681781291962
llava_1_5_7b,test,1,3,2437,0.38385823369026184,0.39028453826904297,0.3686040937900543,0.40830689668655396
llava_1_5_7b,test,1,4,2437,0.4351024627685547,0.44002991914749146,0.41558241844177246,0.4608871638774872
llava_1_5_7b,test,1,5,2437,0.39134952425956726,0.395943284034729,0.3695184290409088,0.4195815622806549
llava_1_5_7b,test,1,6,2437,0.33827346563339233,0.3421207666397095,0.3034716546535492,0.37627458572387695
llava_1_5_7b,test,1,7,2437,0.2975863218307495,0.2925512194633484,0.24235530197620392,0.34995970129966736
llava_1_5_7b,test,1,8,2437,0.27120980620384216,0.26318106055259705,0.22430239617824554,0.314139723777771
llava_1_5_7b,test,1,9,2437,0.23366200923919678,0.22556105256080627,0.196702241897583,0.26479122042655945
llava_1_5_7b,test,1,10,2437,0.20217236876487732,0.19213813543319702,0.16640259325504303,0.22865474224090576
llava_1_5_7b,test,1,11,2437,0.18169106543064117,0.1728363335132599,0.15253742039203644,0.2001720368862152
llava_1_5_7b,test,1,12,2437,0.17977242171764374,0.17390312254428864,0.1540287882089615,0.19820410013198853
llava_1_5_7b,test,1,13,2437,0.19579479098320007,0.18923793733119965,0.1695644110441208,0.2150583565235138
llava_1_5_7b,test,1,14,2437,0.19502750039100647,0.18797683715820312,0.1663593202829361,0.21621188521385193
llava_1_5_7b,test,1,15,2437,0.16181381046772003,0.15734261274337769,0.13648492097854614,0.17962661385536194
llava_1_5_7b,test,1,16,2437,0.16438531875610352,0.1579294502735138,0.1412150114774704,0.1793050616979599
llava_1_5_7b,test,1,17,2437,0.18055322766304016,0.17418156564235687,0.15323621034622192,0.1994345486164093
llava_1_5_7b,test,1,18,2437,0.16966764628887177,0.1645728200674057,0.1430903971195221,0.1905938982963562
llava_1_5_7b,test,1,19,2437,0.22306326031684875,0.21698693931102753,0.18880827724933624,0.24894407391548157
llava_1_5_7b,test,1,20,2437,0.21124495565891266,0.2064993679523468,0.17872843146324158,0.23799367249011993
llava_1_5_7b,test,1,21,2437,0.21050454676151276,0.20903348922729492,0.1826428323984146,0.2358582615852356
llava_1_5_7b,test,1,22,2437,0.23005294799804688,0.22740747034549713,0.19872945547103882,0.2568540871143341
llava_1_5_7b,test,1,23,2437,0.2310485690832138,0.22568513453006744,0.2028283029794693,0.2556212842464447
llava_1_5_7b,test,1,24,2437,0.22369106113910675,0.21823300421237946,0.19461840391159058,0.24645565450191498
llava_1_5_7b,test,1,25,2437,0.20101243257522583,0.1960383951663971,0.17215672135353088,0.22487220168113708
llava_1_5_7b,test,1,26,2437,0.2588808834552765,0.2557635009288788,0.22554254531860352,0.28811901807785034
llava_1_5_7b,test,1,27,2437,0.22728818655014038,0.217459574341774,0.18249697983264923,0.26153695583343506
llava_1_5_7b,test,1,28,2437,0.2981047034263611,0.30281734466552734,0.2727433443069458,0.328904390335083
llava_1_5_7b,test,1,29,2437,0.1985669732093811,0.19486744701862335,0.17334221303462982,0.21746483445167542
llava_1_5_7b,test,1,30,2437,0.17463217675685883,0.16946572065353394,0.15118607878684998,0.19350847601890564
llava_1_5_7b,test,1,31,2437,0.25290796160697937,0.2545120120048523,0.2342369556427002,0.272685170173645
llava_1_5_7b,test,1,32,2437,0.22490112483501434,0.2223237305879593,0.20341938734054565,0.24450425803661346
