model,split,label,layer,n,mean,median,q25,q75
llava_1_5_7b,train,0,1,2778,0.054826706647872925,0.05267869308590889,0.04462150763720274,0.0626447033137083
llava_1_5_7b,train,0,2,2778,0.12969526648521423,0.12850002944469452,0.11968437768518925,0.13913897052407265
llava_1_5_7b,train,0,3,2778,0.37412482500076294,0.38173073530197144,0.35573241114616394,0.40172625333070755
llava_1_5_7b,train,0,4,2778,0.44152313470840454,0.4487265944480896,0.42306748032569885,0.46784746646881104
llava_1_5_7b,train,0,5,2778,0.4102325439453125,0.41395995020866394,0.39305827021598816,0.43168098479509354
llava_1_5_7b,train,0,6,2778,0.3743373155593872,0.3802303373813629,0.3470817133784294,0.40678708255290985
llava_1_5_7b,train,0,7,2778,0.3624286949634552,0.3689057230949402,0.32629840821027756,0.4048440232872963
llava_1_5_7b,train,0,8,2778,0.32384732365608215,0.326988160610199,0.2879476994276047,0.3626606985926628
llava_1_5_7b,train,0,9,2778,0.2719002366065979,0.2700360119342804,0.23898310586810112,0.3035395219922066
llava_1_5_7b,train,0,10,2778,0.24223794043064117,0.23911413550376892,0.20716669037938118,0.2750440910458565
llava_1_5_7b,train,0,11,2778,0.20752453804016113,0.20314231514930725,0.17721516638994217,0.23119757324457169
llava_1_5_7b,train,0,12,2778,0.1777924746274948,0.1673049032688141,0.14766070991754532,0.1933913603425026
llava_1_5_7b,train,0,13,2778,0.20894084870815277,0.20409628748893738,0.18099121749401093,0.2305942326784134
llava_1_5_7b,train,0,14,2778,0.18774914741516113,0.17963741719722748,0.15919366478919983,0.20399361103773117
llava_1_5_7b,train,0,15,2778,0.17354917526245117,0.16777752339839935,0.14784597232937813,0.19115500152111053
llava_1_5_7b,train,0,16,2778,0.17220766842365265,0.16537819802761078,0.1459381803870201,0.19109433889389038
llava_1_5_7b,train,0,17,2778,0.19739022850990295,0.19210189580917358,0.17037977278232574,0.21709220856428146
llava_1_5_7b,train,0,18,2778,0.19299882650375366,0.19016143679618835,0.16741954535245895,0.21485276147723198
llava_1_5_7b,train,0,19,2778,0.2484356313943863,0.24382123351097107,0.21672958880662918,0.2731885090470314
llava_1_5_7b,train,0,20,2778,0.22848917543888092,0.2260521948337555,0.20146090164780617,0.2507457360625267
llava_1_5_7b,train,0,21,2778,0.23136192560195923,0.23098275065422058,0.20888635516166687,0.2527370899915695
llava_1_5_7b,train,0,22,2778,0.26576316356658936,0.26514172554016113,0.23722948133945465,0.2932811602950096
llava_1_5_7b,train,0,23,2778,0.2538106143474579,0.2535126507282257,0.22693633660674095,0.2800772190093994
llava_1_5_7b,train,0,24,2778,0.240936741232872,0.23849135637283325,0.21339236199855804,0.26469235867261887
llava_1_5_7b,train,0,25,2778,0.22778815031051636,0.2248532772064209,0.20045391097664833,0.2523815259337425
llava_1_5_7b,train,0,26,2778,0.2693098187446594,0.26568281650543213,0.23815927654504776,0.2978978008031845
llava_1_5_7b,train,0,27,2778,0.23076525330543518,0.2230234146118164,0.1907879076898098,0.262332059442997
llava_1_5_7b,train,0,28,2778,0.31017011404037476,0.31286269426345825,0.28693364560604095,0.3372940197587013
llava_1_5_7b,train,0,29,2778,0.2041640728712082,0.20068976283073425,0.17823390662670135,0.22465672716498375
llava_1_5_7b,train,0,30,2778,0.17761236429214478,0.1745058298110962,0.15682262554764748,0.1945059709250927
llava_1_5_7b,train,0,31,2778,0.2635401487350464,0.26262032985687256,0.24711893498897552,0.2804900109767914
llava_1_5_7b,train,0,32,2778,0.21758922934532166,0.21623465418815613,0.19910968840122223,0.2344914898276329
llava_1_5_7b,train,1,1,9539,0.06668943911790848,0.0658436194062233,0.05793303810060024,0.07453110441565514
llava_1_5_7b,train,1,2,9539,0.12886539101600647,0.12829981744289398,0.11698990315198898,0.13969913125038147
llava_1_5_7b,train,1,3,9539,0.38333988189697266,0.38992005586624146,0.36605527997016907,0.4078945517539978
llava_1_5_7b,train,1,4,9539,0.43490973114967346,0.4408290684223175,0.4159642308950424,0.45933468639850616
llava_1_5_7b,train,1,5,9539,0.39226990938186646,0.3978080749511719,0.370744526386261,0.41955116391181946
llava_1_5_7b,train,1,6,9539,0.34182512760162354,0.34532615542411804,0.30649444460868835,0.38168466091156006
llava_1_5_7b,train,1,7,9539,0.29945358633995056,0.2943945825099945,0.2446667104959488,0.3531735986471176
llava_1_5_7b,train,1,8,9539,0.27387529611587524,0.26738986372947693,0.22692181915044785,0.3182491362094879
llava_1_5_7b,train,1,9,9539,0.2360166758298874,0.22817300260066986,0.1978188380599022,0.2673993855714798
llava_1_5_7b,train,1,10,9539,0.20385825634002686,0.19515980780124664,0.1682121679186821,0.2309759259223938
llava_1_5_7b,train,1,11,9539,0.18223001062870026,0.17389227449893951,0.15291844308376312,0.20199154317378998
llava_1_5_7b,train,1,12,9539,0.1812003254890442,0.17510627210140228,0.15434551239013672,0.19924861192703247
llava_1_5_7b,train,1,13,9539,0.19766375422477722,0.19187204539775848,0.17126813530921936,0.21736324578523636
llava_1_5_7b,train,1,14,9539,0.19559256732463837,0.18858321011066437,0.16673414409160614,0.2162628099322319
llava_1_5_7b,train,1,15,9539,0.16205033659934998,0.15644556283950806,0.1363777071237564,0.18026747554540634
llava_1_5_7b,train,1,16,9539,0.16558736562728882,0.15836665034294128,0.14160121977329254,0.18078794330358505
llava_1_5_7b,train,1,17,9539,0.1815517395734787,0.17500677704811096,0.15316306799650192,0.20217716693878174
llava_1_5_7b,train,1,18,9539,0.1700936108827591,0.16420701146125793,0.14279604703187943,0.19214778393507004
llava_1_5_7b,train,1,19,9539,0.22397224605083466,0.21673119068145752,0.18778546899557114,0.25162626802921295
llava_1_5_7b,train,1,20,9539,0.2121935784816742,0.20759332180023193,0.17880262434482574,0.2409946620464325
llava_1_5_7b,train,1,21,9539,0.21153797209262848,0.20836736261844635,0.18232160806655884,0.23730703443288803
llava_1_5_7b,train,1,22,9539,0.2307898998260498,0.22689099609851837,0.19902841746807098,0.25872574746608734
llava_1_5_7b,train,1,23,9539,0.2329394370317459,0.22869780659675598,0.20364784449338913,0.25830964744091034
llava_1_5_7b,train,1,24,9539,0.22659945487976074,0.22000998258590698,0.19626060128211975,0.2513795495033264
llava_1_5_7b,train,1,25,9539,0.2031286060810089,0.19848768413066864,0.1728271245956421,0.22827555984258652
llava_1_5_7b,train,1,26,9539,0.25998809933662415,0.2565672993659973,0.22652927786111832,0.2904660552740097
llava_1_5_7b,train,1,27,9539,0.23092004656791687,0.2201651632785797,0.1866486668586731,0.2654186934232712
llava_1_5_7b,train,1,28,9539,0.3013073205947876,0.3051123321056366,0.2765388488769531,0.33175918459892273
llava_1_5_7b,train,1,29,9539,0.20072078704833984,0.19650602340698242,0.17441271245479584,0.2229873612523079
llava_1_5_7b,train,1,30,9539,0.1757012903690338,0.17193372547626495,0.15190720558166504,0.1945006549358368
llava_1_5_7b,train,1,31,9539,0.2552807331085205,0.25634485483169556,0.23629696667194366,0.275457426905632
llava_1_5_7b,train,1,32,9539,0.22617340087890625,0.22408045828342438,0.20477284491062164,0.24432699382305145
llava_1_5_7b,test,0,1,709,0.05380607396364212,0.051721807569265366,0.04391169920563698,0.061401866376399994
llava_1_5_7b,test,0,2,709,0.12901702523231506,0.12755709886550903,0.1194133535027504,0.13789516687393188
llava_1_5_7b,test,0,3,709,0.3731461763381958,0.3798149526119232,0.35200777649879456,0.39858075976371765
llava_1_5_7b,test,0,4,709,0.44081100821495056,0.4474561810493469,0.4227333962917328,0.4670146405696869
llava_1_5_7b,test,0,5,709,0.40983858704566956,0.4133452773094177,0.3915424942970276,0.4307026267051697
llava_1_5_7b,test,0,6,709,0.372114896774292,0.37828895449638367,0.34048914909362793,0.4056336283683777
llava_1_5_7b,test,0,7,709,0.36010026931762695,0.3661560118198395,0.3216777741909027,0.40282320976257324
llava_1_5_7b,test,0,8,709,0.3214358985424042,0.32339033484458923,0.28870540857315063,0.36061882972717285
llava_1_5_7b,test,0,9,709,0.2696693241596222,0.27027618885040283,0.23809239268302917,0.3010726273059845
llava_1_5_7b,test,0,10,709,0.2398218959569931,0.23449347913265228,0.20472349226474762,0.27676430344581604
