model,feature,feature_dim,group,seed,threshold_rule,threshold,optimization_images,config,auc,accuracy,real_aupr,real_precision,real_recall,real_f1,hallucination_aupr,hallucination_precision,hallucination_recall,hallucination_f1
qwen2_5_vl_7b,AE+log1p(raw_S),56,matched_scaler_off,43,train_f1,0.5339780449867249,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0001}",0.8379529186818926,0.8954965357967667,0.9770488078429059,0.9100719424460432,0.9799870884441575,0.9437364003730183,0.3611531223151673,0.515625,0.18032786885245902,0.26720647773279355
qwen2_5_vl_7b,AE+log1p(raw_S),56,matched_scaler_off,44,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0001}",0.8332680700046213,0.8954965357967667,0.9763033845461936,0.9028268551236749,0.9896707553260168,0.944256236526024,0.3676025319143431,0.5294117647058824,0.09836065573770492,0.16589861751152074
qwen2_5_vl_7b,AE+log1p(raw_S),56,matched_scaler_off,44,train_f1,0.5599200129508972,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0001}",0.8332680700046213,0.8937644341801386,0.9763033845461936,0.9060083283759667,0.9832149774047773,0.9430340557275542,0.3676025319143431,0.49019607843137253,0.1366120218579235,0.21367521367521367
qwen2_5_vl_7b,AE+log1p(raw_S),56,matched_scaler_off,45,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0001}",0.8351166096935445,0.894919168591224,0.9764096896738002,0.8999414862492686,0.9928986442866365,0.9441375076734193,0.3627414428039272,0.5217391304347826,0.06557377049180328,0.11650485436893204
qwen2_5_vl_7b,AE+log1p(raw_S),56,matched_scaler_off,45,train_f1,0.6619068384170532,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0001}",0.8351166096935445,0.8954965357967667,0.9764096896738002,0.9110576923076923,0.9786959328599096,0.9436663554310614,0.3627414428039272,0.5147058823529411,0.1912568306010929,0.2788844621513944
qwen2_5_vl_7b,AE+log1p(raw_S),56,matched_scaler_off,ensemble,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0001}",0.8403711895917338,0.8943418013856813,0.9774200759472351,0.9008215962441315,0.9909619109102646,0.9437442360897633,0.37675129523820067,0.5,0.07650273224043716,0.13270142180094788
qwen2_5_vl_7b,AE+log1p(raw_S),56,matched_scaler_off,ensemble,train_f1,0.621806800365448,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": false, ""weight_decay"": 0.0001}",0.8403711895917338,0.894919168591224,0.9774200759472351,0.9134906231094979,0.9748224661071659,0.94316052467208,0.37675129523820067,0.5063291139240507,0.2185792349726776,0.3053435114503817
qwen2_5_vl_7b,AE+log1p(raw_S),56,old_three_hidden_direct_reference,43,fixed_0.5,0.5,3200,null,0.8746414926605213,0.898960739030023,0.9828449177269817,0.9183922046285018,0.973531310522918,0.9451582575994986,0.44001472872324426,0.5444444444444444,0.2677595628415301,0.358974358974359
qwen2_5_vl_7b,AE+log1p(raw_S),56,old_three_hidden_direct_reference,43,train_f1,0.4882247745990753,3200,null,0.8746414926605213,0.8972286374133949,0.9828449177269817,0.9167173252279636,0.973531310522918,0.9442705072010019,0.44001472872324426,0.5287356321839081,0.25136612021857924,0.34074074074074073
qwen2_5_vl_7b,AE+log1p(raw_S),56,old_three_hidden_direct_reference,44,fixed_0.5,0.5,3200,null,0.8733856145512529,0.8845265588914549,0.9830498008539719,0.9332048811817598,0.9380245319561007,0.9356084996780425,0.4191787498405885,0.4514285714285714,0.43169398907103823,0.441340782122905
qwen2_5_vl_7b,AE+log1p(raw_S),56,old_three_hidden_direct_reference,44,train_f1,0.4292242228984833,3200,null,0.8733856145512529,0.8914549653579676,0.9830498008539719,0.9229334990677439,0.9586830213040671,0.9404686510449651,0.4191787498405885,0.4796747967479675,0.3224043715846995,0.38562091503267976
qwen2_5_vl_7b,AE+log1p(raw_S),56,old_three_hidden_direct_reference,45,fixed_0.5,0.5,3200,null,0.8754387635950569,0.9047344110854504,0.9828063489975319,0.9250614250614251,0.9722401549386701,0.9480642115203022,0.4602703155692483,0.5865384615384616,0.3333333333333333,0.4250871080139373
qwen2_5_vl_7b,AE+log1p(raw_S),56,old_three_hidden_direct_reference,45,train_f1,0.5090934038162231,3200,null,0.8754387635950569,0.9018475750577367,0.9828063489975319,0.9258801729462631,0.9677211103938025,0.9463383838383839,0.4602703155692483,0.5575221238938053,0.3442622950819672,0.42567567567567566
qwen2_5_vl_7b,AE+log1p(raw_S),56,old_three_hidden_direct_reference,ensemble,fixed_0.5,0.5,3200,null,0.8821379560936546,0.8978060046189377,0.9841747461752426,0.9234567901234568,0.9657843770174306,0.9441464184285263,0.4577398864795778,0.5267857142857143,0.3224043715846995,0.4
qwen2_5_vl_7b,AE+log1p(raw_S),56,old_three_hidden_direct_reference,ensemble,train_f1,0.5353373289108276,3200,null,0.8821379560936546,0.8966512702078522,0.9841747461752426,0.928125,0.9586830213040671,0.9431565576373452,0.4577398864795778,0.5151515151515151,0.37158469945355194,0.43174603174603177
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch1,43,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8662207593829265,0.9030023094688222,0.9815186221262107,0.9117471675611211,0.987088444157521,0.9479231246125233,0.4382490854461493,0.6363636363636364,0.1912568306010929,0.29411764705882354
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch1,43,train_f1,0.6295924782752991,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8662207593829265,0.8926096997690531,0.9815186221262107,0.917841814837523,0.9664299548095545,0.9415094339622642,0.4382490854461493,0.48514851485148514,0.2677595628415301,0.34507042253521125
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch1,44,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8624107920851457,0.9018475750577367,0.9810416661150279,0.913617276544691,0.9832149774047773,0.947139303482587,0.4308305897966663,0.6,0.21311475409836064,0.31451612903225806
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch1,44,train_f1,0.5866799354553223,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8624107920851457,0.9018475750577367,0.9810416661150279,0.9211973121563837,0.973531310522918,0.9466415568110483,0.4308305897966663,0.5684210526315789,0.29508196721311475,0.38848920863309355
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch1,45,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8637513361343648,0.9035796766743649,0.9811262141787228,0.9137724550898204,0.9851517107811492,0.9481205343274309,0.43134567791918194,0.6290322580645161,0.21311475409836064,0.3183673469387755
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch1,45,train_f1,0.5852119326591492,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8637513361343648,0.8995381062355658,0.9811262141787228,0.9189518586227909,0.973531310522918,0.9454545454545454,0.43134567791918194,0.5494505494505495,0.273224043715847,0.36496350364963503
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch1,ensemble,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8668204764575771,0.9035796766743649,0.9816174059310989,0.9127837514934289,0.986442866365397,0.9481849208811666,0.44092261399549254,0.6379310344827587,0.20218579234972678,0.3070539419087137
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch1,ensemble,train_f1,0.6407269835472107,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0}",0.8668204764575771,0.8966512702078522,0.9816174059310989,0.9217980295566502,0.9664299548095545,0.9435865111881501,0.44092261399549254,0.5185185185185185,0.30601092896174864,0.3848797250859107
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch4,43,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.868499684266599,0.9006928406466512,0.9816206001735275,0.9205864386072083,0.972885732730794,0.9460138104205901,0.45515201242176917,0.5578947368421052,0.2896174863387978,0.381294964028777
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch4,43,train_f1,0.5498090386390686,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.868499684266599,0.8983833718244804,0.9816206001735275,0.9235040098704503,0.9664299548095545,0.9444794952681388,0.45515201242176917,0.5315315315315315,0.3224043715846995,0.4013605442176871
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch4,44,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8690570683712742,0.9018475750577367,0.9817297975077125,0.9141141141141141,0.9825693996126533,0.9471064094586186,0.4576426073352614,0.5970149253731343,0.2185792349726776,0.32
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch4,44,train_f1,0.6248300075531006,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8690570683712742,0.9047344110854504,0.9817297975077125,0.9287484510532837,0.9677211103938025,0.9478343344925704,0.4576426073352614,0.576271186440678,0.37158469945355194,0.45182724252491696
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch4,45,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8739959148683973,0.9030023094688222,0.9825756035895136,0.9197568389057751,0.9767591994835377,0.947401377582968,0.45935749189617103,0.5862068965517241,0.2786885245901639,0.37777777777777777
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch4,45,train_f1,0.638511061668396,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8739959148683973,0.8954965357967667,0.9825756035895136,0.930188679245283,0.9548095545513234,0.9423383243071042,0.45935749189617103,0.5070422535211268,0.39344262295081966,0.4430769230769231
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch4,ensemble,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8764406438844734,0.901270207852194,0.9828376791917705,0.9165659008464329,0.9786959328599096,0.9466125507336872,0.4710876366199827,0.5769230769230769,0.2459016393442623,0.3448275862068966
qwen2_5_vl_7b,AE+log1p(raw_S),56,tuned_arch4,ensemble,train_f1,0.5988261103630066,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.3, ""hidden_sizes"": [256, 128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 0.0001}",0.8764406438844734,0.9024249422632794,0.9828376791917705,0.926980198019802,0.9670755326016786,0.9466034755134282,0.4710876366199827,0.5603448275862069,0.3551912568306011,0.43478260869565216
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch0,43,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8764272936099728,0.8429752066115702,0.9574843101019925,0.8723648907627444,0.933935166187936,0.9021006738010305,0.6679412185583691,0.7001862197392924,0.5303244005641748,0.6035313001605136
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch0,43,train_f1,0.43726229667663574,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8764272936099728,0.8363000635727909,0.9574843101019925,0.8535688005886681,0.9519901518260155,0.9000969932104753,0.6679412185583691,0.7266355140186916,0.4386459802538787,0.5470536499560247
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch0,44,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8762889700567127,0.8410680228862047,0.9577808867739306,0.86923370186809,0.9355765285186705,0.9011857707509882,0.6651455592036675,0.6998087954110899,0.5162200282087447,0.5941558441558441
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch0,44,train_f1,0.476133793592453,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8762889700567127,0.8401144310235219,0.9577808867739306,0.8624437781109445,0.9441936807550266,0.9014691478942214,0.6651455592036675,0.7154811715481172,0.4823695345557123,0.5762426284751474
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch0,45,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8768483412459422,0.8420216147488875,0.9578428395145795,0.8674242424242424,0.9396799343455068,0.9021075438250935,0.6669762223749327,0.7094861660079052,0.5063469675599436,0.5909465020576131
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch0,45,train_f1,0.5050430297851562,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8768483412459422,0.8423394787031151,0.9578428395145795,0.8685909608811242,0.9384489125974559,0.9021696252465483,0.6669762223749327,0.7076023391812866,0.5119887165021156,0.5941080196399345
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch0,ensemble,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8767490839681844,0.8432930705657978,0.9577814618721818,0.8701447067783702,0.9376282314320886,0.9026269010468102,0.6669836377056452,0.7076923076923077,0.5190409026798307,0.5988608624898292
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch0,ensemble,train_f1,0.47426077723503113,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.0, ""hidden_sizes"": [], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8767490839681844,0.8397965670692944,0.9577814618721818,0.8618494945713217,0.9446040213377103,0.9013312451057165,0.6669836377056452,0.7157894736842105,0.4795486600846262,0.5743243243243243
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch1,43,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.894430769640353,0.8496503496503497,0.9664612753946518,0.8875295974743489,0.9228559704554781,0.9048481190907263,0.6980105534117558,0.6928104575163399,0.5980253878702397,0.6419379258137774
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch1,43,train_f1,0.5460648536682129,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.894430769640353,0.8499682136045772,0.9664612753946518,0.8992279561154003,0.9080837094788674,0.9036341363821968,0.6980105534117558,0.672992700729927,0.6502115655853314,0.6614060258249641
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch1,44,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8938265445792504,0.8493324856961221,0.9668380788876263,0.877645248172374,0.9359868691013541,0.9058776806989675,0.694394650513485,0.7148080438756855,0.5514809590973202,0.6226114649681529
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch1,44,train_f1,0.5394158363342285,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8938265445792504,0.8448823903369358,0.9668380788876263,0.8829076620825147,0.9220352892901108,0.9020473705339221,0.694394650513485,0.6838602329450915,0.5796897038081805,0.6274809160305344
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch1,45,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8944099342934184,0.8407501589319771,0.9667995269802356,0.8875100080064051,0.9097250718096019,0.8984802431610942,0.6975774842962454,0.6604938271604939,0.6036671368124118,0.6308032424465734
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch1,45,train_f1,0.4910813271999359,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8944099342934184,0.8388429752066116,0.9667995269802356,0.884156050955414,0.9113664341403365,0.8975550616286119,0.6975774842962454,0.6593059936908517,0.5895627644569816,0.6224869694713329
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch1,ensemble,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8971335771454765,0.8477431659249841,0.9676847849635133,0.8851298190401259,0.9232663110381617,0.9037959429604339,0.7039280641902868,0.6903973509933775,0.5881523272214386,0.6351865955826352
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch1,ensemble,train_f1,0.48822805285453796,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8971335771454765,0.8477431659249841,0.9676847849635133,0.8821233411397346,0.9273697168649979,0.9041808361672334,0.7039280641902868,0.696917808219178,0.5740479548660085,0.6295436968290796
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch2,43,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8927569967699425,0.8467895740623014,0.9658740981181781,0.8796116504854369,0.9294214197784161,0.903830806065443,0.6980017989009252,0.6987740805604203,0.5627644569816643,0.6234375
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch2,43,train_f1,0.5118781924247742,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8927569967699425,0.8461538461538461,0.9658740981181781,0.8809988294966836,0.9265490356996307,0.9032,0.6980017989009252,0.692967409948542,0.5698166431593794,0.6253869969040248
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch2,44,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8933146316802607,0.8480610298792117,0.9666414387404816,0.8967193195625759,0.908494050061551,0.9025682837342031,0.691229400126086,0.670605612998523,0.6403385049365303,0.6551226551226551
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch2,44,train_f1,0.48615503311157227,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8933146316802607,0.8474253019707565,0.9666414387404816,0.892498997192138,0.913007796471071,0.9026369168356998,0.691229400126086,0.6753445635528331,0.6220028208744711,0.6475770925110133
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch2,45,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8907330743191038,0.8445645263827082,0.9653335053682272,0.8908507223113965,0.9109560935576528,0.9007912355447353,0.6883027593987602,0.6681957186544343,0.616361071932299,0.6412325752017608
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch2,45,train_f1,0.4988725483417511,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8907330743191038,0.8442466624284806,0.9653335053682272,0.8904933814681107,0.9109560935576528,0.9006085192697769,0.6883027593987602,0.667687595712098,0.614950634696756,0.6402349486049926
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch2,ensemble,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8949285029282343,0.852511125238398,0.9668588127364864,0.8906930693069307,0.9228559704554781,0.9064893188230552,0.6995313034219748,0.6972624798711755,0.610719322990127,0.6511278195488722
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch2,ensemble,train_f1,0.501122236251831,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [256], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.8949285029282343,0.8518753973299428,0.9668588127364864,0.8906064209274673,0.9220352892901108,0.9060483870967742,0.6995313034219748,0.695024077046549,0.610719322990127,0.6501501501501501
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch3,43,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.896416493955145,0.8448823903369358,0.9676149182126648,0.897917517354022,0.9023389413212967,0.9001227998362669,0.6950341574775128,0.6585365853658537,0.6473906911142454,0.6529160739687055
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch3,43,train_f1,0.4790375232696533,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.896416493955145,0.8452002542911634,0.9676149182126648,0.8944174757281553,0.9072630283135003,0.900794459156651,0.6950341574775128,0.6646884272997032,0.6318758815232722,0.6478669558929863
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch3,44,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.895915288109441,0.8493324856961221,0.9666727851884118,0.8871794871794871,0.9228559704554781,0.9046661303298471,0.7068672996111031,0.6923076923076923,0.5966149506346967,0.6409090909090909
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch3,44,train_f1,0.5246203541755676,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.895915288109441,0.8493324856961221,0.9666727851884118,0.8930716860232278,0.9150594993844892,0.9039319010944467,0.7068672996111031,0.6810477657935285,0.6234132581100141,0.6509572901325479
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch3,45,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.896951846619436,0.8391608391608392,0.9676311832524399,0.8787759905845429,0.9191629052113254,0.8985158443642198,0.7021295025984885,0.6700167504187605,0.5641748942172073,0.6125574272588055
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch3,45,train_f1,0.4885946214199066,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.896951846619436,0.8388429752066116,0.9676311832524399,0.8760717069368668,0.9224456298727944,0.8986608035178892,0.7021295025984885,0.6741379310344827,0.5514809590973202,0.6066718386346005
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch3,ensemble,fixed_0.5,0.5,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.9018082187341022,0.8496503496503497,0.9691796155665227,0.8918595371109338,0.9171112022979072,0.9043091240137568,0.719920513078957,0.684375,0.6177715091678421,0.6493699036323203
llava_1_5_7b,AE+log1p(raw_S),64,fixed_arch3,ensemble,train_f1,0.4827233552932739,2560,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""hidden_sizes"": [128, 64], ""learning_rate"": 0.001, ""standardize"": true, ""weight_decay"": 1e-05}",0.9018082187341022,0.85092180546726,0.9691796155665227,0.8874015748031496,0.9249076733688962,0.9057665260196905,0.719920513078957,0.698019801980198,0.5966149506346967,0.6433460076045627
