model,head_id,roles,seed,hidden_sizes,dropout,learning_rate,weight_decay,batch_size,batch_norm,standardize,parameter_count,best_epoch,epochs_run,validation_auc,validation_hall_aupr,fit_seconds,peak_cuda_allocated_bytes,max_checkpoint_error
qwen3_vl_8b,35a06e35aad117984527,stage2_arch2/grid,43,[256],0.3,0.0001,1e-05,128,False,True,18945,150,150,0.8872434487813817,0.6473598568605802,15.971511288080364,18728960,0.0
qwen3_vl_8b,3a9c1c77f06f1a2ade27,stage2_arch2/grid,43,[256],0.1,0.0001,0.0,128,False,True,18945,148,150,0.887822135740671,0.6464320974064544,16.2088456870988,18728960,0.0
qwen3_vl_8b,3c746994ff1967549bc0,stage2_arch2/grid,43,[256],0.2,0.0001,0.0001,128,False,True,18945,148,150,0.8874942131304071,0.6466238966301272,15.850326771149412,18728960,0.0
qwen3_vl_8b,3da12f064ba9b6cc09fd,stage2_arch2/grid,43,[256],0.2,0.0003,0.0001,128,False,True,18945,103,118,0.8921634935331733,0.6668515870753733,12.386431109858677,18728960,0.0
qwen3_vl_8b,3fa57f0956e310121d07,final/fixed_arch0,44,[],0.0,0.001,1e-05,128,False,True,73,67,82,0.851458893936325,0.5766689790071426,7.526757434010506,17136128,0.0
qwen3_vl_8b,3fdbd31c0f5c478aa281,stage2_arch3/grid,43,"[128, 64]",0.3,0.0003,0.0001,128,False,True,17665,89,104,0.8937410182961527,0.6560149575547538,12.078133490867913,18644992,0.0
qwen3_vl_8b,419e85a6e4ba658d7c0f,final/fixed_arch3;stage1;stage2_arch3/grid,43,"[128, 64]",0.1,0.001,1e-05,128,False,True,17665,22,37,0.8952257120260796,0.6686508835092688,4.450902414042503,18644992,0.0
qwen3_vl_8b,4219775caa46e9aaed32,stage2_arch3/grid,43,"[128, 64]",0.0,0.0003,0.0,128,False,True,17665,48,63,0.886774471224791,0.6419260695656914,7.131154736038297,18644992,0.0
qwen3_vl_8b,449401c2c1b8e40b9034,stage2_arch3/grid,43,"[128, 64]",0.0,0.0001,1e-05,128,False,True,17665,94,109,0.8824644589759171,0.6362100624156095,12.35000399290584,18644992,0.0
qwen3_vl_8b,455ab668a4e8245d0483,stage2_arch3/grid,43,"[128, 64]",0.1,0.003,1e-05,128,False,True,17665,15,30,0.889666700423406,0.6780004262656492,3.4808358300942928,18644992,0.0
qwen3_vl_8b,494bbdc837902c7e1c34,final/matched_scaler_off,45,[256],0.3,0.0003,0.0,128,False,False,18945,150,150,0.8611711900697319,0.588854330982595,15.832181734032929,18728960,0.0
qwen3_vl_8b,49d6e68a16b3bcc63de5,stage2_arch3/grid,43,"[128, 64]",0.3,0.0001,0.0001,128,False,True,17665,146,150,0.8882947300907574,0.6446874526544178,17.89983497792855,18644992,0.0
qwen3_vl_8b,4b5b6b98b8f48b391e30,stage2_arch3/grid,43,"[128, 64]",0.0,0.001,0.0001,128,False,True,17665,18,33,0.884357850370842,0.6359491487687018,3.9468220041599125,18644992,0.0
qwen3_vl_8b,4c15d9249b9631d1f3bd,stage2_arch2/grid,43,[256],0.1,0.0003,0.0,128,False,True,18945,70,85,0.8901724487138682,0.6551434330900852,9.318390944041312,18728960,0.0
qwen3_vl_8b,4d15a8fc4491ba4e5a9e,stage2_arch2/grid,43,[256],0.0,0.003,0.0,128,False,True,18945,16,31,0.8857702082308576,0.6516314658350341,3.5249781899619848,18728960,0.0
qwen3_vl_8b,4e5d8659631b5fffdda7,final/fixed_arch2,45,[256],0.1,0.001,1e-05,128,False,True,18945,38,53,0.8870505531282852,0.6585843880983728,5.554962656926364,18728960,0.0
qwen3_vl_8b,508c09ab75fb45e459e6,stage2_arch3/grid,43,"[128, 64]",0.2,0.0003,0.0001,128,False,True,17665,91,106,0.8949074341984702,0.6628611090451886,12.664741760818288,18644992,0.0
qwen3_vl_8b,5184251375e833cf0879,final/fixed_arch2,44,[256],0.1,0.001,1e-05,128,False,True,18945,22,37,0.8838376349063973,0.6502872568947335,3.8947293038945645,18728960,0.0
qwen3_vl_8b,520831f868e074b2e497,stage2_arch3/grid,43,"[128, 64]",0.3,0.003,0.0,128,False,True,17665,30,45,0.8910989506476472,0.6614562832706328,5.252421602839604,18644992,0.0
qwen3_vl_8b,5768e17fad6982414dff,stage2_arch3/grid,43,"[128, 64]",0.1,0.001,0.0,128,False,True,17665,22,37,0.8952257120260796,0.6686508835092688,4.284036399098113,18644992,0.0
qwen3_vl_8b,58a5846ffa297072443c,stage2_arch2/grid,43,[256],0.2,0.0001,1e-05,128,False,True,18945,148,150,0.8874942131304071,0.6466238966301272,15.844783541047946,18728960,0.0
qwen3_vl_8b,5fac4e27301ab50dfc2d,stage2_arch3/grid,43,"[128, 64]",0.3,0.0001,1e-05,128,False,True,17665,146,150,0.8882947300907574,0.6446874526544178,17.45648561185226,18644992,0.0
qwen3_vl_8b,60bfa48b83140b2bf8c2,stage2_arch3/grid,43,"[128, 64]",0.1,0.001,0.0001,128,False,True,17665,22,37,0.8955524290385116,0.6667253493343755,4.7311566970311105,18644992,0.0
qwen3_vl_8b,626636b8ef220c9b87c1,stage2_arch3/grid,43,"[128, 64]",0.2,0.001,0.0,128,False,True,17665,29,44,0.896679663011294,0.6728869805179988,6.043799357954413,18644992,0.0
qwen3_vl_8b,63049d3f7fe4bd616386,stage2_arch3/batch_sweep,43,"[128, 64]",0.2,0.001,0.0001,256,False,True,17665,48,63,0.8928181331558693,0.6623747597661456,5.277762263081968,18739712,0.0
qwen3_vl_8b,697124a651bf19abf486,final/fixed_arch5;stage1,43,"[128, 64, 32]",0.1,0.001,1e-05,128,False,True,19713,26,41,0.8889300801481438,0.6576335011128668,5.21781024383381,18679808,0.0
qwen3_vl_8b,6acd38a42a7cb2797d7e,stage2_arch2/grid,43,[256],0.1,0.003,0.0001,128,False,True,18945,31,46,0.8909422229295063,0.6706720859982749,4.794430770911276,18728960,0.0
qwen3_vl_8b,7289ea721cae754eda1f,stage2_arch2/grid,43,[256],0.1,0.001,0.0001,128,False,True,18945,41,56,0.8917511790746795,0.668643921679677,6.1635638969019055,18728960,0.0
qwen3_vl_8b,75064a7a1df133bfffe8,final/fixed_arch4;stage1,43,"[256, 128]",0.1,0.001,1e-05,128,False,True,51713,23,38,0.8836959771611547,0.6482088018393063,4.396909694885835,19384320,0.0
qwen3_vl_8b,76c41b723fb8263fe4cd,stage2_arch3/grid,43,"[128, 64]",0.0,0.003,0.0,128,False,True,17665,7,22,0.8859498423078037,0.6430948742891983,2.4823624240234494,18644992,0.0
qwen3_vl_8b,76f53c1d1997756487c1,stage2_arch3/grid,43,"[128, 64]",0.2,0.003,0.0,128,False,True,17665,24,39,0.8897908770000869,0.6661066956563783,4.732068770099431,18644992,0.0
qwen3_vl_8b,7927dd9f2a5b725ea4f9,stage2_arch2/grid,43,[256],0.3,0.003,0.0001,128,False,True,18945,42,57,0.8922376377998322,0.6717296087977159,7.107926513068378,18728960,0.0
qwen3_vl_8b,79aa9c659a6ae130bf27,stage2_arch3/grid,43,"[128, 64]",0.2,0.0003,1e-05,128,False,True,17665,91,106,0.8946458194689584,0.6624195310230412,12.583987646037713,18644992,0.0
qwen3_vl_8b,7af22d074ee18e5f9284,final/fixed_arch0,45,[],0.0,0.001,1e-05,128,False,True,73,57,72,0.8519905625801723,0.5791927838830018,7.0039663929492235,17136128,0.0
qwen3_vl_8b,7b704c6f3383c14cc540,stage2_arch2/grid,43,[256],0.2,0.001,1e-05,128,False,True,18945,32,47,0.8917210391288832,0.6627813557785112,5.429397118045017,18728960,0.0
qwen3_vl_8b,7bfe63531252899a18cd,stage2_arch2/batch_sweep,43,[256],0.3,0.0003,0.0,64,False,True,18945,78,93,0.893483623159052,0.6653958500575539,16.317273219814524,18728960,0.0
qwen3_vl_8b,7d66b5881e8d23a06233,stage2_arch2/grid,43,[256],0.2,0.0003,0.0,128,False,True,18945,94,109,0.8919778314670678,0.6645602819270684,11.345262187998742,18728960,0.0
qwen3_vl_8b,7f1722b13d73abc43db6,final/tuned_arch2;stage2_arch2/selected,45,[256],0.3,0.0003,0.0,128,False,True,18945,139,150,0.8919067011949886,0.6678316569073363,16.16273763193749,18728960,0.0
qwen3_vl_8b,8bde2d6cd73f34b7ca50,stage2_arch2/grid,43,[256],0.3,0.003,0.0,128,False,True,18945,25,40,0.892092363261094,0.6689954934007992,4.183287971187383,18728960,0.0
qwen3_vl_8b,8f9a0f1bc5ae7af022cd,stage2_arch3/batch_sweep,43,"[128, 64]",0.2,0.001,0.0001,64,False,True,17665,22,37,0.8967676716530193,0.6688649256367989,7.082050341181457,18644992,0.0
qwen3_vl_8b,9044cbf412e20ebffa93,stage2_arch2/grid,43,[256],0.3,0.001,0.0,128,False,True,18945,41,56,0.8943504480001543,0.6702218137485618,6.134869867004454,18728960,0.0
qwen3_vl_8b,912e2de6c62524256882,stage2_arch2/grid,43,[256],0.0,0.0001,1e-05,128,False,True,18945,148,150,0.8860426733408563,0.6411399173838687,15.668623499106616,18728960,0.0
qwen3_vl_8b,918da194405ab6a110ef,stage2_arch3/grid,43,"[128, 64]",0.1,0.0003,1e-05,128,False,True,17665,69,84,0.8932340644078586,0.6560034838661035,9.877940833102912,18644992,0.0
qwen3_vl_8b,93c20ea676e9c7ccb90e,stage2_arch2/grid,43,[256],0.1,0.0001,0.0001,128,False,True,18945,148,150,0.887822135740671,0.6464320974064544,15.780906958971173,18728960,0.0
qwen3_vl_8b,956556e2edc39b12fdac,stage2_arch2/grid,43,[256],0.3,0.003,1e-05,128,False,True,18945,37,52,0.8922334182074207,0.6704558610069096,5.53199148317799,18728960,0.0
qwen3_vl_8b,958477184e9822d6ec98,final/matched_BN_on,45,[256],0.3,0.0003,0.0,128,True,True,19457,98,113,0.8913858829316281,0.6636463350127491,13.443438177928329,18739712,0.0
qwen3_vl_8b,96799f58431e78d9c136,stage2_arch2/grid,43,[256],0.1,0.0003,1e-05,128,False,True,18945,70,85,0.8901724487138682,0.6551434330900852,8.905904676066712,18728960,0.0
qwen3_vl_8b,9c5c3d9b89f29a842cf2,final/matched_BN_on,44,[256],0.3,0.0003,0.0,128,True,True,19457,123,138,0.8875677545981503,0.6632414531446732,15.80168842501007,18739712,0.0
qwen3_vl_8b,9ec88c712b3b0556d6ec,stage2_arch3/grid,43,"[128, 64]",0.3,0.003,1e-05,128,False,True,17665,30,45,0.8924660985889683,0.6631935737745036,15.563586379168555,18644992,0.0
qwen3_vl_8b,9f633702c33a20ab6553,final/matched_scaler_off,43,[256],0.3,0.0003,0.0,128,False,False,18945,139,150,0.8606431382193803,0.5899457732223992,16.360544374911115,18728960,0.0
qwen3_vl_8b,a068e2a164f9f90a615a,stage2_arch2/grid,43,[256],0.0,0.0003,0.0,128,False,True,18945,70,85,0.8887685300386756,0.6500282179594918,8.908024674048647,18728960,0.0
qwen3_vl_8b,a7c2c6fddfb14cff81f0,stage2_arch2/grid,43,[256],0.2,0.001,0.0,128,False,True,18945,32,47,0.8917210391288832,0.6627813557785112,5.08351771812886,18728960,0.0
qwen3_vl_8b,aa1104bbf8f9d6154c59,stage2_arch3/grid,43,"[128, 64]",0.0,0.001,0.0,128,False,True,17665,18,33,0.8842210150169265,0.6361635703586916,3.687904341844842,18644992,0.0
qwen3_vl_8b,ac28ba4b6e7d700a416a,final/fixed_arch0;stage1,43,[],0.0,0.001,1e-05,128,False,True,73,84,99,0.8508753845857084,0.5749286505263148,9.255879048956558,17136128,0.0
qwen3_vl_8b,adafcfb1abd37d52b40f,stage2_arch2/grid,43,[256],0.0,0.0003,0.0001,128,False,True,18945,70,85,0.8886925773752687,0.6498111487302672,8.743764044949785,18728960,0.0
qwen3_vl_8b,b0f00a81e4635d03b75a,stage2_arch3/grid,43,"[128, 64]",0.3,0.003,0.0001,128,False,True,17665,30,45,0.8950376387643104,0.6768315695704018,5.279531519860029,18644992,0.0
qwen3_vl_8b,b28267fcaf29106ecc8c,stage2_arch3/grid,43,"[128, 64]",0.2,0.003,1e-05,128,False,True,17665,18,33,0.886798583181428,0.6509558235372281,3.973459610948339,18644992,0.0
qwen3_vl_8b,b2895360f0cbea1731f0,stage2_arch3/grid,43,"[128, 64]",0.0,0.0003,0.0001,128,False,True,17665,48,63,0.8872235564171562,0.6408303346374027,7.123112155823037,18644992,0.0
qwen3_vl_8b,b349ad80fe2c35ee701c,stage2_arch2/grid,43,[256],0.0,0.0001,0.0,128,False,True,18945,148,150,0.8860426733408563,0.6411399173838687,15.680260989116505,18728960,0.0
qwen3_vl_8b,b7bbe1dc4027158ea0c3,final/fixed_arch4,45,"[256, 128]",0.1,0.001,1e-05,128,False,True,51713,35,50,0.8899554411041346,0.6731752117922503,5.805266137002036,19384320,0.0
qwen3_vl_8b,b8bcbd01e7df2804998c,stage2_arch2/grid,43,[256],0.3,0.0003,0.0001,128,False,True,18945,126,141,0.8944324286527203,0.6714314327571483,15.101487145991996,18728960,0.0
qwen3_vl_8b,ba0fc597bd19882db8be,stage2_arch2/grid,43,[256],0.1,0.003,1e-05,128,False,True,18945,37,52,0.890239359393536,0.660716509158786,5.495028438977897,18728960,0.0
qwen3_vl_8b,ba6b9ac3300b807adbfc,stage2_arch2/grid,43,[256],0.3,0.0003,1e-05,128,False,True,18945,126,141,0.8944565406093574,0.671923696132862,15.154090536059812,18728960,0.0
qwen3_vl_8b,bf7ccb8e90396e132f93,stage2_arch3/grid,43,"[128, 64]",0.1,0.0001,0.0001,128,False,True,17665,143,150,0.8915703393999017,0.6514009153160233,18.171062650159,18644992,0.0
qwen3_vl_8b,c097fd50e05d1f7c2a33,stage2_arch3/grid,43,"[128, 64]",0.3,0.0003,0.0,128,False,True,17665,89,104,0.8935354638658218,0.6553648179899967,12.24662986700423,18644992,0.0
qwen3_vl_8b,c1b92a2dc61fca5adac1,final/matched_BN_on,43,[256],0.3,0.0003,0.0,128,True,True,19457,103,118,0.8921442039678635,0.665354084562182,13.487729146145284,18739712,0.0
qwen3_vl_8b,c5d53698328e3abe1571,final/fixed_arch2;stage1;stage2_arch2/grid,43,[256],0.1,0.001,1e-05,128,False,True,18945,46,61,0.8912026320611866,0.6718458011227264,6.382953712018207,18728960,0.0
qwen3_vl_8b,c86b0492ca5c8041d1ea,stage2_arch3/grid,43,"[128, 64]",0.2,0.001,1e-05,128,False,True,17665,29,44,0.896679663011294,0.6728869805179988,5.138688509119675,18644992,0.0
qwen3_vl_8b,c9d41098d3a999603e6c,stage2_arch3/grid,43,"[128, 64]",0.2,0.0001,1e-05,128,False,True,17665,143,150,0.8914558076058756,0.6497388678089371,17.985934292897582,18644992,0.0
qwen3_vl_8b,ca4d18840f80223b42e3,final/tuned_arch2;stage2_arch2/selected,44,[256],0.3,0.0003,0.0,128,False,True,18945,149,150,0.8882645901449611,0.6609657614560324,16.040211532032117,18728960,0.0
qwen3_vl_8b,ca7dfec59157b9b98229,stage2_arch2/batch_sweep,43,[256],0.3,0.0003,0.0,256,False,True,18945,137,150,0.8910579603213642,0.661236234125258,12.101486864965409,18728960,0.0
qwen3_vl_8b,cac39a652ece86c6d7f2,stage2_arch2/grid,43,[256],0.2,0.001,0.0001,128,False,True,18945,41,56,0.8922593385608055,0.668569851795208,6.105113932164386,18728960,0.0
qwen3_vl_8b,ccf456dcad5e796bba6a,stage2_arch3/grid,43,"[128, 64]",0.0,0.003,1e-05,128,False,True,17665,7,22,0.8866515002459421,0.648620974758722,2.758237201021984,18644992,0.0
qwen3_vl_8b,cd64d2c301ae59d97176,stage2_arch2/grid,43,[256],0.0,0.001,1e-05,128,False,True,18945,38,53,0.8897788210217683,0.6562823934701475,5.451998905045912,18728960,0.0
qwen3_vl_8b,cdfcf1c4887b3ca6f365,stage2_arch3/grid,43,"[128, 64]",0.3,0.001,0.0,128,False,True,17665,36,51,0.8938929236229662,0.6599560439520276,5.92754528298974,18644992,0.0
qwen3_vl_8b,ceec39324258c870a82a,final/fixed_arch5,44,"[128, 64, 32]",0.1,0.001,1e-05,128,False,True,19713,17,32,0.8839654282765739,0.6494395390645318,4.411235660081729,18679808,0.0
qwen3_vl_8b,d0ea4e0f97a4a47d0cd2,stage2_arch3/grid,43,"[128, 64]",0.0,0.0003,1e-05,128,False,True,17665,48,63,0.886774471224791,0.6419260695656914,7.0681190269533545,18644992,0.0
qwen3_vl_8b,d185df90b712276c900e,final/tuned_arch3;stage2_arch3/selected,44,"[128, 64]",0.2,0.001,0.0001,128,False,True,17665,21,36,0.8859281415468301,0.6508849470192227,4.200962535105646,18644992,0.0
qwen3_vl_8b,d2b3924b6f632f586561,stage2_arch3/grid,43,"[128, 64]",0.3,0.001,0.0001,128,False,True,17665,36,51,0.8944541294136938,0.661087711284303,5.94691336597316,18644992,0.0
qwen3_vl_8b,d720cbdeec6f8f789007,stage2_arch3/grid,43,"[128, 64]",0.0,0.0001,0.0001,128,False,True,17665,94,109,0.8824644589759171,0.6362100624156095,12.280435238033533,18644992,0.0
qwen3_vl_8b,d7a61e4c5ab24b1db1a7,final/tuned_arch3;stage2_arch3/selected,45,"[128, 64]",0.2,0.001,0.0001,128,False,True,17665,51,66,0.8882175718295189,0.6629175978285141,7.706962808966637,18644992,0.0
qwen3_vl_8b,d8368a0b7ec6f63af294,stage2_arch3/grid,43,"[128, 64]",0.0,0.001,1e-05,128,False,True,17665,18,33,0.8842210150169265,0.6361635703586916,3.7162399960216135,18644992,0.0
qwen3_vl_8b,d86c8b5bfd4425e15904,stage2_arch2/grid,43,[256],0.2,0.0003,1e-05,128,False,True,18945,94,109,0.8919778314670678,0.6645602819270684,11.402013689978048,18728960,0.0
qwen3_vl_8b,d8c73e1dd9d8a4876bac,final/tuned_arch2;stage2_arch2/batch_sweep;stage2_arch2/grid;stage2_arch2/selected,43,[256],0.3,0.0003,0.0,128,False,True,18945,126,141,0.8944565406093574,0.671923696132862,25.046090150019154,18728960,0.0
qwen3_vl_8b,da08dd180dd85f21ec7e,stage2_arch2/grid,43,[256],0.3,0.0001,0.0001,128,False,True,18945,150,150,0.8872434487813817,0.6473598568605802,16.258294355124235,18728960,0.0
qwen3_vl_8b,dc71aad177dda6df386a,stage2_arch3/grid,43,"[128, 64]",0.2,0.0003,0.0,128,False,True,17665,91,106,0.8946458194689584,0.6624195310230412,12.445272031938657,18644992,0.0
qwen3_vl_8b,e43ad81d401b2a13d1a0,stage2_arch2/grid,43,[256],0.0,0.0001,0.0001,128,False,True,18945,148,150,0.8860426733408563,0.6411399173838687,15.713800664059818,18728960,0.0
qwen3_vl_8b,e6e135e53d209ef4784b,stage2_arch2/grid,43,[256],0.0,0.0003,1e-05,128,False,True,18945,70,85,0.8887685300386756,0.6500282179594918,8.913048767019063,18728960,0.0
qwen3_vl_8b,e835fba1488f1144a7ec,stage2_arch2/grid,43,[256],0.3,0.0001,0.0,128,False,True,18945,150,150,0.8872434487813817,0.6473598568605802,15.700305631849915,18728960,0.0
qwen3_vl_8b,eb546ca74140b248f8ff,stage2_arch3/grid,43,"[128, 64]",0.3,0.0003,1e-05,128,False,True,17665,89,104,0.8935354638658218,0.6553648179899967,12.138030528090894,18644992,0.0
qwen3_vl_8b,f2ade84ae29ad95dc65c,final/matched_scaler_off,44,[256],0.3,0.0003,0.0,128,False,False,18945,129,144,0.8603489723484081,0.5778950794033302,15.042536733904853,18728960,0.0
qwen3_vl_8b,f38fe8fe8daafd560033,stage2_arch2/grid,43,[256],0.0,0.003,0.0001,128,False,True,18945,16,31,0.8856363868715219,0.6513498636864014,3.2121544249821454,18728960,0.0
qwen3_vl_8b,f48976a2d0d6dc659c7a,stage2_arch2/grid,43,[256],0.2,0.003,1e-05,128,False,True,18945,21,36,0.8893050210738502,0.6553974633562204,3.8888026250060648,18728960,0.0
qwen3_vl_8b,f51fa6d3c27b89f6d938,stage2_arch2/grid,43,[256],0.1,0.003,0.0,128,False,True,18945,37,52,0.8918409961131526,0.6609813863413684,5.393288650084287,18728960,0.0
qwen3_vl_8b,f81cce625cb0a1376a7a,stage2_arch3/grid,43,"[128, 64]",0.2,0.0001,0.0001,128,False,True,17665,143,150,0.8914558076058756,0.6497388678089371,18.1902722439263,18644992,0.0
qwen3_vl_8b,f879c7f62cff8490fc28,stage2_arch2/grid,43,[256],0.0,0.003,1e-05,128,False,True,18945,16,31,0.8856665268173182,0.6505975570020921,3.452613668050617,18728960,0.0
qwen3_vl_8b,f9477af8d00d4628598f,stage2_arch2/grid,43,[256],0.0,0.001,0.0,128,False,True,18945,38,53,0.8897788210217683,0.6562823934701475,5.9581170990131795,18728960,0.0
qwen3_vl_8b,fc84a3d416f3a4eea82a,stage2_arch3/grid,43,"[128, 64]",0.3,0.0001,0.0,128,False,True,17665,146,150,0.8882947300907574,0.6446874526544178,17.42107697413303,18644992,0.0
internvl_2_5_8b,023acefbf3e9c6c638af,stage2_arch2/grid,43,[256],0.1,0.001,0.0,128,False,True,16897,41,56,0.8732742337331247,0.5673952827143102,4.752508828882128,18688000,0.0
internvl_2_5_8b,03169bf83fd931cd1ee7,stage2_arch3/grid,43,"[128, 64]",0.0,0.0001,0.0,128,False,True,16641,111,126,0.8565281881916682,0.5382528351451422,11.28536150092259,18620416,0.0
internvl_2_5_8b,035ebd311db086773830,stage2_arch2/grid,43,[256],0.1,0.0001,1e-05,128,False,True,16897,150,150,0.865856654499102,0.5682774202911042,13.141224635066465,18688000,0.0
internvl_2_5_8b,058697fdb50bed4fb63a,stage2_arch3/grid,43,"[128, 64]",0.1,0.003,0.0001,128,False,True,16641,9,24,0.8760959499391621,0.5982031171581246,2.3020637328736484,18620416,0.0
internvl_2_5_8b,05d26e7e918381dcc9a1,stage2_arch2/grid,43,[256],0.3,0.001,0.0001,128,False,True,16897,62,77,0.8766544991019178,0.5777058871225921,6.489949281793088,18688000,0.0
internvl_2_5_8b,0a86930b57a0384b3e91,stage2_arch3/grid,43,"[128, 64]",0.2,0.003,0.0001,128,False,True,16641,23,38,0.8792803754562837,0.5814869705270534,3.5347750110086054,18620416,0.0
internvl_2_5_8b,0c68209008fc06744875,stage2_arch2/grid,43,[256],0.2,0.003,0.0001,128,False,True,16897,26,41,0.8732012283446318,0.5786212803946502,3.41890140902251,18688000,0.0
internvl_2_5_8b,0cefd2703bc967d74453,stage2_arch2/grid,43,[256],0.1,0.0003,0.0001,128,False,True,16897,149,150,0.8737875890839563,0.5746699265608678,12.888786085182801,18688000,0.0
internvl_2_5_8b,0fc1e15886e1753a34b2,final/fixed_arch3,44,"[128, 64]",0.1,0.001,1e-05,128,False,True,16641,28,43,0.8727469725940089,0.5706985115680713,4.020068267127499,18620416,0.0
internvl_2_5_8b,12e1c957181c0db7dbe0,stage2_arch3/grid,43,"[128, 64]",0.3,0.001,1e-05,128,False,True,16641,51,66,0.8775097050814067,0.5843428481700166,6.139513638103381,18620416,0.0
internvl_2_5_8b,1462169ea96c4519c5f9,final/fixed_arch4,44,"[256, 128]",0.1,0.001,1e-05,128,False,True,49665,18,33,0.8709322672228982,0.5700510798909912,3.0847939238883555,19343360,0.0
internvl_2_5_8b,1503e6d1eae069799756,final/fixed_arch1,44,[128],0.1,0.001,1e-05,128,False,True,8449,90,105,0.8748641288603048,0.566056982925783,9.10068801487796,18421760,0.0
internvl_2_5_8b,18562b166775a434b92b,stage2_arch3/grid,43,"[128, 64]",0.1,0.0001,0.0,128,False,True,16641,149,150,0.8700214380902718,0.5736415320143711,14.284753344021738,18620416,0.0
internvl_2_5_8b,1957e39a41317b8d763e,stage2_arch3/grid,43,"[128, 64]",0.1,0.0003,0.0001,128,False,True,16641,83,98,0.8727643548293644,0.5745450575394191,9.150848249904811,18620416,0.0
internvl_2_5_8b,19d56aa73cecdee1f7b6,stage2_arch3/grid,43,"[128, 64]",0.1,0.0003,0.0,128,False,True,16641,83,98,0.8739370763080132,0.5764789615374033,9.043427739990875,18620416,0.0
internvl_2_5_8b,1a1ef3b3ef3a38d92e02,stage2_arch3/grid,43,"[128, 64]",0.2,0.001,0.0001,128,False,True,16641,39,54,0.8794727388608843,0.5940916732733091,5.005741268862039,18620416,0.0
internvl_2_5_8b,1a41d8ad7d78519fbf7d,final/fixed_arch5,45,"[128, 64, 32]",0.1,0.001,1e-05,128,False,True,18689,21,36,0.8751040037082103,0.5832879078191414,3.6917970299255103,18655232,0.0
internvl_2_5_8b,1d09b0f3500ab1c6e70a,stage2_arch2/grid,43,[256],0.2,0.0001,0.0,128,False,True,16897,150,150,0.8655762211020337,0.567590977351438,13.028778427978978,18688000,0.0
internvl_2_5_8b,1eb6eedbfb553084a609,stage2_arch2/grid,43,[256],0.3,0.001,1e-05,128,False,True,16897,62,77,0.8767773335650964,0.5774097398509714,6.4464759330730885,18688000,0.0
internvl_2_5_8b,20d0e29e9fdc18184219,stage2_arch3/grid,43,"[128, 64]",0.1,0.0001,1e-05,128,False,True,16641,149,150,0.8700214380902718,0.5736415320143711,14.225972147891298,18620416,0.0
internvl_2_5_8b,236049213231d00bd9fc,final/fixed_arch1;stage1,43,[128],0.1,0.001,1e-05,128,False,True,8449,52,67,0.8697850396894374,0.5650360506173242,5.635793723864481,18421760,0.0
internvl_2_5_8b,236b53bfa1562142214b,stage2_arch2/grid,43,[256],0.0,0.001,0.0001,128,False,True,16897,38,53,0.868505707167275,0.567259807024717,4.325249513145536,18688000,0.0
internvl_2_5_8b,25dc4b56e8ab7c35985f,final/fixed_arch3,45,"[128, 64]",0.1,0.001,1e-05,128,False,True,16641,24,39,0.8792038936207195,0.5816371502889349,3.6364502150099725,18620416,0.0
internvl_2_5_8b,2671531b572fa8ebb4c1,stage2_arch3/grid,43,"[128, 64]",0.1,0.003,0.0,128,False,True,16641,9,24,0.8791042354713483,0.6015593521343213,2.26441266015172,18620416,0.0
internvl_2_5_8b,2ca64a5620f8b57a20fb,stage2_arch2/grid,43,[256],0.2,0.003,0.0,128,False,True,16897,26,41,0.8744504316588446,0.5871072860044756,3.40345860295929,18688000,0.0
internvl_2_5_8b,304f162a67739c6475c6,stage2_arch3/grid,43,"[128, 64]",0.0,0.003,0.0001,128,False,True,16641,9,24,0.8671811808331885,0.5672440941304501,2.592882346827537,18620416,0.0
internvl_2_5_8b,30b13e7cd3a304f5c919,stage2_arch3/grid,43,"[128, 64]",0.2,0.0001,0.0,128,False,True,16641,150,150,0.8702277072831566,0.5792670293379961,14.131837910972536,18620416,0.0
internvl_2_5_8b,349eff7f03f25a856d48,final/fixed_arch1,45,[128],0.1,0.001,1e-05,128,False,True,8449,66,81,0.8720331421287444,0.5662912445119525,6.845106795895845,18421760,0.0
internvl_2_5_8b,35a06e35aad117984527,stage2_arch2/grid,43,[256],0.3,0.0001,1e-05,128,False,True,16897,150,150,0.8640326786024684,0.567705837063301,12.49086556583643,18688000,0.0
internvl_2_5_8b,3a9c1c77f06f1a2ade27,stage2_arch2/grid,43,[256],0.1,0.0001,0.0,128,False,True,16897,150,150,0.865856654499102,0.5682774202911042,13.011953850043938,18688000,0.0
internvl_2_5_8b,3c746994ff1967549bc0,stage2_arch2/grid,43,[256],0.2,0.0001,0.0001,128,False,True,16897,150,150,0.8655762211020337,0.567590977351438,13.372069772798568,18688000,0.0
internvl_2_5_8b,3da12f064ba9b6cc09fd,stage2_arch2/grid,43,[256],0.2,0.0003,0.0001,128,False,True,16897,129,144,0.8728790775827104,0.569596814514735,12.554292055079713,18688000,0.0
internvl_2_5_8b,3fa57f0956e310121d07,final/fixed_arch0,44,[],0.0,0.001,1e-05,128,False,True,65,150,150,0.8322023292195376,0.5029477099002555,10.892716232920066,17125888,0.0
internvl_2_5_8b,3fdbd31c0f5c478aa281,stage2_arch3/grid,43,"[128, 64]",0.3,0.0003,0.0001,128,False,True,16641,120,135,0.8778527145257546,0.5880609373343917,12.618114423006773,18620416,0.0
