signal,split,layer,label,n,mean,median,p10,p90
Q_negative,train,24,REAL,9539,0.0024809730239212513,0.00011463383998489007,0.0,0.003053335938602686
Q_negative,train,25,REAL,9539,0.015138647519052029,0.0038070620503276587,9.007297921925783e-05,0.0357426181435585
Q_negative,train,26,REAL,9539,0.010057654231786728,0.0012130951508879662,0.0,0.018376480787992477
Q_negative,train,27,REAL,9539,0.02053171955049038,0.00016697791579645127,0.0,0.04416876658797264
Q_negative,train,28,REAL,9539,0.0002662399201653898,0.0,0.0,6.0781054344261065e-05
Q_negative,train,29,REAL,9539,0.005796191748231649,0.00014466728316619992,0.0,0.014037171378731728
Q_negative,train,30,REAL,9539,0.004232802893966436,0.0002027337031904608,0.0,0.008539398200809956
Q_negative,train,31,REAL,9539,0.00031151308212429285,0.0,0.0,0.0
Q_negative,train,32,REAL,9539,0.193643718957901,0.146495059132576,0.025892702862620354,0.4227079749107361
Q_negative,test,1,HALL,709,6.884653703309596e-05,0.0,0.0,2.0736599253723398e-05
Q_negative,test,2,HALL,709,0.003542159218341112,0.002507080091163516,0.00040804740274325013,0.008061112836003304
Q_negative,test,3,HALL,709,0.000260364351561293,0.0,0.0,0.0005420656525529921
Q_negative,test,4,HALL,709,1.9128341591567732e-05,0.0,0.0,6.135588392908176e-08
Q_negative,test,5,HALL,709,1.3006549124838784e-05,0.0,0.0,5.017781301575042e-09
Q_negative,test,6,HALL,709,0.00021917762933298945,1.0143921258531918e-09,0.0,0.00012670645082835108
Q_negative,test,7,HALL,709,0.0002540424175094813,7.649265171494335e-06,0.0,0.0005249384557828307
Q_negative,test,8,HALL,709,0.00044014377635903656,0.0,0.0,0.000562985660508275
Q_negative,test,9,HALL,709,0.0017051291652023792,1.5739160517114215e-05,0.0,0.0029206066392362118
Q_negative,test,10,HALL,709,0.0011368810664862394,0.00011514338257256895,0.0,0.003516252851113677
Q_negative,test,11,HALL,709,0.0064873164519667625,0.005670325830578804,7.252502109622583e-05,0.014212406240403652
Q_negative,test,12,HALL,709,0.02493729442358017,0.010045147500932217,0.001279629534110427,0.0580868273973465
