model,variant,seed,AUROC,HALL_AUPR
internvl_2_5_8b,ae_logs,43,0.8783405195999037,0.6254350477289302
internvl_2_5_8b,ae_logs,44,0.8793418547133883,0.6266446778769803
internvl_2_5_8b,ae_logs,45,0.8767318172864365,0.6187545177791339
internvl_2_5_8b,raw_top16,43,0.8947558493291602,0.6499915079818932
internvl_2_5_8b,raw_top16,44,0.8925780822517455,0.641827025026831
internvl_2_5_8b,raw_top16,45,0.8947175468931253,0.6524143193695294
internvl_2_5_8b,raw_top32,43,0.8981319354768106,0.6759514571138051
internvl_2_5_8b,raw_top32,44,0.8940992361399898,0.6603977575253108
internvl_2_5_8b,raw_top32,45,0.8961511523561468,0.6699360544023654
internvl_2_5_8b,norm_top16,43,0.8817603799601655,0.6278594952398702
internvl_2_5_8b,norm_top16,44,0.877142200529668,0.6144949473309336
internvl_2_5_8b,norm_top16,45,0.8876370680032393,0.643572324982113
internvl_2_5_8b,norm_top32,43,0.8834621024754317,0.6213497352910704
internvl_2_5_8b,norm_top32,44,0.880879423931362,0.6253780670161029
internvl_2_5_8b,norm_top32,45,0.8826085053295104,0.6254421834652253
