model,variant,seed,AUROC,HALL_AUPR
qwen2_5_vl_7b,ae_logs,43,0.8717359767891681,0.5414797087905971
qwen2_5_vl_7b,ae_logs,44,0.8713279738878142,0.5509801185082788
qwen2_5_vl_7b,ae_logs,45,0.8724764264990327,0.5506938602002386
qwen2_5_vl_7b,raw_top16,43,0.8131346711798839,0.3799701473808052
qwen2_5_vl_7b,raw_top16,44,0.8212342843326884,0.3975388516099244
qwen2_5_vl_7b,raw_top16,45,0.8134822292069631,0.42022665282742655
qwen2_5_vl_7b,raw_top32,43,0.8264249879110253,0.41291067231687173
qwen2_5_vl_7b,raw_top32,44,0.8283667794970986,0.4076399489930432
qwen2_5_vl_7b,raw_top32,45,0.8275054400386846,0.4101414666073903
qwen2_5_vl_7b,norm_top16,43,0.833874818665377,0.4355741769076413
qwen2_5_vl_7b,norm_top16,44,0.8269992142166345,0.422614586161058
qwen2_5_vl_7b,norm_top16,45,0.8276641078336557,0.42232310756204305
qwen2_5_vl_7b,norm_top32,43,0.8240449709864603,0.4370281905096853
qwen2_5_vl_7b,norm_top32,44,0.8219596228239845,0.4256425368605572
qwen2_5_vl_7b,norm_top32,45,0.8255258704061894,0.44476905519199084
