model,variant,seed,AUROC,HALL_AUPR
minigpt4_7b,ae_logs,43,0.9351276895086146,0.777126830135663
minigpt4_7b,ae_logs,44,0.9353781333097622,0.7792023135155828
minigpt4_7b,ae_logs,45,0.9354296952688219,0.7821183097248535
minigpt4_7b,raw_top16,43,0.934383724099323,0.7723294855594209
minigpt4_7b,raw_top16,44,0.9326895454445009,0.7648164323980403
minigpt4_7b,raw_top16,45,0.9342953321695062,0.7686847903584875
minigpt4_7b,raw_top32,43,0.9313489345089461,0.7589746304158455
minigpt4_7b,raw_top32,44,0.9337134186315456,0.7674224638767696
minigpt4_7b,raw_top32,45,0.930870144889105,0.7558034948300384
minigpt4_7b,norm_top16,43,0.9342069402396895,0.7656197873075102
minigpt4_7b,norm_top16,44,0.9343247961461119,0.767658535521613
minigpt4_7b,norm_top16,45,0.9354075972863678,0.7716572926004432
minigpt4_7b,norm_top32,43,0.934383724099323,0.7653505010387948
minigpt4_7b,norm_top32,44,0.9342585021987493,0.7674968695896318
minigpt4_7b,norm_top32,45,0.9355696491576986,0.7722760851496664
