model,seed,bn_was_already_disabled,reused_training,best_epoch,AUROC,HALL_AUPR
qwen3_vl_8b,42,False,False,50,0.89899173553719,0.6822870050714696
qwen3_vl_8b,43,False,False,46,0.8972231404958678,0.6722419599438951
qwen3_vl_8b,44,False,False,46,0.8989454545454545,0.6808659484714702
