block,dimensions,hall_auroc,hall_aupr
adj_A_all,27,0.6314353322390159,0.1535541425615609
adj_A_top32,27,0.6306323591066392,0.15452425468316414
adj_E_all,27,0.6270758276663326,0.15520049560121796
adj_E_top32,27,0.6290654956049657,0.15665655964541061
