model,group,classifier,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
qwen2_5_vl_7b,visual,three_hidden,0.8649962737388533,0.005995151960403766,0.3799168858071047,0.011856562746903334,0.8701873409914425,0.39263178271236504
qwen2_5_vl_7b,visual,one_hidden,0.835823503713412,0.012418552340206359,0.33735660178817994,0.026663656288267574,0.8378074165445993,0.33721190318104344
qwen2_5_vl_7b,visual,xgb,0.8589931385398195,0.0,0.44485353646249076,5.551115123125783e-17,0.8589931385398195,0.4448535364624907
qwen2_5_vl_7b,visual_prompt_sum,three_hidden,0.8488474288798088,0.0025087384262651754,0.3793484626205723,0.004813274430575873,0.8551229666178397,0.3868891297532803
qwen2_5_vl_7b,visual_prompt_sum,one_hidden,0.8123300696425358,0.0018367545936168724,0.3354782586153216,0.008820713996473823,0.8137075013491635,0.34175691309090944
qwen2_5_vl_7b,visual_prompt_sum,xgb,0.8504664251021509,0.0,0.41826234056316053,5.551115123125783e-17,0.8504664251021509,0.4182623405631606
qwen2_5_vl_7b,generation,three_hidden,0.8315061804538328,0.004799984525181129,0.3651630394929888,0.014698688318474186,0.8389946804409838,0.378478144869049
qwen2_5_vl_7b,generation,one_hidden,0.8130804615424152,0.002309674389454419,0.30045922953549686,0.005472661410956061,0.8133682830930536,0.30126693381619135
qwen2_5_vl_7b,generation,xgb,0.833975792151723,0.0,0.34629804286663407,0.0,0.833975792151723,0.34629804286663407
qwen2_5_vl_7b,vp_generation,three_hidden,0.8678847685863337,0.002220206801256992,0.45607529253585327,0.006600362756125673,0.8718680132603499,0.47074173244387274
qwen2_5_vl_7b,vp_generation,one_hidden,0.8366432811656773,0.002954789847745668,0.3656400847182069,0.008523876735586062,0.8376223884049032,0.37905289070462256
qwen2_5_vl_7b,vp_generation,xgb,0.8583378305450621,1.1102230246251565e-16,0.4641811796833118,0.0,0.858337830545062,0.4641811796833118
