model,left,right,metric,difference,ci95_low,ci95_high,valid_replicates
internvl_2_5_8b,legacy_plus_prompt_kappa,legacy_visual,AUROC,0.019305957200694168,0.008508994773219671,0.03065647472785016,2000
internvl_2_5_8b,legacy_plus_prompt_kappa,legacy_visual,HALL_AUPR,0.0298779843912369,-0.0003558911062710916,0.05907142294692741,2000
internvl_2_5_8b,legacy_plus_generation_kappa,legacy_visual,AUROC,0.007499518025833929,-0.003338531346607404,0.01798935826208115,2000
internvl_2_5_8b,legacy_plus_generation_kappa,legacy_visual,HALL_AUPR,0.009156068967248965,-0.02052428431044485,0.038191724642059235,2000
internvl_2_5_8b,legacy_plus_b1_residual_balance,legacy_visual,AUROC,0.0006940427993060716,-0.010514508406886457,0.01128112868294125,2000
internvl_2_5_8b,legacy_plus_b1_residual_balance,legacy_visual,HALL_AUPR,0.002543492883230636,-0.030057285356764062,0.03479355926133338,2000
internvl_2_5_8b,legacy_plus_b1_delta_cos_rg,legacy_visual,AUROC,0.012904376325429068,-0.0016588509929538918,0.027595864864732436,2000
internvl_2_5_8b,legacy_plus_b1_delta_cos_rg,legacy_visual,HALL_AUPR,0.030785912936189708,-0.0028415890325833217,0.06269010170394812,2000
internvl_2_5_8b,legacy_plus_visual_context_change,legacy_visual,AUROC,-0.0009388856757276409,-0.013895425050718873,0.012889778017427812,2000
internvl_2_5_8b,legacy_plus_visual_context_change,legacy_visual,HALL_AUPR,0.008394148312521499,-0.030759564016535627,0.04628377012827395,2000
internvl_2_5_8b,legacy_plus_five,legacy_visual,AUROC,0.025282436861384427,0.007310421547327181,0.04206842806433509,2000
internvl_2_5_8b,legacy_plus_five,legacy_visual,HALL_AUPR,0.062221773429506855,0.008896216365934568,0.1135321728893105,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_prompt_kappa,AUROC,0.005976479660690259,-0.007374421698491335,0.019298510087428083,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_prompt_kappa,HALL_AUPR,0.032343789038269954,-0.017826291266992696,0.07974669323753565,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_generation_kappa,AUROC,0.0177829188355505,0.004376109975579551,0.031602407004187885,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_generation_kappa,HALL_AUPR,0.05306570446225789,0.007620944391702864,0.09867805150332846,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_b1_residual_balance,AUROC,0.024588394062078356,0.010197427924654287,0.03946207181176043,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_b1_residual_balance,HALL_AUPR,0.05967828054627622,0.01059145976318637,0.10352059390389005,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_b1_delta_cos_rg,AUROC,0.01237806053595536,-0.001327744629232222,0.024967011002524717,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_b1_delta_cos_rg,HALL_AUPR,0.03143586049331715,-0.01109457005749762,0.07256950325207852,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_visual_context_change,AUROC,0.02622132253711207,0.0122990583984152,0.039315606056244456,2000
internvl_2_5_8b,legacy_plus_five,legacy_plus_visual_context_change,HALL_AUPR,0.053827625116985356,0.010333582979186792,0.0963769921387319,2000
internvl_2_5_8b,legacy_plus_five,five_concat,AUROC,0.01329091960670925,0.0017346885635531745,0.02435766781208373,2000
internvl_2_5_8b,legacy_plus_five,five_concat,HALL_AUPR,0.03963294434281728,-0.0003045650625071612,0.08108601741493457,2000
internvl_2_5_8b,legacy_visual,five_concat,AUROC,-0.011991517254675177,-0.0342388176547158,0.00992908726781294,2000
internvl_2_5_8b,legacy_visual,five_concat,HALL_AUPR,-0.022588829086689577,-0.0835328709673213,0.044703818735833394,2000
