model,left,right,metric,difference,ci95_low,ci95_high,valid_replicates
internvl_2_5_8b,prompt_within_source_kappa,position,AUROC,0.14879988432620006,0.11586755340911675,0.1836754829915534,2000
internvl_2_5_8b,prompt_within_source_kappa,position,HALL_AUPR,0.2154229476289659,0.14014846383485569,0.28395241098013346,2000
internvl_2_5_8b,generation_within_source_kappa,position,AUROC,0.08853769037979564,0.05032837002074269,0.1252521648521307,2000
internvl_2_5_8b,generation_within_source_kappa,position,HALL_AUPR,0.14927432160609394,0.07776084958090158,0.21901026107051969,2000
internvl_2_5_8b,b1_residual_visual_generation_balance,position,AUROC,0.11894447657605545,0.07938816182014068,0.1598881048975695,2000
internvl_2_5_8b,b1_residual_visual_generation_balance,position,HALL_AUPR,0.20259084885402284,0.12171120024450191,0.27887275483321294,2000
internvl_2_5_8b,b1_delta_residual_generation_cos,position,AUROC,0.12377385772122607,0.08451390865684931,0.16594886103064171,2000
internvl_2_5_8b,b1_delta_residual_generation_cos,position,HALL_AUPR,0.21585874872578203,0.14164513256763533,0.2924429731320381,2000
internvl_2_5_8b,visual_context_relative_change,position,AUROC,0.10728070175438598,0.06693223730208907,0.1519075101859225,2000
internvl_2_5_8b,visual_context_relative_change,position,HALL_AUPR,0.18968595125852378,0.10979100735317722,0.26790389732794734,2000
internvl_2_5_8b,generation_kappa_plus_position,generation_within_source_kappa,AUROC,0.011197223828802727,-0.0010322374242089925,0.02402301273895159,2000
internvl_2_5_8b,generation_kappa_plus_position,generation_within_source_kappa,HALL_AUPR,0.01641426653057143,-0.010699386165901879,0.043483539146998436,2000
internvl_2_5_8b,generation_kappa_plus_position,position,AUROC,0.09973491420859837,0.06525256272559911,0.13340618115040384,2000
internvl_2_5_8b,generation_kappa_plus_position,position,HALL_AUPR,0.16568858813666537,0.09418678561433362,0.23421166976345256,2000
internvl_2_5_8b,five_concat,prompt_within_source_kappa,AUROC,0.020726817042606482,-0.0016951689776807304,0.04391348211236009,2000
internvl_2_5_8b,five_concat,prompt_within_source_kappa,HALL_AUPR,0.07416917182364796,0.014329790670850603,0.13190930000305973,2000
internvl_2_5_8b,five_concat,generation_within_source_kappa,AUROC,0.0809890109890109,0.053213665491818794,0.11121417934781946,2000
internvl_2_5_8b,five_concat,generation_within_source_kappa,HALL_AUPR,0.14031779784651993,0.0743326297964849,0.20294322668336587,2000
internvl_2_5_8b,five_concat,b1_residual_visual_generation_balance,AUROC,0.050582224792751096,0.027719393089484352,0.07344369638340618,2000
internvl_2_5_8b,five_concat,b1_residual_visual_generation_balance,HALL_AUPR,0.08700127059859103,0.025588065264004655,0.1522490426416035,2000
internvl_2_5_8b,five_concat,b1_delta_residual_generation_cos,AUROC,0.04575284364758048,0.025160749037993504,0.06681197695261401,2000
internvl_2_5_8b,five_concat,b1_delta_residual_generation_cos,HALL_AUPR,0.07373337072683184,0.01570282765998413,0.12545004055264866,2000
internvl_2_5_8b,five_concat,visual_context_relative_change,AUROC,0.062245999614420566,0.04002316197982165,0.08597285843430016,2000
internvl_2_5_8b,five_concat,visual_context_relative_change,HALL_AUPR,0.0999061681940901,0.039622685445424605,0.15520032130588504,2000
internvl_2_5_8b,five_concat,position,AUROC,0.16952670136880654,0.13325702849552293,0.2105914344274116,2000
internvl_2_5_8b,five_concat,position,HALL_AUPR,0.28959211945261387,0.21296049765003278,0.3629121475087339,2000
