Q,label,layer,mean,median,q25,q75
E,1,18,0.26886436,0.24834675,0.19974882155656815,0.3316999599337578
E,1,19,0.27125117,0.23996922,0.17819014936685562,0.3649592325091362
E,1,20,0.27272668,0.24589011,0.20134712010622025,0.32483717054128647
E,1,21,0.31958738,0.31765383,0.2320665493607521,0.39598001539707184
E,1,22,0.30283976,0.29652297,0.22526273503899574,0.3708014190196991
E,1,23,0.2509781,0.23755932,0.20430784672498703,0.2793141379952431
E,1,24,0.34647265,0.3568252,0.27826017141342163,0.4181135445833206
E,1,25,0.3559054,0.36872527,0.2867051735520363,0.43355242162942886
E,1,26,0.28937632,0.27531213,0.2210976518690586,0.3485485315322876
E,1,27,0.34745777,0.36211777,0.2598487287759781,0.43121037632226944
E,1,28,0.3350309,0.33944565,0.2392856776714325,0.4247388169169426
E,1,29,0.34605515,0.35439286,0.2730562761425972,0.41893094033002853
E,1,30,0.40298763,0.42107314,0.3232939690351486,0.4921978563070297
E,1,31,0.31082958,0.287817,0.22094390913844109,0.39342041313648224
E,1,32,0.36623228,0.37757376,0.2952015697956085,0.4410647451877594
E,1,33,0.36769933,0.3739645,0.28885918855667114,0.44622035324573517
E,1,34,0.38967833,0.4055741,0.31299200654029846,0.4744796007871628
E,1,35,0.38284603,0.39962745,0.3095223158597946,0.4640415236353874
E,1,36,0.5989906,0.6288345,0.5898123681545258,0.6539880931377411
C,0,1,0.12755723,0.124049135,0.09942133724689484,0.15014661848545074
C,0,2,0.16820765,0.16223435,0.1334669440984726,0.19860762357711792
C,0,3,0.120073386,0.11450484,0.09804613888263702,0.13700605928897858
C,0,4,0.15482908,0.1445216,0.12202707678079605,0.17304137349128723
C,0,5,0.15802835,0.153212,0.1297486275434494,0.18237628042697906
C,0,6,0.1566775,0.14763248,0.12438521534204483,0.17773953080177307
C,0,7,0.17386068,0.16647378,0.13544900715351105,0.2056846171617508
C,0,8,0.175527,0.17025664,0.14571979641914368,0.19905157387256622
C,0,9,0.20519094,0.2045647,0.17057755589485168,0.23719938099384308
C,0,10,0.2317401,0.22897162,0.1864614337682724,0.27317875623703003
C,0,11,0.19485213,0.19068779,0.15926145017147064,0.2258777618408203
C,0,12,0.21495815,0.21283932,0.17878283560276031,0.2475724071264267
C,0,13,0.19689779,0.19238892,0.16273406147956848,0.22766295075416565
C,0,14,0.2554501,0.25608945,0.2152235507965088,0.2951969802379608
C,0,15,0.2673358,0.26985607,0.22947664558887482,0.30755600333213806
C,0,16,0.27762777,0.28020573,0.2361861914396286,0.3208940327167511
C,0,17,0.24837203,0.24851845,0.21384631097316742,0.2832804322242737
C,0,18,0.29907748,0.30397955,0.2573592960834503,0.34427475929260254
C,0,19,0.26841542,0.26986742,0.2247130423784256,0.31022676825523376
C,0,20,0.3221297,0.32458767,0.27697131037712097,0.36775439977645874
C,0,21,0.31930655,0.3234529,0.269136905670166,0.37623071670532227
C,0,22,0.3450955,0.35845417,0.3028866946697235,0.4016404449939728
C,0,23,0.3224767,0.32358262,0.28606241941452026,0.3610491156578064
C,0,24,0.26157963,0.26211476,0.20783141255378723,0.3161250650882721
C,0,25,0.26037693,0.25949082,0.21490788459777832,0.30425509810447693
C,0,26,0.3654541,0.36606845,0.32765763998031616,0.4036182761192322
C,0,27,0.26875284,0.2682294,0.2227344810962677,0.3127773404121399
C,0,28,0.34629923,0.34855735,0.30105075240135193,0.39237305521965027
C,0,29,0.32521647,0.33312434,0.2741474509239197,0.3839317560195923
C,0,30,0.29439086,0.2822979,0.22229483723640442,0.3551698923110962
C,0,31,0.32162675,0.32020035,0.27307048439979553,0.36797839403152466
C,0,32,0.32864517,0.33648378,0.27714964747428894,0.3868125379085541
C,0,33,0.3113062,0.3185662,0.25161051750183105,0.37175896763801575
C,0,34,0.3090999,0.31688204,0.2619219124317169,0.362046480178833
C,0,35,0.2955202,0.2895323,0.24020643532276154,0.3405713438987732
