signal,label,layer,mean,median,q25,q75
AE,0,1,0.64053524,0.6492281,0.5962410569190979,0.6919569671154022
AE,0,2,0.6230929,0.63167214,0.582614928483963,0.6726735383272171
AE,0,3,0.59091884,0.5929758,0.5554493367671967,0.622951403260231
AE,0,4,0.5825331,0.58134884,0.5490620136260986,0.6131142973899841
AE,0,5,0.5618228,0.5611797,0.531429648399353,0.5896881967782974
AE,0,6,0.5530501,0.54865265,0.522791400551796,0.5772522538900375
AE,0,7,0.51881725,0.5192808,0.49115490913391113,0.5455192029476166
AE,0,8,0.536344,0.5341371,0.5100878328084946,0.5605352967977524
AE,0,9,0.55402476,0.5488152,0.5117660760879517,0.5892007350921631
AE,0,10,0.5795768,0.57860994,0.5423449873924255,0.6170114725828171
AE,0,11,0.5449751,0.54536533,0.516632080078125,0.5741636753082275
AE,0,12,0.5495031,0.54810274,0.5049808323383331,0.5942092090845108
AE,0,13,0.56300366,0.5640003,0.5200430750846863,0.6066386848688126
AE,0,14,0.55868626,0.56135774,0.5212014764547348,0.5972828716039658
AE,0,15,0.57117605,0.57441473,0.5154456496238708,0.6266346126794815
AE,0,16,0.5636358,0.5622206,0.516426220536232,0.6168700307607651
AE,0,17,0.58655316,0.59392214,0.5252784192562103,0.6500236690044403
AE,0,18,0.5805519,0.58807045,0.5295811742544174,0.6308940947055817
AE,0,19,0.5746511,0.58169484,0.5220738649368286,0.6330172121524811
AE,0,20,0.63030183,0.639738,0.5760381817817688,0.6917464733123779
AE,0,21,0.64386123,0.6486163,0.5967919677495956,0.6969427615404129
AE,0,22,0.6393504,0.6434747,0.593300074338913,0.6928051561117172
AE,0,23,0.64043355,0.64387804,0.5897869318723679,0.7023001611232758
AE,0,24,0.6562076,0.6579197,0.6100331842899323,0.704516664147377
AE,0,25,0.70442164,0.70131445,0.6540828943252563,0.7557924389839172
AE,0,26,0.6939788,0.6919155,0.6418886184692383,0.743900865316391
AE,0,27,0.71192807,0.7127882,0.6629982590675354,0.7644350528717041
AE,0,28,0.70913595,0.70989364,0.6611771732568741,0.7546059638261795
AE,1,1,0.62688655,0.6388346,0.5826445817947388,0.683043360710144
AE,1,2,0.6110655,0.6214605,0.5684619545936584,0.6643407940864563
AE,1,3,0.5961541,0.60224116,0.5627096891403198,0.6350729465484619
AE,1,4,0.58995265,0.5936792,0.5544006824493408,0.6282447576522827
AE,1,5,0.57673067,0.5750767,0.5390699505805969,0.6113793849945068
AE,1,6,0.5612055,0.55837566,0.526420533657074,0.592989444732666
AE,1,7,0.5315109,0.5284828,0.4975742995738983,0.562609851360321
AE,1,8,0.5430615,0.5405583,0.5097809433937073,0.5741217136383057
AE,1,9,0.5642087,0.5591045,0.517781138420105,0.6047465801239014
AE,1,10,0.5891558,0.5891818,0.5489768385887146,0.631083607673645
AE,1,11,0.5529048,0.55284464,0.5200482606887817,0.5854085683822632
AE,1,12,0.5590558,0.555812,0.5133596658706665,0.603561520576477
AE,1,13,0.5737643,0.5728739,0.5302796959877014,0.6185959577560425
AE,1,14,0.56534106,0.5650718,0.5255699157714844,0.6053517460823059
AE,1,15,0.5756694,0.57498294,0.5252323746681213,0.6275159120559692
AE,1,16,0.5713906,0.57074773,0.5199776887893677,0.6208624243736267
AE,1,17,0.5902109,0.59207404,0.5356966257095337,0.6466090083122253
AE,1,18,0.5903915,0.5917405,0.5450873374938965,0.6394006609916687
AE,1,19,0.57354945,0.5716167,0.5271499156951904,0.6201382875442505
AE,1,20,0.63567144,0.6401303,0.5827410221099854,0.696434497833252
AE,1,21,0.65924853,0.6666107,0.6128729581832886,0.718920886516571
AE,1,22,0.6475598,0.6549721,0.6066223382949829,0.7015312910079956
AE,1,23,0.6489449,0.6576282,0.6055443286895752,0.7045749425888062
AE,1,24,0.6515972,0.6529272,0.6075981259346008,0.6985726356506348
AE,1,25,0.6927162,0.6987369,0.6460479497909546,0.749032735824585
AE,1,26,0.68661886,0.69179827,0.6398036479949951,0.7412433624267578
AE,1,27,0.6961669,0.7050154,0.647148072719574,0.75565505027771
