model,model_label,rank,feature_set,threshold_mode,threshold_mean,threshold_std,num_seeds,seeds,headline_positive_class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,accuracy_mean,accuracy_std,auc_mean,auc_std,aupr_mean,aupr_std,real_positive_precision_mean,real_positive_precision_std,real_positive_recall_mean,real_positive_recall_std,real_positive_f1_mean,real_positive_f1_std,real_positive_auc_mean,real_positive_auc_std,real_positive_aupr_mean,real_positive_aupr_std,hallucination_positive_precision_mean,hallucination_positive_precision_std,hallucination_positive_recall_mean,hallucination_positive_recall_std,hallucination_positive_f1_mean,hallucination_positive_f1_std,hallucination_positive_auc_mean,hallucination_positive_auc_std,hallucination_positive_aupr_mean,hallucination_positive_aupr_std
qwen2_5_vl_7b,qwen2_5_vl_7b,1,hpre_raw_logit_gauss_source_target_union_topk_js+hpre_raw_logit_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.9163528541883315,0.005241541890839072,0.9604045620830645,0.01596491240885856,0.9377456869298587,0.005076778376095783,0.8860662047729022,0.007977052261763954,0.8298702612061839,0.007469050487931597,0.9757427140347638,0.0014270039648107357,0.9163528541883315,0.005241541890839072,0.9604045620830645,0.01596491240885856,0.9377456869298587,0.005076778376095783,0.8298702612061839,0.007469050487931597,0.9757427140347638,0.0014270039648107357,0.44602896007020626,0.042467803441185586,0.2568306010928962,0.06198433343232625,0.3183771477260582,0.036473963747051634,0.8298702612061839,0.0074690504879316244,0.37650122404940056,0.0044061319958053164
qwen2_5_vl_7b,qwen2_5_vl_7b,2,hpre_softmax_prob_gauss_source_target_union_topk_js+hpre_softmax_prob_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.9155370842221867,0.0068376899845655845,0.9569614805250698,0.01293663728443223,0.9356893906561469,0.002949622725605114,0.8824095458044651,0.004251486149802648,0.8258950777339162,0.008580627171881197,0.9747157833294736,0.0017262337630990928,0.9155370842221867,0.0068376899845655845,0.9569614805250698,0.01293663728443223,0.9356893906561469,0.002949622725605114,0.8258950777339162,0.008580627171881197,0.9747157833294736,0.0017262337630990928,0.4082511796427368,0.02089381554174947,0.25136612021857924,0.07505791540268311,0.3050903323720257,0.05547843219384308,0.8258950777339161,0.008580627171881133,0.3541573434837812,0.008863445678809947
qwen2_5_vl_7b,qwen2_5_vl_7b,3,hpre_raw_logit_gauss_source_target_union_topk_js,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.9032005279682206,0.0013448338328302168,0.9857972885732731,0.003801059120433729,0.9426867648766621,0.0011553531197413451,0.892802155504234,0.0019052145759452495,0.7949285101969541,0.008059989780789364,0.9694705327182223,0.0017966785468017327,0.9032005279682206,0.0013448338328302168,0.9857972885732731,0.003801059120433729,0.9426867648766621,0.0011553531197413451,0.7949285101969541,0.008059989780789364,0.9694705327182223,0.0017966785468017327,0.47469122581566364,0.03628725036321993,0.10564663023679417,0.01689183696811604,0.1715612182373837,0.02172807672167197,0.7949285101969542,0.008059989780789258,0.3266815513113293,0.0022242078631712348
qwen2_5_vl_7b,qwen2_5_vl_7b,4,hpre_softmax_prob_gauss_source_target_union_topk_js,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.9030538086924057,0.00048597817944956266,0.9862276737680223,0.002903106856731653,0.942808143792972,0.0014632067983799497,0.8929946112394149,0.0025963698158645142,0.7914760213122985,0.0076377334695637775,0.9685938620319295,0.0017104561509537937,0.9030538086924057,0.00048597817944956266,0.9862276737680223,0.002903106856731653,0.942808143792972,0.0014632067983799497,0.7914760213122985,0.0076377334695637775,0.9685938620319295,0.0017104561509537937,0.47727980080921256,0.05802311558928485,0.10382513661202186,0.004461729950424731,0.17018460128816662,0.007202810686558286,0.7914760213122985,0.007637733469563829,0.3168834816215946,0.0019490484237688916
qwen2_5_vl_7b,qwen2_5_vl_7b,5,hpre_softmax_prob_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.8983907655259215,0.0018239647220512872,0.9911771035076393,0.0033888564123140947,0.9424989824330279,0.0006494374243372807,0.8918398768283294,0.000981335549190287,0.7851448904693198,0.004915003808294632,0.9679853274482517,0.0010140353907803863,0.8983907655259215,0.0018239647220512872,0.9911771035076393,0.0033888564123140947,0.9424989824330279,0.0006494374243372807,0.7851448904693198,0.004915003808294632,0.9679853274482517,0.0010140353907803863,0.4023692810457516,0.035970914971815864,0.051001821493624776,0.022009191208733278,0.08911268672127763,0.03411453221305226,0.7851448904693198,0.004915003808294716,0.2946279593128081,0.016522307417717062
qwen2_5_vl_7b,qwen2_5_vl_7b,6,hpre_raw_logit_gauss_ev_target_dist_mass_x_cosine,fixed_0.5,0.5,0.0,3,"43,44,45",real,0.8984631489059135,0.001160375012636097,0.9901011405207661,0.004094318396909901,0.9420522166161774,0.0013128749570439054,0.8910700538876059,0.0021773880867946255,0.7843723137672698,0.0018971418614123462,0.9677903719635145,0.000496157332813473,0.8984631489059135,0.001160375012636097,0.9901011405207661,0.004094318396909901,0.9420522166161774,0.0013128749570439054,0.7843723137672698,0.0018971418614123462,0.9677903719635145,0.000496157332813473,0.39537798668233454,0.03421711005568456,0.052823315118397086,0.01566908063213593,0.09195841914288516,0.02378335039831941,0.7843723137672698,0.0018971418614123026,0.28384130394807444,0.0007308316752825816
qwen2_5_vl_7b,qwen2_5_vl_7b,1,hpre_raw_logit_gauss_source_target_union_topk_js+hpre_raw_logit_gauss_ev_target_dist_mass_x_cosine,train_f1,0.5471065739790598,0.055945852734996485,3,"43,44,45",real,0.9222123706307771,0.0011703684522882353,0.946417043253712,0.0065836275191643225,0.9341437676940824,0.0028725285249117925,0.8806774441878368,0.004768865162957625,0.8298702612061839,0.007469050487931597,0.9757427140347638,0.0014270039648107357,0.9222123706307771,0.0011703684522882353,0.946417043253712,0.0065836275191643225,0.9341437676940824,0.0028725285249117925,0.8298702612061839,0.007469050487931597,0.9757427140347638,0.0014270039648107357,0.41874236874236875,0.023837840460908095,0.3242258652094718,0.0143424551439195,0.3647573304498403,0.007927891167104122,0.8298702612061839,0.0074690504879316244,0.37650122404940056,0.0044061319958053164
qwen2_5_vl_7b,qwen2_5_vl_7b,2,hpre_softmax_prob_gauss_source_target_union_topk_js+hpre_softmax_prob_gauss_ev_target_dist_mass_x_cosine,train_f1,0.584787646929423,0.054150191315412606,3,"43,44,45",real,0.9220273446109509,0.0019814597914936346,0.9388853023455993,0.0018511567176764734,0.9303765707479895,0.0007226100854278294,0.8743264049268668,0.001360867554246595,0.8258950777339162,0.008580627171881197,0.9747157833294736,0.0017262337630990928,0.9220273446109509,0.0019814597914936346,0.9388853023455993,0.0018511567176764734,0.9303765707479895,0.0007226100854278294,0.8258950777339162,0.008580627171881197,0.9747157833294736,0.0017262337630990928,0.38767825036713743,0.009769665519107067,0.32786885245901637,0.019448229967270143,0.35513954705891115,0.015020943816754973,0.8258950777339161,0.008580627171881133,0.3541573434837812,0.008863445678809947
qwen2_5_vl_7b,qwen2_5_vl_7b,3,hpre_raw_logit_gauss_source_target_union_topk_js,train_f1,0.5757075548171997,0.018062447528254318,3,"43,44,45",real,0.9112673170180813,0.00132637295680038,0.961265332472563,0.00483106182927562,0.9355900462022085,0.0018626646688586364,0.8816397228637413,0.0030912968445360274,0.7949285101969541,0.008059989780789364,0.9694705327182223,0.0017966785468017327,0.9112673170180813,0.00132637295680038,0.961265332472563,0.00483106182927562,0.9355900462022085,0.0018626646688586364,0.7949285101969541,0.008059989780789364,0.9694705327182223,0.0017966785468017327,0.3891020461658335,0.017620021291224655,0.20765027322404372,0.016086996113529768,0.2701201506315803,0.013102324331296,0.7949285101969542,0.008059989780789258,0.3266815513113293,0.0022242078631712348
qwen2_5_vl_7b,qwen2_5_vl_7b,4,hpre_softmax_prob_gauss_source_target_union_topk_js,train_f1,0.5914497574170431,0.027582624060811356,3,"43,44,45",real,0.9119800914214488,0.0009790442669539363,0.9586830213040671,0.0055534701530294585,0.9347386118031613,0.0023451268104518626,0.880292532717475,0.003925342196761185,0.7914760213122985,0.0076377334695637775,0.9685938620319295,0.0017104561509537937,0.9119800914214488,0.0009790442669539363,0.9586830213040671,0.0055534701530294585,0.9347386118031613,0.0023451268104518626,0.7914760213122985,0.0076377334695637775,0.9685938620319295,0.0017104561509537937,0.3846786079795789,0.02327363333866085,0.2167577413479053,0.012879904939645675,0.27659106505821834,0.008563451586119812,0.7914760213122985,0.007637733469563829,0.3168834816215946,0.0019490484237688916
