model,scope,metric,layer,n_mixed_images,n_valid,mean_hall_minus_real,median_hall_minus_real,fraction_hall_gt_real
llava_1_5_7b,all,amp_mean,1,241,241,-0.14354147075424334,-0.133193952970462,0.36929460580912865
llava_1_5_7b,all,amp_mean,2,241,241,0.08743768090422366,0.07466751474747302,0.6846473029045643
llava_1_5_7b,all,amp_mean,3,241,241,0.005472154176461326,0.008078418685438682,0.5767634854771784
llava_1_5_7b,all,amp_mean,4,241,241,-0.017727792735832797,-0.014524497808124925,0.34439834024896265
llava_1_5_7b,all,amp_mean,5,241,241,-0.023616789878912605,-0.02123214460259104,0.3112033195020747
llava_1_5_7b,all,amp_mean,6,241,241,-0.02968890230195911,-0.02884510519742045,0.3070539419087137
llava_1_5_7b,all,amp_mean,7,241,241,-0.03352341166419732,-0.03169130824296518,0.2697095435684647
llava_1_5_7b,all,amp_mean,8,241,241,0.010962714362800306,0.008036820209332163,0.5933609958506224
llava_1_5_7b,all,amp_mean,9,241,241,0.0032334083364512836,6.962444707203641e-05,0.5020746887966805
llava_1_5_7b,all,amp_mean,10,241,241,0.006000612853830785,0.007874006826701252,0.5892116182572614
llava_1_5_7b,all,amp_mean,11,241,241,0.006335836762183943,0.006658949480478071,0.5892116182572614
llava_1_5_7b,all,amp_mean,12,241,241,0.01064427951645319,0.011382231351723116,0.6431535269709544
llava_1_5_7b,all,amp_mean,13,241,241,0.023660895851233994,0.022944033941593278,0.7219917012448133
llava_1_5_7b,all,amp_mean,14,241,241,0.0067742331126202475,0.00583658761416328,0.5684647302904564
llava_1_5_7b,all,amp_mean,15,241,241,0.0010193517603323678,0.00037083016973082916,0.5062240663900415
llava_1_5_7b,all,amp_mean,16,241,241,0.010705425022571506,0.01102110062750733,0.6307053941908713
llava_1_5_7b,all,amp_mean,17,241,241,-0.007597103834339628,-0.008323840994003295,0.34024896265560167
llava_1_5_7b,all,amp_mean,18,241,241,-0.0016119406710302347,-0.00359815815868747,0.4190871369294606
llava_1_5_7b,all,amp_mean,19,241,241,-0.003955930145890901,-0.0042990176754705844,0.4107883817427386
llava_1_5_7b,all,amp_mean,20,241,241,-0.0036112949761640963,-0.005694846387218233,0.4024896265560166
llava_1_5_7b,all,amp_mean,21,241,241,-0.009055519218569187,-0.009884136200281668,0.3153526970954357
llava_1_5_7b,all,amp_mean,22,241,241,-0.0031876394509481997,-0.004398631478591208,0.3983402489626556
llava_1_5_7b,all,amp_mean,23,241,241,-0.0016461758835503717,-0.0023098249514120206,0.45643153526970953
llava_1_5_7b,all,amp_mean,24,241,241,-0.003118103442051577,-0.005469577660174502,0.34854771784232363
llava_1_5_7b,all,amp_mean,25,241,241,-0.002828516172274624,-0.0035129489924992097,0.42323651452282157
llava_1_5_7b,all,amp_mean,26,241,241,-0.00448381747460915,-0.005959304133642873,0.37344398340248963
llava_1_5_7b,all,amp_mean,27,241,241,0.002044808095785329,0.0018277745004968149,0.5643153526970954
llava_1_5_7b,all,amp_mean,28,241,241,-0.0011853107938532303,-0.0010736528482673535,0.48132780082987553
llava_1_5_7b,all,amp_mean,29,241,241,-0.00298307441664037,-0.0005678021787961229,0.47717842323651455
llava_1_5_7b,all,amp_mean,30,241,241,-0.0006065607609295873,0.0004956275737172111,0.5145228215767634
llava_1_5_7b,all,amp_mean,31,241,241,0.008996773341247185,0.007900943523196757,0.6846473029045643
llava_1_5_7b,all,amp_mean,32,241,241,-0.040478297265092424,-0.045900320153077656,0.34439834024896265
llava_1_5_7b,all,amp_median,1,241,241,-0.13129765326628567,-0.11856785598862518,0.3817427385892116
llava_1_5_7b,all,amp_median,2,241,241,0.06922905422584011,0.0582581215607787,0.6639004149377593
llava_1_5_7b,all,amp_median,3,241,241,0.004975673210588067,0.009193587064784459,0.5684647302904564
llava_1_5_7b,all,amp_median,4,241,241,-0.021122936576164892,-0.01942286120806691,0.34024896265560167
llava_1_5_7b,all,amp_median,5,241,241,-0.025820975542091316,-0.02445282455036757,0.3029045643153527
llava_1_5_7b,all,amp_median,6,241,241,-0.029180782546768872,-0.028204711585233966,0.3112033195020747
llava_1_5_7b,all,amp_median,7,241,241,-0.0344017844894407,-0.031269256988695426,0.2821576763485477
llava_1_5_7b,all,amp_median,8,241,241,0.01815514977528066,0.01705241693345383,0.6473029045643154
llava_1_5_7b,all,amp_median,9,241,241,0.003451971459741534,0.0005816434636765067,0.5103734439834025
llava_1_5_7b,all,amp_median,10,241,241,0.006350516422752622,0.007054071987872446,0.5892116182572614
llava_1_5_7b,all,amp_median,11,241,241,0.0056836286085383695,0.005428429251137512,0.5933609958506224
llava_1_5_7b,all,amp_median,12,241,241,0.010151656055900654,0.009654803958348945,0.6348547717842323
llava_1_5_7b,all,amp_median,13,241,241,0.02687255278711679,0.02694142906459318,0.7385892116182573
llava_1_5_7b,all,amp_median,14,241,241,0.005072610713151829,0.002901898436031114,0.5560165975103735
llava_1_5_7b,all,amp_median,15,241,241,0.0018245274937361063,0.0005592304001439952,0.5062240663900415
llava_1_5_7b,all,amp_median,16,241,241,0.011466803637733504,0.011438308776668515,0.6556016597510373
llava_1_5_7b,all,amp_median,17,241,241,-0.007023623829447268,-0.008690235458653384,0.3651452282157676
llava_1_5_7b,all,amp_median,18,241,241,0.0003694381921910173,0.0005680988675189069,0.5145228215767634
llava_1_5_7b,all,amp_median,19,241,241,-0.0036729229519355685,-0.003878337212249894,0.42738589211618255
llava_1_5_7b,all,amp_median,20,241,241,-0.005758980181639039,-0.007340120209740064,0.35269709543568467
llava_1_5_7b,all,amp_median,21,241,241,-0.0076110430922516235,-0.008476290551299115,0.3236514522821577
llava_1_5_7b,all,amp_median,22,241,241,-0.0018515243756667436,-0.0026153152424312487,0.4315352697095436
llava_1_5_7b,all,amp_median,23,241,241,-0.0027121083534617525,-0.0035418891463560864,0.4107883817427386
llava_1_5_7b,all,amp_median,24,241,241,-0.00558198297197823,-0.00866531821037042,0.3070539419087137
llava_1_5_7b,all,amp_median,25,241,241,-0.0031304702066010577,-0.003527867996170747,0.38589211618257263
llava_1_5_7b,all,amp_median,26,241,241,-0.0033107597356528892,-0.00483915217674169,0.36929460580912865
llava_1_5_7b,all,amp_median,27,241,241,0.0008563960177182034,0.0003925118013418105,0.5020746887966805
llava_1_5_7b,all,amp_median,28,241,241,-0.0007364263504579678,-0.00024612994851425096,0.4896265560165975
llava_1_5_7b,all,amp_median,29,241,241,-0.005787452029332038,-0.004570453828957599,0.35684647302904565
llava_1_5_7b,all,amp_median,30,241,241,0.0003008708361127429,0.0011066585852375632,0.5352697095435685
llava_1_5_7b,all,amp_median,31,241,241,0.010326819203265497,0.010096793747730759,0.6929460580912863
llava_1_5_7b,all,amp_median,32,241,241,-0.05381217931515347,-0.052138909189369365,0.35684647302904565
llava_1_5_7b,all,amp_fraction_gt1,1,241,241,-0.030514496865097666,0.0,0.47717842323651455
llava_1_5_7b,all,amp_fraction_gt1,2,241,241,0.10683279156329814,0.050347222222222224,0.6016597510373444
llava_1_5_7b,all,amp_fraction_gt1,3,241,241,-8.970421963160553e-05,0.0,0.016597510373443983
llava_1_5_7b,all,amp_fraction_gt1,4,241,241,-0.005940519572249156,-0.00043402777777777775,0.23651452282157676
llava_1_5_7b,all,amp_fraction_gt1,5,241,241,-0.0070646386527997715,-0.00028935185185185184,0.1037344398340249
llava_1_5_7b,all,amp_fraction_gt1,6,241,241,-0.0030938636596485837,0.0,0.1078838174273859
llava_1_5_7b,all,amp_fraction_gt1,7,241,241,-0.002957229096687084,0.0,0.16182572614107885
llava_1_5_7b,all,amp_fraction_gt1,8,241,241,-0.0026001102521460403,0.0,0.23236514522821577
llava_1_5_7b,all,amp_fraction_gt1,9,241,241,5.4028354080221295e-06,0.0,0.004149377593360996
llava_1_5_7b,all,amp_fraction_gt1,10,241,241,0.0,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,11,241,241,-1.2606615952051638e-05,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,12,241,241,2.8815122176118026e-05,0.0,0.008298755186721992
llava_1_5_7b,all,amp_fraction_gt1,13,241,241,-8.00420060447723e-05,0.0,0.02074688796680498
llava_1_5_7b,all,amp_fraction_gt1,14,241,241,0.0,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,15,241,241,-1.2006300906715843e-05,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,16,241,241,-9.004725680036884e-06,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,17,241,241,1.0805670816044259e-05,0.0,0.008298755186721992
llava_1_5_7b,all,amp_fraction_gt1,18,241,241,-3.2056823420931306e-05,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,19,241,241,0.0,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,20,241,241,0.0,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,21,241,241,-0.0006603465498693714,0.0,0.012448132780082987
llava_1_5_7b,all,amp_fraction_gt1,22,241,241,0.0,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,23,241,241,2.0324952249226107e-05,0.0,0.004149377593360996
llava_1_5_7b,all,amp_fraction_gt1,24,241,241,-9.803144690333488e-05,0.0,0.004149377593360996
llava_1_5_7b,all,amp_fraction_gt1,25,241,241,-0.00012006300906715845,0.0,0.004149377593360996
llava_1_5_7b,all,amp_fraction_gt1,26,241,241,-0.0003401385046872598,0.0,0.008298755186721992
llava_1_5_7b,all,amp_fraction_gt1,27,241,241,5.522898417089289e-06,0.0,0.008298755186721992
llava_1_5_7b,all,amp_fraction_gt1,28,241,241,0.0,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,29,241,241,0.0,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,30,241,241,0.0,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,31,241,241,0.0,0.0,0.0
llava_1_5_7b,all,amp_fraction_gt1,32,241,241,-0.015017449729046378,-0.015625,0.3817427385892116
llava_1_5_7b,all,gross_gain,1,241,241,-0.1414821489227469,-0.1321156606118823,0.3651452282157676
llava_1_5_7b,all,gross_gain,2,241,241,0.07514216623377261,0.0709963232428632,0.6763485477178424
llava_1_5_7b,all,gross_gain,3,241,241,0.01637041534735217,0.021711003997182066,0.6307053941908713
llava_1_5_7b,all,gross_gain,4,241,241,-0.022785285712259733,-0.018943786819167308,0.3112033195020747
llava_1_5_7b,all,gross_gain,5,241,241,-0.0320172355349069,-0.028308482441701588,0.2863070539419087
llava_1_5_7b,all,gross_gain,6,241,241,-0.044051232377242275,-0.04383595219313163,0.24066390041493776
