layer_start,layer_end_exclusive,layers,input_dim,seed,best_epoch,AUROC,HALL_AUPR
5,20,15,480,43,20,0.891586776859504,0.6147911065174306
5,20,15,480,44,30,0.8926214876033058,0.6308766531111446
5,20,15,480,45,17,0.8919537190082645,0.6256838509029884
5,21,16,512,43,20,0.8927206611570249,0.6354142979694737
5,21,16,512,44,24,0.8925818181818181,0.6249516202801225
5,21,16,512,45,22,0.8928429752066116,0.6399269338076596
